,Unnamed: 0.1,Unnamed: 0,epsW_sonic1,MAD_value_1,MAD_criteria_met_1,epsW_sonic2,MAD_value_2,MAD_criteria_met_2,epsW_sonic3,MAD_value_3,MAD_criteria_met_3,epsW_sonic4,MAD_value_4,MAD_criteria_met_4,epsW_sonic1_MAD,epsW_sonic2_MAD,epsW_sonic3_MAD,epsW_sonic4_MAD
26,26,26,0.0017712278428166,0.1512644566048102,True,0.0006836681508719,0.1985701958444655,True,0.0004451879906755,0.1846936499759702,True,0.0005624034387179,0.2380027626031914,True,0.0017712278428166,0.0006836681508719,0.0004451879906755,0.0005624034387179
27,27,27,0.0020188544441115,0.1579305562644667,True,0.0008337701488458,0.168182901421884,True,0.000563647651922,0.1692198049949784,True,0.0004506731559387,0.22386269254063,True,0.0020188544441115,0.0008337701488458,0.000563647651922,0.0004506731559387
28,28,28,0.002307410269585,0.1745157073345057,True,0.0010161222314731,0.1753032301941663,True,0.0006831093403677,0.2167546457904146,True,0.000441542782642,0.2391379856173253,True,0.002307410269585,0.0010161222314731,0.0006831093403677,0.000441542782642
29,29,29,0.0024607880450717,0.1556302772495464,True,0.0010027863986214,0.1713944132022749,True,0.0007378113651622,0.2099665645934365,True,0.0005290365720607,0.274500155473303,True,0.0024607880450717,0.0010027863986214,0.0007378113651622,0.0005290365720607
30,30,30,0.004486367533956,0.1459168698077611,True,0.0017760662519389,0.1706401625159468,True,0.0013119422263046,0.2094641079830401,True,0.0011301487808437,0.2322954184233417,True,0.004486367533956,0.0017760662519389,0.0013119422263046,0.0011301487808437
31,31,31,0.0065163650649488,0.154056274699101,True,0.00350397834291,0.1468233020953041,True,0.0026888502020487,0.1575140494676894,True,0.0018707949510352,0.2322752129152878,True,0.0065163650649488,0.00350397834291,0.0026888502020487,0.0018707949510352
32,32,32,0.0039363693176904,0.1515912795053839,True,0.0016419863633374,0.1731587726548281,True,0.0011951696098728,0.1927851471004619,True,0.0008587337111103,0.2375155118323576,True,0.0039363693176904,0.0016419863633374,0.0011951696098728,0.0008587337111103
33,33,33,0.0021261897646015,0.1567683704673566,True,0.0012894634828378,0.1656671710723598,True,0.0009611894224959,0.1700452827952964,True,0.0010537292960406,0.2087850081921147,True,0.0021261897646015,0.0012894634828378,0.0009611894224959,0.0010537292960406
34,34,34,0.0033467830195182,0.1521822085264718,True,0.0017110090003024,0.1832031569986444,True,0.0011319350762421,0.2082541280532756,True,0.0013500496710827,0.2183681536479318,True,0.0033467830195182,0.0017110090003024,0.0011319350762421,0.0013500496710827
35,35,35,0.0036215714077017,0.1321340052698201,True,0.0015227720039419,0.1632769527299323,True,0.0008330269377459,0.2022460396885528,True,0.0010071267375484,0.2059387274108042,True,0.0036215714077017,0.0015227720039419,0.0008330269377459,0.0010071267375484
36,36,36,0.0075601509276274,0.1554934544172976,True,0.0038391577894439,0.1574702048688436,True,0.0022518954948965,0.1711584898600147,True,0.0026731775922586,0.1949371228020006,True,0.0075601509276274,0.0038391577894439,0.0022518954948965,0.0026731775922586
37,37,37,0.00692888864486,0.144106306418331,True,0.0038027020055509,0.1618809635124765,True,0.0022843639417417,0.1860760342733851,True,0.0025055967320469,0.1995653820025342,True,0.00692888864486,0.0038027020055509,0.0022843639417417,0.0025055967320469
38,38,38,0.0068609000850329,0.1471277866775466,True,0.00370010166463,0.1567952634484394,True,0.0022106501518142,0.1872546678897408,True,0.0016002284788857,0.2082939231961412,True,0.0068609000850329,0.00370010166463,0.0022106501518142,0.0016002284788857
39,39,39,0.0093406349125493,0.1270998706471054,True,0.004683617454782,0.1304009945988996,True,0.0035662559279114,0.1679437574836403,True,0.0029833837043388,0.1891482816764512,True,0.0093406349125493,0.004683617454782,0.0035662559279114,0.0029833837043388
40,40,40,0.0093911711917723,0.1315144972319181,True,0.0044262290929502,0.1489848583908304,True,0.003423359147752,0.1455298878184345,True,0.0029225772648867,0.1912501162172065,True,0.0093911711917723,0.0044262290929502,0.003423359147752,0.0029225772648867
41,41,41,0.0079835846604426,0.150007553858687,True,0.0039437696530667,0.1444529211296601,True,0.0030822190486101,0.151034816926295,True,0.0031922786114413,0.1700594035193373,True,0.0079835846604426,0.0039437696530667,0.0030822190486101,0.0031922786114413
42,42,42,0.0147434288797978,0.1393895382782281,True,0.0062301049361919,0.1443629423563863,True,0.0058904515725007,0.1400136863502701,True,0.0043910171179075,0.1896032146789261,True,0.0147434288797978,0.0062301049361919,0.0058904515725007,0.0043910171179075
43,43,43,0.0159280064843155,0.1351673870421821,True,0.0086042959407595,0.14032903417926,True,0.006864275916623,0.1486805487441863,True,0.0064125807079469,0.1732888337737052,True,0.0159280064843155,0.0086042959407595,0.006864275916623,0.0064125807079469
44,44,44,0.0193869901342873,0.139187753990445,True,0.0083805122657437,0.1434328587656573,True,0.0060138510424429,0.141699237655996,True,0.0053319954264453,0.1781295967582925,True,0.0193869901342873,0.0083805122657437,0.0060138510424429,0.0053319954264453
45,45,45,0.015329240297337,0.1276996520115871,True,0.0078228767805838,0.1415710642148967,True,0.0063952999782267,0.1366057429805999,True,0.0055069828910159,0.1817071706447824,True,0.015329240297337,0.0078228767805838,0.0063952999782267,0.0055069828910159
46,46,46,0.0185598103572095,0.134395714111735,True,0.0083600095375588,0.1495054074445455,True,0.0066212160426148,0.1496022779422585,True,0.0059532991842018,0.176602642630419,True,0.0185598103572095,0.0083600095375588,0.0066212160426148,0.0059532991842018
47,47,47,0.0218041204565052,0.1417410524518558,True,0.0108253695785086,0.1407626656037201,True,0.0080453304390684,0.1312127876527227,True,0.0060863907943563,0.1829109756025129,True,0.0218041204565052,0.0108253695785086,0.0080453304390684,0.0060863907943563
48,48,48,0.0225433280711373,0.1344653454085786,True,0.0109955872967541,0.1462921572301367,True,0.0081013037242822,0.1343833106560196,True,0.0071999207709171,0.1785302895877221,True,0.0225433280711373,0.0109955872967541,0.0081013037242822,0.0071999207709171
49,49,49,0.0298872419388756,0.1315483591388916,True,0.0143345678942161,0.1326816786601051,True,0.0115733186464412,0.1345199935754138,True,0.0100934362545401,0.1758276000725974,True,0.0298872419388756,0.0143345678942161,0.0115733186464412,0.0100934362545401
50,50,50,0.0379480261328957,0.1437754767224558,True,0.0182761777853331,0.134552306649561,True,0.0133907497084225,0.1455388188652471,True,0.0117310810995084,0.1675306717615219,True,0.0379480261328957,0.0182761777853331,0.0133907497084225,0.0117310810995084
51,51,51,0.0319893972911256,0.1457676803168525,True,0.0153364266309959,0.1338738867339466,True,0.0111780879929381,0.141557061902755,True,0.0103048842964725,0.1761286774323217,True,0.0319893972911256,0.0153364266309959,0.0111780879929381,0.0103048842964725
52,52,52,0.031834382025433,0.1381051327529165,True,0.0129640912201588,0.1361975143595154,True,0.0101447087056545,0.1451164598490058,True,0.0085697164687961,0.1739675401192885,True,0.031834382025433,0.0129640912201588,0.0101447087056545,0.0085697164687961
53,53,53,0.0233586600709391,0.1385019282297381,True,0.0107448886262998,0.1381373696286005,True,0.0083371930520175,0.139960127490977,True,0.0067773488174719,0.174287890044177,True,0.0233586600709391,0.0107448886262998,0.0083371930520175,0.0067773488174719
54,54,54,0.024921407409316,0.1282387345561161,True,0.0106761778090225,0.1416465939712528,True,0.0079069907354628,0.1353924295865321,True,0.0074387972641569,0.1608293206138179,True,0.024921407409316,0.0106761778090225,0.0079069907354628,0.0074387972641569
55,55,55,0.0204036689571961,0.145495876825049,True,0.0066755985036848,0.1554557857674312,True,0.0046345811008051,0.154054936668381,True,0.0041956071527553,0.1757870178717062,True,0.0204036689571961,0.0066755985036848,0.0046345811008051,0.0041956071527553
56,56,56,0.0140814556426124,0.1365573535225796,True,0.0055108665295696,0.1495273905743674,True,0.0042014364442819,0.1453511962851139,True,0.0035093206027243,0.1774282685054435,True,0.0140814556426124,0.0055108665295696,0.0042014364442819,0.0035093206027243
57,57,57,0.0098389561432851,0.1340948243848449,True,0.0035067134633306,0.1575471972442167,True,0.0026737489412285,0.1601069284459647,True,0.0020514142104787,0.208036481687803,True,0.0098389561432851,0.0035067134633306,0.0026737489412285,0.0020514142104787
58,58,58,0.0123123270080964,0.1355847064200906,True,0.0051731049924742,0.1469800686428201,True,0.0036953464942247,0.1560991952737428,True,0.003250310558401,0.2066136087939153,True,0.0123123270080964,0.0051731049924742,0.0036953464942247,0.003250310558401
59,59,59,0.0115279337423249,0.1378349272670239,True,0.0041757545107698,0.1414202811100686,True,0.0028833874902903,0.1754324485470619,True,0.0029010397168959,0.1713777861549019,True,0.0115279337423249,0.0041757545107698,0.0028833874902903,0.0029010397168959
60,60,60,0.0126415550599349,0.1391599681997012,True,0.0064831051152989,0.1416681566904312,True,0.0044032070153086,0.1703770709394975,True,0.0042888823636878,0.1860361312725152,True,0.0126415550599349,0.0064831051152989,0.0044032070153086,0.0042888823636878
61,61,61,0.0178682696303018,0.1387566998688729,True,0.0073039734797003,0.1516917016275565,True,0.0054134261623444,0.1535171797706908,True,0.0048182604658323,0.1889816875416161,True,0.0178682696303018,0.0073039734797003,0.0054134261623444,0.0048182604658323
62,62,62,0.0242883814501807,0.1416897205447341,True,0.0090406488163904,0.1466060954197575,True,0.0065689760656851,0.1603001698158537,True,0.0062032086319379,0.1828155047682711,True,0.0242883814501807,0.0090406488163904,0.0065689760656851,0.0062032086319379
63,63,63,0.0269820052582371,0.1360772732132774,True,0.0116937227674499,0.1336131482845963,True,0.0086985665788264,0.1432593665276076,True,0.0064931219505777,0.1824120213713261,True,0.0269820052582371,0.0116937227674499,0.0086985665788264,0.0064931219505777
64,64,64,0.0156590144575985,0.141002552468461,True,0.0062198489041684,0.1418157873267884,True,0.004464944403913,0.1426774678982216,True,0.0037703747347974,0.1835060381793581,True,0.0156590144575985,0.0062198489041684,0.004464944403913,0.0037703747347974
65,65,65,0.0174907098874881,0.1381097707316683,True,0.0069896167813861,0.1406047473067178,True,0.0054776466814122,0.1450345871357219,True,0.0045458446294311,0.1812960804054381,True,0.0174907098874881,0.0069896167813861,0.0054776466814122,0.0045458446294311
66,66,66,0.013043299769245,0.1387428634251932,True,0.0060446879010545,0.1471633166182309,True,0.0044301866835092,0.1412498439857627,True,0.004023424369543,0.1673686678337853,True,0.013043299769245,0.0060446879010545,0.0044301866835092,0.004023424369543
67,67,67,0.0104381408670172,0.1336183408133849,True,0.0049469722190794,0.1465262914142725,True,0.0034517758993016,0.1541980814991857,True,0.0028551980863636,0.1985187003485832,True,0.0104381408670172,0.0049469722190794,0.0034517758993016,0.0028551980863636
68,68,68,0.0073656389154617,0.140342566836911,True,0.0034583188035781,0.1398499783912082,True,0.0027963722420918,0.1491435647844275,True,0.0021560890020417,0.1911520810980417,True,0.0073656389154617,0.0034583188035781,0.0027963722420918,0.0021560890020417
69,69,69,0.0084467557038495,0.1400241688198631,True,0.0039069099725578,0.1457010391389095,True,0.0030712756402437,0.1552920840048064,True,0.0024509998295081,0.2224884608217901,True,0.0084467557038495,0.0039069099725578,0.0030712756402437,0.0024509998295081
70,70,70,0.0114786765855316,0.1438826736029386,True,0.005445995577812,0.150312166637994,True,0.0038470176313156,0.1607349427793394,True,0.0039984111645287,0.1801291125616254,True,0.0114786765855316,0.005445995577812,0.0038470176313156,0.0039984111645287
71,71,71,0.0250981098976453,0.1415800831119479,True,0.01257578734089,0.1415767333748664,True,0.0095987672805526,0.157020516197144,True,0.008317841422217,0.1827789114046697,True,0.0250981098976453,0.01257578734089,0.0095987672805526,0.008317841422217
72,72,72,0.0307445507765447,0.1383166951986816,True,0.0174354306533733,0.1385453095328726,True,0.0123282788904604,0.1410213687145544,True,0.0104157114864608,0.1750743672983019,True,0.0307445507765447,0.0174354306533733,0.0123282788904604,0.0104157114864608
73,73,73,0.0311857210102368,0.1275143345945428,True,0.0142436352703397,0.1448778639205558,True,0.0121000462151539,0.1381071518998384,True,0.0097279161625196,0.1709957382761658,True,0.0311857210102368,0.0142436352703397,0.0121000462151539,0.0097279161625196
74,74,74,0.0241337885599825,0.1278976423347938,True,0.0122375267956108,0.1519573855392698,True,0.0092485209742258,0.1503147367598851,True,0.0084661889488149,0.1738411649907491,True,0.0241337885599825,0.0122375267956108,0.0092485209742258,0.0084661889488149
75,75,75,0.019198586056288,0.130088183599656,True,0.0100361434832507,0.1391799993607358,True,0.0084717526068823,0.1392984800637538,True,0.0065395928714415,0.184962936956998,True,0.019198586056288,0.0100361434832507,0.0084717526068823,0.0065395928714415
76,76,76,0.0163933691185646,0.1381371270870301,True,0.008660238941498,0.1390373123623862,True,0.0073513060605576,0.1353492802978379,True,0.0056377906001759,0.1827937037103456,True,0.0163933691185646,0.008660238941498,0.0073513060605576,0.0056377906001759
77,77,77,0.0105964153947415,0.139379007382903,True,0.0054967440152266,0.1408446581451293,True,0.004545854972335,0.1361239132756031,True,0.0045637443718563,0.165258976680549,True,0.0105964153947415,0.0054967440152266,0.004545854972335,0.0045637443718563
78,78,78,0.0128116045203953,0.1454899854171891,True,0.0061685841486671,0.135988398852515,True,0.0044691091894195,0.144860518315749,True,0.003932556359902,0.1923834633712656,True,0.0128116045203953,0.0061685841486671,0.0044691091894195,0.003932556359902
79,79,79,0.0124273942897378,0.1456860449625736,True,0.0060234719672089,0.1377518608254913,True,0.0046642831395799,0.1446113945945326,True,0.0050850736077523,0.1805831714519625,True,0.0124273942897378,0.0060234719672089,0.0046642831395799,0.0050850736077523
80,80,80,0.0129585243098652,0.1351458060145353,True,0.0061271642960098,0.1437951000046901,True,0.0046575398193594,0.1444538342592496,True,0.0038551162182133,0.1847307258954924,True,0.0129585243098652,0.0061271642960098,0.0046575398193594,0.0038551162182133
81,81,81,0.0155551554376866,0.146119108471675,True,0.0091179481201105,0.1412465848087544,True,0.0071539988165073,0.1564124366545649,True,0.0066592059687902,0.1791120970116191,True,0.0155551554376866,0.0091179481201105,0.0071539988165073,0.0066592059687902
82,82,82,0.0339204503102295,0.142583343460292,True,0.0177697598180903,0.1361694032662687,True,0.01365128646425,0.1431694765644168,True,0.0116732836833707,0.1718831071926869,True,0.0339204503102295,0.0177697598180903,0.01365128646425,0.0116732836833707
83,83,83,0.0402754882942854,0.143646969769521,True,0.0199303010056806,0.134640987001512,True,0.0162266783537005,0.1411428377684667,True,0.0150680565346113,0.1790882790735843,True,0.0402754882942854,0.0199303010056806,0.0162266783537005,0.0150680565346113
84,84,84,0.0333155303384873,0.1443223591233292,True,0.0186786707822977,0.1364629516824505,True,0.0124660807756569,0.134015000178359,True,0.0113230010614134,0.1772757973187656,True,0.0333155303384873,0.0186786707822977,0.0124660807756569,0.0113230010614134
85,85,85,0.0204336736410858,0.1419374489795781,True,0.0127616340404378,0.1401712704267747,True,0.0091012308687645,0.1389802279960169,True,0.0083627709123206,0.1861350744757762,True,0.0204336736410858,0.0127616340404378,0.0091012308687645,0.0083627709123206
86,86,86,0.0155706998192636,0.1341954330903672,True,0.0069631725743486,0.1402481782783033,True,0.0052244783753894,0.1554707062017968,True,0.0043409167867072,0.1883177648682079,True,0.0155706998192636,0.0069631725743486,0.0052244783753894,0.0043409167867072
87,87,87,0.0276562912278701,0.1427868909380919,True,0.0130813540551115,0.1441898505335649,True,0.0119651476565159,0.1408598903154986,True,0.0088596503223769,0.1810761899164951,True,0.0276562912278701,0.0130813540551115,0.0119651476565159,0.0088596503223769
88,88,88,0.0417121868327985,0.1393084500134891,True,0.0207357154779768,0.1336416262975806,True,0.0163626930013228,0.1335943556303341,True,0.0136001174604853,0.1727969244029477,True,0.0417121868327985,0.0207357154779768,0.0163626930013228,0.0136001174604853
89,89,89,0.0458373165308754,0.1350438837686545,True,0.0220066967900691,0.1401089785581267,True,0.0181316675491613,0.1364555547782376,True,0.0143310547297042,0.1887369870058932,True,0.0458373165308754,0.0220066967900691,0.0181316675491613,0.0143310547297042
90,90,90,0.0499139747831056,0.1360980352229046,True,0.0283235585122543,0.1419431523554016,True,0.0204846603523573,0.1409046399059659,True,0.0137354876509449,0.1942852887163153,True,0.0499139747831056,0.0283235585122543,0.0204846603523573,0.0137354876509449
91,91,91,0.02557786175143,0.1378016915157567,True,0.0104859069651129,0.1428499524296362,True,0.0070838321636694,0.1499532442192396,True,0.0059860372185484,0.1838664742917597,True,0.02557786175143,0.0104859069651129,0.0070838321636694,0.0059860372185484
92,92,92,0.0183101363363967,0.1371861948169928,True,0.0071964970623761,0.142380875727182,True,0.0047483801471374,0.162280570013633,True,0.0034120809348363,0.192333307351359,True,0.0183101363363967,0.0071964970623761,0.0047483801471374,0.0034120809348363
93,93,93,0.0106321469266403,0.1372697476779382,True,0.004605951697949,0.1522488245355273,True,0.0032054564533908,0.162985757060078,True,0.002517129010097,0.2100149778406211,True,0.0106321469266403,0.004605951697949,0.0032054564533908,0.002517129010097
94,94,94,0.0104246555720145,0.1406563327346771,True,0.0038322876639333,0.1454183796742146,True,0.0027107871004227,0.1656113955639645,True,0.0021592352896924,0.2087017329746234,True,0.0104246555720145,0.0038322876639333,0.0027107871004227,0.0021592352896924
95,95,95,0.0190629228650301,0.1363640553013815,True,0.0078745439987188,0.1465219167434402,True,0.0050803431871131,0.1504521043486399,True,0.003528003269882,0.2056160213683601,True,0.0190629228650301,0.0078745439987188,0.0050803431871131,0.003528003269882
96,96,96,0.0119540115902191,0.1319750554168558,True,0.0053315525071906,0.1527186911336601,True,0.0045580311377006,0.1572263731195202,True,0.0035892071128336,0.2119944982136317,True,0.0119540115902191,0.0053315525071906,0.0045580311377006,0.0035892071128336
97,97,97,0.0122240677072162,0.1341071607128117,True,0.0053959390315316,0.143665165732853,True,0.0035088609229454,0.1566309392699732,True,0.0029113289489746,0.1993672305788194,True,0.0122240677072162,0.0053959390315316,0.0035088609229454,0.0029113289489746
98,98,98,0.0162694843928996,0.1346326767167729,True,0.0068930195743856,0.1539538250214276,True,0.0045543582451351,0.1560160459239907,True,0.0035458144953034,0.1986534016033978,True,0.0162694843928996,0.0068930195743856,0.0045543582451351,0.0035458144953034
99,99,99,0.0206308944126522,0.1323938338591899,True,0.0082657061959699,0.1399783958025767,True,0.005853941241281,0.1551206865275402,True,0.0050304177592722,0.1814058707614302,True,0.0206308944126522,0.0082657061959699,0.005853941241281,0.0050304177592722
100,100,100,0.0257830558662646,0.1396716989858408,True,0.0117965880855,0.1461660309255172,True,0.0081712016920111,0.1477514430972135,True,0.0069884373715075,0.19771724214213,True,0.0257830558662646,0.0117965880855,0.0081712016920111,0.0069884373715075
101,101,101,0.029991698043875,0.1387327036530872,True,0.0163899444405904,0.1355374169308048,True,0.0120579455204352,0.1377674811787005,True,0.0098203793536129,0.1826014282991702,True,0.029991698043875,0.0163899444405904,0.0120579455204352,0.0098203793536129
102,102,102,0.0324956323584135,0.1333720974253632,True,0.0146587782167316,0.1445875660627175,True,0.0115585360420909,0.1411210869798438,True,0.0108120319794057,0.172719335993011,True,0.0324956323584135,0.0146587782167316,0.0115585360420909,0.0108120319794057
103,103,103,0.0323856906311376,0.1384038626028754,True,0.0141600811312941,0.1353059335060582,True,0.0098135116089584,0.1500544444684743,True,0.0089978582208088,0.1773044275259479,True,0.0323856906311376,0.0141600811312941,0.0098135116089584,0.0089978582208088
104,104,104,0.0348801141976975,0.1391360768758428,True,0.0173030436416462,0.138269629517038,True,0.0116749512233225,0.166310874619273,True,0.0106236347533551,0.1859446529732682,True,0.0348801141976975,0.0173030436416462,0.0116749512233225,0.0106236347533551
105,105,105,0.0335899277744016,0.1512662471842504,True,0.0190538579789851,0.13717959396136,True,0.0141988816472206,0.1464820396249603,True,0.0114561682444078,0.1978756030516174,True,0.0335899277744016,0.0190538579789851,0.0141988816472206,0.0114561682444078
106,106,106,0.0483927060567406,0.1436913702630327,True,0.0235805511849529,0.1381869644374998,True,0.0185150352783339,0.1389907439789766,True,0.0141492645127113,0.1893347628823235,True,0.0483927060567406,0.0235805511849529,0.0185150352783339,0.0141492645127113
107,107,107,0.0345345575834414,0.1445402225672603,True,0.0228586658692291,0.1412621714037311,True,0.017070434883593,0.1422210522412204,True,0.0143028956042921,0.1718835194662494,True,0.0345345575834414,0.0228586658692291,0.017070434883593,0.0143028956042921
108,108,108,0.0444108395278671,0.1334097516406603,True,0.0235673867750317,0.1332139179816495,True,0.020316575786844,0.1402665733483273,True,0.0159033925093909,0.1750391558416678,True,0.0444108395278671,0.0235673867750317,0.020316575786844,0.0159033925093909
109,109,109,0.0433722434372351,0.1351940142322063,True,0.0273343383845129,0.1353745998206259,True,0.0234372958901155,0.1346060994717812,True,0.0196789608224974,0.1735366066159148,True,0.0433722434372351,0.0273343383845129,0.0234372958901155,0.0196789608224974
