new_index,Ubar,U_horiz,U_streamwise,Umedian,Tbar,Tmedian,UpWp_bar,VpWp_bar,WpTp_bar,WpEp_bar,TKE_bar
0,6.14166528322683,6.167146580781909,6.1725222543976574,6.216058741620598,282.53659416666665,282.53,-0.0435678082439869,0.0046122966413907,0.0095249329046693,-0.00142337815211285,0.3326630657703993
1,5.699396149648695,5.732633949966611,5.736416202074863,5.715668951180076,282.5566495833333,282.54999999999995,-0.0272150694630088,-0.0020264942396371,0.0068410529857782,-0.0016738324332802252,0.3976446534414062
2,5.157570013311053,5.24053717956676,5.245127746226066,5.272943701068018,282.55331416666667,282.54999999999995,-0.0249677136400701,-0.0082389865433928,0.0069570490799372,-0.0051495637580108,0.7417097112801214
3,3.99836936227467,4.027913488199665,4.03382323333189,3.7594959158345,282.5795016666666,282.56,-0.0301833493672536,0.003171668533687575,0.007191058045745,-0.0016738324332802252,0.4226507267338541
4,4.744827850562264,4.77036981135447,4.775114388687753,4.780745068062789,282.54594541666665,282.53,-0.0310120237672689,0.0135786282537287,0.0078133503177609,-0.0016738324332802252,0.2630723350551215
5,4.44417242884064,4.479507001003126,4.484171842174339,4.514355764340407,282.55713875,282.54999999999995,-0.0046438164604103,0.0190721579708983,0.0051807168312509,-0.0003676530887689,0.2932230253412326
6,4.856584561541413,4.877110414655002,4.881428143144824,4.863245249954158,282.5936741666667,282.58,-0.0244775300208882,-0.0023064788041942,0.0056881744085719,-0.0016738324332802252,0.2185894086154513
7,4.301760137651372,4.355995811040842,4.359775522981089,4.252494910115146,282.5995383333333,282.59,-0.0244399134101372,-0.0023736566608372,0.0038194802571699,0.0009106344093973,0.3584134816648437
8,4.324384752182104,4.373556364813287,4.377798155463839,4.230768833589597,282.66574375,282.66,-0.0144475457742655,-0.0007969593087078,0.0045896117432096,-0.001488692223733,0.402244717724132
9,5.367096336053263,5.382641520631295,5.3870760290426425,5.343311048916486,282.76881,282.76,-0.0264291792304246,-0.0027930410390219,0.0051305041189497,-0.0016738324332802252,0.2454787074162326
10,5.349662837874136,5.37235518023871,5.37668538311576,5.343040805837388,282.78447625,282.78,-0.0387991348976979,-0.0105307240974041,0.0061830765020701,-0.0016738324332802252,0.2760960471317708
11,5.018794917433178,5.03391742265582,5.0389687001711545,5.035946951119813,282.8311541666667,282.83,-0.022988714606547,-0.0038214253682886,0.0046218122014923,-0.0016738324332802252,0.1977874692300347
