,UpWp_bar_s1,UpWp_bar_s2,UpWp_bar_s3,UpWp_bar_s4
114,-0.2132103251545897,-0.1817870377236212,-0.1702101330663107,-0.1684337366421375
115,-0.1736912767728536,-0.1345179876113244,-0.1477603404147594,-0.152486530897029
116,-0.1645132373513195,-0.1377657355253337,-0.1430075614553334,-0.1425889944986519
117,-0.1711044236168255,-0.1544914301405387,-0.1615423988361163,-0.1536389439648837
118,-0.2295514014553992,-0.1845296163005138,-0.1893871334447493,-0.1746338530778191
119,-0.1418232821226532,-0.0917579824685402,-0.092806334997604,-0.0701492500919968
120,-0.1271124921567597,-0.1198961245726114,-0.1133164839696258,-0.1432904721020177
121,-0.1389576394670134,-0.1076770262744014,-0.1049560823331509,-0.0876813354284252
122,-0.1401687177345578,-0.120292976661789,-0.1434775729584755,-0.1612622483884517
123,-0.2328197352984122,-0.1605168665553464,-0.1388407625627229,-0.078390738504005
124,-0.0985717284671298,-0.0764553374809329,-0.0633239244727865,0.0110516146951019
125,-0.1651796570073644,-0.1422698101887172,-0.1358859241675637,-0.1344068768875781
126,-0.1384625721511496,-0.1210656888372923,-0.1341217592619109,-0.146010011859197
127,-0.1099774454719215,-0.0895400947358445,-0.0804342004397166,-0.0842164986518723
128,-0.1142677771305157,-0.1045915758528359,-0.0911766691981774,-0.0917219587376602
129,-0.1131296196112423,-0.1043033375758144,-0.1097962411533428,-0.1140314127122783
130,-0.0848794507061277,-0.0875710077787233,-0.0895439326417452,-0.0962823083772771
131,-0.0748112403564091,-0.0699571488304837,-0.0810956832515943,-0.0836224769386599
132,-0.0913519312949543,-0.0753929321365825,-0.0923766472797212,-0.1095711277862493
133,-0.1209593707665096,-0.1053030200332266,-0.1193256300450383,-0.1069390497762893
134,-0.0498243234287258,-0.0140004418832681,-0.0386298232505293,-0.0041114806611691
135,-0.0319939931783084,-0.0233583980955247,-0.0281450239836811,-0.0286935319312258
136,-0.0328965435562708,-0.0222235371172816,-0.0264642567373832,-0.0289610840070128
137,-0.00695859017671,-0.0054617907613545,-0.0035660958966136,-0.0098954835677054
138,,-0.0064241871715502,-0.0044329925832119,0.0006638272734919
139,0.0168703368971053,0.0236492768787519,-0.0685724663978065,-0.1603652433897662
140,-0.0697542091594421,-0.0336736990314633,-0.190230660157757,-0.1850624535252008
141,-0.1471662808080395,-0.1340395209462021,-0.1575194397441606,-0.1371892024777465
142,-0.073011221362253,-0.0707306265323925,-0.0949767126098704,-0.0556891231043941
143,-0.0700654533898849,-0.0574068763568489,-0.0752757560141465,-0.0676337941588298
144,-0.0633681613118005,-0.0683368496713772,-0.0946270681044098,-0.0693220218420283
145,-0.0341125008793717,-0.0279577126090428,-0.0196525972907196,-0.0112407471056916
146,-0.0152710752951875,-0.0721049107619483,-0.0683968279483412,-0.0700815011331034
147,-0.0194498181281337,-0.0214351075752915,-0.0243861006581477,-0.1407914237211118
148,-0.034181384687197,-0.0304256999764232,-0.0618691767814666,-0.0853105183647315
149,-0.0407529579183455,-0.0369216980865035,-0.0921701301705779,-0.0700815011331034
150,-0.0223302115553389,-0.0733893873907745,-0.0168669151194416,0.0167789215295143
151,,,,
152,,,,
153,-0.0144103152501369,-0.0721049107619483,-0.0127592587627013,-0.006410472999524
154,-0.0309049786670025,-0.0367413843785275,-0.0351705835217948,-0.0294584162525471
155,-0.0238877677262041,-0.0368485198900589,-0.0381140122488406,-0.0365245484629299
156,-0.0299715770886186,-0.0161142020305748,-0.0173985796245185,-0.014919233805964
157,-0.0289211178393286,-0.0510486104250838,-0.058345244219478,-0.0589432847331474
158,-0.0434269121484357,-0.0575987961211468,-0.0545069511011612,-0.0672652621660331
159,-0.0568018710678411,-0.0655838218843456,-0.0680761403057976,-0.0737518231546012
160,-0.095064439757698,-0.0822424841015208,-0.0735366963967229,-0.0728977401001739
161,-0.0854293729572625,-0.0820172563496007,-0.0670023017549318,-0.0619446577233819
162,-0.0806454155218183,-0.0780045019702873,-0.0842133963342996,-0.0891229133199145
163,-0.0906582088680975,-0.0863541732158325,-0.0870625544179021,-0.0814078369159341
164,-0.0869339892165694,-0.0880740947094816,-0.0907452263421508,-0.0869498038691854
165,-0.1219897345395757,-0.1251168165923819,-0.126545718412342,-0.1185121490533709
166,-0.0890849249955534,-0.0746738640196007,-0.0687175155908849,-0.0462714012057082
167,-0.091601674042746,-0.0958798271112466,-0.1052029521794485,-0.1161601478025503
168,-0.0945397260520588,-0.0860600065576786,-0.0951457953504851,-0.1128925824778462
169,-0.0748455323187923,-0.0787101474901251,-0.0808207661467599,-0.0770409075109768
170,-0.064662886000092,-0.0695359575042959,-0.0718093848869705,-0.0889882116505638
171,-0.060319078473759,-0.056263557481208,-0.0590921514042285,-0.0470808087674541
172,-0.0419332425641816,-0.0393195289649089,-0.0359058008757915,-0.0332341814726847
173,-0.0542921568282595,-0.0672704818293492,-0.060674790588331,-0.0672205606441895
174,-0.0377361496578903,-0.0435520034048528,-0.0506858938726407,-0.0415061312604793
175,-0.0356472722647368,-0.0358890334992164,-0.0325273824724764,-0.0564965885307144
176,-0.0305662233780778,-0.0410377435219774,-0.0487442874102138,-0.054005952403768
177,-0.0355767556683902,-0.0300380290818354,-0.0255647098113843,-0.024336883997815
178,-0.0562759224113597,-0.0552577204623517,-0.0476194238896785,-0.0455027095854832
179,-0.0581954287584541,-0.0427628387907785,-0.0469717441913211,-0.0470331075106132
180,-0.0632234702513098,-0.052983593991329,-0.0604487982559583,-0.0619496459121529
181,-0.0551148457247093,-0.0336586617011421,-0.031321879003967,-0.0388459766323248
182,-0.053984459372832,-0.0783832081680315,-0.0860230359693189,-0.1041184506304116
183,-0.0851698030081526,-0.0721054077325191,-0.0694556823201093,-0.0464175361485219
184,-0.0806281150145894,-0.0729996965408653,-0.0605589101145778,-0.0681525000200372
185,-0.0776414363583578,-0.0829551849875429,-0.0719624382027038,-0.0918778700355379
186,-0.072959846448451,-0.0627589556800272,-0.0590575897100791,-0.0583313798753008
187,-0.0772199215463726,-0.0715879496326704,-0.0650696472058154,-0.1062014640338938
188,-0.0879668900552743,-0.0877780749053464,-0.0894152633303205,-0.0826278895482901
189,-0.1134824228287889,-0.1054951663428014,-0.0777475079780494,-0.1094784318937192
190,-0.1461780104490065,-0.1333279817407432,-0.0697880532267673,-0.1546013763489564
191,-0.1191940469016341,-0.0802134262285517,-0.0701204241334253,-0.0757461273234328
192,-0.1213647623231432,-0.1057606138300932,-0.1048507540908869,-0.1336810958700232
193,-0.0826697450060981,-0.1195234051658763,-0.0697880532267673,-0.1487129249816338
194,-0.0791347756864735,-0.0971404307816203,-0.0243705671636111,-0.1504647128267018
195,-0.0136436279708029,-0.0089463987982207,-0.020438204815749,-0.0042455635226966
196,-0.0939167971547426,-0.0628737868497617,-0.1076202489786277,-0.0067380170024913
197,-0.0362013656786746,-0.0314633798211644,-0.0386616359746162,-0.0326824345304688
198,-0.0587070997365783,-0.0391575204398191,-0.0821099231528958,-0.0535799981012049
199,-0.0847113749976069,-0.0860280232111308,-0.085512999949987,-0.0969652793449889
200,-0.0687264725375046,-0.0564508705359789,-0.0675676073503995,-0.0698562976588264
201,-0.0629428638067398,-0.0596472327439644,-0.065563016889603,-0.052025001569304
202,-0.0672864242510536,-0.0782387658155611,-0.0883802209521795,-0.0890956782544057
203,-0.0546500764745312,-0.0543295672513341,-0.0496297484093263,-0.0635977813733934
204,-0.0496530308625842,-0.0488142286452249,-0.0496803473625765,-0.0523088599778507
205,-0.0374228057763318,-0.0473273180267522,-0.0413992087413028,-0.0537940971472554
206,-0.0350362186726985,-0.0358201225734384,-0.0420184751583283,-0.0509359684494951
207,-0.0413964930237724,-0.0507778773590819,-0.0501219389392594,-0.0556463303981513
208,-0.0392327437245743,-0.0439546501686809,-0.0415920349745595,-0.0535048296724992
209,-0.0365707079937186,-0.0439185493757695,-0.0443355215216977,-0.0450165723539259
210,-0.0460725685384627,-0.0581666564451469,-0.0597077681397933,-0.067269333802295
211,-0.0445148646490746,-0.0396005987413135,-0.0422674480677516,-0.0305558989595313
212,-0.0536949471874403,-0.065149088343181,-0.0656958914810593,-0.0801703075249004
213,-0.0557967592198431,-0.0596773200724259,-0.0530130343250995,-0.0690872184099127
214,-0.0497658665710286,-0.0849754134512631,-0.0856314639037654,-0.1042416993026437
215,-0.0731543110881781,-0.0597654686163278,-0.0544966417929071,-0.0702225272771684
216,-0.0545950122108501,-0.056659159123286,-0.0578953827726556,-0.067043338706772
217,-0.0427198879391755,-0.0461685989488762,-0.0528120988094662,-0.0593800772802599
218,-0.049878702279473,-0.0628469872506749,-0.0711972510473971,-0.070857625825213
219,-0.0465166372405555,-0.0415120441207345,-0.0397582950247562,-0.0401883810478199
220,-0.0501246688002743,-0.0527841383971305,-0.0609920424337832,-0.0558572380603004
221,-0.0655270474383899,-0.0589591865922121,-0.0562613273947448,-0.054741809548027
222,-0.064844061891959,-0.0628302572876259,-0.0689686356803804,-0.082354400673885
223,-0.0567280508623584,-0.0471317236712799,-0.0459170368043953,-0.0727684598211548
224,-0.0376184329945656,-0.0360936762095004,-0.0511418191715879,-0.0696888508129557
225,-0.0455418545110042,-0.0377227754408913,-0.0365620116740613,-0.0499529200530894
226,-0.0445944853255444,-0.0437296107513046,-0.0449750006930923,-0.067541354054855
227,-0.0464907807226447,-0.0418205807370977,-0.0365023005582829,-0.0440480544495866
228,-0.0366984645054108,-0.0334031731274369,-0.0360742912084022,-0.061497655672815
229,-0.0358449901452852,-0.0298648657792777,-0.0241303585508067,-0.0317705776411062
230,-0.041394114393589,-0.0468328418237848,-0.049909265760804,-0.0593747195204094
231,-0.0231243011244259,-0.0227386326578525,-0.0235642815832389,-0.0290137666580585
232,-0.0708262667127138,-0.0228922808386681,-0.0313932225619276,-0.0359471106099631
233,-0.0708262667127138,-0.0244686102308075,-0.023842463603786,-0.0274589272916722
234,-0.0708262667127138,-0.0168331491888529,-0.0193687176787589,-0.0243444422863379
235,-0.0708262667127138,-0.0263915965962081,-0.0295639612643208,-0.0208972296477455
236,-0.0345924504712024,-0.0288677907521329,-0.0318488427490582,-0.0279114374445772
237,-0.0413997972199745,-0.0435520450136325,-0.0468834291456248,-0.0567820012198413
238,-0.0387309344901999,-0.0415053389939313,-0.0407320546508048,-0.0523178186511208
239,-0.0360144566021006,-0.034295172642567,-0.0312562310253552,-0.0411965156314862
240,-0.0317730179989357,-0.0330979995417558,-0.0422802995253162,-0.0436731238804136
241,,,,
242,,,,
243,,,,
244,,,,
245,,,,
246,,,,
247,,,,
248,,,,
249,,,,
250,,,,
251,,,,
252,,,,
253,,,,
254,,,,
255,,,,
256,,,,
257,,,,
258,,,,
259,-0.0548317867679525,-0.2652294865642954,-0.0282723867598002,-0.0411712226261684
260,-0.0479074646697014,-0.2778909070487276,-0.0582021782851883,-0.0579700889707902
261,-0.0606640013277945,-0.259047677564637,-0.1171980634187102,-0.0593415076976816
262,-0.0560393845255449,-0.2801906862583311,-0.0539783511013918,-0.0530507801296601
263,-0.0589832246153925,-0.3030927555047253,-0.0665744416476999,-0.072174440112357
264,-0.0638870466348672,-0.2412013792430163,-0.0622726972080263,-0.0664348542761875
265,,,,
266,-0.0604743698982825,-0.2245166859968773,-0.0945503761709846,-0.0674380181663003
267,-0.0615281905501394,-0.080992639816452,-0.1051485134854803,-0.0500585605436615
268,-0.0647918178192526,-0.1211231410587861,-0.1053610110341043,-0.0731423277298314
269,-0.0501212398395464,-0.0562123735815385,-0.0684842432223368,-0.0567302803732861
270,-0.0530190732947038,-0.0462791567583011,-0.0464058730999196,-0.0533110768089557
271,-0.0710833896011124,-0.0811911925435501,-0.1159091272714082,-0.0546981418074052
272,-0.0642865749621666,-0.0504385000300169,-0.052115881686151,-0.0564958852048469
273,-0.0705691438243152,-0.1102239623830758,-0.099651193259128,-0.0767908076085343
274,-0.0739962568850724,-0.2640821153372895,-0.1594529097657719,-0.105596393613808
275,-0.0727473460764411,-0.2931872595519313,-0.1405681585284489,-0.0974050702777415
276,-0.083216873739303,-0.2809481678641591,-0.0851003400826182,-0.0640178466058339
277,-0.0658272045768653,-0.2008868775232253,-0.0409546842180983,-0.1037422947026534
278,-0.0592111108589306,-0.1115235687662078,-0.0353662898245048,-0.1100932398066289
279,-0.0686538138980864,-0.2471231404328993,0.0497348403718023,-0.1117680935160901
280,-0.1031932573031405,-0.4213218539338784,-0.0615558703183511,-0.114865940743703
281,-0.1142616840908609,-0.3930761965485576,-0.0426274078332873,-0.12996364797873
282,-0.0978330595004495,-0.1914157030593032,-0.0357200723835888,-0.1044120392042714
283,-0.0832126698157582,-0.1196971154754914,0.0595289634691547,-0.1538614980966832
284,-0.0806010621637241,-0.1153311430787239,0.1432267655822524,-0.1159880890888183
285,-0.0837099605331249,-0.171868811440198,0.3008713524522058,-0.1754493233096845
286,-0.146600012311757,-0.2797473420999789,0.1084665615043573,-0.1762934831280858
287,-0.1392641430531335,-0.2094725978561921,-0.0185102585856394,-0.171785711280921
288,-0.1653024768839541,-0.2600549414490443,-0.1263555385862493,-0.1681167632103601
289,-0.1953355343876413,-0.3101531777790516,-0.1256219893523905,-0.2526868864795941
290,-0.0747073373462245,-0.1922481561434043,0.1322516046276519,-0.1521768471710495
291,-0.2266875575170484,-0.3250328816373375,-0.3839808281768905,-0.3161025958565798
292,-0.2387903875185877,-0.2746084261052683,-0.1816646461211314,-0.233460747448405
293,-0.2474829891245893,-0.2603657050662892,-0.1218291590917938,-0.3413535846589053
294,-0.2797721835767243,-0.3461490028147382,-0.2294498594364833,-0.4482222542884562
295,-0.3420782789101141,-0.2617940852218712,0.291331972239252,-0.57621517166835
296,-0.335247215954721,-0.368025701279064,0.3495300017325642,-0.5558297962568355
297,-0.3219650552668189,-0.1521810806224006,0.4209070816230788,-0.6751514914335952
298,-0.3728469090441594,-0.2929539372313905,0.2229807082483475,-0.8334601554680312
299,-0.480550118430536,-0.2935270725206211,-0.8328737817302383,-0.8216828303562108
300,-0.523523996343365,-0.2757546966837295,-0.9523468439457652,-0.7931629423572222
301,-0.7332368090445832,-0.049098624502493,-0.7318122542390131,-0.8044894334808763
302,-0.8546433860762952,-0.2978999556769603,-0.1588861387936831,-0.7537163160037017
303,-0.7621611092382458,-0.3325239734532341,-0.1793731375383978,-0.8159261846272741
304,-0.6330515876696359,-0.3393364881339861,-0.7339608811437686,-0.933103376182626
305,-0.6705831107908116,-0.6695935840262447,-0.7170526924122875,-0.9178822728702488
306,-0.4309237055402584,-0.5580474052430803,-0.6504749548339809,-0.6883155677815426
307,-0.37368100690399,-0.3616053630416137,-0.3307528756860358,-0.316570062715148
308,-0.0557081693743927,-0.2769009672621907,-0.2731988115104936,-0.2880026624043127
309,-0.0557081693743927,-0.2600988264075128,-0.2601179680993672,-0.2646298411586568
310,-0.0557081693743927,-0.31889894409173,-0.3673935969569258,-0.3666592325342975
311,-0.0557081693743927,-0.5671186373628017,-0.6429486771673697,-0.5009501581845278
312,-0.0557081693743927,-0.4855222806740687,-0.5136900623386367,-0.5183321506095457
313,-0.0557081693743927,-0.4983134374191688,-0.4996326855756862,-0.5204243753369697
314,-0.0557081693743927,-0.3628040576095565,-0.3689090496275755,-0.3661661482273405
315,-0.0557081693743927,-0.413025095661333,-0.4298767206420789,-0.4296801943209114
316,-0.0557081693743927,-0.4423562831928017,-0.4732925776117137,-0.5241117309271528
317,,-0.3919998311853884,-0.4213257661239959,-0.4536663313076727
318,,-0.3738220350942244,-0.3739074407424543,-0.3812414115986166
319,,-0.4043641203597142,-0.4443183595210634,-0.4348303165532506
320,,-0.3302705113755959,-0.3699497489618749,-0.4403000934126106
321,,-0.3612308918876541,-0.3386165276673555,-0.3803164120653901
322,,-0.3334885507507929,-0.3645085761819451,-0.3907945877346436
323,,-0.3479358922431017,-0.3797190589563946,-0.4297155242339298
324,,-0.3965347170768145,-0.4070967159285112,-0.4189130442284943
325,,-0.4136847774740319,-0.4181866999505235,-0.4699632711224307
326,,-0.4159985632978353,-0.3764116808659524,-0.4007184529961317
327,,-0.3485137756950353,-0.4107986354807187,-0.457648794465145
328,,-0.3657999674287471,-0.3392473235758118,-0.4096117159516281
329,,-0.3275751612599213,-0.3114140889860927,-0.332091362410422
330,,-0.3679254486408551,-0.3815722173049943,-0.3888428736521274
331,,-0.481820774920105,-0.4786752371199423,-0.5054725227726058
332,,-0.3910668691127057,-0.4088383476146246,-0.4607528974356651
333,,-0.3103836142084734,-0.35293391051459,-0.4721843508888275
334,,-0.3381129002067442,-0.3158699294264253,-0.3656223829647708
335,,-0.3633639936801273,-0.354576731272371,-0.3686583206054473
336,,-0.3232441847286741,-0.3399092243457841,-0.3897536362525037
337,,-0.4137401311075348,-0.4320604861741333,-0.4972841358055404
338,,-0.3997575959178809,-0.3965887366996715,-0.4481727005834107
339,,-0.4263499958085873,-0.4299383565068194,-0.4672305898804635
340,,-0.4069421941241935,-0.4458433336308637,-0.4956037499181144
341,,-0.4760049272667283,-0.5158607423869473,-0.5797571585308117
342,,-0.3779617842141208,-0.3928256646560581,-0.4673593772499487
343,,-0.4083438581933978,-0.4323853365530371,-0.43481994984636
344,,-0.340682174290023,-0.3470557334568721,-0.4162039797868191
345,,-0.2498820867867692,-0.2470359006878465,-0.2900815358486465
346,,-0.2037972439329017,-0.1808997599249988,-0.1893899976197445
347,,-0.2019154205888761,-0.2281746852751172,-0.2790832425701563
348,,-0.1568637369638355,-0.1618470161814257,-0.1840654070468733
349,,-0.1907253127824218,-0.2200011145748942,-0.2315562364438535
350,,-0.1897331757439562,-0.2009809500670493,-0.243850028498989
351,,-0.189465102506226,-0.2082430814155917,-0.2506387318994871
352,,-0.1731405133979906,-0.1870600446650573,-0.2238287645270165
353,,-0.1418970680390248,-0.1519724415582203,-0.1779514920433482
354,,-0.1440755080360603,-0.1422517221918379,-0.1858078682837154
355,,-0.11264237641591,-0.1304899243943985,-0.1789118391960068
356,,-0.1426319542509,-0.1398343097333431,-0.1723650937226692
357,,-0.2203133865807613,-0.2257401401678473,-0.2733204976830362
358,,-0.2399754804957793,-0.2513962266922259,-0.2840588830847573
359,,-0.2347039552562231,-0.2570211844426351,-0.293242801959085
360,,-0.2630338231471197,-0.2739864391848762,-0.3218207343865652
361,,-0.1719502567724716,-0.1835118175386535,-0.2012629300228322
362,,-0.2247230779326111,-0.2461055853335637,-0.2845911977023038
363,,-0.220888341742274,-0.242867591331386,-0.2910428442163878
