,index_arr,sigH,T_period,Cp
3750,2500.0,0.21354972062291203,4.279847679088916,6.630949481505197
3751,2501.0,0.20666425345183928,4.4873363651859215,6.920291392517209
3752,2501.5,0.20337942820671429,4.493482021603342,6.9275985052521065
3753,2502.0,0.20009460296158932,4.499627678020763,6.934905617987004
3754,2503.0,0.19353017307961576,4.3213607292982354,6.685577716284909
3755,2503.5,0.1941255325690937,4.409424617076053,6.807324020907716
3756,2504.0,0.19472089205857163,4.49748850485387,6.929070325530522
3757,2505.0,0.21334333442210007,4.677574720973434,7.167692645786162
3758,2505.5,0.2070038933808918,4.500035969916934,6.927170058564641
3759,2506.0,0.20066445233968358,4.322497218860434,6.68664747134312
3760,2507.0,0.18979211562336296,4.64945612156239,7.133523654038716
3761,2507.5,0.19405162479411572,4.620842346575995,7.096910299315627
3762,2508.0,0.1983111339648685,4.5922285715896,7.060296944592538
3763,2509.0,0.1990713828479304,4.214447670901478,6.535123834333787
3764,2509.5,0.1826332685642938,4.394659504008342,6.788482839416554
3765,2510.0,0.16619515428065715,4.574871337115204,7.041841844499321
3766,2511.0,0.17532323815657527,4.601591641775247,7.08001063133349
3767,2511.5,0.16915118803813542,4.708680513424483,7.221112615715819
3768,2512.0,0.16297913791969557,4.815769385073719,7.362214600098149
3769,2513.0,0.16161105464963588,5.138777007443949,7.756537615188627
3770,2513.5,0.1579054875224168,5.018409893614182,7.613848550048418
3771,2514.0,0.15419992039519773,4.898042779784415,7.471159484908209
3772,2515.0,0.14659724664334425,4.748484262420011,7.283388990523323
3773,2515.5,0.1552449629586193,4.365539954020946,6.740314141481117
3774,2516.0,0.16389267927389436,3.98259564562188,6.197239292438911
3775,2517.0,0.1477277884970581,4.916665521376527,7.507930352616463
3776,2517.5,0.14222182623349966,4.838380954958298,7.408901112384651
3777,2518.0,0.13671586396994123,4.7600963885400684,7.309871872152838
3778,2519.0,0.15417884500063314,4.098870099328454,6.373873272615873
3779,2519.5,0.14760405833741472,4.037671126354875,6.2818025091471315
3780,2520.0,0.1410292716741963,3.9764721533812946,6.18973174567839
3781,2521.0,0.15133277932743033,3.3833116034668347,5.276221588760009
3782,2521.5,0.16127320397269979,3.1673273833917843,4.939723622364375
3783,2522.0,0.1712136286179692,2.9513431633167335,4.603225655968741
3784,2523.0,0.14235363927315114,3.23417102973492,5.044026931177754
3785,2523.5,0.15850001012157308,2.877312989433571,4.487613269455888
3786,2524.0,0.17464638096999502,2.5204549491322217,3.9311996077340234
3787,2525.0,0.28102349794229614,2.3315274157324373,3.636526278840486
3788,2525.5,0.2831138937026869,2.4309601520439665,3.7916129877241698
3789,2526.0,0.28520428946307774,2.5303928883554954,3.9466996966078534
3790,2527.0,0.23087578624902994,2.4713162828752795,3.8545571948903588
3791,2527.5,0.1855168126437592,2.719733776369615,4.241976444409088
3792,2528.0,0.14015783903848847,2.9681512698639505,4.629395693927819
3793,2529.0,0.24563747363488345,2.3378367277703527,3.646367006397647
3794,2529.5,0.30332753857499206,2.4263140411363393,3.7843663643544305
3795,2530.0,0.3610176035151007,2.5147913545023264,3.922365722311214
3796,2531.0,0.36708975989629794,2.5189419621894293,3.9288394956431736
3797,2531.5,0.4168923952558281,2.6206972663099153,4.087545554279126
3798,2532.0,0.4666950306153583,2.7224525704304017,4.24625161291508
3799,2533.0,0.5346393998231938,2.9066685851512086,4.533538996651802
3800,2533.5,0.5582691656530452,2.996606388888395,4.673740888148969
3801,2534.0,0.5818989314828967,3.086544192625582,4.813942779646136
3802,2535.0,0.6073798138034996,3.0875147875326423,4.81545049504521
3803,2535.5,0.5690178833932602,3.041181902956904,4.743234663910588
3804,2536.0,0.5306559529830208,2.994849018381166,4.6710188327759665
3805,2537.0,0.6219952636408891,3.179608380358094,4.958899024031264
3806,2537.5,0.7016797336892322,3.151277787825364,4.914779151595161
3807,2538.0,0.7813642037375754,3.122947195292634,4.870659279159057
3808,2539.0,0.8021875524561253,3.374637526817788,5.262270939202786
3809,2539.5,0.7643236047904703,3.381893299622381,5.273583737740751
3810,2540.0,0.7264596571248154,3.3891490724269735,5.284896536278715
3811,2541.0,0.731735228158836,3.224289676042564,5.028573543487099
3812,2541.5,0.6959837872552208,3.2278952722810685,5.0342070559031615
3813,2542.0,0.6602323463516058,3.231500868519573,5.039840568319224
3814,2543.0,0.6242302900628312,3.186608402385924,4.9699459039016585
3815,2543.5,0.6407013058186785,3.126826457201548,4.876783699273309
3816,2544.0,0.6571723215745258,3.0670445120171728,4.783621494644959
3817,2545.0,0.6514404208733849,3.2447118116258533,5.060475620729245
3818,2545.5,0.6454520088572637,3.1886100380768614,4.973069094457873
3819,2546.0,0.6394635968411425,3.13250826452787,4.885662568186501
3820,2547.0,0.6627144638615995,3.1173256169673906,4.861993148307008
3821,2547.5,0.6408617639587918,3.138039091934549,4.894262636931207
3822,2548.0,0.6190090640559841,3.1587525669017067,4.926532125555406
3823,2549.0,0.6196066565073787,3.200923902987799,4.9922001614442735
3824,2549.5,0.6613273169884286,3.1763147402402545,4.953854199060535
3825,2550.0,0.7030479774694784,3.1517055774927103,4.915508236676796
3826,2551.0,0.6349164067560549,3.3779772446302796,5.267502734211846
3827,2551.5,0.6388985743169113,3.27879607749251,5.113218961213196
