,jd,old_date
4418,272.31200,20220929_084000
4419,272.32400,20220929_090000
4420,272.33600,20220929_092000
4421,272.34800,20220929_094000
4422,272.36000,20220929_100000
4423,272.37200,20220929_102000
4424,272.38400,20220929_104000
4425,272.39600,20220929_110000
4426,272.40800,20220929_112000
4427,272.42000,20220929_114000
4428,272.43200,20220929_120000
4429,272.44400,20220929_122000
4430,272.45600,20220929_124000
4431,272.46800,20220929_130000
4432,272.48000,20220929_132000
4433,272.49200,20220929_134000
4434,272.50400,20220929_140000
4435,272.51600,20220929_142000
4436,272.52800,20220929_144000
4437,272.54000,20220929_150000
4438,272.55200,20220929_152000
4439,272.56400,20220929_154000
4440,272.57600,20220929_160000
4441,272.58800,20220929_162000
4442,272.60000,20220929_164000
4443,272.61200,20220929_170000
4444,272.62400,20220929_172000
4445,272.63600,20220929_174000
4446,272.64800,20220929_180000
4447,272.66000,20220929_182000
4448,272.67200,20220929_184000
4449,272.68400,20220929_190000
4450,272.69600,20220929_192000
4451,272.70800,20220929_194000
4452,272.72000,20220929_200000
4453,272.73200,20220929_202000
4454,272.74400,20220929_204000
4455,272.75600,20220929_210000
4456,272.76800,20220929_212000
4457,272.78000,20220929_214000
4458,272.79200,20220929_220000
4459,272.80400,20220929_222000
4460,272.81600,20220929_224000
4461,272.82800,20220929_230000
4462,272.84000,20220929_232000
4463,272.85200,20220929_234000
4464,273.00,20220930_000000
4465,273.01200,20220930_002000
4466,273.02400,20220930_004000
4467,273.03600,20220930_010000
4468,273.04800,20220930_012000
4469,273.06000,20220930_014000
4470,273.07200,20220930_020000
4471,273.08400,20220930_022000
4472,273.09600,20220930_024000
4473,273.10800,20220930_030000
4474,273.12000,20220930_032000
4475,273.13200,20220930_034000
4476,273.14400,20220930_040000
4477,273.15600,20220930_042000
4478,273.16800,20220930_044000
4479,273.18000,20220930_050000
4480,273.19200,20220930_052000
4481,273.20400,20220930_054000
4482,273.21600,20220930_060000
4483,273.22800,20220930_062000
4484,273.24000,20220930_064000
4485,273.25200,20220930_070000
4486,273.26400,20220930_072000
4487,273.27600,20220930_074000
4488,273.28800,20220930_080000
4489,273.30000,20220930_082000
4490,273.31200,20220930_084000
4491,273.32400,20220930_090000
4492,273.33600,20220930_092000
4493,273.34800,20220930_094000
4494,273.36000,20220930_100000
4495,273.37200,20220930_102000
4496,273.38400,20220930_104000
4497,273.39600,20220930_110000
4498,273.40800,20220930_112000
4499,273.42000,20220930_114000
4500,273.43200,20220930_120000
4501,273.44400,20220930_122000
4502,273.45600,20220930_124000
4503,273.46800,20220930_130000
4504,273.48000,20220930_132000
4505,273.49200,20220930_134000
4506,273.50400,20220930_140000
4507,273.51600,20220930_142000
4508,273.52800,20220930_144000
4509,273.54000,20220930_150000
4510,273.55200,20220930_152000
4511,273.56400,20220930_154000
4512,273.57600,20220930_160000
4513,273.58800,20220930_162000
4514,273.60000,20220930_164000
4515,273.61200,20220930_170000
4516,273.62400,20220930_172000
4517,273.63600,20220930_174000
4518,273.64800,20220930_180000
4519,273.66000,20220930_182000
4520,273.67200,20220930_184000
4521,273.68400,20220930_190000
4522,273.69600,20220930_192000
4523,273.70800,20220930_194000
4524,273.72000,20220930_200000
4525,273.73200,20220930_202000
4526,273.74400,20220930_204000
4527,273.75600,20220930_210000
4528,273.76800,20220930_212000
4529,273.78000,20220930_214000
4530,273.79200,20220930_220000
4531,273.80400,20220930_222000
4532,273.81600,20220930_224000
4533,273.82800,20220930_230000
4534,273.84000,20220930_232000
4535,273.85200,20220930_234000
4536,274.00,20221001_000000
4537,274.01200,20221001_002000
4538,274.02400,20221001_004000
4539,274.03600,20221001_010000
4540,274.04800,20221001_012000
4541,274.06000,20221001_014000
4542,274.07200,20221001_020000
4543,274.08400,20221001_022000
4544,274.09600,20221001_024000
4545,274.10800,20221001_030000
4546,274.12000,20221001_032000
4547,274.13200,20221001_034000
4548,274.14400,20221001_040000
4549,274.15600,20221001_042000
4550,274.16800,20221001_044000
4551,274.18000,20221001_050000
4552,274.19200,20221001_052000
4553,274.20400,20221001_054000
4554,274.21600,20221001_060000
4555,274.22800,20221001_062000
4556,274.24000,20221001_064000
4557,274.25200,20221001_070000
4558,274.26400,20221001_072000
4559,274.27600,20221001_074000
4560,274.28800,20221001_080000
4561,274.30000,20221001_082000
4562,274.31200,20221001_084000
4563,274.32400,20221001_090000
4564,274.33600,20221001_092000
4565,274.34800,20221001_094000
4566,274.36000,20221001_100000
4567,274.37200,20221001_102000
4568,274.38400,20221001_104000
4569,274.39600,20221001_110000
4570,274.40800,20221001_112000
4571,274.42000,20221001_114000
4572,274.43200,20221001_120000
4573,274.44400,20221001_122000
4574,274.45600,20221001_124000
4575,274.46800,20221001_130000
4576,274.48000,20221001_132000
4577,274.49200,20221001_134000
4578,274.50400,20221001_140000
4579,274.51600,20221001_142000
4580,274.52800,20221001_144000
4581,274.54000,20221001_150000
4582,274.55200,20221001_152000
4583,274.56400,20221001_154000
4584,274.57600,20221001_160000
4585,274.58800,20221001_162000
4586,274.60000,20221001_164000
4587,274.61200,20221001_170000
4588,274.62400,20221001_172000
4589,274.63600,20221001_174000
4590,274.64800,20221001_180000
4591,274.66000,20221001_182000
4592,274.67200,20221001_184000
4593,274.68400,20221001_190000
4594,274.69600,20221001_192000
4595,274.70800,20221001_194000
4596,274.72000,20221001_200000
4597,274.73200,20221001_202000
4598,274.74400,20221001_204000
4599,274.75600,20221001_210000
4600,274.76800,20221001_212000
4601,274.78000,20221001_214000
4602,274.79200,20221001_220000
4603,274.80400,20221001_222000
4604,274.81600,20221001_224000
4605,274.82800,20221001_230000
4606,274.84000,20221001_232000
4607,274.85200,20221001_234000
4608,275.00,20221002_000000
4609,275.01200,20221002_002000
4610,275.02400,20221002_004000
4611,275.03600,20221002_010000
4612,275.04800,20221002_012000
4613,275.06000,20221002_014000
4614,275.07200,20221002_020000
4615,275.08400,20221002_022000
4616,275.09600,20221002_024000
4617,275.10800,20221002_030000
4618,275.12000,20221002_032000
4619,275.13200,20221002_034000
4620,275.14400,20221002_040000
4621,275.15600,20221002_042000
4622,275.16800,20221002_044000
4623,275.18000,20221002_050000
4624,275.19200,20221002_052000
4625,275.20400,20221002_054000
4626,275.21600,20221002_060000
4627,275.22800,20221002_062000
4628,275.24000,20221002_064000
4629,275.25200,20221002_070000
4630,275.26400,20221002_072000
4631,275.27600,20221002_074000
4632,275.28800,20221002_080000
4633,275.30000,20221002_082000
4634,275.31200,20221002_084000
4635,275.32400,20221002_090000
4636,275.33600,20221002_092000
4637,275.34800,20221002_094000
4638,275.36000,20221002_100000
4639,275.37200,20221002_102000
4640,275.38400,20221002_104000
4641,275.39600,20221002_110000
4642,275.40800,20221002_112000
4643,275.42000,20221002_114000
4644,275.43200,20221002_120000
4645,275.44400,20221002_122000
4646,275.45600,20221002_124000
4647,275.46800,20221002_130000
4648,275.48000,20221002_132000
4649,275.49200,20221002_134000
4650,275.50400,20221002_140000
4651,275.51600,20221002_142000
4652,275.52800,20221002_144000
4653,275.54000,20221002_150000
4654,275.55200,20221002_152000
4655,275.56400,20221002_154000
4656,275.57600,20221002_160000
4657,275.58800,20221002_162000
4658,275.60000,20221002_164000
4659,275.61200,20221002_170000
4660,275.62400,20221002_172000
4661,275.63600,20221002_174000
4662,275.64800,20221002_180000
4663,275.66000,20221002_182000
4664,275.67200,20221002_184000
4665,275.68400,20221002_190000
4666,275.69600,20221002_192000
4667,275.70800,20221002_194000
4668,275.72000,20221002_200000
4669,275.73200,20221002_202000
4670,275.74400,20221002_204000
4671,275.75600,20221002_210000
4672,275.76800,20221002_212000
4673,275.78000,20221002_214000
4674,275.79200,20221002_220000
4675,275.80400,20221002_222000
4676,275.81600,20221002_224000
4677,275.82800,20221002_230000
4678,275.84000,20221002_232000
4679,275.85200,20221002_234000
4680,276.00,20221003_000000
4681,276.01200,20221003_002000
4682,276.02400,20221003_004000
4683,276.03600,20221003_010000
4684,276.04800,20221003_012000
4685,276.06000,20221003_014000
4686,276.07200,20221003_020000
4687,276.08400,20221003_022000
4688,276.09600,20221003_024000
4689,276.10800,20221003_030000
4690,276.12000,20221003_032000
4691,276.13200,20221003_034000
4692,276.14400,20221003_040000
4693,276.15600,20221003_042000
4694,276.16800,20221003_044000
4695,276.18000,20221003_050000
4696,276.19200,20221003_052000
4697,276.20400,20221003_054000
4698,276.21600,20221003_060000
4699,276.22800,20221003_062000
4700,276.24000,20221003_064000
4701,276.25200,20221003_070000
4702,276.26400,20221003_072000
4703,276.27600,20221003_074000
4704,276.28800,20221003_080000
4705,276.30000,20221003_082000
4706,276.31200,20221003_084000
4707,276.32400,20221003_090000
4708,276.33600,20221003_092000
4709,276.34800,20221003_094000
4710,276.36000,20221003_100000
4711,276.37200,20221003_102000
4712,276.38400,20221003_104000
4713,276.39600,20221003_110000
4714,276.40800,20221003_112000
4715,276.42000,20221003_114000
4716,276.43200,20221003_120000
4717,276.44400,20221003_122000
4718,276.45600,20221003_124000
4719,276.46800,20221003_130000
4720,276.48000,20221003_132000
4721,276.49200,20221003_134000
4722,276.50400,20221003_140000
4723,276.51600,20221003_142000
4724,276.52800,20221003_144000
4725,276.54000,20221003_150000
4726,276.55200,20221003_152000
4727,276.56400,20221003_154000
4728,276.57600,20221003_160000
4729,276.58800,20221003_162000
4730,276.60000,20221003_164000
4731,276.61200,20221003_170000
4732,276.62400,20221003_172000
4733,276.63600,20221003_174000
4734,276.64800,20221003_180000
4735,276.66000,20221003_182000
4736,276.67200,20221003_184000
4737,276.68400,20221003_190000
4738,276.69600,20221003_192000
4739,276.70800,20221003_194000
4740,276.72000,20221003_200000
4741,276.73200,20221003_202000
4742,276.74400,20221003_204000
4743,276.75600,20221003_210000
4744,276.76800,20221003_212000
4745,276.78000,20221003_214000
4746,276.79200,20221003_220000
4747,276.80400,20221003_222000
4748,276.81600,20221003_224000
4749,276.82800,20221003_230000
4750,276.84000,20221003_232000
4751,276.85200,20221003_234000
4752,277.00,20221004_000000
4753,277.01200,20221004_002000
4754,277.02400,20221004_004000
4755,277.03600,20221004_010000
4756,277.04800,20221004_012000
4757,277.06000,20221004_014000
4758,277.07200,20221004_020000
4759,277.08400,20221004_022000
4760,277.09600,20221004_024000
4761,277.10800,20221004_030000
4762,277.12000,20221004_032000
4763,277.13200,20221004_034000
4764,277.14400,20221004_040000
4765,277.15600,20221004_042000
4766,277.16800,20221004_044000
4767,277.18000,20221004_050000
4768,277.19200,20221004_052000
4769,277.20400,20221004_054000
4770,277.21600,20221004_060000
4771,277.22800,20221004_062000
4772,277.24000,20221004_064000
4773,277.25200,20221004_070000
4774,277.26400,20221004_072000
4775,277.27600,20221004_074000
4776,277.28800,20221004_080000
4777,277.30000,20221004_082000
4778,277.31200,20221004_084000
4779,277.32400,20221004_090000
4780,277.33600,20221004_092000
4781,277.34800,20221004_094000
4782,277.36000,20221004_100000
4783,277.37200,20221004_102000
4784,277.38400,20221004_104000
4785,277.39600,20221004_110000
4786,277.40800,20221004_112000
4787,277.42000,20221004_114000
4788,277.43200,20221004_120000
4789,277.44400,20221004_122000
4790,277.45600,20221004_124000
4791,277.46800,20221004_130000
4792,277.48000,20221004_132000
4793,277.49200,20221004_134000
4794,277.50400,20221004_140000
4795,277.51600,20221004_142000
4796,277.52800,20221004_144000
4797,277.54000,20221004_150000
4798,277.55200,20221004_152000
4799,277.56400,20221004_154000
4800,277.57600,20221004_160000
4801,277.58800,20221004_162000
4802,277.60000,20221004_164000
4803,277.61200,20221004_170000
4804,277.62400,20221004_172000
4805,277.63600,20221004_174000
4806,277.64800,20221004_180000
4807,277.66000,20221004_182000
4808,277.67200,20221004_184000
4809,277.68400,20221004_190000
4810,277.69600,20221004_192000
4811,277.70800,20221004_194000
4812,277.72000,20221004_200000
4813,277.73200,20221004_202000
4814,277.74400,20221004_204000
4815,277.75600,20221004_210000
4816,277.76800,20221004_212000
4817,277.78000,20221004_214000
4818,277.79200,20221004_220000
4819,277.80400,20221004_222000
4820,277.81600,20221004_224000
4821,277.82800,20221004_230000
4822,277.84000,20221004_232000
4823,277.85200,20221004_234000
4824,278.00,20221005_000000
4825,278.01200,20221005_002000
4826,278.02400,20221005_004000
4827,278.03600,20221005_010000
4828,278.04800,20221005_012000
4829,278.06000,20221005_014000
4830,278.07200,20221005_020000
4831,278.08400,20221005_022000
4832,278.09600,20221005_024000
4833,278.10800,20221005_030000
4834,278.12000,20221005_032000
4835,278.13200,20221005_034000
4836,278.14400,20221005_040000
4837,278.15600,20221005_042000
4838,278.16800,20221005_044000
4839,278.18000,20221005_050000
4840,278.19200,20221005_052000
4841,278.20400,20221005_054000
4842,278.21600,20221005_060000
4843,278.22800,20221005_062000
4844,278.24000,20221005_064000
4845,278.25200,20221005_070000
4846,278.26400,20221005_072000
4847,278.27600,20221005_074000
4848,278.28800,20221005_080000
4849,278.30000,20221005_082000
4850,278.31200,20221005_084000
4851,278.32400,20221005_090000
4852,278.33600,20221005_092000
4853,278.34800,20221005_094000
4854,278.36000,20221005_100000
4855,278.37200,20221005_102000
4856,278.38400,20221005_104000
4857,278.39600,20221005_110000
4858,278.40800,20221005_112000
4859,278.42000,20221005_114000
4860,278.43200,20221005_120000
4861,278.44400,20221005_122000
4862,278.45600,20221005_124000
4863,278.46800,20221005_130000
4864,278.48000,20221005_132000
4865,278.49200,20221005_134000
4866,278.50400,20221005_140000
4867,278.51600,20221005_142000
4868,278.52800,20221005_144000
4869,278.54000,20221005_150000
4870,278.55200,20221005_152000
4871,278.56400,20221005_154000
4872,278.57600,20221005_160000
4873,278.58800,20221005_162000
4874,278.60000,20221005_164000
4875,278.61200,20221005_170000
4876,278.62400,20221005_172000
4877,278.63600,20221005_174000
4878,278.64800,20221005_180000
4879,278.66000,20221005_182000
4880,278.67200,20221005_184000
4881,278.68400,20221005_190000
4882,278.69600,20221005_192000
4883,278.70800,20221005_194000
4884,278.72000,20221005_200000
4885,278.73200,20221005_202000
4886,278.74400,20221005_204000
4887,278.75600,20221005_210000
4888,278.76800,20221005_212000
4889,278.78000,20221005_214000
4890,278.79200,20221005_220000
4891,278.80400,20221005_222000
4892,278.81600,20221005_224000
4893,278.82800,20221005_230000
4894,278.84000,20221005_232000
4895,278.85200,20221005_234000
4896,279.00,20221006_000000
4897,279.01200,20221006_002000
4898,279.02400,20221006_004000
4899,279.03600,20221006_010000
4900,279.04800,20221006_012000
4901,279.06000,20221006_014000
4902,279.07200,20221006_020000
4903,279.08400,20221006_022000
4904,279.09600,20221006_024000
4905,279.10800,20221006_030000
4906,279.12000,20221006_032000
4907,279.13200,20221006_034000
4908,279.14400,20221006_040000
4909,279.15600,20221006_042000
4910,279.16800,20221006_044000
4911,279.18000,20221006_050000
4912,279.19200,20221006_052000
4913,279.20400,20221006_054000
4914,279.21600,20221006_060000
4915,279.22800,20221006_062000
4916,279.24000,20221006_064000
4917,279.25200,20221006_070000
4918,279.26400,20221006_072000
4919,279.27600,20221006_074000
4920,279.28800,20221006_080000
4921,279.30000,20221006_082000
4922,279.31200,20221006_084000
4923,279.32400,20221006_090000
4924,279.33600,20221006_092000
4925,279.34800,20221006_094000
4926,279.36000,20221006_100000
4927,279.37200,20221006_102000
4928,279.38400,20221006_104000
4929,279.39600,20221006_110000
4930,279.40800,20221006_112000
4931,279.42000,20221006_114000
4932,279.43200,20221006_120000
4933,279.44400,20221006_122000
4934,279.45600,20221006_124000
4935,279.46800,20221006_130000
4936,279.48000,20221006_132000
4937,279.49200,20221006_134000
4938,279.50400,20221006_140000
4939,279.51600,20221006_142000
4940,279.52800,20221006_144000
4941,279.54000,20221006_150000
4942,279.55200,20221006_152000
4943,279.56400,20221006_154000
4944,279.57600,20221006_160000
4945,279.58800,20221006_162000
4946,279.60000,20221006_164000
4947,279.61200,20221006_170000
4948,279.62400,20221006_172000
4949,279.63600,20221006_174000
4950,279.64800,20221006_180000
4951,279.66000,20221006_182000
4952,279.67200,20221006_184000
4953,279.68400,20221006_190000
4954,279.69600,20221006_192000
4955,279.70800,20221006_194000
4956,279.72000,20221006_200000
4957,279.73200,20221006_202000
4958,279.74400,20221006_204000
4959,279.75600,20221006_210000
4960,279.76800,20221006_212000
4961,279.78000,20221006_214000
4962,279.79200,20221006_220000
4963,279.80400,20221006_222000
4964,279.81600,20221006_224000
4965,279.82800,20221006_230000
4966,279.84000,20221006_232000
4967,279.85200,20221006_234000
4968,280.00,20221007_000000
4969,280.01200,20221007_002000
4970,280.02400,20221007_004000
4971,280.03600,20221007_010000
4972,280.04800,20221007_012000
4973,280.06000,20221007_014000
4974,280.07200,20221007_020000
4975,280.08400,20221007_022000
4976,280.09600,20221007_024000
4977,280.10800,20221007_030000
4978,280.12000,20221007_032000
4979,280.13200,20221007_034000
4980,280.14400,20221007_040000
4981,280.15600,20221007_042000
4982,280.16800,20221007_044000
4983,280.18000,20221007_050000
4984,280.19200,20221007_052000
4985,280.20400,20221007_054000
4986,280.21600,20221007_060000
4987,280.22800,20221007_062000
4988,280.24000,20221007_064000
4989,280.25200,20221007_070000
4990,280.26400,20221007_072000
4991,280.27600,20221007_074000
4992,280.28800,20221007_080000
4993,280.30000,20221007_082000
4994,280.31200,20221007_084000
4995,280.32400,20221007_090000
4996,280.33600,20221007_092000
4997,280.34800,20221007_094000
4998,280.36000,20221007_100000
4999,280.37200,20221007_102000
5000,280.38400,20221007_104000
5001,280.39600,20221007_110000
5002,280.40800,20221007_112000
5003,280.42000,20221007_114000
5004,280.43200,20221007_120000
5005,280.44400,20221007_122000
5006,280.45600,20221007_124000
5007,280.46800,20221007_130000
5008,280.48000,20221007_132000
5009,280.49200,20221007_134000
5010,280.50400,20221007_140000
5011,280.51600,20221007_142000
5012,280.52800,20221007_144000
5013,280.54000,20221007_150000
5014,280.55200,20221007_152000
5015,280.56400,20221007_154000
5016,280.57600,20221007_160000
5017,280.58800,20221007_162000
5018,280.60000,20221007_164000
5019,280.61200,20221007_170000
5020,280.62400,20221007_172000
5021,280.63600,20221007_174000
5022,280.64800,20221007_180000
5023,280.66000,20221007_182000
5024,280.67200,20221007_184000
5025,280.68400,20221007_190000
5026,280.69600,20221007_192000
5027,280.70800,20221007_194000
5028,280.72000,20221007_200000
5029,280.73200,20221007_202000
5030,280.74400,20221007_204000
5031,280.75600,20221007_210000
5032,280.76800,20221007_212000
5033,280.78000,20221007_214000
5034,280.79200,20221007_220000
5035,280.80400,20221007_222000
5036,280.81600,20221007_224000
5037,280.82800,20221007_230000
5038,280.84000,20221007_232000
5039,280.85200,20221007_234000
5040,281.00,20221008_000000
5041,281.01200,20221008_002000
5042,281.02400,20221008_004000
5043,281.03600,20221008_010000
5044,281.04800,20221008_012000
5045,281.06000,20221008_014000
5046,281.07200,20221008_020000
5047,281.08400,20221008_022000
5048,281.09600,20221008_024000
5049,281.10800,20221008_030000
5050,281.12000,20221008_032000
5051,281.13200,20221008_034000
5052,281.14400,20221008_040000
5053,281.15600,20221008_042000
5054,281.16800,20221008_044000
5055,281.18000,20221008_050000
5056,281.19200,20221008_052000
5057,281.20400,20221008_054000
5058,281.21600,20221008_060000
5059,281.22800,20221008_062000
5060,281.24000,20221008_064000
5061,281.25200,20221008_070000
5062,281.26400,20221008_072000
5063,281.27600,20221008_074000
5064,281.28800,20221008_080000
5065,281.30000,20221008_082000
5066,281.31200,20221008_084000
5067,281.32400,20221008_090000
5068,281.33600,20221008_092000
5069,281.34800,20221008_094000
5070,281.36000,20221008_100000
5071,281.37200,20221008_102000
5072,281.38400,20221008_104000
5073,281.39600,20221008_110000
5074,281.40800,20221008_112000
5075,281.42000,20221008_114000
5076,281.43200,20221008_120000
5077,281.44400,20221008_122000
5078,281.45600,20221008_124000
5079,281.46800,20221008_130000
5080,281.48000,20221008_132000
5081,281.49200,20221008_134000
5082,281.50400,20221008_140000
5083,281.51600,20221008_142000
5084,281.52800,20221008_144000
5085,281.54000,20221008_150000
5086,281.55200,20221008_152000
5087,281.56400,20221008_154000
5088,281.57600,20221008_160000
5089,281.58800,20221008_162000
5090,281.60000,20221008_164000
5091,281.61200,20221008_170000
5092,281.62400,20221008_172000
5093,281.63600,20221008_174000
5094,281.64800,20221008_180000
5095,281.66000,20221008_182000
5096,281.67200,20221008_184000
5097,281.68400,20221008_190000
5098,281.69600,20221008_192000
5099,281.70800,20221008_194000
5100,281.72000,20221008_200000
5101,281.73200,20221008_202000
5102,281.74400,20221008_204000
5103,281.75600,20221008_210000
5104,281.76800,20221008_212000
5105,281.78000,20221008_214000
5106,281.79200,20221008_220000
5107,281.80400,20221008_222000
5108,281.81600,20221008_224000
5109,281.82800,20221008_230000
5110,281.84000,20221008_232000
5111,281.85200,20221008_234000
5112,282.00,20221009_000000
5113,282.01200,20221009_002000
5114,282.02400,20221009_004000
5115,282.03600,20221009_010000
5116,282.04800,20221009_012000
5117,282.06000,20221009_014000
5118,282.07200,20221009_020000
5119,282.08400,20221009_022000
5120,282.09600,20221009_024000
5121,282.10800,20221009_030000
5122,282.12000,20221009_032000
5123,282.13200,20221009_034000
5124,282.14400,20221009_040000
5125,282.15600,20221009_042000
5126,282.16800,20221009_044000
5127,282.18000,20221009_050000
5128,282.19200,20221009_052000
5129,282.20400,20221009_054000
5130,282.21600,20221009_060000
5131,282.22800,20221009_062000
5132,282.24000,20221009_064000
5133,282.25200,20221009_070000
5134,282.26400,20221009_072000
5135,282.27600,20221009_074000
5136,282.28800,20221009_080000
5137,282.30000,20221009_082000
5138,282.31200,20221009_084000
5139,282.32400,20221009_090000
5140,282.33600,20221009_092000
5141,282.34800,20221009_094000
5142,282.36000,20221009_100000
5143,282.37200,20221009_102000
5144,282.38400,20221009_104000
5145,282.39600,20221009_110000
5146,282.40800,20221009_112000
5147,282.42000,20221009_114000
5148,282.43200,20221009_120000
5149,282.44400,20221009_122000
5150,282.45600,20221009_124000
5151,282.46800,20221009_130000
5152,282.48000,20221009_132000
5153,282.49200,20221009_134000
5154,282.50400,20221009_140000
5155,282.51600,20221009_142000
5156,282.52800,20221009_144000
5157,282.54000,20221009_150000
5158,282.55200,20221009_152000
5159,282.56400,20221009_154000
5160,282.57600,20221009_160000
5161,282.58800,20221009_162000
5162,282.60000,20221009_164000
5163,282.61200,20221009_170000
5164,282.62400,20221009_172000
5165,282.63600,20221009_174000
5166,282.64800,20221009_180000
5167,282.66000,20221009_182000
5168,282.67200,20221009_184000
5169,282.68400,20221009_190000
5170,282.69600,20221009_192000
5171,282.70800,20221009_194000
5172,282.72000,20221009_200000
5173,282.73200,20221009_202000
5174,282.74400,20221009_204000
5175,282.75600,20221009_210000
5176,282.76800,20221009_212000
5177,282.78000,20221009_214000
5178,282.79200,20221009_220000
5179,282.80400,20221009_222000
5180,282.81600,20221009_224000
5181,282.82800,20221009_230000
5182,282.84000,20221009_232000
5183,282.85200,20221009_234000
5184,283.00,20221010_000000
5185,283.01200,20221010_002000
5186,283.02400,20221010_004000
5187,283.03600,20221010_010000
5188,283.04800,20221010_012000
5189,283.06000,20221010_014000
5190,283.07200,20221010_020000
5191,283.08400,20221010_022000
5192,283.09600,20221010_024000
5193,283.10800,20221010_030000
5194,283.12000,20221010_032000
5195,283.13200,20221010_034000
5196,283.14400,20221010_040000
5197,283.15600,20221010_042000
5198,283.16800,20221010_044000
5199,283.18000,20221010_050000
5200,283.19200,20221010_052000
5201,283.20400,20221010_054000
5202,283.21600,20221010_060000
5203,283.22800,20221010_062000
5204,283.24000,20221010_064000
5205,283.25200,20221010_070000
5206,283.26400,20221010_072000
5207,283.27600,20221010_074000
5208,283.28800,20221010_080000
5209,283.30000,20221010_082000
5210,283.31200,20221010_084000
5211,283.32400,20221010_090000
5212,283.33600,20221010_092000
5213,283.34800,20221010_094000
5214,283.36000,20221010_100000
5215,283.37200,20221010_102000
5216,283.38400,20221010_104000
5217,283.39600,20221010_110000
5218,283.40800,20221010_112000
5219,283.42000,20221010_114000
5220,283.43200,20221010_120000
5221,283.44400,20221010_122000
5222,283.45600,20221010_124000
5223,283.46800,20221010_130000
5224,283.48000,20221010_132000
5225,283.49200,20221010_134000
5226,283.50400,20221010_140000
5227,283.51600,20221010_142000
5228,283.52800,20221010_144000
5229,283.54000,20221010_150000
5230,283.55200,20221010_152000
5231,283.56400,20221010_154000
5232,283.57600,20221010_160000
5233,283.58800,20221010_162000
5234,283.60000,20221010_164000
5235,283.61200,20221010_170000
5236,283.62400,20221010_172000
5237,283.63600,20221010_174000
5238,283.64800,20221010_180000
5239,283.66000,20221010_182000
5240,283.67200,20221010_184000
5241,283.68400,20221010_190000
5242,283.69600,20221010_192000
5243,283.70800,20221010_194000
5244,283.72000,20221010_200000
5245,283.73200,20221010_202000
5246,283.74400,20221010_204000
5247,283.75600,20221010_210000
5248,283.76800,20221010_212000
5249,283.78000,20221010_214000
5250,283.79200,20221010_220000
5251,283.80400,20221010_222000
5252,283.81600,20221010_224000
5253,283.82800,20221010_230000
5254,283.84000,20221010_232000
5255,283.85200,20221010_234000
5256,284.00,20221011_000000
5257,284.01200,20221011_002000
5258,284.02400,20221011_004000
5259,284.03600,20221011_010000
5260,284.04800,20221011_012000
5261,284.06000,20221011_014000
5262,284.07200,20221011_020000
5263,284.08400,20221011_022000
5264,284.09600,20221011_024000
5265,284.10800,20221011_030000
5266,284.12000,20221011_032000
5267,284.13200,20221011_034000
5268,284.14400,20221011_040000
5269,284.15600,20221011_042000
5270,284.16800,20221011_044000
5271,284.18000,20221011_050000
5272,284.19200,20221011_052000
5273,284.20400,20221011_054000
5274,284.21600,20221011_060000
5275,284.22800,20221011_062000
5276,284.24000,20221011_064000
5277,284.25200,20221011_070000
5278,284.26400,20221011_072000
5279,284.27600,20221011_074000
5280,284.28800,20221011_080000
5281,284.30000,20221011_082000
5282,284.31200,20221011_084000
5283,284.32400,20221011_090000
5284,284.33600,20221011_092000
5285,284.34800,20221011_094000
5286,284.36000,20221011_100000
5287,284.37200,20221011_102000
5288,284.38400,20221011_104000
5289,284.39600,20221011_110000
5290,284.40800,20221011_112000
5291,284.42000,20221011_114000
5292,284.43200,20221011_120000
5293,284.44400,20221011_122000
5294,284.45600,20221011_124000
5295,284.46800,20221011_130000
5296,284.48000,20221011_132000
5297,284.49200,20221011_134000
5298,284.50400,20221011_140000
5299,284.51600,20221011_142000
5300,284.52800,20221011_144000
5301,284.54000,20221011_150000
5302,284.55200,20221011_152000
5303,284.56400,20221011_154000
5304,284.57600,20221011_160000
5305,284.58800,20221011_162000
5306,284.60000,20221011_164000
5307,284.61200,20221011_170000
5308,284.62400,20221011_172000
5309,284.63600,20221011_174000
5310,284.64800,20221011_180000
5311,284.66000,20221011_182000
5312,284.67200,20221011_184000
5313,284.68400,20221011_190000
5314,284.69600,20221011_192000
5315,284.70800,20221011_194000
5316,284.72000,20221011_200000
5317,284.73200,20221011_202000
5318,284.74400,20221011_204000
5319,284.75600,20221011_210000
5320,284.76800,20221011_212000
5321,284.78000,20221011_214000
5322,284.79200,20221011_220000
5323,284.80400,20221011_222000
5324,284.81600,20221011_224000
5325,284.82800,20221011_230000
5326,284.84000,20221011_232000
5327,284.85200,20221011_234000
5328,285.00,20221012_000000
5329,285.01200,20221012_002000
5330,285.02400,20221012_004000
5331,285.03600,20221012_010000
5332,285.04800,20221012_012000
5333,285.06000,20221012_014000
5334,285.07200,20221012_020000
5335,285.08400,20221012_022000
5336,285.09600,20221012_024000
5337,285.10800,20221012_030000
5338,285.12000,20221012_032000
5339,285.13200,20221012_034000
5340,285.14400,20221012_040000
5341,285.15600,20221012_042000
5342,285.16800,20221012_044000
5343,285.18000,20221012_050000
5344,285.19200,20221012_052000
5345,285.20400,20221012_054000
5346,285.21600,20221012_060000
5347,285.22800,20221012_062000
5348,285.24000,20221012_064000
5349,285.25200,20221012_070000
5350,285.26400,20221012_072000
