,jd,old_date
1926,131.64800,20220511_180000
1927,131.66000,20220511_182000
1928,131.67200,20220511_184000
1929,131.68400,20220511_190000
1930,131.69600,20220511_192000
1931,131.70800,20220511_194000
1932,131.72000,20220511_200000
1933,131.73200,20220511_202000
1934,131.74400,20220511_204000
1935,131.75600,20220511_210000
1936,131.76800,20220511_212000
1937,131.78000,20220511_214000
1938,131.79200,20220511_220000
1939,131.80400,20220511_222000
1940,131.81600,20220511_224000
1941,131.82800,20220511_230000
1942,131.84000,20220511_232000
1943,131.85200,20220511_234000
1944,132.00,20220512_000000
1945,132.01200,20220512_002000
1946,132.02400,20220512_004000
1947,132.03600,20220512_010000
1948,132.04800,20220512_012000
1949,132.06000,20220512_014000
1950,132.07200,20220512_020000
1951,132.08400,20220512_022000
1952,132.09600,20220512_024000
1953,132.10800,20220512_030000
1954,132.12000,20220512_032000
1955,132.13200,20220512_034000
1956,132.14400,20220512_040000
1957,132.15600,20220512_042000
1958,132.16800,20220512_044000
1959,132.18000,20220512_050000
1960,132.19200,20220512_052000
1961,132.20400,20220512_054000
1962,132.21600,20220512_060000
1963,132.22800,20220512_062000
1964,132.24000,20220512_064000
1965,132.25200,20220512_070000
1966,132.26400,20220512_072000
1967,132.27600,20220512_074000
1968,132.28800,20220512_080000
1969,132.30000,20220512_082000
1970,132.31200,20220512_084000
1971,132.32400,20220512_090000
1972,132.33600,20220512_092000
1973,132.34800,20220512_094000
1974,132.36000,20220512_100000
1975,132.37200,20220512_102000
1976,132.38400,20220512_104000
1977,132.39600,20220512_110000
1978,132.40800,20220512_112000
1979,132.42000,20220512_114000
1980,132.43200,20220512_120000
1981,132.44400,20220512_122000
1982,132.45600,20220512_124000
1983,132.46800,20220512_130000
1984,132.48000,20220512_132000
1985,132.49200,20220512_134000
1986,132.50400,20220512_140000
1987,132.51600,20220512_142000
1988,132.52800,20220512_144000
1989,132.54000,20220512_150000
1990,132.55200,20220512_152000
1991,132.56400,20220512_154000
1992,132.57600,20220512_160000
1993,132.58800,20220512_162000
1994,132.60000,20220512_164000
1995,132.61200,20220512_170000
1996,132.62400,20220512_172000
1997,132.63600,20220512_174000
1998,132.64800,20220512_180000
1999,132.66000,20220512_182000
2000,132.67200,20220512_184000
2001,132.68400,20220512_190000
2002,132.69600,20220512_192000
2003,132.70800,20220512_194000
2004,132.72000,20220512_200000
2005,132.73200,20220512_202000
2006,132.74400,20220512_204000
2007,132.75600,20220512_210000
2008,132.76800,20220512_212000
2009,132.78000,20220512_214000
2010,132.79200,20220512_220000
2011,132.80400,20220512_222000
2012,132.81600,20220512_224000
2013,132.82800,20220512_230000
2014,132.84000,20220512_232000
2015,132.85200,20220512_234000
2016,133.00,20220513_000000
2017,133.01200,20220513_002000
2018,133.02400,20220513_004000
2019,133.03600,20220513_010000
2020,133.04800,20220513_012000
2021,133.06000,20220513_014000
2022,133.07200,20220513_020000
2023,133.08400,20220513_022000
2024,133.09600,20220513_024000
2025,133.10800,20220513_030000
2026,133.12000,20220513_032000
2027,133.13200,20220513_034000
2028,133.14400,20220513_040000
2029,133.15600,20220513_042000
2030,133.16800,20220513_044000
2031,133.18000,20220513_050000
2032,133.19200,20220513_052000
2033,133.20400,20220513_054000
2034,133.21600,20220513_060000
2035,133.22800,20220513_062000
2036,133.24000,20220513_064000
2037,133.25200,20220513_070000
2038,133.26400,20220513_072000
2039,133.27600,20220513_074000
2040,133.28800,20220513_080000
2041,133.30000,20220513_082000
2042,133.31200,20220513_084000
2043,133.32400,20220513_090000
2044,133.33600,20220513_092000
2045,133.34800,20220513_094000
2046,133.36000,20220513_100000
2047,133.37200,20220513_102000
2048,133.38400,20220513_104000
2049,133.39600,20220513_110000
2050,133.40800,20220513_112000
2051,133.42000,20220513_114000
2052,133.43200,20220513_120000
2053,133.44400,20220513_122000
2054,133.45600,20220513_124000
2055,133.46800,20220513_130000
2056,133.48000,20220513_132000
2057,133.49200,20220513_134000
2058,133.50400,20220513_140000
2059,133.51600,20220513_142000
2060,133.52800,20220513_144000
2061,133.54000,20220513_150000
2062,133.55200,20220513_152000
2063,133.56400,20220513_154000
2064,133.57600,20220513_160000
2065,133.58800,20220513_162000
2066,133.60000,20220513_164000
2067,133.61200,20220513_170000
2068,133.62400,20220513_172000
2069,133.63600,20220513_174000
2070,133.64800,20220513_180000
2071,133.66000,20220513_182000
2072,133.67200,20220513_184000
2073,133.68400,20220513_190000
2074,133.69600,20220513_192000
2075,133.70800,20220513_194000
2076,133.72000,20220513_200000
2077,133.73200,20220513_202000
2078,133.74400,20220513_204000
2079,133.75600,20220513_210000
2080,133.76800,20220513_212000
2081,133.78000,20220513_214000
2082,133.79200,20220513_220000
2083,133.80400,20220513_222000
2084,133.81600,20220513_224000
2085,133.82800,20220513_230000
2086,133.84000,20220513_232000
2087,133.85200,20220513_234000
2088,134.00,20220514_000000
2089,134.01200,20220514_002000
2090,134.02400,20220514_004000
2091,134.03600,20220514_010000
2092,134.04800,20220514_012000
2093,134.06000,20220514_014000
2094,134.07200,20220514_020000
2095,134.08400,20220514_022000
2096,134.09600,20220514_024000
2097,134.10800,20220514_030000
2098,134.12000,20220514_032000
2099,134.13200,20220514_034000
2100,134.14400,20220514_040000
2101,134.15600,20220514_042000
2102,134.16800,20220514_044000
2103,134.18000,20220514_050000
2104,134.19200,20220514_052000
2105,134.20400,20220514_054000
2106,134.21600,20220514_060000
2107,134.22800,20220514_062000
2108,134.24000,20220514_064000
2109,134.25200,20220514_070000
2110,134.26400,20220514_072000
2111,134.27600,20220514_074000
2112,134.28800,20220514_080000
2113,134.30000,20220514_082000
2114,134.31200,20220514_084000
2115,134.32400,20220514_090000
2116,134.33600,20220514_092000
2117,134.34800,20220514_094000
2118,134.36000,20220514_100000
2119,134.37200,20220514_102000
2120,134.38400,20220514_104000
2121,134.39600,20220514_110000
2122,134.40800,20220514_112000
2123,134.42000,20220514_114000
2124,134.43200,20220514_120000
2125,134.44400,20220514_122000
2126,134.45600,20220514_124000
2127,134.46800,20220514_130000
2128,134.48000,20220514_132000
2129,134.49200,20220514_134000
2130,134.50400,20220514_140000
2131,134.51600,20220514_142000
2132,134.52800,20220514_144000
2133,134.54000,20220514_150000
2134,134.55200,20220514_152000
2135,134.56400,20220514_154000
2136,134.57600,20220514_160000
2137,134.58800,20220514_162000
2138,134.60000,20220514_164000
2139,134.61200,20220514_170000
2140,134.62400,20220514_172000
2141,134.63600,20220514_174000
2142,134.64800,20220514_180000
2143,134.66000,20220514_182000
2144,134.67200,20220514_184000
2145,134.68400,20220514_190000
2146,134.69600,20220514_192000
2147,134.70800,20220514_194000
2148,134.72000,20220514_200000
2149,134.73200,20220514_202000
2150,134.74400,20220514_204000
2151,134.75600,20220514_210000
2152,134.76800,20220514_212000
2153,134.78000,20220514_214000
2154,134.79200,20220514_220000
2155,134.80400,20220514_222000
2156,134.81600,20220514_224000
2157,134.82800,20220514_230000
2158,134.84000,20220514_232000
2159,134.85200,20220514_234000
2160,135.00,20220515_000000
2161,135.01200,20220515_002000
2162,135.02400,20220515_004000
2163,135.03600,20220515_010000
2164,135.04800,20220515_012000
2165,135.06000,20220515_014000
2166,135.07200,20220515_020000
2167,135.08400,20220515_022000
2168,135.09600,20220515_024000
2169,135.10800,20220515_030000
2170,135.12000,20220515_032000
2171,135.13200,20220515_034000
2172,135.14400,20220515_040000
2173,135.15600,20220515_042000
2174,135.16800,20220515_044000
2175,135.18000,20220515_050000
2176,135.19200,20220515_052000
2177,135.20400,20220515_054000
2178,135.21600,20220515_060000
2179,135.22800,20220515_062000
2180,135.24000,20220515_064000
2181,135.25200,20220515_070000
2182,135.26400,20220515_072000
2183,135.27600,20220515_074000
2184,135.28800,20220515_080000
2185,135.30000,20220515_082000
2186,135.31200,20220515_084000
2187,135.32400,20220515_090000
2188,135.33600,20220515_092000
2189,135.34800,20220515_094000
2190,135.36000,20220515_100000
2191,135.37200,20220515_102000
2192,135.38400,20220515_104000
2193,135.39600,20220515_110000
2194,135.40800,20220515_112000
2195,135.42000,20220515_114000
2196,135.43200,20220515_120000
2197,135.44400,20220515_122000
2198,135.45600,20220515_124000
2199,135.46800,20220515_130000
2200,135.48000,20220515_132000
2201,135.49200,20220515_134000
2202,135.50400,20220515_140000
2203,135.51600,20220515_142000
2204,135.52800,20220515_144000
2205,135.54000,20220515_150000
2206,135.55200,20220515_152000
2207,135.56400,20220515_154000
2208,135.57600,20220515_160000
2209,135.58800,20220515_162000
2210,135.60000,20220515_164000
2211,135.61200,20220515_170000
2212,135.62400,20220515_172000
2213,135.63600,20220515_174000
2214,135.64800,20220515_180000
2215,135.66000,20220515_182000
2216,135.67200,20220515_184000
2217,135.68400,20220515_190000
2218,135.69600,20220515_192000
2219,135.70800,20220515_194000
2220,135.72000,20220515_200000
2221,135.73200,20220515_202000
2222,135.74400,20220515_204000
2223,135.75600,20220515_210000
2224,135.76800,20220515_212000
2225,135.78000,20220515_214000
2226,135.79200,20220515_220000
2227,135.80400,20220515_222000
2228,135.81600,20220515_224000
2229,135.82800,20220515_230000
2230,135.84000,20220515_232000
2231,135.85200,20220515_234000
2232,136.00,20220516_000000
2233,136.01200,20220516_002000
2234,136.02400,20220516_004000
2235,136.03600,20220516_010000
2236,136.04800,20220516_012000
2237,136.06000,20220516_014000
2238,136.07200,20220516_020000
2239,136.08400,20220516_022000
2240,136.09600,20220516_024000
2241,136.10800,20220516_030000
2242,136.12000,20220516_032000
2243,136.13200,20220516_034000
2244,136.14400,20220516_040000
2245,136.15600,20220516_042000
2246,136.16800,20220516_044000
2247,136.18000,20220516_050000
2248,136.19200,20220516_052000
2249,136.20400,20220516_054000
2250,136.21600,20220516_060000
2251,136.22800,20220516_062000
2252,136.24000,20220516_064000
2253,136.25200,20220516_070000
2254,136.26400,20220516_072000
2255,136.27600,20220516_074000
2256,136.28800,20220516_080000
2257,136.30000,20220516_082000
2258,136.31200,20220516_084000
2259,136.32400,20220516_090000
2260,136.33600,20220516_092000
2261,136.34800,20220516_094000
2262,136.36000,20220516_100000
2263,136.37200,20220516_102000
2264,136.38400,20220516_104000
2265,136.39600,20220516_110000
2266,136.40800,20220516_112000
2267,136.42000,20220516_114000
2268,136.43200,20220516_120000
2269,136.44400,20220516_122000
2270,136.45600,20220516_124000
2271,136.46800,20220516_130000
2272,136.48000,20220516_132000
2273,136.49200,20220516_134000
2274,136.50400,20220516_140000
2275,136.51600,20220516_142000
2276,136.52800,20220516_144000
2277,136.54000,20220516_150000
2278,136.55200,20220516_152000
2279,136.56400,20220516_154000
2280,136.57600,20220516_160000
2281,136.58800,20220516_162000
2282,136.60000,20220516_164000
2283,136.61200,20220516_170000
2284,136.62400,20220516_172000
2285,136.63600,20220516_174000
2286,136.64800,20220516_180000
2287,136.66000,20220516_182000
2288,136.67200,20220516_184000
2289,136.68400,20220516_190000
2290,136.69600,20220516_192000
2291,136.70800,20220516_194000
2292,136.72000,20220516_200000
2293,136.73200,20220516_202000
2294,136.74400,20220516_204000
2295,136.75600,20220516_210000
2296,136.76800,20220516_212000
2297,136.78000,20220516_214000
2298,136.79200,20220516_220000
2299,136.80400,20220516_222000
2300,136.81600,20220516_224000
2301,136.82800,20220516_230000
2302,136.84000,20220516_232000
2303,136.85200,20220516_234000
2304,137.00,20220517_000000
2305,137.01200,20220517_002000
2306,137.02400,20220517_004000
2307,137.03600,20220517_010000
2308,137.04800,20220517_012000
2309,137.06000,20220517_014000
2310,137.07200,20220517_020000
2311,137.08400,20220517_022000
2312,137.09600,20220517_024000
2313,137.10800,20220517_030000
2314,137.12000,20220517_032000
2315,137.13200,20220517_034000
2316,137.14400,20220517_040000
2317,137.15600,20220517_042000
2318,137.16800,20220517_044000
2319,137.18000,20220517_050000
2320,137.19200,20220517_052000
2321,137.20400,20220517_054000
2322,137.21600,20220517_060000
2323,137.22800,20220517_062000
2324,137.24000,20220517_064000
2325,137.25200,20220517_070000
2326,137.26400,20220517_072000
2327,137.27600,20220517_074000
2328,137.28800,20220517_080000
2329,137.30000,20220517_082000
2330,137.31200,20220517_084000
2331,137.32400,20220517_090000
2332,137.33600,20220517_092000
2333,137.34800,20220517_094000
2334,137.36000,20220517_100000
2335,137.37200,20220517_102000
2336,137.38400,20220517_104000
2337,137.39600,20220517_110000
2338,137.40800,20220517_112000
2339,137.42000,20220517_114000
2340,137.43200,20220517_120000
2341,137.44400,20220517_122000
2342,137.45600,20220517_124000
2343,137.46800,20220517_130000
2344,137.48000,20220517_132000
2345,137.49200,20220517_134000
2346,137.50400,20220517_140000
2347,137.51600,20220517_142000
2348,137.52800,20220517_144000
2349,137.54000,20220517_150000
2350,137.55200,20220517_152000
2351,137.56400,20220517_154000
2352,137.57600,20220517_160000
2353,137.58800,20220517_162000
2354,137.60000,20220517_164000
2355,137.61200,20220517_170000
2356,137.62400,20220517_172000
2357,137.63600,20220517_174000
2358,137.64800,20220517_180000
2359,137.66000,20220517_182000
2360,137.67200,20220517_184000
2361,137.68400,20220517_190000
2362,137.69600,20220517_192000
2363,137.70800,20220517_194000
2364,137.72000,20220517_200000
2365,137.73200,20220517_202000
2366,137.74400,20220517_204000
2367,137.75600,20220517_210000
2368,137.76800,20220517_212000
2369,137.78000,20220517_214000
2370,137.79200,20220517_220000
2371,137.80400,20220517_222000
2372,137.81600,20220517_224000
2373,137.82800,20220517_230000
2374,137.84000,20220517_232000
2375,137.85200,20220517_234000
2376,138.00,20220518_000000
2377,138.01200,20220518_002000
2378,138.02400,20220518_004000
2379,138.03600,20220518_010000
2380,138.04800,20220518_012000
2381,138.06000,20220518_014000
2382,138.07200,20220518_020000
2383,138.08400,20220518_022000
2384,138.09600,20220518_024000
2385,138.10800,20220518_030000
2386,138.12000,20220518_032000
2387,138.13200,20220518_034000
2388,138.14400,20220518_040000
2389,138.15600,20220518_042000
2390,138.16800,20220518_044000
2391,138.18000,20220518_050000
2392,138.19200,20220518_052000
2393,138.20400,20220518_054000
2394,138.21600,20220518_060000
2395,138.22800,20220518_062000
2396,138.24000,20220518_064000
2397,138.25200,20220518_070000
2398,138.26400,20220518_072000
2399,138.27600,20220518_074000
2400,138.28800,20220518_080000
2401,138.30000,20220518_082000
2402,138.31200,20220518_084000
2403,138.32400,20220518_090000
2404,138.33600,20220518_092000
2405,138.34800,20220518_094000
2406,138.36000,20220518_100000
2407,138.37200,20220518_102000
2408,138.38400,20220518_104000
2409,138.39600,20220518_110000
2410,138.40800,20220518_112000
2411,138.42000,20220518_114000
2412,138.43200,20220518_120000
2413,138.44400,20220518_122000
2414,138.45600,20220518_124000
2415,138.46800,20220518_130000
2416,138.48000,20220518_132000
2417,138.49200,20220518_134000
2418,138.50400,20220518_140000
2419,138.51600,20220518_142000
2420,138.52800,20220518_144000
2421,138.54000,20220518_150000
2422,138.55200,20220518_152000
2423,138.56400,20220518_154000
2424,138.57600,20220518_160000
2425,138.58800,20220518_162000
2426,138.60000,20220518_164000
2427,138.61200,20220518_170000
2428,138.62400,20220518_172000
2429,138.63600,20220518_174000
2430,138.64800,20220518_180000
2431,138.66000,20220518_182000
2432,138.67200,20220518_184000
2433,138.68400,20220518_190000
2434,138.69600,20220518_192000
2435,138.70800,20220518_194000
2436,138.72000,20220518_200000
2437,138.73200,20220518_202000
2438,138.74400,20220518_204000
2439,138.75600,20220518_210000
2440,138.76800,20220518_212000
2441,138.78000,20220518_214000
2442,138.79200,20220518_220000
2443,138.80400,20220518_222000
2444,138.81600,20220518_224000
2445,138.82800,20220518_230000
2446,138.84000,20220518_232000
2447,138.85200,20220518_234000
2448,139.00,20220519_000000
2449,139.01200,20220519_002000
2450,139.02400,20220519_004000
2451,139.03600,20220519_010000
2452,139.04800,20220519_012000
2453,139.06000,20220519_014000
2454,139.07200,20220519_020000
2455,139.08400,20220519_022000
2456,139.09600,20220519_024000
2457,139.10800,20220519_030000
2458,139.12000,20220519_032000
2459,139.13200,20220519_034000
2460,139.14400,20220519_040000
2461,139.15600,20220519_042000
2462,139.16800,20220519_044000
2463,139.18000,20220519_050000
2464,139.19200,20220519_052000
2465,139.20400,20220519_054000
2466,139.21600,20220519_060000
2467,139.22800,20220519_062000
2468,139.24000,20220519_064000
2469,139.25200,20220519_070000
2470,139.26400,20220519_072000
2471,139.27600,20220519_074000
2472,139.28800,20220519_080000
2473,139.30000,20220519_082000
2474,139.31200,20220519_084000
2475,139.32400,20220519_090000
2476,139.33600,20220519_092000
2477,139.34800,20220519_094000
2478,139.36000,20220519_100000
2479,139.37200,20220519_102000
2480,139.38400,20220519_104000
2481,139.39600,20220519_110000
2482,139.40800,20220519_112000
2483,139.42000,20220519_114000
2484,139.43200,20220519_120000
2485,139.44400,20220519_122000
2486,139.45600,20220519_124000
2487,139.46800,20220519_130000
2488,139.48000,20220519_132000
2489,139.49200,20220519_134000
2490,139.50400,20220519_140000
2491,139.51600,20220519_142000
2492,139.52800,20220519_144000
2493,139.54000,20220519_150000
2494,139.55200,20220519_152000
2495,139.56400,20220519_154000
2496,139.57600,20220519_160000
2497,139.58800,20220519_162000
2498,139.60000,20220519_164000
2499,139.61200,20220519_170000
2500,139.62400,20220519_172000
2501,139.63600,20220519_174000
2502,139.64800,20220519_180000
2503,139.66000,20220519_182000
2504,139.67200,20220519_184000
2505,139.68400,20220519_190000
2506,139.69600,20220519_192000
2507,139.70800,20220519_194000
2508,139.72000,20220519_200000
2509,139.73200,20220519_202000
2510,139.74400,20220519_204000
2511,139.75600,20220519_210000
2512,139.76800,20220519_212000
2513,139.78000,20220519_214000
2514,139.79200,20220519_220000
2515,139.80400,20220519_222000
2516,139.81600,20220519_224000
2517,139.82800,20220519_230000
2518,139.84000,20220519_232000
2519,139.85200,20220519_234000
2520,140.00,20220520_000000
2521,140.01200,20220520_002000
2522,140.02400,20220520_004000
2523,140.03600,20220520_010000
2524,140.04800,20220520_012000
2525,140.06000,20220520_014000
2526,140.07200,20220520_020000
2527,140.08400,20220520_022000
2528,140.09600,20220520_024000
2529,140.10800,20220520_030000
2530,140.12000,20220520_032000
2531,140.13200,20220520_034000
2532,140.14400,20220520_040000
2533,140.15600,20220520_042000
2534,140.16800,20220520_044000
2535,140.18000,20220520_050000
2536,140.19200,20220520_052000
2537,140.20400,20220520_054000
2538,140.21600,20220520_060000
2539,140.22800,20220520_062000
2540,140.24000,20220520_064000
2541,140.25200,20220520_070000
2542,140.26400,20220520_072000
2543,140.27600,20220520_074000
2544,140.28800,20220520_080000
2545,140.30000,20220520_082000
2546,140.31200,20220520_084000
2547,140.32400,20220520_090000
2548,140.33600,20220520_092000
2549,140.34800,20220520_094000
2550,140.36000,20220520_100000
2551,140.37200,20220520_102000
2552,140.38400,20220520_104000
2553,140.39600,20220520_110000
2554,140.40800,20220520_112000
2555,140.42000,20220520_114000
2556,140.43200,20220520_120000
2557,140.44400,20220520_122000
2558,140.45600,20220520_124000
2559,140.46800,20220520_130000
2560,140.48000,20220520_132000
2561,140.49200,20220520_134000
2562,140.50400,20220520_140000
2563,140.51600,20220520_142000
2564,140.52800,20220520_144000
2565,140.54000,20220520_150000
2566,140.55200,20220520_152000
2567,140.56400,20220520_154000
2568,140.57600,20220520_160000
2569,140.58800,20220520_162000
2570,140.60000,20220520_164000
2571,140.61200,20220520_170000
2572,140.62400,20220520_172000
2573,140.63600,20220520_174000
2574,140.64800,20220520_180000
2575,140.66000,20220520_182000
2576,140.67200,20220520_184000
2577,140.68400,20220520_190000
2578,140.69600,20220520_192000
2579,140.70800,20220520_194000
2580,140.72000,20220520_200000
2581,140.73200,20220520_202000
2582,140.74400,20220520_204000
2583,140.75600,20220520_210000
2584,140.76800,20220520_212000
2585,140.78000,20220520_214000
2586,140.79200,20220520_220000
2587,140.80400,20220520_222000
2588,140.81600,20220520_224000
2589,140.82800,20220520_230000
2590,140.84000,20220520_232000
2591,140.85200,20220520_234000
2592,141.00,20220521_000000
2593,141.01200,20220521_002000
2594,141.02400,20220521_004000
2595,141.03600,20220521_010000
2596,141.04800,20220521_012000
2597,141.06000,20220521_014000
2598,141.07200,20220521_020000
2599,141.08400,20220521_022000
2600,141.09600,20220521_024000
2601,141.10800,20220521_030000
2602,141.12000,20220521_032000
2603,141.13200,20220521_034000
2604,141.14400,20220521_040000
2605,141.15600,20220521_042000
2606,141.16800,20220521_044000
2607,141.18000,20220521_050000
2608,141.19200,20220521_052000
2609,141.20400,20220521_054000
2610,141.21600,20220521_060000
2611,141.22800,20220521_062000
2612,141.24000,20220521_064000
2613,141.25200,20220521_070000
2614,141.26400,20220521_072000
2615,141.27600,20220521_074000
2616,141.28800,20220521_080000
2617,141.30000,20220521_082000
2618,141.31200,20220521_084000
2619,141.32400,20220521_090000
2620,141.33600,20220521_092000
2621,141.34800,20220521_094000
2622,141.36000,20220521_100000
2623,141.37200,20220521_102000
2624,141.38400,20220521_104000
2625,141.39600,20220521_110000
2626,141.40800,20220521_112000
2627,141.42000,20220521_114000
2628,141.43200,20220521_120000
2629,141.44400,20220521_122000
2630,141.45600,20220521_124000
2631,141.46800,20220521_130000
2632,141.48000,20220521_132000
2633,141.49200,20220521_134000
2634,141.50400,20220521_140000
2635,141.51600,20220521_142000
2636,141.52800,20220521_144000
2637,141.54000,20220521_150000
2638,141.55200,20220521_152000
2639,141.56400,20220521_154000
2640,141.57600,20220521_160000
2641,141.58800,20220521_162000
2642,141.60000,20220521_164000
2643,141.61200,20220521_170000
2644,141.62400,20220521_172000
2645,141.63600,20220521_174000
2646,141.64800,20220521_180000
2647,141.66000,20220521_182000
2648,141.67200,20220521_184000
2649,141.68400,20220521_190000
2650,141.69600,20220521_192000
2651,141.70800,20220521_194000
2652,141.72000,20220521_200000
2653,141.73200,20220521_202000
2654,141.74400,20220521_204000
2655,141.75600,20220521_210000
2656,141.76800,20220521_212000
2657,141.78000,20220521_214000
2658,141.79200,20220521_220000
2659,141.80400,20220521_222000
2660,141.81600,20220521_224000
2661,141.82800,20220521_230000
2662,141.84000,20220521_232000
2663,141.85200,20220521_234000
2664,142.00,20220522_000000
2665,142.01200,20220522_002000
2666,142.02400,20220522_004000
2667,142.03600,20220522_010000
2668,142.04800,20220522_012000
2669,142.06000,20220522_014000
2670,142.07200,20220522_020000
2671,142.08400,20220522_022000
2672,142.09600,20220522_024000
2673,142.10800,20220522_030000
2674,142.12000,20220522_032000
2675,142.13200,20220522_034000
2676,142.14400,20220522_040000
2677,142.15600,20220522_042000
2678,142.16800,20220522_044000
2679,142.18000,20220522_050000
2680,142.19200,20220522_052000
2681,142.20400,20220522_054000
2682,142.21600,20220522_060000
2683,142.22800,20220522_062000
2684,142.24000,20220522_064000
2685,142.25200,20220522_070000
2686,142.26400,20220522_072000
2687,142.27600,20220522_074000
2688,142.28800,20220522_080000
2689,142.30000,20220522_082000
2690,142.31200,20220522_084000
2691,142.32400,20220522_090000
2692,142.33600,20220522_092000
2693,142.34800,20220522_094000
2694,142.36000,20220522_100000
2695,142.37200,20220522_102000
2696,142.38400,20220522_104000
2697,142.39600,20220522_110000
2698,142.40800,20220522_112000
2699,142.42000,20220522_114000
2700,142.43200,20220522_120000
2701,142.44400,20220522_122000
2702,142.45600,20220522_124000
2703,142.46800,20220522_130000
2704,142.48000,20220522_132000
2705,142.49200,20220522_134000
2706,142.50400,20220522_140000
2707,142.51600,20220522_142000
2708,142.52800,20220522_144000
2709,142.54000,20220522_150000
2710,142.55200,20220522_152000
2711,142.56400,20220522_154000
2712,142.57600,20220522_160000
2713,142.58800,20220522_162000
2714,142.60000,20220522_164000
2715,142.61200,20220522_170000
2716,142.62400,20220522_172000
2717,142.63600,20220522_174000
2718,142.64800,20220522_180000
2719,142.66000,20220522_182000
2720,142.67200,20220522_184000
2721,142.68400,20220522_190000
2722,142.69600,20220522_192000
2723,142.70800,20220522_194000
2724,142.72000,20220522_200000
2725,142.73200,20220522_202000
2726,142.74400,20220522_204000
2727,142.75600,20220522_210000
2728,142.76800,20220522_212000
2729,142.78000,20220522_214000
2730,142.79200,20220522_220000
2731,142.80400,20220522_222000
2732,142.81600,20220522_224000
2733,142.82800,20220522_230000
2734,142.84000,20220522_232000
2735,142.85200,20220522_234000
2736,143.00,20220523_000000
2737,143.01200,20220523_002000
2738,143.02400,20220523_004000
2739,143.03600,20220523_010000
2740,143.04800,20220523_012000
2741,143.06000,20220523_014000
2742,143.07200,20220523_020000
2743,143.08400,20220523_022000
2744,143.09600,20220523_024000
2745,143.10800,20220523_030000
2746,143.12000,20220523_032000
2747,143.13200,20220523_034000
2748,143.14400,20220523_040000
2749,143.15600,20220523_042000
2750,143.16800,20220523_044000
2751,143.18000,20220523_050000
2752,143.19200,20220523_052000
2753,143.20400,20220523_054000
2754,143.21600,20220523_060000
2755,143.22800,20220523_062000
2756,143.24000,20220523_064000
2757,143.25200,20220523_070000
2758,143.26400,20220523_072000
2759,143.27600,20220523_074000
2760,143.28800,20220523_080000
2761,143.30000,20220523_082000
2762,143.31200,20220523_084000
2763,143.32400,20220523_090000
2764,143.33600,20220523_092000
2765,143.34800,20220523_094000
2766,143.36000,20220523_100000
2767,143.37200,20220523_102000
2768,143.38400,20220523_104000
2769,143.39600,20220523_110000
2770,143.40800,20220523_112000
2771,143.42000,20220523_114000
2772,143.43200,20220523_120000
2773,143.44400,20220523_122000
2774,143.45600,20220523_124000
2775,143.46800,20220523_130000
2776,143.48000,20220523_132000
2777,143.49200,20220523_134000
2778,143.50400,20220523_140000
2779,143.51600,20220523_142000
2780,143.52800,20220523_144000
2781,143.54000,20220523_150000
2782,143.55200,20220523_152000
2783,143.56400,20220523_154000
2784,143.57600,20220523_160000
2785,143.58800,20220523_162000
2786,143.60000,20220523_164000
2787,143.61200,20220523_170000
2788,143.62400,20220523_172000
2789,143.63600,20220523_174000
2790,143.64800,20220523_180000
2791,143.66000,20220523_182000
2792,143.67200,20220523_184000
2793,143.68400,20220523_190000
2794,143.69600,20220523_192000
2795,143.70800,20220523_194000
2796,143.72000,20220523_200000
2797,143.73200,20220523_202000
2798,143.74400,20220523_204000
2799,143.75600,20220523_210000
2800,143.76800,20220523_212000
2801,143.78000,20220523_214000
2802,143.79200,20220523_220000
2803,143.80400,20220523_222000
2804,143.81600,20220523_224000
2805,143.82800,20220523_230000
2806,143.84000,20220523_232000
2807,143.85200,20220523_234000
2808,144.00,20220524_000000
2809,144.01200,20220524_002000
2810,144.02400,20220524_004000
2811,144.03600,20220524_010000
2812,144.04800,20220524_012000
2813,144.06000,20220524_014000
2814,144.07200,20220524_020000
2815,144.08400,20220524_022000
2816,144.09600,20220524_024000
2817,144.10800,20220524_030000
2818,144.12000,20220524_032000
2819,144.13200,20220524_034000
2820,144.14400,20220524_040000
2821,144.15600,20220524_042000
2822,144.16800,20220524_044000
2823,144.18000,20220524_050000
2824,144.19200,20220524_052000
2825,144.20400,20220524_054000
2826,144.21600,20220524_060000
2827,144.22800,20220524_062000
2828,144.24000,20220524_064000
2829,144.25200,20220524_070000
2830,144.26400,20220524_072000
2831,144.27600,20220524_074000
2832,144.28800,20220524_080000
2833,144.30000,20220524_082000
2834,144.31200,20220524_084000
2835,144.32400,20220524_090000
2836,144.33600,20220524_092000
2837,144.34800,20220524_094000
2838,144.36000,20220524_100000
2839,144.37200,20220524_102000
2840,144.38400,20220524_104000
2841,144.39600,20220524_110000
2842,144.40800,20220524_112000
2843,144.42000,20220524_114000
2844,144.43200,20220524_120000
2845,144.44400,20220524_122000
2846,144.45600,20220524_124000
2847,144.46800,20220524_130000
2848,144.48000,20220524_132000
2849,144.49200,20220524_134000
2850,144.50400,20220524_140000
2851,144.51600,20220524_142000
2852,144.52800,20220524_144000
2853,144.54000,20220524_150000
2854,144.55200,20220524_152000
2855,144.56400,20220524_154000
2856,144.57600,20220524_160000
2857,144.58800,20220524_162000
2858,144.60000,20220524_164000
