,rho_bar_1_dry,rho_bar_2_dry,rho_bar_3_dry,rho_bar_1_moist,rho_bar_2_moist,rho_bar_3_moist
92,1.2521731691902642,1.2522242792476974,1.2517974011659336,1.2480369192298748,1.248087860457646,1.247662392463953
93,1.252178681646345,1.2522295539981838,1.251820824583329,1.248024197460695,1.2480749010280112,1.2476675276974878
94,1.2520538068243452,1.2521069213608236,1.2516808096562657,1.2479005591763237,1.2479534975240292,1.2475287992950146
95,1.251994594231029,1.2520524876747348,1.2515904106641278,1.2478030975915695,1.2478607972164075,1.2474002671727331
96,1.2527276648834094,1.2527837941429096,1.252412858917385,1.248457108703517,1.2485130466180325,1.248143375912933
97,1.2526114683905956,1.252666295097675,1.252242009462819,1.2484007113356668,1.2484553537382357,1.2480324943746341
98,1.2515502301391177,1.2516049324283876,1.2512052167737202,1.247274446102771,1.2473289615076717,1.2469306114376804
99,1.2502368861625075,1.2502912974279679,1.2497934613308699,1.2458927109768003,1.2459469331804343,1.245450826905295
100,1.2491062017981993,1.2491581553163056,1.248653659170956,1.244710177667765,1.2447619483439967,1.2442592276899749
101,1.2481665990025865,1.248220000323454,1.247707992209544,1.2437612470226167,1.2438144598657483,1.2433042588631324
102,1.2484456992735564,1.2485017663536004,1.248024984497879,1.2439570439863616,1.2440129094831127,1.243537841846439
103,1.2485564007363823,1.2486146528097837,1.2481057639765973,1.243969326573953,1.2440273646349314,1.243520345409571
104,1.247997590988303,1.2480551011604852,1.247526960845632,1.2432655494028653,1.2433228415133073,1.2427967037519456
105,1.2477286838833297,1.2477905970661327,1.2472287436730622,1.242894443913694,1.242956117218079,1.2423964406877872
106,1.246685245243158,1.246749258745827,1.2461469087851045,1.2418246984733665,1.2418884624017146,1.2412884608686863
107,1.24608143575464,1.2461427685711892,1.2454514887067567,1.2411966139450832,1.2412577063280048,1.2405691363819304
108,1.2445568065548216,1.2446157196508887,1.243923666143784,1.239664251350936,1.2397229328500416,1.2390335999178193
109,1.2432678391143548,1.2433280762427912,1.2426375856190701,1.2383615560850312,1.2384215555008913,1.2377337897465208
110,1.242860285415674,1.2429231947595978,1.242277764142158,1.2378922229609652,1.2379548808385308,1.2373120301889726
111,1.2437520732097342,1.2438076293704003,1.2432295278963268,1.2387423698263431,1.2387977022125995,1.2382219292708536
112,1.24307729550032,1.2431354147492075,1.242479973875955,1.2380387071295957,1.2380965908026489,1.2374438066401041
113,1.2433184737585,1.243377112126272,1.242781293401948,1.238244761075461,1.2383031601527885,1.2377097728352862
114,1.2420271484128742,1.2420859585834547,1.241433075486779,1.2369278875083383,1.236986456228155,1.2363362536052953
115,1.2413415869541755,1.2413994775393093,1.240685035179044,1.2362278577366916,1.2362855098405083,1.2355740106385247
116,1.2407843063135908,1.2408455236934068,1.2400366214154581,1.235676377349098,1.2357373427157108,1.234931770440692
117,1.2402257441734832,1.2402874144783462,1.2394737939753073,1.2351297169005426,1.235191133805122,1.234380856429165
