,alpha_s1,alpha_s2,alpha_s3,alpha_s4,time,date,MM,hh,new_index_arr,good_wind_dir,windDir_within_15_deg,windDir_final,datetime
1990,44.40403380368577,48.8737226719568,46.62075089913119,53.948554696703994,1990,2022-05-12 15:20:00,5.0,15.0,,True,True,True,2022-05-12 15:20:00
1991,45.62528861318167,49.98964108266958,47.5725320294281,54.86883857837588,1991,2022-05-12 15:40:00,5.0,15.0,,True,True,True,2022-05-12 15:40:00
1992,44.83272200336067,49.218796729802435,46.72854423858331,54.0797457875694,1992,2022-05-12 16:00:00,5.0,16.0,,True,True,True,2022-05-12 16:00:00
1993,42.57311070351575,47.15973697629748,44.950068513343176,52.229018109620085,1993,2022-05-12 16:20:00,5.0,16.0,,True,True,True,2022-05-12 16:20:00
1994,40.51499268664062,45.4739818702013,43.558000831029084,50.82294194792293,1994,2022-05-12 16:40:00,5.0,16.0,,True,True,True,2022-05-12 16:40:00
1995,38.39361470004907,43.480668071469026,41.56101009884552,48.96998432641878,1995,2022-05-12 17:00:00,5.0,17.0,,True,True,True,2022-05-12 17:00:00
1996,53.52946032631364,57.42789009589012,54.74063125891175,62.08657322642568,1996,2022-05-12 17:20:00,5.0,17.0,,True,True,True,2022-05-12 17:20:00
1997,56.125348798567536,60.50397034852122,58.412214260201495,65.93714232730412,1997,2022-05-12 17:40:00,5.0,17.0,,True,True,True,2022-05-12 17:40:00
1998,,,,,1998,,,,,True,True,True,2022-05-12 18:00:00
1999,,,,,1999,,,,,True,True,True,2022-05-12 18:20:00
2000,,,,,2000,,,,,True,True,True,2022-05-12 18:40:00
2001,,,,,2001,,,,,True,True,True,2022-05-12 19:00:00
2002,,,,,2002,,,,,True,True,True,2022-05-12 19:20:00
2003,,,,,2003,,,,,True,True,True,2022-05-12 19:40:00
2004,,,,,2004,,,,,False,True,False,2022-05-12 20:00:00
2005,,,,,2005,,,,,True,True,True,2022-05-12 20:20:00
2006,,,,,2006,,,,,False,True,False,2022-05-12 20:40:00
2007,,,,,2007,,,,,True,True,True,2022-05-12 21:00:00
2008,,,,,2008,,,,,True,True,True,2022-05-12 21:20:00
2009,,,,,2009,,,,,False,True,False,2022-05-12 21:40:00
2010,,,,,2010,,,,,False,True,False,2022-05-12 22:00:00
2011,,,,,2011,,,,,True,True,True,2022-05-12 22:20:00
2012,,,,,2012,,,,,True,True,True,2022-05-12 22:40:00
2013,,,,,2013,,,,,True,True,True,2022-05-12 23:00:00
2014,,,,,2014,,,,,True,True,True,2022-05-12 23:20:00
2015,,,,,2015,,,,,False,True,False,2022-05-12 23:40:00
2016,,,,,2016,,,,,False,True,False,2022-05-13 00:00:00
2017,,,,,2017,,,,,False,True,False,2022-05-13 00:20:00
2018,,,,,2018,,,,,False,True,False,2022-05-13 00:40:00
2019,,,,,2019,,,,,False,True,False,2022-05-13 01:00:00
2020,,,,,2020,,,,,False,True,False,2022-05-13 01:20:00
2021,,,,,2021,,,,,False,True,False,2022-05-13 01:40:00
2022,,,,,2022,,,,,False,True,False,2022-05-13 02:00:00
2023,,,,,2023,,,,,False,True,False,2022-05-13 02:20:00
2024,,,,,2024,,,,,False,True,False,2022-05-13 02:40:00
2025,,,,,2025,,,,,False,True,False,2022-05-13 03:00:00
2026,,,,,2026,,,,,True,True,True,2022-05-13 03:20:00
2027,,,,,2027,,,,,True,True,True,2022-05-13 03:40:00
2028,,,,,2028,,,,,True,True,True,2022-05-13 04:00:00
2029,,,,,2029,,,,,True,True,True,2022-05-13 04:20:00
2030,,,,,2030,,,,,True,True,True,2022-05-13 04:40:00
2031,,,,,2031,,,,,True,True,True,2022-05-13 05:00:00
2032,,,,,2032,,,,,True,True,True,2022-05-13 05:20:00
2033,,,,,2033,,,,,True,True,True,2022-05-13 05:40:00
2034,,,,,2034,,,,,True,True,True,2022-05-13 06:00:00
2035,,,,,2035,,,,,False,True,False,2022-05-13 06:20:00
2036,,,,,2036,,,,,False,True,False,2022-05-13 06:40:00
2037,208.98575034831418,194.42229942937018,183.27947309176446,188.89558185742885,2037,2022-05-13 07:00:00,5.0,7.0,,True,True,True,2022-05-13 07:00:00
2038,44.42520830289341,55.03645301070631,57.80218365244936,65.46387159587313,2038,2022-05-13 07:20:00,5.0,7.0,,True,True,True,2022-05-13 07:20:00
2039,40.38184524452875,47.1680689722081,46.28415980184034,52.71798456911884,2039,2022-05-13 07:40:00,5.0,7.0,,True,True,True,2022-05-13 07:40:00
2040,36.516667306182924,42.93370535048862,50.230032874365506,49.15547301189791,2040,2022-05-13 08:00:00,5.0,8.0,,True,True,True,2022-05-13 08:00:00
2041,53.55596054066913,58.90946417307473,59.04272119172997,63.32793616222716,2041,2022-05-13 08:20:00,5.0,8.0,,True,True,True,2022-05-13 08:20:00
2042,75.02636699069888,78.1803776426357,74.67206024703303,80.96787251080295,2042,2022-05-13 08:40:00,5.0,8.0,,True,True,True,2022-05-13 08:40:00
2043,,,,,2043,2022-05-13 09:00:00,5.0,9.0,,True,True,True,2022-05-13 09:00:00
2044,,,,,2044,2022-05-13 09:20:00,5.0,9.0,,True,True,True,2022-05-13 09:20:00
2045,169.9319449547976,169.63043348342347,164.82131344339965,172.4604986043402,2045,2022-05-13 09:40:00,5.0,9.0,,True,True,True,2022-05-13 09:40:00
2046,113.45652189108353,112.58703446615884,109.42704219554093,118.45466316715027,2046,2022-05-13 10:00:00,5.0,10.0,,False,True,False,2022-05-13 10:00:00
2047,54.78849019351412,67.38723292309257,74.5394217807015,84.40101059671679,2047,2022-05-13 10:20:00,5.0,10.0,,True,True,True,2022-05-13 10:20:00
2048,115.78437685127385,117.4631873672706,117.13439213604535,127.78436623851384,2048,2022-05-13 10:40:00,5.0,10.0,,False,True,False,2022-05-13 10:40:00
2049,,,,,2049,2022-05-13 11:00:00,5.0,11.0,,True,True,True,2022-05-13 11:00:00
2050,,,,,2050,2022-05-13 11:20:00,5.0,11.0,,True,True,True,2022-05-13 11:20:00
2051,,,,,2051,2022-05-13 11:40:00,5.0,11.0,,True,True,True,2022-05-13 11:40:00
2052,,,,,2052,2022-05-13 12:00:00,5.0,12.0,,True,True,True,2022-05-13 12:00:00
2053,,,,,2053,2022-05-13 12:20:00,5.0,12.0,,True,True,True,2022-05-13 12:20:00
2054,,,,,2054,2022-05-13 12:40:00,5.0,12.0,,True,True,True,2022-05-13 12:40:00
2055,,,,,2055,2022-05-13 13:00:00,5.0,13.0,,True,True,True,2022-05-13 13:00:00
2056,,,,,2056,2022-05-13 13:20:00,5.0,13.0,,True,True,True,2022-05-13 13:20:00
2057,,,,,2057,2022-05-13 13:40:00,5.0,13.0,,True,True,True,2022-05-13 13:40:00
2058,,,,,2058,2022-05-13 14:00:00,5.0,14.0,,True,True,True,2022-05-13 14:00:00
2059,,,,,2059,2022-05-13 14:20:00,5.0,14.0,,True,True,True,2022-05-13 14:20:00
2060,,,,,2060,2022-05-13 14:40:00,5.0,14.0,,True,True,True,2022-05-13 14:40:00
2061,,,,,2061,2022-05-13 15:00:00,5.0,15.0,,True,True,True,2022-05-13 15:00:00
2062,155.1300140337437,158.43637549825522,154.97938698043214,163.8745234105866,2062,2022-05-13 15:20:00,5.0,15.0,,True,True,True,2022-05-13 15:20:00
2063,155.975634897659,158.73975647577834,154.8370139703158,,2063,2022-05-13 15:40:00,5.0,15.0,,True,True,True,2022-05-13 15:40:00
2064,153.53841503698771,156.36969985902738,152.36838358039472,160.1667865589615,2064,2022-05-13 16:00:00,5.0,16.0,,True,True,True,2022-05-13 16:00:00
2065,168.528754319908,168.43264315964333,162.5167400789741,169.54588681929675,2065,2022-05-13 16:20:00,5.0,16.0,,True,True,True,2022-05-13 16:20:00
2066,186.9584609973687,185.2491233875919,178.90779731153484,,2066,2022-05-13 16:40:00,5.0,16.0,,True,True,True,2022-05-13 16:40:00
2067,191.83295879993807,187.38105297657026,180.04241403964778,188.89406568984683,2067,2022-05-13 17:00:00,5.0,17.0,,True,True,True,2022-05-13 17:00:00
2068,191.25758346449825,191.13549524975917,193.05735234216027,209.43885589812425,2068,2022-05-13 17:20:00,5.0,17.0,,True,False,False,2022-05-13 17:20:00
2069,198.92325059584945,207.60445570830697,213.2111403790897,,2069,2022-05-13 17:40:00,5.0,17.0,,True,True,True,2022-05-13 17:40:00
2070,,,,,2070,,,,,True,True,True,2022-05-13 18:00:00
2071,,,,,2071,,,,,True,True,True,2022-05-13 18:20:00
2072,,,,,2072,,,,,True,True,True,2022-05-13 18:40:00
2073,,,,,2073,,,,,True,True,True,2022-05-13 19:00:00
2074,,,,,2074,,,,,True,True,True,2022-05-13 19:20:00
2075,,,,,2075,,,,,True,True,True,2022-05-13 19:40:00
2076,,,,,2076,,,,,True,True,True,2022-05-13 20:00:00
2077,,,,,2077,,,,,True,True,True,2022-05-13 20:20:00
2078,,,,,2078,,,,,True,True,True,2022-05-13 20:40:00
2079,,,,,2079,,,,,True,True,True,2022-05-13 21:00:00
2080,,,,,2080,,,,,True,True,True,2022-05-13 21:20:00
2081,,,,,2081,,,,,True,True,True,2022-05-13 21:40:00
2082,,,,,2082,,,,,True,True,True,2022-05-13 22:00:00
2083,,,,,2083,,,,,True,True,True,2022-05-13 22:20:00
2084,,,,,2084,,,,,True,True,True,2022-05-13 22:40:00
2085,,,,,2085,,,,,True,True,True,2022-05-13 23:00:00
2086,,,,,2086,,,,,True,True,True,2022-05-13 23:20:00
2087,,,,,2087,,,,,True,True,True,2022-05-13 23:40:00
2088,,,,,2088,,,,,True,True,True,2022-05-14 00:00:00
2089,,,,,2089,,,,,True,True,True,2022-05-14 00:20:00
2090,,,,,2090,,,,,True,True,True,2022-05-14 00:40:00
2091,,,,,2091,,,,,True,True,True,2022-05-14 01:00:00
2092,,,,,2092,,,,,True,True,True,2022-05-14 01:20:00
2093,,,,,2093,,,,,True,True,True,2022-05-14 01:40:00
2094,,,,,2094,,,,,True,True,True,2022-05-14 02:00:00
2095,,,,,2095,,,,,True,True,True,2022-05-14 02:20:00
2096,,,,,2096,,,,,True,True,True,2022-05-14 02:40:00
2097,,,,,2097,,,,,True,True,True,2022-05-14 03:00:00
2098,,,,,2098,,,,,True,True,True,2022-05-14 03:20:00
2099,,,,,2099,,,,,True,True,True,2022-05-14 03:40:00
2100,,,,,2100,,,,,True,True,True,2022-05-14 04:00:00
2101,,,,,2101,,,,,True,True,True,2022-05-14 04:20:00
2102,,,,,2102,,,,,True,True,True,2022-05-14 04:40:00
2103,,,,,2103,,,,,True,True,True,2022-05-14 05:00:00
2104,,,,,2104,,,,,True,True,True,2022-05-14 05:20:00
2105,,,,,2105,,,,,True,True,True,2022-05-14 05:40:00
2106,,,,,2106,,,,,True,True,True,2022-05-14 06:00:00
2107,,,,,2107,,,,,True,True,True,2022-05-14 06:20:00
2108,,,,,2108,,,,,True,True,True,2022-05-14 06:40:00
2109,224.0643717696306,282.34312552089557,224.05191962413244,235.85330606014162,2109,2022-05-14 07:00:00,5.0,7.0,,True,True,True,2022-05-14 07:00:00
2110,238.65052804070646,250.8715414979417,237.23517543458178,250.26875268643582,2110,2022-05-14 07:20:00,5.0,7.0,,True,True,True,2022-05-14 07:20:00
2111,248.10782051446168,248.87903578526473,126.79632941774864,,2111,2022-05-14 07:40:00,5.0,7.0,,True,False,False,2022-05-14 07:40:00
2112,261.2317567319117,262.612668996746,259.67901544074977,271.6222201642617,2112,2022-05-14 08:00:00,5.0,8.0,,True,True,True,2022-05-14 08:00:00
2113,242.09828824735175,242.95819335114265,239.59346526681352,253.74038919103972,2113,2022-05-14 08:20:00,5.0,8.0,,True,True,True,2022-05-14 08:20:00
2114,232.61446111140768,233.576649287217,231.56287529581462,,2114,2022-05-14 08:40:00,5.0,8.0,,True,True,True,2022-05-14 08:40:00
2115,221.30077218745816,234.0116638611606,224.71541810633525,244.09113478505827,2115,2022-05-14 09:00:00,5.0,9.0,,True,False,False,2022-05-14 09:00:00
2116,230.43325417048686,243.69381818738208,191.7204995489787,254.42557260285724,2116,2022-05-14 09:20:00,5.0,9.0,,True,False,False,2022-05-14 09:20:00
2117,246.0290254150123,225.3489808109775,235.28357423039694,,2117,2022-05-14 09:40:00,5.0,9.0,,True,True,True,2022-05-14 09:40:00
2118,232.4746497080976,233.3983154743755,202.4892417724536,243.84269274454354,2118,2022-05-14 10:00:00,5.0,10.0,,True,False,False,2022-05-14 10:00:00
2119,234.53799322293798,236.03640079141366,204.63145360561606,248.21489117424835,2119,2022-05-14 10:20:00,5.0,10.0,,True,False,False,2022-05-14 10:20:00
2120,237.40510337895452,239.09570578644187,207.90888921344418,,2120,2022-05-14 10:40:00,5.0,10.0,,True,False,False,2022-05-14 10:40:00
2121,217.85366910214802,220.0973099078959,211.21673999880483,231.3894013935443,2121,2022-05-14 11:00:00,5.0,11.0,,True,False,False,2022-05-14 11:00:00
2122,228.62340920957638,230.60066462713604,229.3375742634436,242.0968925397285,2122,2022-05-14 11:20:00,5.0,11.0,,True,True,True,2022-05-14 11:20:00
2123,224.1666054725982,226.41197301078537,226.00307651916071,,2123,2022-05-14 11:40:00,5.0,11.0,,True,True,True,2022-05-14 11:40:00
2124,222.42884927451723,225.116778011696,223.95357015540594,236.52452625922655,2124,2022-05-14 12:00:00,5.0,12.0,,True,True,True,2022-05-14 12:00:00
2125,232.76751863619208,234.4466002167186,232.58737659853145,245.708291073939,2125,2022-05-14 12:20:00,5.0,12.0,,True,True,True,2022-05-14 12:20:00
2126,233.46605068167014,235.14386120807447,233.644997827418,,2126,2022-05-14 12:40:00,5.0,12.0,,True,True,True,2022-05-14 12:40:00
2127,235.94480630065686,237.19442949422205,235.91260967067552,248.3331394721326,2127,2022-05-14 13:00:00,5.0,13.0,,True,True,True,2022-05-14 13:00:00
2128,234.37079320369153,235.46351121213178,234.5212453452058,246.51459488360098,2128,2022-05-14 13:20:00,5.0,13.0,,True,True,True,2022-05-14 13:20:00
2129,231.6874703213743,233.2635495478792,232.04102151033754,,2129,2022-05-14 13:40:00,5.0,13.0,,True,True,True,2022-05-14 13:40:00
2130,225.17660741920952,226.98809996727732,225.16603617442135,236.1427736234197,2130,2022-05-14 14:00:00,5.0,14.0,,True,True,True,2022-05-14 14:00:00
2131,237.96765471878766,238.78815135570716,236.67242900354609,248.56790284298015,2131,2022-05-14 14:20:00,5.0,14.0,,True,True,True,2022-05-14 14:20:00
2132,228.5286023633662,229.98882023106927,228.09795379255263,,2132,2022-05-14 14:40:00,5.0,14.0,,True,True,True,2022-05-14 14:40:00
2133,228.54390811536416,230.1661292555154,228.48878329400716,240.01658072622402,2133,2022-05-14 15:00:00,5.0,15.0,,True,True,True,2022-05-14 15:00:00
2134,226.8561464290163,228.77879942726435,231.0490055401491,238.9431474747033,2134,2022-05-14 15:20:00,5.0,15.0,,True,True,True,2022-05-14 15:20:00
2135,231.98812277072605,233.6443808372621,211.4193430406477,,2135,2022-05-14 15:40:00,5.0,15.0,,True,False,False,2022-05-14 15:40:00
2136,238.58416576790185,239.77693350701426,237.99246520195422,251.5923036339392,2136,2022-05-14 16:00:00,5.0,16.0,,True,True,True,2022-05-14 16:00:00
2137,236.50462777838266,237.6959494075105,236.13368242240207,249.7713967592635,2137,2022-05-14 16:20:00,5.0,16.0,,True,True,True,2022-05-14 16:20:00
2138,237.0655244884341,238.1298046402636,236.79342251784217,,2138,2022-05-14 16:40:00,5.0,16.0,,True,True,True,2022-05-14 16:40:00
2139,236.48121058792145,237.61023833241035,236.36140282348418,250.51805979295636,2139,2022-05-14 17:00:00,5.0,17.0,,True,True,True,2022-05-14 17:00:00
2140,234.82131911383036,236.3028154260911,235.01683810953637,248.97535280062317,2140,2022-05-14 17:20:00,5.0,17.0,,True,True,True,2022-05-14 17:20:00
2141,253.07547444162174,254.33534582410886,251.9022385487725,,2141,2022-05-14 17:40:00,5.0,17.0,,True,True,True,2022-05-14 17:40:00
2142,,,,,2142,,,,,True,True,True,2022-05-14 18:00:00
2143,,,,,2143,,,,,True,True,True,2022-05-14 18:20:00
2144,,,,,2144,,,,,True,True,True,2022-05-14 18:40:00
2145,,,,,2145,,,,,True,True,True,2022-05-14 19:00:00
2146,,,,,2146,,,,,True,True,True,2022-05-14 19:20:00
2147,,,,,2147,,,,,True,True,True,2022-05-14 19:40:00
2148,,,,,2148,,,,,True,True,True,2022-05-14 20:00:00
2149,,,,,2149,,,,,True,True,True,2022-05-14 20:20:00
2150,,,,,2150,,,,,True,True,True,2022-05-14 20:40:00
2151,,,,,2151,,,,,True,True,True,2022-05-14 21:00:00
2152,,,,,2152,,,,,True,True,True,2022-05-14 21:20:00
2153,,,,,2153,,,,,True,True,True,2022-05-14 21:40:00
2154,,,,,2154,,,,,True,True,True,2022-05-14 22:00:00
2155,,,,,2155,,,,,True,True,True,2022-05-14 22:20:00
2156,,,,,2156,,,,,True,True,True,2022-05-14 22:40:00
2157,,,,,2157,,,,,True,True,True,2022-05-14 23:00:00
2158,,,,,2158,,,,,True,True,True,2022-05-14 23:20:00
2159,,,,,2159,,,,,True,True,True,2022-05-14 23:40:00
2160,,,,,2160,,,,,True,True,True,2022-05-15 00:00:00
2161,,,,,2161,,,,,True,True,True,2022-05-15 00:20:00
2162,,,,,2162,,,,,True,True,True,2022-05-15 00:40:00
2163,,,,,2163,,,,,True,True,True,2022-05-15 01:00:00
2164,,,,,2164,,,,,True,True,True,2022-05-15 01:20:00
2165,,,,,2165,,,,,True,True,True,2022-05-15 01:40:00
2166,,,,,2166,,,,,True,True,True,2022-05-15 02:00:00
2167,,,,,2167,,,,,True,True,True,2022-05-15 02:20:00
2168,,,,,2168,,,,,True,True,True,2022-05-15 02:40:00
2169,,,,,2169,,,,,True,True,True,2022-05-15 03:00:00
2170,,,,,2170,,,,,True,True,True,2022-05-15 03:20:00
2171,,,,,2171,,,,,True,True,True,2022-05-15 03:40:00
2172,,,,,2172,,,,,True,True,True,2022-05-15 04:00:00
2173,,,,,2173,,,,,True,True,True,2022-05-15 04:20:00
2174,,,,,2174,,,,,True,True,True,2022-05-15 04:40:00
2175,,,,,2175,,,,,True,True,True,2022-05-15 05:00:00
2176,,,,,2176,,,,,True,True,True,2022-05-15 05:20:00
2177,,,,,2177,,,,,True,True,True,2022-05-15 05:40:00
2178,,,,,2178,,,,,True,True,True,2022-05-15 06:00:00
2179,,,,,2179,,,,,True,True,True,2022-05-15 06:20:00
2180,,,,,2180,,,,,True,True,True,2022-05-15 06:40:00
2181,222.33145644560028,4.136532761952058,226.55469271692294,231.8881578211961,2181,2022-05-15 07:00:00,5.0,7.0,,True,True,True,2022-05-15 07:00:00
2182,222.35472576035556,317.53887580168646,221.5377163614635,232.41762978531847,2182,2022-05-15 07:20:00,5.0,7.0,,True,True,True,2022-05-15 07:20:00
2183,320.54534305036026,220.73169083909124,214.35631753990432,,2183,2022-05-15 07:40:00,5.0,7.0,,True,True,True,2022-05-15 07:40:00
2184,326.50906823430495,221.73968660790698,201.05271262440868,230.6640891146748,2184,2022-05-15 08:00:00,5.0,8.0,,True,False,False,2022-05-15 08:00:00
2185,325.0226180880419,219.09109718061788,256.15011685381944,228.93224296778962,2185,2022-05-15 08:20:00,5.0,8.0,,True,False,False,2022-05-15 08:20:00
2186,328.88944353101544,208.6065937089375,267.6143340828874,,2186,2022-05-15 08:40:00,5.0,8.0,,True,False,False,2022-05-15 08:40:00
2187,326.25392759516575,226.16749264332032,267.88302024492225,235.72028589148383,2187,2022-05-15 09:00:00,5.0,9.0,,True,False,False,2022-05-15 09:00:00
2188,230.51065192092534,230.74707449682975,232.00135484863895,239.58037233983578,2188,2022-05-15 09:20:00,5.0,9.0,,True,True,True,2022-05-15 09:20:00
2189,218.56997240792512,219.50320194985107,216.97213833008462,,2189,2022-05-15 09:40:00,5.0,9.0,,True,True,True,2022-05-15 09:40:00
2190,243.66205502411134,244.7007999184786,241.9892125236978,254.9971106584636,2190,2022-05-15 10:00:00,5.0,10.0,,True,True,True,2022-05-15 10:00:00
2191,239.52165901224595,239.68711934122274,237.14377971635426,250.0743469873803,2191,2022-05-15 10:20:00,5.0,10.0,,True,True,True,2022-05-15 10:20:00
2192,242.25184439674467,243.4304719216105,241.0974220251634,,2192,2022-05-15 10:40:00,5.0,10.0,,True,True,True,2022-05-15 10:40:00
2193,239.6300804844675,240.46084512157756,237.92660341352558,251.10505241455593,2193,2022-05-15 11:00:00,5.0,11.0,,True,True,True,2022-05-15 11:00:00
2194,223.38825329855698,225.39693368455644,223.1109623154482,235.24779294784616,2194,2022-05-15 11:20:00,5.0,11.0,,True,True,True,2022-05-15 11:20:00
2195,232.28368942363824,233.6028192330611,231.43164701469624,,2195,2022-05-15 11:40:00,5.0,11.0,,True,True,True,2022-05-15 11:40:00
2196,232.73000718686552,233.81151518378414,231.53502337013634,243.78456110063826,2196,2022-05-15 12:00:00,5.0,12.0,,True,True,True,2022-05-15 12:00:00
2197,232.65576186499075,233.45667476929566,231.35474502286525,243.53774564680484,2197,2022-05-15 12:20:00,5.0,12.0,,True,True,True,2022-05-15 12:20:00
2198,233.77171302353767,235.0371717174347,233.3646889764033,,2198,2022-05-15 12:40:00,5.0,12.0,,True,True,True,2022-05-15 12:40:00
2199,231.03845153621515,232.29131997482787,230.3409221571407,242.5822334721913,2199,2022-05-15 13:00:00,5.0,13.0,,True,True,True,2022-05-15 13:00:00
2200,234.5986923448242,234.9106902944293,232.6613985229567,244.6946948708267,2200,2022-05-15 13:20:00,5.0,13.0,,True,True,True,2022-05-15 13:20:00
2201,234.36104092865438,235.35841313843886,233.2761454712832,,2201,2022-05-15 13:40:00,5.0,13.0,,True,True,True,2022-05-15 13:40:00
2202,233.1087273706086,233.9397360274641,232.07733947404878,243.83799586042815,2202,2022-05-15 14:00:00,5.0,14.0,,True,True,True,2022-05-15 14:00:00
2203,224.77160845032438,226.10172974479474,224.08767597377533,235.23223490381645,2203,2022-05-15 14:20:00,5.0,14.0,,True,True,True,2022-05-15 14:20:00
2204,233.0829862629419,233.86211718109374,231.9157637796993,,2204,2022-05-15 14:40:00,5.0,14.0,,True,True,True,2022-05-15 14:40:00
2205,227.4869661289127,228.7479846232992,226.97730070132377,238.63030742101134,2205,2022-05-15 15:00:00,5.0,15.0,,True,True,True,2022-05-15 15:00:00
2206,225.306741930803,226.90848262966077,225.3573056139783,236.88039055365064,2206,2022-05-15 15:20:00,5.0,15.0,,True,True,True,2022-05-15 15:20:00
2207,226.89305054385656,228.06512074073777,226.3753897179007,,2207,2022-05-15 15:40:00,5.0,15.0,,True,True,True,2022-05-15 15:40:00
2208,233.74144256893092,234.91107042098065,233.44652783424544,245.28550461424356,2208,2022-05-15 16:00:00,5.0,16.0,,True,True,True,2022-05-15 16:00:00
2209,229.91547454821625,231.0238712912725,229.21009256832087,240.31843555506612,2209,2022-05-15 16:20:00,5.0,16.0,,True,True,True,2022-05-15 16:20:00
2210,229.47839376369805,230.5785700961475,228.66236770609663,,2210,2022-05-15 16:40:00,5.0,16.0,,True,True,True,2022-05-15 16:40:00
2211,230.1733094057004,231.4266637440358,229.7982558600388,241.18591831404075,2211,2022-05-15 17:00:00,5.0,17.0,,True,True,True,2022-05-15 17:00:00
2212,228.16714121013837,229.7034643314121,228.10164997675196,239.7673000607927,2212,2022-05-15 17:20:00,5.0,17.0,,True,True,True,2022-05-15 17:20:00
2213,224.47027895034302,225.73135844630156,223.67436739305109,,2213,2022-05-15 17:40:00,5.0,17.0,,True,True,True,2022-05-15 17:40:00
2214,,,,,2214,,,,,True,True,True,2022-05-15 18:00:00
2215,,,,,2215,,,,,True,True,True,2022-05-15 18:20:00
2216,,,,,2216,,,,,True,True,True,2022-05-15 18:40:00
2217,,,,,2217,,,,,True,True,True,2022-05-15 19:00:00
2218,,,,,2218,,,,,True,True,True,2022-05-15 19:20:00
2219,,,,,2219,,,,,True,True,True,2022-05-15 19:40:00
2220,,,,,2220,,,,,True,True,True,2022-05-15 20:00:00
2221,,,,,2221,,,,,True,True,True,2022-05-15 20:20:00
2222,,,,,2222,,,,,True,True,True,2022-05-15 20:40:00
2223,,,,,2223,,,,,True,True,True,2022-05-15 21:00:00
2224,,,,,2224,,,,,True,True,True,2022-05-15 21:20:00
2225,,,,,2225,,,,,True,True,True,2022-05-15 21:40:00
2226,,,,,2226,,,,,True,True,True,2022-05-15 22:00:00
2227,,,,,2227,,,,,True,True,True,2022-05-15 22:20:00
2228,,,,,2228,,,,,True,True,True,2022-05-15 22:40:00
2229,,,,,2229,,,,,True,True,True,2022-05-15 23:00:00
2230,,,,,2230,,,,,True,True,True,2022-05-15 23:20:00
2231,,,,,2231,,,,,True,True,True,2022-05-15 23:40:00
2232,,,,,2232,,,,,True,True,True,2022-05-16 00:00:00
2233,,,,,2233,,,,,True,True,True,2022-05-16 00:20:00
2234,,,,,2234,,,,,True,True,True,2022-05-16 00:40:00
2235,,,,,2235,,,,,True,True,True,2022-05-16 01:00:00
2236,,,,,2236,,,,,True,True,True,2022-05-16 01:20:00
2237,,,,,2237,,,,,True,True,True,2022-05-16 01:40:00
2238,,,,,2238,,,,,True,True,True,2022-05-16 02:00:00
2239,,,,,2239,,,,,True,True,True,2022-05-16 02:20:00
2240,,,,,2240,,,,,True,True,True,2022-05-16 02:40:00
2241,,,,,2241,,,,,True,True,True,2022-05-16 03:00:00
2242,,,,,2242,,,,,True,True,True,2022-05-16 03:20:00
2243,,,,,2243,,,,,True,True,True,2022-05-16 03:40:00
2244,,,,,2244,,,,,True,True,True,2022-05-16 04:00:00
2245,,,,,2245,,,,,True,True,True,2022-05-16 04:20:00
2246,,,,,2246,,,,,True,True,True,2022-05-16 04:40:00
2247,,,,,2247,,,,,True,True,True,2022-05-16 05:00:00
2248,,,,,2248,,,,,True,True,True,2022-05-16 05:20:00
2249,,,,,2249,,,,,True,True,True,2022-05-16 05:40:00
2250,,,,,2250,,,,,True,True,True,2022-05-16 06:00:00
2251,,,,,2251,,,,,True,True,True,2022-05-16 06:20:00
2252,,,,,2252,,,,,True,True,True,2022-05-16 06:40:00
2253,235.5934674405721,236.5874303192015,235.4898347644188,247.65347981775128,2253,2022-05-16 07:00:00,5.0,7.0,,True,True,True,2022-05-16 07:00:00
2254,230.8962663134046,231.06907789597008,230.7645546343979,242.96622316407337,2254,2022-05-16 07:20:00,5.0,7.0,,True,True,True,2022-05-16 07:20:00
2255,226.82716728136262,228.38911789012823,227.26909692107554,,2255,2022-05-16 07:40:00,5.0,7.0,,True,True,True,2022-05-16 07:40:00
2256,222.15232424220966,223.7863948145545,222.3134689540661,234.03876290150254,2256,2022-05-16 08:00:00,5.0,8.0,,True,True,True,2022-05-16 08:00:00
2257,216.6986474438493,217.96482888246504,216.60618363651452,227.93938386205738,2257,2022-05-16 08:20:00,5.0,8.0,,True,True,True,2022-05-16 08:20:00
2258,222.47917268006006,223.46021532695673,221.98297647807897,,2258,2022-05-16 08:40:00,5.0,8.0,,True,True,True,2022-05-16 08:40:00
2259,225.95193831775126,227.0146635335094,225.62833318592837,237.46090241637236,2259,2022-05-16 09:00:00,5.0,9.0,,True,True,True,2022-05-16 09:00:00
2260,220.53776455806812,221.60280928475882,219.8590743105238,231.6655401613989,2260,2022-05-16 09:20:00,5.0,9.0,,True,True,True,2022-05-16 09:20:00
2261,218.53516977361076,219.67346982133895,217.72948123161268,,2261,2022-05-16 09:40:00,5.0,9.0,,True,True,True,2022-05-16 09:40:00
2262,219.39632528025575,220.86712251625892,218.92367018799575,230.6547543268404,2262,2022-05-16 10:00:00,5.0,10.0,,True,True,True,2022-05-16 10:00:00
2263,221.2939561620035,222.46978447303357,220.60578895157772,232.2672115196226,2263,2022-05-16 10:20:00,5.0,10.0,,True,True,True,2022-05-16 10:20:00
2264,232.1081466915887,232.68510898040657,230.89790701619896,,2264,2022-05-16 10:40:00,5.0,10.0,,True,True,True,2022-05-16 10:40:00
