new_index,Ubar,U_horiz,U_streamwise,Umedian,Tbar,Tmedian,UpWp_bar,VpWp_bar,WpTp_bar,WpEp_bar,TKE_bar
22,3.052439108978822,3.06557517647007,3.0677131748830333,3.057477543605554,282.55441796875,282.57,-0.0074874464083482,-0.0039027722108207,0.0004872729036509,-0.0005448308254736,0.0896289239669799
23,2.771830208571874,2.781694585522605,2.783809489344124,2.740306938142682,282.59339010416664,282.58,-0.0063011745512667,0.0007154224812869,-0.000867566095467,-0.0003236971290827,0.075194867252299
24,3.53004523264737,3.554989606073013,3.5600548990006065,3.5540817113494763,282.76173515625004,282.73999999999995,-0.0187766972509954,-0.0023253906233565,-0.0040649589077906,-0.0049664789963778,0.2339438471587117
25,4.053954803746024,4.071542702971938,4.074371732229007,4.053117159145175,283.0401098958333,283.02,-0.0110266498280291,-0.0010373752851935,-0.0010719163934493,-0.002958007956388,0.159746503548957
26,4.266437746366432,4.277717286858489,4.280989311896117,4.239754360672444,283.4399723958333,283.42,-0.0133159937643752,-0.0035435204849498,-0.0039161996081881,0.0013676778702505,0.1379228621467421
27,4.430794199299916,4.440836502555155,4.443349760527925,4.394991924782111,283.77726666666666,283.75,-0.011769561144079,-0.0057383424290786,-0.0050471251689315,-5.687706128363152e-05,0.1169130379724799
28,4.48264537929446,4.494394852701984,4.498093832537734,4.4539948645138185,284.38756458333336,284.38,-0.0203306839449377,-0.0083164316190248,-0.0076190796795702,-0.0029797032612452,0.1767135168437364
29,4.916761066284036,4.925323013089288,4.928395769128996,4.883288044903873,284.8220807291666,284.81,-0.0218101664988366,-0.0090896942513584,-0.0093562971587124,-0.0027421187805567,0.1408212433308919
30,5.494899845942788,5.514484740408302,5.519926593516078,5.335581517275379,285.47194713541666,285.41,-0.0062177624544309,-0.00675027178787375,-0.0021183828829773,-0.00043426397727815,0.4208063532477146
31,6.565712170309478,6.588165293310973,6.594200679072605,6.549733645593754,286.01138333333324,285.98,-0.0451803001172869,-0.00675027178787375,-0.0283447521924928,-0.0031975724265834,0.7997101247275796
32,5.768043433698283,5.818115046498874,5.822005239967795,5.710150787545802,286.0839546875,286.08,-0.0084017058401872,-0.0064129620016087005,-0.0141664713230471,-0.00043426397727815,0.5417943060302736
33,4.844561572140358,4.871896267326912,4.876333112786546,4.8266601572802905,286.353365625,286.32,-0.0187255916996898,-0.0207373336135894,-0.0151566696505178,-0.0001946457968607,0.3429102388971964
34,5.5978600488616905,5.67105830784947,5.675826278716817,5.648453826730011,286.6979252604167,286.64,-0.0378763242662764,-0.00675027178787375,-0.01077934604722265,-0.0014683822887087,1.278382625508321
35,5.710468141911996,5.77731578824024,5.781424156657158,5.740784112026312,284.35010423177084,284.3425,-0.0171575232536267,-0.0083823519970068,-0.0240276219055038,-0.000314454887069425,0.7198513091787041
36,6.867936294027306,6.9256942278884255,6.93264369404005,6.610927909187844,284.362591015625,284.355,-0.0704728443096162,0.0102960700459535,-0.0264936016288239,-0.00012576142907216577,0.592578258874732
37,6.581409450157002,6.923321008632299,6.928887882369656,6.442632583193686,284.35010423177084,284.355,-0.032904442699332,0.0194134312774454,-0.0150821402956274,0.00035665541996148426,0.607519156133711
38,6.618748614307056,6.679604458897749,6.684978020596306,6.677967533975869,284.07082239583326,284.08,-0.0265346414516929,-0.0248793322588225,-0.0061401712519457,0.0107180966410392,0.5966032303740183
39,7.429367274260227,7.459508362441738,7.466488707863039,7.4810543637528175,283.93914453125,283.92999999999995,-0.0623703747205766,-0.0070875815741388,-0.0113500326117232,0.0067073592299082,0.6006282018733045
40,7.653641645533232,7.679749472284436,7.686181970434741,7.670991664732281,284.11709583333334,284.11,-0.0454976202931226,-0.0013345921514962,-0.0102086594827221,0.0027726536078528,0.5845283158761596
41,7.565297494415622,7.585861550274003,7.59232576454939,7.499922137725443,283.95791588541664,283.94,-0.0290990540921639,-0.0049833254445145,-0.0064241652429475,-0.0044840948946473,0.853464211066047
42,8.423157560870314,8.446094494275094,8.453241518341427,8.411797689222187,284.2693255208333,284.27,-0.0637369915277686,-0.0142909964805731,-0.011595311537798,-0.0078888974838529,0.6738983036421372
43,9.261566176848094,9.276835774216414,9.285050425043904,9.266356383191455,284.33761744791667,284.33,-0.1036728815508246,-0.0018457964368781,-0.0152651438563971,0.0101974528371628,0.5821953839559767
44,9.296173101746298,9.313031590579612,9.32073068366999,9.27555663335484,284.27048281249995,284.26,-0.0880032609900805,-0.0111324489822714,-0.0161767626013201,0.0007701879012066,0.5774465335758124
45,8.869435777975667,8.893527340246383,8.901634945705743,8.875753799913644,284.0646541666666,284.08,-0.0906947058553893,-0.0068496072540523,-0.0128860633927684,0.0116092924269099,0.6222218115427992
46,9.475893016931895,9.493436352843704,9.501723504537344,9.470307212178176,283.88363541666666,283.89,-0.1063142400033125,0.0018056321365459,-0.0131612482584254,0.0138497563473191,0.6144101103941176
47,9.908140176388294,9.922385521455562,9.93062592709814,9.910840672492208,284.00122916666663,284.02,-0.0872123259126841,-0.0106176328030504,-0.0130852506354255,0.0102990519672374,0.563078832728475
48,9.706080816155128,9.72278447275474,9.73202439479844,9.67772645852145,284.10240677083334,284.1,-0.1164374130460606,0.0056304994273128,-0.016029914375642,0.0146667000584289,0.6703306781950548
49,10.510212960828788,10.528149454635551,10.538511955587667,10.499534742507777,284.1361481770833,284.13,-0.1531726496028817,-0.0148161161828017,-0.0184035995709167,0.0246335136981691,0.8133717578918794
50,11.123613798275796,11.142637611630704,11.153529559797258,11.13753739612834,284.0396205729166,284.03,-0.1372427527011755,-0.0103349791165925,-0.0150366658176047,0.00735698225390235,0.8020655253079564
51,10.657292277045642,10.678996965772292,10.688957856357147,10.688203816537628,283.90651588541664,283.9,-0.1347154081821993,-0.0283848289745647,-0.0137953364056916,0.00735698225390235,0.7638884481005096
52,10.41494575496677,10.432472015436964,10.442441309276916,10.405282839155666,283.80925807291663,283.81,-0.1275839708401366,-0.0135630817342773,-0.0130509569362285,0.0202953935150778,0.665037133695204
53,9.423227649416644,9.467644554822709,9.476559114348962,9.376634163482496,283.7607921875,283.75,-0.1013843518888999,-0.0285824762651582,-0.0110725210055093,0.005294035025011,0.8825490524322849
54,9.096197095204374,9.129581498539714,9.138597256006562,9.092737856306712,283.6548065104167,283.65,-0.1060499896048282,-0.0221500826606137,-0.01090892275493,0.0071003553429561,0.685741759663425
55,8.456491711071436,8.470353350415088,8.4775077561861,8.428797329049196,283.44817526041663,283.44,-0.0745412292671636,-0.0076644940158075,-0.0056254119800011,-0.0006053560755549,0.4433271133454726
56,7.857886451973468,7.870750635601268,7.877720993513176,7.81062215015187,283.4202044270833,283.42,-0.0703520385029443,-0.0043551320995864,-0.0048315120404626,0.0018260604729342,0.4361990532887776
57,7.194275124062374,7.208344207298893,7.213973371463659,7.20283611576108,283.3128664062499,283.31,-0.0567335502876038,-0.001524530321356,-0.0033410333032153,0.0057717381315817,0.3363685181876627
58,7.198434272751076,7.217351803294866,7.224280529980028,7.251701580618817,283.50311458333334,283.5,-0.0793830228979958,-0.0235069858354211,-0.004285435077353,0.0068251771617837,0.5032870295904881
59,7.171464873428648,7.188572355373514,7.195057526016815,7.181851600457527,283.56199348958336,283.56,-0.0499944333730611,-0.0052607035974286,-0.0045885569267569,0.0076136091648486,0.3613729184648641
60,7.438166974124962,7.467959973644587,7.475589303798254,7.366110952388777,283.6409333333333,283.62,-0.0805372052158607,-0.0272322145730064,-0.0088241305201116,0.0057499484251107,0.6623512789952934
61,8.035905738146903,8.05835090194772,8.066095404566504,8.003563108214369,283.6055971354166,283.59,-0.0855501414271726,-0.0165965340177904,-0.0074732448436118,0.0037032663449264,0.6012032187769573
62,8.842516148339334,8.883292054570104,8.89220051469691,8.929416777554884,283.4655427083333,283.44,-0.1297363265501454,-0.043228465203122,-0.0053554504702583,0.00551109687182535,0.5084290734249708
63,9.210377887777966,9.22678422434113,9.235617362151322,9.196678130847497,283.1840419270833,283.17999999999995,-0.0890379157687881,-0.0131401060651465,-0.0054791908362166,0.0057608432783462,0.5301199646521335
64,7.692314953693355,7.705329617924793,7.7126213128844,7.6629530500176175,282.99629166666665,282.98999999999995,-0.0746485604440307,0.0035881985978049,-0.0026751527571221,0.0057281587186397,0.400209945079583
65,7.890325885946541,7.90493287546717,7.912824365290714,7.896060429619871,282.9881669270833,282.98999999999995,-0.0758105661138732,-0.0047719377297863,-0.0039274799634518,0.0061720146148941,0.4216056923190307
66,7.688791822900232,7.702766416021632,7.7101486195711475,7.714152470012191,283.0437809895833,283.04,-0.0682989959892076,-0.01077354882305,-0.0049992924272254,0.008780148400588,0.3514420449578858
67,6.999634428102976,7.0203125953036,7.027714740453938,6.960730719655963,283.05408046875,283.04999999999995,-0.0583022337940913,-0.0136144901418482,-0.0041237688093173,0.0044051739608171,0.4359675561788601
68,6.428759573767745,6.438987794489553,6.44500909974456,6.4062533800389865,283.0026841145833,282.98,-0.0490564991415335,0.0021874103524705,-0.0035738780335286,-0.0001405433553488,0.251419521478102
69,6.576746538844288,6.607884491678433,6.614722929585681,6.402641027916609,283.31590989583333,283.23,-0.0641280990247892,0.0083943458618523,-0.0074303307054252,0.0076311728990327,0.904593164126926
70,7.727463115570096,7.7466498735703375,7.753266748986378,7.751383875714371,283.6448783854167,283.63,-0.060554782460314,0.0045163003835956,-0.0083481608586967,0.0102904377998534,0.5135711172594536
71,9.461892712940868,9.48002124034936,9.490258629807313,9.49137039445447,283.98347578125,283.98,-0.1275302669537762,0.0028734953266072,-0.00747262097698435,0.0050265835951545,0.836096226289978
72,10.556296218866738,10.584052210495342,10.595570201143952,10.570801682158647,284.08212604166664,284.08,-0.1460096053648149,0.0125752811068675,-0.00757184919746355,0.01077262533294725,0.9376060900535076
73,10.274047382405262,10.29356105088154,10.304583801904547,10.298337855655614,283.794346875,283.79,-0.142295098861374,-0.0019389059258701,-0.007522235087223951,0.0273027391686609,0.7481003299765354
74,10.091169663966792,10.112344718000315,10.122557093207616,10.092037593414444,283.59130651041664,283.58,-0.1173835351185656,-0.0039606499513732,-0.0129443275263391,0.0112548128660411,0.6775240871800063
75,9.608681651289285,9.625533432480465,9.634417444638377,9.621643812474552,283.48081484374995,283.47,-0.1042611886799546,-0.0088709447298628,-0.0097507047572111,0.0174441535527646,0.6262074107260132
76,8.984467488733978,9.000286221001492,9.009398563017744,8.984731105682638,283.335796875,283.33,-0.1004016060267142,-0.0047120575297461,-0.0088629344985776,0.012641303915201,0.5756175942910429
77,7.725300512540134,7.756430038126103,7.764119220257067,7.731546035836478,283.31463658854165,283.31,-0.0717073523193931,-0.0141905283613455,-0.0076717012845702,0.0076487366332168,0.53267160120224
78,8.175817240987023,8.190762189037617,8.198507901639509,8.210653002818866,283.2278125,283.23,-0.0773711535756429,0.0026683869347736,-0.0074719971103569,0.0188603578882954,0.4183564176042684
79,8.402959162058215,8.43037976260042,8.437678779271824,8.376408969558442,283.1835411458333,283.17999999999995,-0.0806011918271202,0.0019425617441288,-0.0068454804032672,0.0127429489643105,0.5794802007173326
80,8.876272053244005,8.893137340833473,8.900251548703949,8.858428603372637,283.2567247395833,283.25,-0.0754927223912161,0.0142817093869015,-0.007806810982868,0.0145789107616153,0.5363655908365547
81,8.707844662781893,8.732336369724589,8.742339199433152,8.653920554797757,283.1747390625,283.17999999999995,-0.0867996519555212,0.0028729523423801,-0.0085697198744051,0.0130525735575503,0.7490549897121176
82,11.090461950660057,11.122634510331388,11.13479457366273,11.088422202821045,283.135071875,283.13,-0.1694829376083609,-0.0103258406380046,-0.0107941060883954,0.0418443122358629,1.199245705486484
83,11.646642129156444,11.669938713470376,11.682279863272212,11.654091873699436,283.1895611979167,283.17999999999995,-0.1849738018721855,0.006581814731226,-0.0130923317465765,0.0315535418773642,0.970362134467875
84,11.331341782182086,11.354488068073008,11.365340021874896,11.331244875855475,283.27864609375,283.27,-0.1443528729016431,0.0211264442545459,-0.0131074777406735,0.031353021485979,0.9119784584652708
85,9.687774089897976,9.79170842753379,9.801690443207402,9.650081421671072,283.17243125,283.16,-0.1103971416586923,-0.0065415780842547,-0.0099686131248426,-0.0053315163093739,1.784997617392205
86,8.804141881407716,8.834396800000686,8.842368657693154,8.790722600084411,283.18177317708336,283.17999999999995,-0.0807927979210643,0.0015804649068677,-0.0077729914936403,0.008284901743097,0.5903691545162624
87,10.37301643797488,10.3947812453217,10.404791470928547,10.250572373102166,283.2428690104166,283.23999999999995,-0.1409736388421991,0.0020260724264371,-0.012407458395134,-0.0159225789092687,1.0768162920797728
88,11.611888427468845,11.638691137700926,11.650983422708313,11.609377477797828,283.22488203125,283.22,-0.08254088278047589,-0.0064002554471953,-0.0153250230337039,0.0290651711475726,0.9860017517717488
89,11.810975145975434,11.83654585280262,11.85021840637684,11.820364124260536,283.1990494791666,283.19,-0.08396047250549099,0.0289329620760253,-0.0151541294302912,0.0318938920111864,1.109199037554457
90,11.955773874634737,11.981284457237178,11.99394283213186,11.948709847039265,283.2520618489584,283.25,-0.1825911016452654,-0.004084606054754,-0.0125621791975779,0.0301433608583342,1.08626529149175
91,9.39997052353729,9.42137686690365,9.42958312590664,9.350324203829544,283.16805885416665,283.16,-0.0909774135445716,-0.0047199833653925,-0.0086451862532667,0.0063198178792481,0.8657731105951266
92,8.654113391129886,8.681429560734003,8.688240601684175,8.658778563512817,283.13410234375,283.13,-0.0811212930554608,0.0023152915870674,-0.0084172120275833,0.007008610730307,0.5567429419674682
93,7.050991445281282,7.103517413893846,7.109632472215498,6.901214173370429,283.1475158854166,283.14,-0.0353373866777228,0.0031705678951705,-0.0059751354243093,0.0058030649165879,0.84967739564938
94,7.05734144388554,7.081719339571335,7.086898629731675,7.011096476654094,283.1382104166666,283.13,-0.0503337059226123,-0.0091640455408945,-0.0055734808320426,0.0012564330494948,0.4183682732494438
95,8.410634445763206,8.426888840832346,8.433338272182283,8.412397157741196,283.07966692708334,283.07,-0.0759139370236306,0.0092957875675118,-0.0073705879582103,0.004271596516308,0.4423626421518962
96,6.997682581208631,7.019195697098876,7.026331077083875,6.986179624118625,282.92465078125,282.92,-0.0597522230767673,-0.0038354899278007,-0.004293301525961,4.9779068093599165e-05,0.3913053327011108
97,7.821377738352839,7.842110583280551,7.848263977638453,7.791540583557373,283.02204375,283.0,-0.0657865172343807,0.0136025326572087,-0.007729812866043,-0.0001642793506691,0.4686579442909749
98,8.555031749050265,8.566915027952303,8.573211900192716,8.555360446678996,283.2428890625,283.23,-0.0706893797379332,0.008075751734804,-0.0086994040164566,0.010266209192795,0.37271301392924
99,8.756766316442102,8.772176150675728,8.779849413172267,8.778152563984861,283.52256901041665,283.53,-0.0877824389111383,0.0048157226676428,-0.012096004495892,0.0089087400633965,0.4741431765239462
100,9.422836666072673,9.438344060119167,9.447267921257062,9.441931064843477,283.80703619791666,283.79999999999995,-0.1177581947007511,-0.0008563244281484,-0.0153195777346541,0.0147741233981005,0.5255743908162096
101,9.876296512291445,9.895904743646035,9.906410584880277,9.85435230567344,283.95137317708327,283.94,-0.1306024399560695,0.011145833080788,-0.0199480804614879,0.0079217812058545,0.7171191002599419
102,10.231079629432267,10.251101447114428,10.261304559876775,10.269555510139972,283.8425369791666,283.83,-0.1247848793517908,-0.0003947185290006,-0.0171565458302748,0.0167738322691436,0.6343645219642131
103,10.167879445734023,10.188845856910302,10.19872990961812,10.156384503473204,283.82980416666663,283.82,-0.1267188102771999,0.0103952179091197,-0.0188846556476591,0.0174281663911567,0.6959367883015273
104,10.499230711432828,10.521740805920317,10.533061276923291,10.512245520318965,283.9664947916666,283.96,-0.1557851956719892,0.0115839455312613,-0.0231264362623556,0.0136844611002949,0.7675226217304825
105,10.81527959683945,10.8403764607835,10.852328219165573,10.775653263196638,283.9549802083333,283.94,-0.1796913948144269,0.0110333724412117,-0.026848100993993,0.0238767694437659,0.9565125537680054
106,11.651941205597666,11.681838379376652,11.695485197482675,11.621047422763263,284.09632265625,284.09,-0.2232966905597602,0.0189402296501185,-0.0310255394403532,0.0209841780435836,1.1981196963090346
107,11.308544336080423,11.331254141706664,11.344247251712677,11.318068734387325,284.2313700520833,284.22,-0.1717279744925043,0.0175460046594707,-0.0280210506637106,0.0175599942324824,0.8813347195498994
108,11.594793828236524,11.621705923399835,11.636440766961544,11.600177384796414,284.52040026041664,284.51,-0.1807314973892755,0.0008209846729945,-0.0319259407141176,0.01933800005869585,1.1467584161570572
109,11.435133116038571,11.474518701004696,11.490451387867637,11.3404725173466,284.72573125,284.71,-0.2179401121336577,0.0103858488095958,-0.0414075854068687,0.0231602025236898,1.5243397115827433
110,12.74716170100411,12.774604286081756,12.788406821166497,12.722155899184244,284.67804427083337,284.67,-0.2182885674310756,0.0123538094468498,-0.038570436217886,0.0305526501377387,1.2464093612982177
111,11.318795044470871,11.344977778195847,11.358079802424603,11.290825753882286,284.54979765624995,284.54,-0.1818574794213199,0.0172638277208379,-0.0284143719607809,0.0216609431334517,1.0839462962273154
112,10.804186536693429,10.825942772839822,10.837256932295624,10.790980240095315,284.6429140625,284.63,-0.1475409348537195,0.0076868732791676,-0.0298494095483731,0.0211406744874768,0.80188455030582
113,11.00745259250441,11.034726099993025,11.046115410220477,10.992866166702122,284.5231971354166,284.52,-0.1656689534958488,0.01197491324921,-0.030525861288484,0.0176918220738081,0.8914540897895982
114,11.42532095438106,11.459129788055716,11.4712653958246,11.425176700827429,284.7275653645833,284.72,-0.1702101330663107,-0.0005541773724026,-0.0337049633911305,0.0111551320043536,1.0627087080682711
115,11.211181975110357,11.243110360980562,11.254890087562622,11.209492467502482,284.71808645833335,284.71,-0.1477603404147594,0.0109034198734957,-0.0300081074701253,0.01584250916033,0.9942163888746476
116,11.124257941001275,11.142868355395546,11.15320984877608,11.126259939730382,284.72705026041666,284.72,-0.1430075614553334,0.0061170536554701,-0.0295114996207458,0.0243338250263302,0.7755721164753895
117,10.781361305373258,10.804392088125027,10.815665724288584,10.783801951610789,284.7482958333333,284.73,-0.1615423988361163,-0.0014167438682049,-0.0337704764240205,0.0257671064693551,0.8218857714297826
118,12.03070854505374,12.05531441995344,12.068364689228252,12.061615173125327,285.2868552083333,285.28,-0.1893871334447493,0.0060794126817966,-0.03126195582503735,0.0414834890974751,1.011463152506307
119,9.716621432246148,9.735188236752377,9.743066197037752,9.584855619540283,285.0241828125,285.02,-0.092806334997604,0.007691412310826,-0.0282466337375064,-0.0043386721799495,0.9980515152646894
120,9.84198914228744,9.863682173913462,9.873194418236295,9.806800893536812,285.1092106770833,285.1,-0.1133164839696258,0.0066421518342975,-0.0312030944013296,0.0104059973048186,0.7540244005692543
121,10.253726270371766,10.272945508679696,10.283285055317286,10.228599374051084,285.1555252604166,285.15,-0.1049560823331509,0.0010007829576705,-0.0257497662701284,0.0264236955846462,0.7917581744702149
122,10.338003099193442,10.35669655068378,10.367715601463363,10.260587374922569,285.34201145833333,285.29999999999995,-0.1434775729584755,0.0063796027448838,-0.0309851513663828,0.0163827819217911,0.8665558602541436
123,11.887632939624703,11.941523112694878,11.952058452308696,12.136797904458948,285.9265718749999,285.94,-0.1388407625627229,0.0141988021864217,-0.03126195582503735,-0.0094764989252578,0.8531191826812913
124,8.17092892533102,8.310646104982798,8.31794072684443,7.919728811443763,285.2266611979166,284.96,-0.0633239244727865,0.0063796027448838,-0.0237727080271884,0.013498820582341801,0.835673771570299
125,11.025495348200629,11.0793352265556,11.08931984467188,10.99407103500616,286.487096875,286.48,-0.1358859241675637,0.0063796027448838,-0.03126195582503735,0.0306649085603823,0.8068219729499988
126,10.657835513627369,10.682332266842751,10.692157712176746,10.579656061151445,286.03204453124994,286.0,-0.1341217592619109,0.004809755250765075,-0.031232525113183474,0.016953227230132,0.8567765936517672
127,9.599118600600429,9.622977036828331,9.630902558220566,9.578965299993854,285.3694205729166,285.35,-0.0804342004397166,0.00354009781973355,-0.0313208172487451,0.0038333269692694,0.6115824911159261
128,9.618795235938356,9.64435468806577,9.651987304016032,9.610425347684172,285.2769783854166,285.28,-0.0911766691981774,0.00354009781973355,-0.0273486155546526,0.0174221666644966,0.5787070637819757
129,9.4369631994885,9.45352808198976,9.462841759346912,9.428831529184553,285.64137369791666,285.63,-0.1097962411533428,0.00354009781973355,-0.0328532538786886,0.0158801280378966,0.5414609113617282
130,8.49798408622322,8.521780137644848,8.530198026684662,8.48021413146375,285.80651875,285.79,-0.0895439326417452,-0.0002831262803586,-0.0297522129637023,0.0168854358056856,0.6388137090880668
131,8.288808518050216,8.304896922383975,8.313135822538746,8.285373419881498,285.92262708333334,285.91,-0.0810956832515943,0.0085354746387105,-0.030767208331436,0.0010960789370213,0.4979343004690891
132,8.870246086183023,8.901293189726301,8.909986677518352,8.837085568252935,286.00748671875,285.98999999999995,-0.0923766472797212,-0.0048162678391906,-0.0329210988608403,-0.0103107423628337,0.8494617717108154
133,9.31904343998801,9.347908699616124,9.358408632821671,9.303696673732674,285.43010546875,285.44,-0.1193256300450383,-0.025289848297157,-0.0346095625183475,0.0068265377537782,0.7052135734428236
134,6.233458924377766,6.552502419197142,6.559229058443615,6.226104154716387,284.35210755208334,284.32,-0.0386298232505293,-0.0019821462359562,-0.0206071821937631,0.0062516867908169495,0.7773376725768195
135,5.843605069360095,5.89152916033049,5.895731466081586,5.8383884258629,284.3589247395833,284.35,-0.0281450239836811,-0.0070208915824101,-0.0093162817792059,-0.0055795456704481,0.5142952025376722
136,5.421424174124669,5.438129235492523,5.442116040190244,5.372920826882126,284.5403979166667,284.54,-0.0264642567373832,-0.0028134247743492,-0.0104874066920233,-0.0052879261352412,0.29091261183943
137,3.5637523137876275,3.576200228921017,3.5784231353235927,3.565885354360704,284.3255786458333,284.32,-0.0035660958966136,-0.0011508676975632,-0.0036065265178606,-0.0014193037567518,0.2102902176099989
138,2.6716807560989007,2.7481604654008547,2.749817921522259,2.7005292400938803,284.017371875,283.98999999999995,-0.0044329925832119,0.0039252732090814,-0.0033195796661393,-8.054124913550357e-05,0.24733293484002
139,2.968541605553527,4.259455496601459,4.267222262343779,1.9771241336465768,283.9899721354167,283.98999999999995,-0.06857246639780655,-0.029626717421108652,-0.0337073399495333,0.0062516867908169495,0.738202785010037
140,11.342606958300212,11.377904217895848,11.390502766630409,11.356510914706256,282.75531640625,282.69,-0.190230660157757,-0.01264667672595485,-0.0013364506313636,0.0033864573824385,1.1728440603296917
141,10.002249322604962,10.035383051597226,10.04493197689157,9.955928989252438,282.17053645833334,282.15,-0.1575194397441606,-0.01264667672595485,0.0031695377461518,0.004531646605147099,1.0937528637516951
142,8.361805306174814,8.425239381295398,8.434168462067683,8.286886204416664,279.9971845052083,279.96999999999997,-0.0949767126098704,-0.01264667672595485,0.0055568652604664,0.0056768358278557,1.131317110550503
143,8.486885934537147,8.52391494443164,8.53153943974236,8.446668290844329,279.9971845052083,279.96999999999997,-0.0752757560141465,-0.01264667672595485,0.0101215969328314,0.0194362809624334,0.8550260883214654
144,6.082207780265651,6.138204652482056,6.144526579796686,5.93812693511075,279.9971845052083,279.96999999999997,-0.0946270681044098,-0.01264667672595485,0.0068149561633798,0.0091418127662453,0.7711919965772502
145,5.59737651069888,5.643377144670541,5.648232199836351,5.748154729832306,279.9971845052083,279.96999999999997,-0.0196525972907196,-0.0020601322402449,0.0108172514262433,-0.0005024989275307,0.580989280309516
146,4.183512710367384,4.316942155101046,4.322538474258163,4.016057235957192,279.9971845052083,279.96999999999997,-0.06839682794834126,-0.01264667672595485,0.0068158659124862,0.028491653970331,0.7978870008682423
147,4.563007198128971,4.597038100581414,4.602294896690103,4.625649416000407,280.875946875,280.86,-0.0243861006581477,-0.0339635865450603,0.008671294190188,0.0072821574855078,0.3472206497074042
148,4.941571849998781,5.0516242023044375,5.060430721147542,4.969056852572408,280.7334716145833,280.72,-0.0618691767814666,-0.01264667672595485,0.0140275474799121,-0.0058228530635716,0.6186981968185424
149,5.611361872591528,5.702267573661207,5.724745172227262,5.511784585815903,280.1085274739583,280.37,-0.0921701301705779,-0.0496000714658663,0.0255964043114955,-0.0226148991186439,0.6696177869850142
