,Year,Month,Day,Hour,Minute,PW boom-1 [m^3/s^3],PW boom-2 [m^3/s^3],PW boom-3 [m^3/s^3],d_dz_pw_theory_I,d_dz_pw_theory_II,datetime
2111,2022.0,5.0,14.0,7.0,40.0,0.0002551639280684,-4.9166857559827e-05,-5.04518116699157e-06,-0.00011292422472290427,1.5785930730889243e-05,2022-05-14 07:40:00
2112,2022.0,5.0,14.0,8.0,0.0,0.0001422173817773,-4.62366392466589e-05,-0.0002070349964928,-6.992728052837066e-05,-5.753071815604333e-05,2022-05-14 08:00:00
2113,2022.0,5.0,14.0,8.0,20.0,0.0009356936947811,0.0001774543905743,-8.3152829151201e-05,-0.0002813503911713544,-9.32405079518787e-05,2022-05-14 08:20:00
2114,2022.0,5.0,14.0,8.0,40.0,0.0007909354918811,-8.89843523568846e-05,2.37302067716673e-05,-0.0003265008698471186,4.032721256835488e-05,2022-05-14 08:40:00
2115,2022.0,5.0,14.0,9.0,0.0,,,,,,2022-05-14 09:00:00
2116,2022.0,5.0,14.0,9.0,20.0,,,,,,2022-05-14 09:20:00
2117,2022.0,5.0,14.0,9.0,40.0,0.0002254900294936,0.0004128708192192,0.0005088825024711,6.952904999094619e-05,3.4351228354883726e-05,2022-05-14 09:40:00
2118,2022.0,5.0,14.0,10.0,0.0,8.62410322074816e-05,0.0004362428800811,0.0006519877802743,0.00012987081553752074,7.718958862010732e-05,2022-05-14 10:00:00
2119,2022.0,5.0,14.0,10.0,20.0,7.02427175766333e-07,0.0006122922738736,0.0005090108167251,0.00022693500805114422,-3.695222080447225e-05,2022-05-14 10:20:00
2120,2022.0,5.0,14.0,10.0,40.0,0.0001539836166387,8.5008888997049e-05,0.00012059172535,-2.5593590961651573e-05,1.2730889571717712e-05,2022-05-14 10:40:00
2121,2022.0,5.0,14.0,11.0,0.0,0.0005816685535027,0.0004909248688171,0.0004189302659373,-3.367112604289425e-05,-2.5758355234275487e-05,2022-05-14 11:00:00
2122,2022.0,5.0,14.0,11.0,20.0,0.0001649758346472,0.0004218326418474,-4.31971418845211e-05,9.530864831176253e-05,-0.00016637917128154602,2022-05-14 11:20:00
2123,2022.0,5.0,14.0,11.0,40.0,0.00046248281219,0.0003027714543494,0.0004270466945428,-5.9262099384267176e-05,4.446341330711987e-05,2022-05-14 11:40:00
2124,2022.0,5.0,14.0,12.0,0.0,0.0003985542141728,0.0004329007272088,-1.97445337556431e-05,1.2744531738775514e-05,-0.00016194821501411204,2022-05-14 12:00:00
2125,2022.0,5.0,14.0,12.0,20.0,0.0003199857640182,2.28217138714912e-05,0.0001083088304954,-0.00011026495367224817,3.0585730455781324e-05,2022-05-14 12:20:00
2126,2022.0,5.0,14.0,12.0,40.0,0.0009685075811245,0.0006383362412562,-1.96542824115702e-05,-0.0001225125565374026,-0.00023541700310117,2022-05-14 12:40:00
2127,2022.0,5.0,14.0,13.0,0.0,0.0013843406712525,0.0009365746679771,1.73785868797125e-05,-0.00016614693999087197,-0.0003288715853657916,2022-05-14 13:00:00
2128,2022.0,5.0,14.0,13.0,20.0,0.0013936541967158,0.0007865141213217,0.0001135751012616,-0.00022528388697369204,-0.00024076530234708407,2022-05-14 13:20:00
2129,2022.0,5.0,14.0,13.0,40.0,0.0018926003806968,0.0014476713474555,0.0006629195365367,-0.0001650942609429685,-0.00028076987868293375,2022-05-14 13:40:00
2130,2022.0,5.0,14.0,14.0,0.0,0.0009083295266182,0.0005076924068925,0.0006275642101755,-0.000148659413627347,4.2887943929517006e-05,2022-05-14 14:00:00
2131,2022.0,5.0,14.0,14.0,20.0,0.0010344245889778,0.0005614227421822,-5.72870517101465e-05,-0.00017551088934901672,-0.00022136307473786997,2022-05-14 14:20:00
2132,2022.0,5.0,14.0,14.0,40.0,0.002138633909815,0.0009402382324026,0.00082138323981,-0.0004446737207467161,-4.2524147618103784e-05,2022-05-14 14:40:00
2133,2022.0,5.0,14.0,14.0,59.0,0.001240383650881,0.0020777084318675,0.0003704050026599,0.0003106956515719851,-0.0006108420140277639,2022-05-14 15:00:00
2134,2022.0,5.0,14.0,15.0,19.0,0.0021388875817531,0.0009064214689404,0.0008666384006652,-0.0004573158118043414,-1.4233655912415027e-05,2022-05-14 15:20:00
2135,2022.0,5.0,14.0,15.0,39.0,0.0016681288085497,0.0014508277028279,,-8.063120806003705e-05,,2022-05-14 15:40:00
2136,2022.0,5.0,14.0,15.0,59.0,0.0012754298184943,0.0007330854921429,-0.000248402574159,-0.00020124093742166974,-0.00035115852103824685,2022-05-14 16:00:00
2137,2022.0,5.0,14.0,16.0,19.0,0.0010652751675019,0.0006794655283261,9.16056013258517e-05,-0.00014315756555688316,-0.00021032555527736972,2022-05-14 16:20:00
2138,2022.0,5.0,14.0,16.0,39.0,0.0013465018544597,0.000374520092099,-0.0002096840863618,-0.0003606611363119481,-0.0002090175951559213,2022-05-14 16:40:00
2139,2022.0,5.0,14.0,16.0,59.0,0.000653564455373,0.0003345647903313,3.36787473917554e-06,-0.00011836722264998145,-0.00011849621309199445,2022-05-14 17:00:00
2140,2022.0,5.0,14.0,17.0,19.0,0.0007277892615537,0.0002937417143752,1.37929750731143e-05,-0.00016105660377680893,-0.00010016055073419881,2022-05-14 17:20:00
2141,2022.0,5.0,14.0,17.0,39.0,0.0004320824405516,-3.45424896452149e-05,-0.0001546824378132,-0.00017314468652943039,-4.2983881276559966e-05,2022-05-14 17:40:00
2142,2022.0,5.0,14.0,17.0,59.0,0.0001883513088188,5.46115634965534e-05,-0.000153824056077,-4.962513741085217e-05,-7.457446138588673e-05,2022-05-14 18:00:00
2143,2022.0,5.0,14.0,18.0,19.0,0.0004903806767637,4.60001455964433e-05,8.20341721886281e-05,-0.00016489073512699693,1.2892317206506189e-05,2022-05-14 18:20:00
2144,2022.0,5.0,14.0,18.0,39.0,0.000533240770435,0.0003322365235988,0.0001432161510563,-7.45841361173284e-05,-6.762804026565294e-05,2022-05-14 18:40:00
2145,2022.0,5.0,14.0,18.0,59.0,0.0005330089434365,0.0001932058561228,0.0001635039965892,-0.00012608648879914658,-1.062678337516994e-05,2022-05-14 19:00:00
2146,2022.0,5.0,14.0,19.0,19.0,0.0006825108613372,0.0002157435487373,4.37185398769467e-05,-0.00017319751858994436,-6.154740925236253e-05,2022-05-14 19:20:00
2147,2022.0,5.0,14.0,19.0,39.0,0.000298236397279,0.0001687296066015,-1.11238861663134e-05,-4.805446778385901e-05,-6.434829794912823e-05,2022-05-14 19:40:00
2148,2022.0,5.0,14.0,19.0,59.0,0.0004695064017195,0.0004433586281104,-0.0001496495903142,-9.70232786979593e-06,-0.0002121675200088014,2022-05-14 20:00:00
2149,2022.0,5.0,14.0,20.0,19.0,0.000272827812833,5.69972258012423e-05,-6.85695332224661e-05,-8.008556105074498e-05,-4.492549517842876e-05,2022-05-14 20:20:00
2150,2022.0,5.0,14.0,20.0,39.0,0.0005546425592139,0.0005468376949264,-4.16443422032411e-05,-2.89605353896104e-06,-0.00021054813493010414,2022-05-14 20:40:00
2151,2022.0,5.0,14.0,20.0,59.0,0.0006306159127818,0.0016574567295719,,0.00038101700066423005,,2022-05-14 21:00:00
2152,2022.0,5.0,14.0,21.0,19.0,0.0011227629469167,0.0011710605174255,5.06583218231343e-05,1.792117644111318e-05,-0.00040085946175397706,2022-05-14 21:20:00
2153,2022.0,5.0,14.0,21.0,39.0,0.0008959282010882,0.0006725709794529,0.0001605231153715,-8.287837537487939e-05,-0.00018320138249781754,2022-05-14 21:40:00
2154,2022.0,5.0,14.0,21.0,59.0,0.0003369255527586,9.83404382787334e-05,6.26799880416595e-05,-8.852879943594308e-05,-1.2758658403246474e-05,2022-05-14 22:00:00
2155,2022.0,5.0,14.0,22.0,19.0,0.0002106153457254,3.02008532269441e-05,-1.95407211785104e-05,-6.694415306065154e-05,-1.7796627694259214e-05,2022-05-14 22:20:00
2156,2022.0,5.0,14.0,22.0,39.0,0.0001102636093161,-3.33944908162149e-05,-3.9390442112328e-05,-5.330541748879959e-05,-2.145241966408979e-06,2022-05-14 22:40:00
2157,2022.0,5.0,14.0,22.0,59.0,0.0001586180124649,-1.47208467622539e-05,2.19793661027294e-05,-6.43186861696304e-05,1.3130666499099571e-05,2022-05-14 23:00:00
2158,2022.0,5.0,14.0,23.0,19.0,0.0001239882031375,3.52595622307567e-06,-1.37207576392379e-05,-4.469842186063982e-05,-6.1705595214002034e-06,2022-05-14 23:20:00
2159,2022.0,5.0,14.0,23.0,39.0,0.0001163366287842,-8.05696575155017e-05,2.22623853294083e-05,-7.306355706853497e-05,3.6791428567051876e-05,2022-05-14 23:40:00
2160,2022.0,5.0,15.0,0.0,0.0,-0.0001486291959044,-4.76388554789817e-05,-1.48619235599299e-05,3.747322464765057e-05,1.1726988164240358e-05,2022-05-15 00:00:00
2161,2022.0,5.0,15.0,0.0,20.0,-0.0002029996643819,-0.0001317669435861,-1.60881258561059e-05,2.6431436287866425e-05,4.13877702075113e-05,2022-05-15 00:20:00
2162,2022.0,5.0,15.0,0.0,40.0,-8.04754257445824e-05,-6.08403691570106e-05,-7.20930438801895e-05,7.285735282957999e-06,-4.026001689867227e-06,2022-05-15 00:40:00
2163,2022.0,5.0,15.0,1.0,0.0,0.0003310065748996,8.01050826608765e-05,5.58432317651191e-05,-9.30988839475783e-05,-8.680447547677064e-06,2022-05-15 01:00:00
2164,2022.0,5.0,15.0,1.0,20.0,0.0004600192087172,8.45896475107357e-05,4.75010806638433e-05,-0.0001393059596313411,-1.3269612467582255e-05,2022-05-15 01:20:00
2165,2022.0,5.0,15.0,1.0,40.0,8.31785275441561e-05,-0.0001098655395473,5.67966115207458e-05,-7.163045161092992e-05,5.962867658964072e-05,2022-05-15 01:40:00
2166,2022.0,5.0,15.0,2.0,0.0,0.0002170011107467,-5.0477563868002e-05,7.27930674241634e-06,-9.924997202771876e-05,2.0664354422332144e-05,2022-05-15 02:00:00
2167,2022.0,5.0,15.0,2.0,20.0,3.11695173764139e-05,9.63784029267595e-05,8.55906862614031e-05,2.4196246957456624e-05,-3.859648180807295e-06,2022-05-15 02:20:00
2168,2022.0,5.0,15.0,2.0,40.0,0.0001722335216461,-2.76168617950587e-05,1.35774354860005e-05,-7.415598643456725e-05,1.4738567900200072e-05,2022-05-15 02:40:00
2169,2022.0,5.0,15.0,3.0,0.0,0.0002523506679288,1.22853628225462e-05,1.17755028393478e-05,-8.907803528989009e-05,-1.8241859863985653e-07,2022-05-15 03:00:00
2170,2022.0,5.0,15.0,3.0,20.0,0.0002370896171382,2.31121931003596e-05,-2.26310454539868e-05,-7.939793099734337e-05,-1.6366096083844866e-05,2022-05-15 03:20:00
2171,2022.0,5.0,15.0,3.0,40.0,0.0004342687613401,3.55781595812302e-05,0.0001304241283791,-0.0001479371435097847,3.393415699387112e-05,2022-05-15 03:40:00
2172,2022.0,5.0,15.0,4.0,0.0,0.000119103126535,-1.54053675830322e-05,-6.90237459464785e-05,-4.991038742784126e-05,-1.9183677410893133e-05,2022-05-15 04:00:00
2173,2022.0,5.0,15.0,4.0,20.0,0.0003024644589183,-0.0001213101356898,-6.83349985180418e-05,-0.00015724474753547313,1.8953537449645155e-05,2022-05-15 04:20:00
2174,2022.0,5.0,15.0,4.0,40.0,0.0004797216133697,1.88278488511964e-05,4.05632365905781e-05,-0.00017101809444100322,7.776525130369124e-06,2022-05-15 04:40:00
2175,2022.0,5.0,15.0,5.0,0.0,0.0004045488130955,-6.55814057663784e-05,-2.95842198599551e-05,-0.0001744453502270421,1.2879136281367908e-05,2022-05-15 05:00:00
2176,2022.0,5.0,15.0,5.0,20.0,5.95846363291752e-05,4.97328976501792e-05,2.75652897616867e-05,-3.6555616619651207e-06,-7.931165613056352e-06,2022-05-15 05:20:00
2177,2022.0,5.0,15.0,5.0,40.0,2.02508226453563e-05,-0.0001477082101347,-4.18020674764607e-05,-6.232246114287804e-05,3.789128538756326e-05,2022-05-15 05:40:00
2178,2022.0,5.0,15.0,6.0,0.0,-1.43123863793401e-05,0.000173336215613,-4.85849095934965e-05,6.962842374483863e-05,-7.939932923309356e-05,2022-05-15 06:00:00
2179,2022.0,5.0,15.0,6.0,20.0,0.0002568044141641,,7.09958757935868e-05,,,2022-05-15 06:20:00
2180,2022.0,5.0,15.0,6.0,40.0,9.64650934188634e-06,,,,,2022-05-15 06:40:00
2181,2022.0,5.0,15.0,7.0,0.0,-2.11703269551141e-05,0.0001082187245742,0.0002200254533341,4.801077978824271e-05,4.000240742751341e-05,2022-05-15 07:00:00
2182,2022.0,5.0,15.0,7.0,20.0,3.69847183979731e-05,0.0001064311353527,0.0001967249090581,2.5768614825501635e-05,3.230546465309481e-05,2022-05-15 07:20:00
2183,2022.0,5.0,15.0,7.0,40.0,-7.12427764676617e-06,0.000115690831959,-5.77556595634683e-05,4.5571469241471676e-05,-6.205598981125878e-05,2022-05-15 07:40:00
2184,2022.0,5.0,15.0,8.0,0.0,-1.10434408329736e-05,0.0001006003740839,,4.142627640700319e-05,,2022-05-15 08:00:00
2185,2022.0,5.0,15.0,8.0,20.0,2.1812112103199e-06,0.0002737557499702,0.0001003149072101,0.00010076977319476072,-6.205396878715564e-05,2022-05-15 08:20:00
2186,2022.0,5.0,15.0,8.0,40.0,-5.80451487785493e-06,3.2101374685084e-05,0.0002209921834032,1.4065265143947657e-05,6.758168469342254e-05,2022-05-15 08:40:00
2187,2022.0,5.0,15.0,9.0,0.0,0.0004559044769655,0.0001954177330349,0.0001318105314693,-9.665556361061224e-05,-2.2757496087871204e-05,2022-05-15 09:00:00
2188,2022.0,5.0,15.0,9.0,20.0,0.0004050800518173,0.0002686564957472,0.0001099743821071,-5.062098555476809e-05,-5.6773564808622534e-05,2022-05-15 09:20:00
2189,2022.0,5.0,15.0,9.0,40.0,7.19008636890213e-05,7.73303367762166e-05,-0.0001311475959272,2.0146467856012214e-06,-7.458960025166963e-05,2022-05-15 09:40:00
2190,2022.0,5.0,15.0,10.0,0.0,-2.15158925766767e-05,8.42084356963808e-05,6.86408671108329e-05,3.922980640929778e-05,-5.569791980518033e-06,2022-05-15 10:00:00
2191,2022.0,5.0,15.0,10.0,20.0,0.0001459429937067,0.0001039397289752,8.24249671115192e-05,-1.5585626987569574e-05,-7.697589217774883e-06,2022-05-15 10:20:00
2192,2022.0,5.0,15.0,10.0,40.0,0.0001262082978847,-4.95016417753875e-05,-6.43001130835964e-05,-6.519849338036642e-05,-5.294623008303724e-06,2022-05-15 10:40:00
2193,2022.0,5.0,15.0,11.0,0.0,-2.08219495282802e-05,-2.95565541254585e-05,-9.12174370397315e-05,-3.241040666856512e-06,-2.206113878864866e-05,2022-05-15 11:00:00
2194,2022.0,5.0,15.0,11.0,20.0,0.0001803811375233,0.0001049755812003,0.000126721449752,-2.7979798264564013e-05,7.780274973774595e-06,2022-05-15 11:20:00
2195,2022.0,5.0,15.0,11.0,40.0,0.0003311966894476,5.39128539294583e-05,-8.4694364574019e-05,-0.00010288825065608226,-4.959113363272891e-05,2022-05-15 11:40:00
2196,2022.0,5.0,15.0,12.0,0.0,0.0002335078845211,3.29860697964629e-06,-2.87482635088112e-05,-8.542088220462106e-05,-1.14657855057093e-05,2022-05-15 12:00:00
2197,2022.0,5.0,15.0,12.0,20.0,0.0004190972819907,0.0002441470640615,-1.55980833804452e-05,-6.491659292363638e-05,-9.293207421894282e-05,2022-05-15 12:20:00
2198,2022.0,5.0,15.0,12.0,40.0,0.0002383799499738,0.0004665531371609,0.0001070410127442,8.466537557962895e-05,-0.00012862687814550985,2022-05-15 12:40:00
2199,2022.0,5.0,15.0,13.0,0.0,0.000425838670917,0.000281785978226,3.76304226452859e-05,-5.3451834022634525e-05,-8.735440271224119e-05,2022-05-15 13:00:00
2200,2022.0,5.0,15.0,13.0,20.0,0.0004072445209167,0.0001375842787498,-8.05062863187329e-05,-0.00010005945906007421,-7.802882471146079e-05,2022-05-15 13:20:00
2201,2022.0,5.0,15.0,13.0,40.0,0.0002153227079974,0.0001073754078613,-6.50376222923611e-05,-4.0054656822300555e-05,-6.168623619093421e-05,2022-05-15 13:40:00
2202,2022.0,5.0,15.0,14.0,0.0,0.0005219294331952,0.0002574128827341,8.17979380655026e-05,-9.815085360337661e-05,-6.28318227794624e-05,2022-05-15 14:00:00
2203,2022.0,5.0,15.0,14.0,20.0,0.0007008145447089,0.0004109852320241,9.96449152403936e-05,-0.00010754334422441557,-0.00011139188435910785,2022-05-15 14:20:00
2204,2022.0,5.0,15.0,14.0,40.0,0.0006687795439209,0.0007320121910717,6.8618118378165e-05,2.3462948850018572e-05,-0.00023735029434473524,2022-05-15 14:40:00
2205,2022.0,5.0,15.0,14.0,59.0,0.000542074218313,0.000463716035363,-2.71366319025963e-05,-2.9075392560296842e-05,-0.00017561812782311136,2022-05-15 15:00:00
2206,2022.0,5.0,15.0,15.0,19.0,0.0005758168867133,0.0005259694199176,-0.0001098665644497,-1.8496277104155872e-05,-0.00022749051319044723,2022-05-15 15:20:00
2207,2022.0,5.0,15.0,15.0,39.0,0.0004557942593393,0.000373009203394,4.64408172810112e-05,-3.071801704834881e-05,-0.00011684020970053265,2022-05-15 15:40:00
2208,2022.0,5.0,15.0,15.0,59.0,0.0004593224047412,0.0005768716471142,0.0001435467634975,4.36175296374768e-05,-0.00015503573653549195,2022-05-15 16:00:00
2209,2022.0,5.0,15.0,16.0,19.0,0.0010086041021792,0.0003045344789727,0.0001867008344445,-0.000261250324009833,-4.2158727917066194e-05,2022-05-15 16:20:00
2210,2022.0,5.0,15.0,16.0,39.0,0.0010217910777146,0.0013325783820229,0.000386919746298,0.0001153199644928757,-0.00033833940455273696,2022-05-15 16:40:00
2211,2022.0,5.0,15.0,16.0,59.0,0.0004387563738744,0.0002253386212305,-2.02502387199087e-05,-7.919026072129872e-05,-8.786721286240024e-05,2022-05-15 17:00:00
2212,2022.0,5.0,15.0,17.0,19.0,0.0005471487425298,0.0003107315180236,8.26972852154044e-06,-8.772438757187386e-05,-0.00010821530930306246,2022-05-15 17:20:00
2213,2022.0,5.0,15.0,17.0,39.0,0.0008381902749544,0.0001561789023026,0.0001048664422612,-0.00025306544439769943,-1.8358661911055456e-05,2022-05-15 17:40:00
2214,2022.0,5.0,15.0,17.0,59.0,0.0007665697065548,0.0002499004336145,0.0001165382033899,-0.00019171401593332093,-4.7714572531162796e-05,2022-05-15 18:00:00
2215,2022.0,5.0,15.0,18.0,19.0,0.0009011075614561,0.0002482076017781,5.68058408888338e-05,-0.00024226343587309835,-6.848005756324373e-05,2022-05-15 18:20:00
2216,2022.0,5.0,15.0,18.0,39.0,0.0004746743371416,0.0002891804122096,-7.71499729434249e-05,-6.88289146315399e-05,-0.00013106632742505364,2022-05-15 18:40:00
2217,2022.0,5.0,15.0,18.0,59.0,0.0002994857266569,3.71629472526983e-06,0.0002904529381294,-0.00010974747010450101,0.00010258913896391064,2022-05-15 19:00:00
2218,2022.0,5.0,15.0,19.0,19.0,0.000527505926547,,0.0003226501253231,,,2022-05-15 19:20:00
2219,2022.0,5.0,15.0,19.0,39.0,2.1387417218126e-05,0.0002379166584601,0.0003578191356515,8.034480194507384e-05,4.289891849423972e-05,2022-05-15 19:40:00
2220,2022.0,5.0,15.0,19.0,59.0,0.0002239710873394,-6.09165822713949e-05,,-0.00010570971043072168,,2022-05-15 20:00:00
2221,2022.0,5.0,15.0,20.0,19.0,,,,,,2022-05-15 20:20:00
2222,2022.0,5.0,15.0,20.0,39.0,6.10110189474431e-06,0.0003881486767687,9.29950880862085e-05,0.0001417616233298537,-0.00010560056840160697,2022-05-15 20:40:00
2223,2022.0,5.0,15.0,20.0,59.0,2.37960129718594e-05,0.0002901195575871,-0.00049417222685,9.882135236187036e-05,-0.0002806052896018247,2022-05-15 21:00:00
2224,2022.0,5.0,15.0,21.0,19.0,-2.80893784974253e-05,2.47439161398977e-05,0.0004223817141472,1.9604190960045642e-05,0.00014226754848204018,2022-05-15 21:20:00
2225,2022.0,5.0,15.0,21.0,39.0,-1.18517645785486e-05,,0.0004692721210449,,,2022-05-15 21:40:00
2226,2022.0,5.0,15.0,21.0,59.0,,,,,,2022-05-15 22:00:00
2227,2022.0,5.0,15.0,22.0,19.0,0.0009885084521309,0.0001952405626197,6.51573592077699e-05,-0.0002943480109503525,-4.654139656956354e-05,2022-05-15 22:20:00
2228,2022.0,5.0,15.0,22.0,39.0,-1.58963081169613e-05,3.5833678985172e-05,0.0001327289691578,1.9194800408954844e-05,3.466736678806011e-05,2022-05-15 22:40:00
2229,2022.0,5.0,15.0,22.0,59.0,0.0007258348486415,0.0003244481132184,,-0.0001489375641644156,,2022-05-15 23:00:00
2230,2022.0,5.0,15.0,23.0,19.0,,,,,,2022-05-15 23:20:00
2231,2022.0,5.0,15.0,23.0,39.0,0.0004479269918091,9.90223583762015e-05,,-0.00012946368587491596,,2022-05-15 23:40:00
2232,2022.0,5.0,16.0,0.0,0.0,0.0004352778667398,0.000464886337679,,1.0986445617513914e-05,,2022-05-16 00:00:00
2233,2022.0,5.0,16.0,0.0,20.0,0.0004863053345188,0.0003227820100299,,-6.0676558251910946e-05,,2022-05-16 00:20:00
2234,2022.0,5.0,16.0,0.0,40.0,0.000413308749716,0.0004804948721203,0.0001332378008596,2.492991554890539e-05,-0.00012424224374264761,2022-05-16 00:40:00
2235,2022.0,5.0,16.0,1.0,0.0,0.0003318805775459,0.0001805567529535,0.0001169144842652,-5.614984214931355e-05,-2.2770042464508046e-05,2022-05-16 01:00:00
2236,2022.0,5.0,16.0,1.0,20.0,0.0003686309920714,0.0004177590285613,-9.82114295557225e-05,1.8229327083450827e-05,-0.00018460481506870217,2022-05-16 01:20:00
2237,2022.0,5.0,16.0,1.0,40.0,0.000740698235631,0.0002068625115138,0.0002162315616865,-0.00019808375662975881,3.352075195957063e-06,2022-05-16 01:40:00
2238,2022.0,5.0,16.0,2.0,0.0,,,,,,2022-05-16 02:00:00
2239,2022.0,5.0,16.0,2.0,20.0,0.0003247360162562,0.0003169314931283,-0.0002463600737458,-2.8959269491280056e-06,-0.00020153544431989267,2022-05-16 02:20:00
2240,2022.0,5.0,16.0,2.0,40.0,0.0003739967777164,4.1477948152367e-05,7.08160562322856e-05,-0.00012338361022784156,1.0496639742368015e-05,2022-05-16 02:40:00
2241,2022.0,5.0,16.0,3.0,0.0,0.0008644053035898,0.000222880991187,-8.43001749674258e-05,-0.00023804241647599255,-0.00010990381615542962,2022-05-16 03:00:00
2242,2022.0,5.0,16.0,3.0,20.0,0.0003096250654444,0.0003805111442036,8.43578421832507e-06,2.630281215554731e-05,-0.00013312177459222715,2022-05-16 03:20:00
2243,2022.0,5.0,16.0,3.0,40.0,0.0005199832660572,0.0004282472057223,0.0001049201408737,-3.4039354484192966e-05,-0.00011568052409610018,2022-05-16 03:40:00
2244,2022.0,5.0,16.0,4.0,0.0,0.0008351606705795,-0.0001116330930325,,-0.00035131494011576993,,2022-05-16 04:00:00
2245,2022.0,5.0,16.0,4.0,20.0,,,,,,2022-05-16 04:20:00
2246,2022.0,5.0,16.0,4.0,40.0,0.0002796802121086,0.0004561394288634,0.0002504974007279,6.547651827636366e-05,-7.357496534364939e-05,2022-05-16 04:40:00
2247,2022.0,5.0,16.0,5.0,0.0,0.0011824046596187,0.0011795653584523,-0.0003328090359094,-1.0535440320593328e-06,-0.0005410999622045438,2022-05-16 05:00:00
2248,2022.0,5.0,16.0,5.0,20.0,0.0006244477061233,0.0009795648751735,-0.0001614248717587,0.00013176889389617807,-0.0004082253119614311,2022-05-16 05:20:00
2249,2022.0,5.0,16.0,5.0,40.0,0.0004391192602685,0.0001880428510939,-2.44040495771448e-05,-9.316378819094621e-05,-7.60096245692468e-05,2022-05-16 05:40:00
2250,2022.0,5.0,16.0,6.0,0.0,0.0003695893808698,4.25251209614441e-05,1.85519148454669e-05,-0.00012135965117193168,-8.577175712335313e-06,2022-05-16 06:00:00
2251,2022.0,5.0,16.0,6.0,20.0,0.000453206482493,1.27620879498169e-05,0.0002424753922167,-0.00016343020205683974,8.218722871802616e-05,2022-05-16 06:20:00
2252,2022.0,5.0,16.0,6.0,40.0,0.0005617223045981,0.0002275991513148,-8.53057842997791e-05,-0.00012397890659862707,-0.00011195167642739862,2022-05-16 06:40:00
2253,2022.0,5.0,16.0,7.0,0.0,0.000452436044457,0.00015674062127,0.0001332090980462,-0.00010972000860371057,-8.419149632844369e-06,2022-05-16 07:00:00
2254,2022.0,5.0,16.0,7.0,20.0,0.0003615919223496,0.0004437041531547,0.0001575511506272,3.0468360224526898e-05,-0.00010238032290787118,2022-05-16 07:20:00
2255,2022.0,5.0,16.0,7.0,40.0,0.0008502716110738,0.0001747350169922,-2.56261023872607e-05,-0.00025066292915829313,-7.168555255079095e-05,2022-05-16 07:40:00
2256,2022.0,5.0,16.0,8.0,0.0,0.0005419720689319,0.0001865662285089,2.56000632345357e-05,-0.00013187600757810758,-5.759075680657042e-05,2022-05-16 08:00:00
2257,2022.0,5.0,16.0,8.0,20.0,0.0003914347954892,0.0002232469933239,1.8994330778734e-05,-6.240734774222635e-05,-7.307787568700035e-05,2022-05-16 08:20:00
2258,2022.0,5.0,16.0,8.0,40.0,0.0005542361525086,0.0002201095503704,4.3603588323732e-06,-0.00012398018632215214,-7.719112398498275e-05,2022-05-16 08:40:00
2259,2022.0,5.0,16.0,9.0,0.0,0.0002195108438423,0.0004311781301765,-7.71648377438375e-05,7.854073704423005e-05,-0.0001818758382541458,2022-05-16 09:00:00
2260,2022.0,5.0,16.0,9.0,20.0,0.0005301690663922,0.0002951765769907,0.0001039546692426,-8.719572890593695e-05,-6.841570939109123e-05,2022-05-16 09:20:00
2261,2022.0,5.0,16.0,9.0,40.0,0.0006111970255701,0.000189739767653,0.0002307773133332,-0.00015638488234400745,1.4682485037638644e-05,2022-05-16 09:40:00
2262,2022.0,5.0,16.0,10.0,0.0,0.00032265311815,0.0002456962417719,0.0001726260267094,-2.8555427227495348e-05,-2.6143189646690533e-05,2022-05-16 10:00:00
2263,2022.0,5.0,16.0,10.0,20.0,0.0006230829681286,0.0001251235353737,0.0001352913065603,-0.00018477158914838592,3.6378430005724455e-06,2022-05-16 10:20:00
2264,2022.0,5.0,16.0,10.0,40.0,0.0003456341679833,-8.93509123804371e-05,-0.0001136158046926,-0.00016140448250973548,-8.681535710970627e-06,2022-05-16 10:40:00
2265,2022.0,5.0,16.0,11.0,0.0,0.0003425302933427,0.0002374529006712,7.75436900513923e-05,-3.898975609332098e-05,-5.7212597717283614e-05,2022-05-16 11:00:00
2266,2022.0,5.0,16.0,11.0,20.0,0.0001946752668166,0.0006651301760499,-0.0003349953404105,0.00017456582902905383,-0.000357826660629839,2022-05-16 11:20:00
2267,2022.0,5.0,16.0,11.0,40.0,0.0003949886327769,0.0002647734461339,-9.57861845612315e-05,-4.83173234296846e-05,-0.00012900165677822236,2022-05-16 11:40:00
2268,2022.0,5.0,16.0,12.0,0.0,0.0007083126990338,0.0006813899467722,0.0001398589136485,-9.989889521929495e-06,-0.00019374992240561717,2022-05-16 12:00:00
2269,2022.0,5.0,16.0,12.0,20.0,0.0001797733308627,0.0001610752724125,-4.73446687090696e-05,-6.93805508356215e-06,-7.45688519218496e-05,2022-05-16 12:20:00
2270,2022.0,5.0,16.0,12.0,40.0,0.0007159728062559,0.0002703617031898,2.010178920215e-05,-0.00016534734807647497,-8.953843076481218e-05,2022-05-16 12:40:00
2271,2022.0,5.0,16.0,13.0,0.0,0.0011425230037647,0.0015514924274575,0.0001642798229773,0.0001517511776225603,-0.0004963193575957781,2022-05-16 13:00:00
2272,2022.0,5.0,16.0,13.0,20.0,0.0020170033998131,0.0026293652776743,-0.0007236616599819,0.0002272214760152876,-0.0011996518560487299,2022-05-16 13:20:00
