,tke_transport_I,tke_transport_II,tke_transport_III,WpEp_bar_1,WpEp_bar_2,WpEp_bar_3,WpEp_bar_4
0,1.4556114661076062e-05,0.00033122810804118075,-0.00015513505813573503,0.0002994638114531,0.0003386925404647,0.0012644751024398,0.000889823937042
1,0.00013393503717064933,0.0004145233972664761,0.00012540797437917182,0.0033734978442587,0.0037344527694336,0.0048930456647934,0.0051959059229191
2,0.0005786196193116141,0.0004901467198980323,-0.0026559167124019047,-0.00166486485372,-0.0001054849796752,0.0012644751024398,-0.0051495637580108
3,0.0010733429817675326,0.00016000273340543826,0.0023103143533780954,-0.0006169885486281,0.0022756707872354,0.0027228784271036,0.0083022875905117
4,0.0005652665649004825,8.182323392128799e-05,0.0009822685685016974,0.0022209121860596,0.0037443055784664,0.0039730015172764,0.006345180110208
5,-0.00045294203767554727,-0.0001325158917311986,0.0004197168715750725,0.0002097913753016,-0.001010887416234,-0.0013812693336227,-0.0003676530887689
6,-0.0009753658938026128,0.0029395724269860968,-0.0005238832334272878,0.0027013217463924,7.271066259435891e-05,0.0082888155960205,0.0070236375872936
7,7.35574468374768e-05,0.0003464482474118426,-0.0002671064219256315,0.0003891362476046,0.0005873735668316,0.0015556964183477,0.0009106344093973
8,0.0002209984429663822,0.00023714544541062613,0.0002884444236776397,-0.0034436978306316,-0.0028481070268372,-0.0021852855069145,-0.001488692223733
9,-0.0003555413935562676,0.0024229360984023406,7.828045220857125e-05,0.0010308947182285,7.271066259435891e-05,0.0068448170576289,0.0070338643497126
10,-0.0012014490101686086,0.00027913127156389985,0.002910385213797847,0.0035765976228691,0.0003386925404647,0.0011188644444858,0.0081474447358076
11,-0.0013907797856239487,0.0020248356568890666,0.0005782506685366461,0.0038208621848509,7.271066259435891e-05,0.0057321263235993,0.0071286016881153
12,0.00016544961950782933,-0.0010143058042809661,0.0007001759314739957,-0.0003558752104757,9.001151409790002e-05,-0.0027449732088674,-0.0010540483343577
13,4.7662979101249646e-05,0.0001810202129408523,1.3939332274534248e-06,-7.304191758705e-05,5.540981109081781e-05,0.0005613613062605,0.0005647276550048
14,-0.0015398317037272357,0.00016974419553910554,0.0005388149049660041,0.003243186884207,-0.0009066595573379,-0.0004322245308061,0.0008690134646868
15,4.5515617974805206e-05,0.0004958422563480143,-0.0001783167621341615,-0.0007228459488507,-0.0006001813584086,0.0007856977480841,0.0003550627675301
16,0.0001530662965501802,-0.000841261538891748,0.000856344874957681,-0.000391705561119,2.0808108083735604e-05,-0.0023305178931187,-0.0002624450200959
17,-3.928921339213358e-05,0.0003244139316798569,0.0001714181452156936,-0.0004638276445165,-0.0005697120746083,0.0003370248644369,0.0007509996851328
18,0.00010064728984148424,0.0004629898929761002,-0.0008700886726277846,-0.0005920474104591,-0.0003208029643363,0.0009732537865319,-0.0011280103578642
19,-0.00014648252486701297,0.0005132062703565654,-0.0006806021910067909,-0.0007650236687189,-0.0011597940732355,0.0002746174524111,-0.0013690368388703
20,-0.00012550885835458257,-4.623719379681573e-05,-0.0006268277618534991,0.0008042250219124,0.0004659786486468,0.0003367456919847,-0.0011770433528915
21,-4.432684718634506e-05,-0.00013985862294339893,1.064023027788818e-05,-0.0009930499171825,-0.0011125107703497,-0.0015034156214765,-0.0014777194653554
22,0.00016044544621309834,-2.33588352813238e-05,0.0003823132299587578,-0.0009119433584066,-0.0004795428808623,-0.0005448308254736,0.0003784556248768
23,7.397797276048237e-05,-3.417955417169946e-05,-0.00023033361434335404,-0.0004275359117623,-0.0002281652751728,-0.0003236971290827,-0.0008799528077219
24,8.137563304248608e-05,3.269524997967801e-05,-0.0003375348586133333,-0.0007439348087848,-0.0005246274777353,-0.0004332442540421,-0.0012483909375933
25,-0.0002669848813401113,-0.0005680432157437209,0.0007226877064785093,-0.0006508029131727,-0.0013703271683843,-0.002958007956388,-0.0012127171452424
26,-0.00033392115607202227,0.0005313788839994634,-0.0008843463117440166,0.0007823914050861,-0.000117526110528,0.0013676778702505,-0.0007680184726113
27,0.00016637508467439704,-0.00014282065911485923,-0.0003108427528465708,-0.0001060741722551,0.0003423066809424,-5.687706128363152e-05,-0.0008075623094081
28,-0.00013647404446608536,-0.00046623744104672636,0.00067714930876294,-0.0013087720636835,-0.0016765696135196,-0.0029797032612452,-0.0013443876805827
29,0.0007652995595058256,-0.000831992952099034,0.00013331946188066248,-0.0024791807923081,-0.0004166984794399,-0.0027421187805567,-0.0024201522801149
30,0.0008488682185080891,-2.8769194726511647e-05,-0.00039936439608579706,-0.0026415539268968,-0.0003538540780175,-0.0004342639772781,-0.0013987289938253
31,0.0018512764513464563,-0.002123396219829517,0.0007775709748605384,-0.0022518700285386,0.0027373200078401,-0.0031975724265834,-0.0013197385222952
32,0.0014249988188937662,-0.00021369711595330948,-0.000480570593984265,-0.0036773523551073,0.0001630194618114,-0.0004342639772781,-0.0015948419617501
33,-5.521689192126161e-05,0.0005167316964175313,-0.00274672282665118,-0.0014901013646199,-0.0016389108883477,-0.0001946457968607,-0.0068279814232233
34,0.0004752365657725047,-0.0002591970122549553,-0.0006953896908333747,-0.002024689184213,-0.0007439266394561,-0.0014683822887087,-0.0031477483920713
35,0.0010104320876216698,-0.00019981610393008946,0.007017477612290766,-0.0024790833527252,0.0002440311234152,-0.0003144548870694,0.0166327535466128
36,0.0009954141466417441,-0.00011781278056722719,-0.0007222293880467495,-0.0024791158325862,0.0002035252926133,-0.0001257614290721,-0.001869945401205
37,-0.003973879479727348,0.004846288533242505,-0.0009219879176672464,-0.0024791158325862,-0.0131887210304514,0.0003566554199614,-0.001869945401205
38,0.004566124687746753,0.0019186828811616461,-0.012041580302401987,-0.0069503280452851,0.0053553779881924,0.0107180966410392,-0.0183623197892616
39,0.0021951162823894625,0.0011701508843409301,0.0003385945801537888,-0.0024790508728643,0.0034367875081753,0.0067073592299082,0.0075250651409796
40,0.0038879362659869393,-0.0005812757294205726,-0.0001973777010100622,-0.0060806689652515,0.0043973192715833,0.0027726536078528,0.0022959864599135
41,0.0011679193296290163,0.004479033954393739,0.00025207055512198757,-0.020150537390528,-0.0170029947971778,-0.0044840948946473,-0.0038753445040277
42,-0.0007198087357556586,-0.0018879007693686223,-0.00451138905982675,-0.0006723302906061,-0.0026122148334676,-0.0078888974838529,-0.0187839020633345
43,0.0020521897336458995,-0.0014161530913752059,-0.002789135713090559,0.0086249493953808,0.0141556007275565,0.0101974528371628,0.0034616900900491
