new_index,L_sonic1,L_sonic2,L_sonic3,L_sonic4
1810,-341.88322028403576,-329.898097559801,-358.7426576763098,-560.3245951345147
1811,-352.26428728640997,-437.58780118002073,-519.3387905882905,-615.8470820627258
1812,-352.59363332980763,-386.55808782876005,-414.60506104826624,-583.8061190864365
1813,-433.269490473035,-449.49623125392645,-571.2457169288473,-546.1435325171788
1814,-488.13366732402665,-349.923786354508,-402.29294368271695,-389.76564093468875
1815,-366.77358243224876,-377.89949079747646,-356.4539577090873,-381.1183310067226
1816,-371.2625024056715,-482.5727085705194,-402.6661217766462,-424.7344853068874
1817,-348.24363841694554,-362.3977402556845,-394.83943220472463,-456.4703317555447
1818,-283.9702747808277,-304.07387884123943,-317.0456166619749,-431.8589065996343
1819,-372.3245569975205,-433.92759868920183,-381.65836091877713,-500.23408617281694
1820,-458.45009804143507,-466.1558444651591,-398.3356418232546,-487.52976248301604
1821,-566.5503665237558,-597.6090840188909,-549.056095484872,-769.7680395842661
1822,-709.1426576964777,-668.0570757185968,-638.5610779788437,-1146.749495353017
1823,-609.1656453354072,-581.9243509812846,-622.8519058825343,-1555.61822730842
1824,-745.3037886009155,-691.4377588341852,-540.8911002333416,-1076.3307188513827
1825,-817.4453898619681,-817.079119093812,-739.4838589789697,-4332.142953448281
1826,-839.7893973416094,-798.2812606861389,-906.8093025809181,-1802.1863711676135
1827,-885.706213623524,-688.4996830179591,-795.7285293814094,-2550.0396861628074
1828,-842.6809764729054,-653.2981572710571,-713.9485308074518,-1380.9490755834656
1829,-660.1559213273226,-745.8166339335123,-858.709081569346,-1479.6843584778715
1830,-877.8085556026683,-675.6133270005406,-800.8960961551774,-1160.9201985858315
1831,-845.3498852602896,-657.7447418036854,-742.2544331342377,-2199.8625896163285
1832,-946.7142839856639,-669.3304676969548,-844.5054032185136,-3343.9592758996605
1833,-879.15539245017,-701.4367240228237,-699.5891141190261,-2059.265408747207
1834,-768.3125361733701,-574.492385485736,-729.0312261000545,-1536.2799347144467
1835,-783.098054675448,-632.0594116722865,-710.1282900390929,-2032.1885767393333
1836,-662.045785701244,-558.7578370311194,-580.7801588199608,-929.2905928966027
1837,-608.839087086113,-555.6233111820983,-615.7756872378645,-1079.3397221203475
1838,-604.9525954925497,-481.7111349573916,-565.9460552102428,-997.2945794210833
1839,-620.5819969307404,-518.5087366030643,-615.7634849495463,-998.1234872140869
1840,-599.9853930931827,-482.6950889063414,-582.7825875549778,-741.3155638817793
1841,-605.5471305001714,-557.9129046514026,-549.9416400094055,-942.6635941741816
1842,-623.9036026780849,-542.1831949468807,-526.7748578187553,-814.4010596426208
1843,-634.97898415145,-436.2423739935575,-584.3474369570097,-725.44610314372
1844,-823.7013133542173,-602.7785005184252,-672.87195586893,-1151.3307197127756
1845,-777.2665086118287,-682.7575611929645,-844.8998462562336,-1168.7391610907453
1846,-836.4588312695179,-672.8559950933629,-753.6215481963907,-952.06670657355
1847,-780.699797337597,-683.5114953916479,-848.4590160535904,-786.4044898015928
1848,-813.9830409771814,-676.6889206410801,-684.2255697752485,-803.7596953825855
1849,-962.2217618387391,-897.8804134363108,-877.0316213018292,-1451.152281874239
1850,-1192.1469222243388,-1458.747568454189,-1024.5898035487633,-912.9487386411336
1851,-1412.3416116087583,-1610.2517904830574,-1091.9865649897097,-2181.643598505375
1852,-830.0800723118675,-887.8899158026787,-928.0004844325558,-883.2338831080854
1853,-826.8906928330424,-887.8899158026787,-928.0004844325558,-1020.688959965612
1854,-1196.4909229355644,-887.8899158026787,-928.0004844325558,-1120.3209665352247
1855,-1119.7673158797966,-1678.7305688633105,-902.5160528671925,-1129.0251872242095
1856,-1152.365877193548,-882.8946669858626,-928.0004844325558,-1270.2317476159565
1857,-1061.9954767218858,-1532.4729839292822,-1662.0205356723168,1687.4511095264718
1858,-790.1201211132718,-1025.01473256131,-1501.2981622068442,-1821.5067887438158
1859,-628.5808140626922,-814.9978824453741,-978.9693475632823,-2570.4458295605777
1860,-559.6826578004342,-877.8994181690466,-774.9539849938723,-1965.81628325812
1861,-519.4540066491942,-622.361286862694,-498.1715126251485,-1756.126161023416
1862,-534.7756644253178,-752.6049559557836,-622.6624166441507,-1089.3112133576738
1863,-471.24509330061574,-459.84133278459836,-503.90315411796956,-1886.887416464216
1864,-479.89555512371857,-518.1809275461453,-549.0174546103843,-2521.687417423248
1865,-544.4526094669703,-542.9385064066496,-633.8304188311608,-2226.6173513773692
1866,-571.9217444379091,-565.9583770974994,-704.440976207795,-2523.238648984672
1867,-574.9718552611254,-594.4925844522274,-687.4185535753284,-1723.2140005441481
1868,-566.0676153505975,-614.5371058170847,-773.6129545034354,-1690.3018400648803
1869,-565.2179678023174,-471.7704170858707,-574.9337189821169,-2077.162101663133
1870,-553.9555226221678,-694.523012378086,-841.9525765258991,-1624.4775191063443
1871,-581.3233452969856,-609.0553719735098,-694.9308982417001,-1472.2831127797294
1872,-548.2283874439014,-508.40012777076987,-607.1225331945228,-872.5553790573359
1873,-592.1634317081988,-585.23791933825,-675.4353908995985,-1338.26665073688
1874,-540.5815975859126,-492.9744818896488,-652.7410137691076,-896.3404794174808
1875,-668.1334790840833,-541.4106546955807,-608.6598282122931,-930.4906254609732
1876,-764.127478316717,-571.0389474549885,-611.3843356552625,-1543.7919771325903
1877,-491.1771372494876,-537.6461855708343,-606.8045276995022,-1180.2738008412084
1878,-498.5423149165331,-482.37244948775975,-572.2917422469814,-1259.2702257890442
1879,-335.5479803211039,-315.3216357501398,-354.78808591512734,-1462.0412412820478
1880,-311.78603668194313,-361.4716318020093,-253.48720287683327,-1143.8000517189153
1881,-271.9651369273772,-254.65872330036228,-289.4377009414661,-1980.998682818513
1882,-286.6082091089995,-238.2697564788023,-268.2650374176711,-1107.326302596622
1883,-266.28799389921227,-231.34795093953178,-264.8847235079573,-1107.326302596622
1884,-227.8603589308657,-269.02089510141485,-244.63072211353307,-1034.3788043520356
1885,-292.87594930139454,-241.80443832423444,-293.4071112647606,-897.529004458385
1886,-298.01616196637644,-233.09826829287292,-338.4618073223545,1371.2656980731424
1887,-346.83617237699707,-263.2847917317261,-326.35585315671915,1525.809891038207
1888,-293.9715631581292,-264.0085995214498,-318.830107866281,-1451.7993697843663
1889,-333.1715121215623,-289.24788299548885,-275.34452851316473,391.4551117381187
1890,-346.8392733829447,-278.3471584256696,-286.7349343886634,297.98717818788873
1891,-325.60075331359343,-276.2347605690388,-293.95969809568436,216.310464290614
1892,-305.949827209102,-266.6142839638488,-349.4971808284682,-794.2913081605851
1893,-339.24059326012303,-283.69703363628656,-318.17650484048704,475.5508482447226
