,date,prod_I,prod_II,prod_III
0,2022-04-15 00:00:38.966405,0.005568787103565936,0.0023543075440632475,0.0029976905997473606
1,2022-04-15 00:20:38.976000,0.0029447956630360853,0.0009062927470432133,0.0019982382709941553
2,2022-04-15 00:40:38.985604,0.00311257350804038,0.00040491489620704307,0.0009460788337864268
3,2022-04-15 01:00:38.995199,0.0016929589294064334,0.000489070912901318,0.0019176087322972256
4,2022-04-15 01:20:39.004803,0.0023182190603107332,0.0011780274152535589,0.002562145157537199
5,2022-04-15 01:40:39.014398,0.0011799707441230304,0.0003785151611507691,0.0006313661766072689
6,2022-04-15 02:00:39.024002,0.002197783497542899,0.001016069536333056,0.002525745777645719
7,2022-04-15 02:20:39.033597,0.0019958850927460684,0.0008627548969601668,0.0023303895667658747
8,2022-04-15 02:40:39.043201,0.0016187071099411183,0.0005195936265476161,0.0011968504299989006
9,2022-04-15 03:00:38.966405,0.0029456211855301722,0.0010876304627930173,0.0024045250382886225
10,2022-04-15 03:20:38.976000,0.0050097651814233115,0.0015802491545681527,0.0038434525285969278
11,2022-04-15 03:40:38.985604,0.0031752321258718815,0.0008759857102210407,0.0021438288163141907
12,2022-04-15 04:00:38.995199,0.002083417543292648,0.0004973916645826485,0.0011461597507020315
13,2022-04-15 04:20:39.004803,0.0023593692193049536,0.001491662827172309,0.006798745294714579
14,2022-04-15 04:40:39.014398,0.0018985536391080517,0.0005248098621398691,0.0030177742577458698
15,2022-04-15 05:00:39.024002,0.0014916779758897582,0.0005888317315512308,0.0019537664142822045
16,2022-04-15 05:20:39.033597,-0.0003676791374003701,0.0001024535096587084,0.0011153437991226714
17,2022-04-15 05:40:39.043201,2.6774778153346106e-05,-3.053368369863533e-05,0.0002492673898133906
18,2022-04-15 06:00:38.966405,7.782988276584147e-06,-2.7098329624098583e-06,-0.0001102059336802046
19,2022-04-15 06:20:38.976000,0.00025052381575971244,1.1577602056321334e-05,0.0004643459015151548
20,2022-04-15 06:40:38.985604,0.0006430211943720849,0.00010643387107411936,0.0007134307839026097
21,2022-04-15 07:00:38.995199,0.0013556696321105205,0.00031563345722914274,0.0007603074802530317
22,2022-04-15 07:20:39.004803,0.0012805375456943218,0.0003425307144985931,0.0011175563070913508
23,2022-04-15 07:40:39.014398,0.0008862201421491854,0.00029689132862965097,0.000835395351200037
24,2022-04-15 08:00:39.024002,0.002380649247051978,0.00102103857771372,0.003702757078070164
25,2022-04-15 08:20:39.033597,0.0026213764813694408,0.0008708707615798775,0.0019082515467068672
26,2022-04-15 08:40:39.043201,0.0027484512970691365,0.0010641165649399095,0.0030077842743484735
27,2022-04-15 09:00:38.966405,0.0034914023550907994,0.0013714914768481387,0.002982542175151178
28,2022-04-15 09:20:38.976000,0.004181428157628767,0.002293113687461872,0.004476529859475762
29,2022-04-15 09:40:38.985604,0.005257843492760601,0.0027004753407269323,0.004528654619408225
30,2022-04-15 10:00:38.995199,0.006071500210453071,0.0012792233844923923,0.0027490363582725304
31,2022-04-15 10:20:39.004803,0.010564264264248899,0.00576733618099432,0.007927074466923102
32,2022-04-15 10:40:39.014398,0.0072042935261394155,0.0025062853832347972,0.005604837605212676
33,2022-04-15 11:00:39.024002,0.004055212204606412,0.0019763119044602984,0.004291028899906905
34,2022-04-15 11:20:39.033597,0.002608467745815512,0.002597364305280151,0.005972479184264564
35,2022-04-15 11:40:39.043201,0.005546296344960575,0.002124469970585358,0.0036756252909789654
36,2022-04-15 12:00:38.966405,0.013994140235182537,0.009818456198660506,0.017953887749032792
37,2022-04-15 12:20:38.976000,0.009839993427358472,0.005944218774042459,0.01751919385039444
38,2022-04-15 12:40:38.985604,0.006163286438930813,0.0036395558588215604,0.0036735097135463793
39,2022-04-15 13:00:38.995199,0.009694193730616205,0.007054255851107354,0.010723531469537279
40,2022-04-15 13:20:39.004803,0.009666278422293834,0.006245477676618601,0.0084409363560863
41,2022-04-15 13:40:39.014398,0.009332963282575175,0.0044626890393739994,0.004928032871610505
42,2022-04-15 14:00:39.024002,0.015065354264155149,0.008740495994652743,0.013942391847363077
43,2022-04-15 14:20:39.033597,0.019360345884895734,0.015212487209025198,0.02153226824451909
44,2022-04-15 14:40:39.043201,0.02306230619645922,0.012944121943738889,0.020997398781730972
45,2022-04-15 15:00:38.966405,0.019436731044648988,0.012760289044306055,0.01887678360347992
46,2022-04-15 15:20:38.976000,0.025492448760070764,0.01604193852806903,0.02308361202135682
