,index,epsW_sonic1,MAD_value_1,MAD_criteria_met_1
0,0,0.003283016592517378,0.1505787267166342,True
1,1,0.0024703873557336323,0.147326437190324,True
2,2,0.002108965810556506,0.1410765960384817,True
3,3,0.0010517221214985076,0.14679400104541562,True
4,4,0.001476693474261141,0.13507354767360286,True
5,5,0.0012673487476486942,0.14482555926520668,True
6,6,0.0016002955084313104,0.1473833790475402,True
7,7,0.001333619937012062,0.14630746051785037,True
8,8,0.0013810549929903213,0.14559459544510625,True
9,9,0.0025456777874925045,0.1349145072236198,True
10,10,0.002257369406115334,0.1345528154106735,True
11,11,0.0023211805081757397,0.1442247925767072,True
12,12,0.0016406502523058182,0.14118595993980698,True
13,13,0.0022860709334171685,0.13883029851896067,True
14,14,0.0013836117350442187,0.147162117407555,True
15,15,0.001038401283687226,0.17416459074159302,True
16,16,0.00015928927255092585,0.21755617673834088,True
17,17,6.228663527665381e-05,0.2857938551217753,True
18,18,3.934958946179013e-05,0.1628073856360878,True
19,19,0.00031390509689777963,0.1592534364642021,True
20,20,0.0004386488431126804,0.15417495564287845,True
21,21,0.0009014614515422039,0.1445882509896898,True
22,22,0.0006894255602666829,0.1646488852589589,True
23,23,0.0005638361737635534,0.14469136926404025,True
24,24,0.0012286611641008655,0.1541938153944479,True
25,25,0.0014480045351223311,0.14683421494124343,True
26,26,0.0017712278428166747,0.15126445660481028,True
27,27,0.002018854444111559,0.15793055626446675,True
28,28,0.0023074102695850008,0.17451570733450572,True
29,29,0.0024607880450717846,0.15563027724954645,True
30,30,0.004486367533956081,0.14591686980776117,True
31,31,0.006516365064948868,0.15405627469910108,True
32,32,0.003936369317690402,0.15159127950538392,True
33,33,0.002126189764601533,0.1567683704673566,True
34,34,0.0033467830195182927,0.15218220852647185,True
35,35,0.003621571407701785,0.1321340052698201,True
36,36,0.007560150927627473,0.1554934544172976,True
37,37,0.006928888644860012,0.144106306418331,True
38,38,0.006860900085032977,0.14712778667754667,True
39,39,0.00934063491254937,0.1270998706471054,True
40,40,0.009391171191772312,0.13151449723191816,True
41,41,0.007983584660442682,0.15000755385868708,True
42,42,0.01474342887979781,0.13938953827822811,True
43,43,0.01592800648431554,0.13516738704218215,True
44,44,0.019386990134287352,0.13918775399044503,True
45,45,0.015329240297337036,0.12769965201158712,True
46,46,0.018559810357209505,0.13439571411173507,True
47,47,0.02180412045650523,0.14174105245185584,True
48,48,0.022543328071137337,0.13446534540857863,True
49,49,0.029887241938875663,0.1315483591388916,True
50,50,0.03794802613289576,0.14377547672245583,True
51,51,0.031989397291125654,0.14576768031685255,True
52,52,0.03183438202543309,0.13810513275291655,True
53,53,0.023358660070939195,0.1385019282297381,True
54,54,0.024921407409316025,0.12823873455611617,True
55,55,0.02040366895719619,0.14549587682504903,True
56,56,0.014081455642612421,0.13655735352257964,True
57,57,0.009838956143285163,0.1340948243848449,True
58,58,0.012312327008096409,0.13558470642009066,True
59,59,0.011527933742324912,0.13783492726702395,True
60,60,0.0126415550599349,0.13915996819970128,True
61,61,0.017868269630301817,0.13875669986887298,True
62,62,0.024288381450180772,0.14168972054473417,True
63,63,0.02698200525823718,0.13607727321327745,True
64,64,0.01565901445759853,0.141002552468461,True
65,65,0.017490709887488184,0.13810977073166839,True
66,66,0.013043299769245075,0.1387428634251932,True
67,67,0.01043814086701725,0.13361834081338497,True
68,68,0.007365638915461794,0.14034256683691104,True
69,69,0.008446755703849508,0.14002416881986313,True
70,70,0.011478676585531663,0.1438826736029386,True
71,71,0.025098109897645365,0.14158008311194795,True
72,72,0.030744550776544713,0.13831669519868167,True
73,73,0.031185721010236887,0.1275143345945428,True
74,74,0.024133788559982595,0.1278976423347938,True
75,75,0.019198586056288002,0.13008818359965604,True
76,76,0.016393369118564663,0.13813712708703016,True
77,77,0.01059641539474157,0.13937900738290307,True
78,78,0.012811604520395375,0.1454899854171891,True
79,79,0.012427394289737843,0.14568604496257367,True
80,80,0.012958524309865271,0.13514580601453532,True
81,81,0.015555155437686667,0.14611910847167509,True
82,82,0.03392045031022957,0.14258334346029206,True
83,83,0.04027548829428549,0.143646969769521,True
84,84,0.03331553033848735,0.14432235912332927,True
85,85,0.02043367364108588,0.1419374489795781,True
86,86,0.015570699819263624,0.13419543309036727,True
87,87,0.02765629122787013,0.1427868909380919,True
88,88,0.04171218683279853,0.13930845001348918,True
89,89,0.04583731653087541,0.13504388376865453,True
90,90,0.04991397478310568,0.1360980352229046,True
91,91,0.02557786175143003,0.1378016915157567,True
92,92,0.018310136336396755,0.13718619481699282,True
93,93,0.010632146926640395,0.1372697476779382,True
94,94,0.010424655572014533,0.14065633273467712,True
95,95,0.01906292286503015,0.1363640553013815,True
96,96,0.011954011590219114,0.13197505541685584,True
97,97,0.012224067707216287,0.13410716071281173,True
98,98,0.01626948439289968,0.13463267671677298,True
99,99,0.020630894412652208,0.13239383385918996,True
100,100,0.025783055866264608,0.13967169898584084,True
101,101,0.02999169804387502,0.13873270365308726,True
