,index,epsW_sonic4,MAD_value_4,MAD_criteria_met_4
0,0,0.0009228132410654249,0.1929024535771068,True
1,1,0.0006349951709144162,0.18884304195829504,True
2,2,0.0006565196250365206,0.1937509514134543,True
3,3,0.0005186983062540861,0.20006882266712264,True
4,4,0.0005406340538969351,0.20110589365472412,True
5,5,0.0004750887101852862,0.18287912478961899,True
6,6,0.000519681279461103,0.1856740897578826,True
7,7,0.00031626690312396493,0.19898906359946864,True
8,8,0.00045305943840329225,0.21437726720804584,True
9,9,0.0008082030950887749,0.1834718609464343,True
10,10,0.0006280255012848667,0.20824404689724058,True
11,11,0.0007172887450753473,0.19361273233198353,True
12,12,0.0006125063195402773,0.19844564877807602,True
13,13,0.0005552596540124348,0.20093173305388884,True
14,14,0.0004860265609965748,0.1970528014505445,True
15,15,0.0002726224166060327,0.19365356596494834,True
16,16,0.00010435956591303084,0.21704280057609543,True
17,17,5.88513410991537e-05,0.2503255873574358,True
18,18,1.905094108445885e-05,0.19442166456255217,True
19,19,7.884075454714034e-05,0.23486856832869216,True
20,20,0.000123089603910311,0.1823848451801071,True
21,21,0.00020093169391380544,0.18528831810251073,True
22,22,0.00022337930764552692,0.21730468853901388,True
23,23,0.00018782612124867125,0.2580794104052291,True
24,24,0.0008198191462195426,0.20703567789270957,True
25,25,0.000541167309680503,0.22090666395762945,True
26,26,0.0005624034387179556,0.23800276260319148,True
27,27,0.00045067315593879726,0.22386269254063004,True
28,28,0.00044154278264200666,0.23913798561732533,True
29,29,0.000529036572060772,0.27450015547330303,True
30,30,0.0011301487808437133,0.23229541842334175,True
31,31,0.0018707949510352246,0.23227521291528783,True
32,32,0.000858733711110361,0.23751551183235767,True
33,33,0.00105372929604065,0.20878500819211473,True
34,34,0.001350049671082775,0.2183681536479318,True
35,35,0.0010071267375484538,0.2059387274108042,True
36,36,0.002673177592258698,0.1949371228020006,True
37,37,0.002505596732046913,0.1995653820025342,True
38,38,0.001600228478885705,0.20829392319614126,True
39,39,0.002983383704338867,0.18914828167645129,True
40,40,0.002922577264886768,0.1912501162172065,True
41,41,0.0031922786114413396,0.17005940351933732,True
42,42,0.004391017117907588,0.18960321467892616,True
43,43,0.006412580707946958,0.17328883377370524,True
44,44,0.00533199542644535,0.17812959675829254,True
45,45,0.00550698289101599,0.18170717064478248,True
46,46,0.005953299184201876,0.176602642630419,True
47,47,0.00608639079435634,0.1829109756025129,True
48,48,0.0071999207709171715,0.17853028958772216,True
49,49,0.01009343625454011,0.17582760007259746,True
50,50,0.011731081099508416,0.16753067176152198,True
51,51,0.010304884296472512,0.17612867743232177,True
52,52,0.008569716468796187,0.1739675401192885,True
53,53,0.006777348817471964,0.174287890044177,True
54,54,0.007438797264156934,0.16082932061381794,True
55,55,0.0041956071527553315,0.17578701787170622,True
56,56,0.003509320602724311,0.1774282685054435,True
57,57,0.0020514142104787712,0.20803648168780303,True
58,58,0.003250310558401002,0.20661360879391535,True
59,59,0.002901039716895938,0.17137778615490198,True
60,60,0.0042888823636878775,0.18603613127251525,True
61,61,0.004818260465832311,0.18898168754161612,True
62,62,0.006203208631937912,0.1828155047682711,True
63,63,0.006493121950577792,0.18241202137132612,True
64,64,0.0037703747347974143,0.1835060381793581,True
65,65,0.004545844629431141,0.18129608040543813,True
66,66,0.004023424369543016,0.1673686678337853,True
67,67,0.0028551980863636963,0.1985187003485832,True
68,68,0.0021560890020417933,0.19115208109804174,True
69,69,0.0024509998295081862,0.22248846082179016,True
70,70,0.003998411164528798,0.18012911256162545,True
71,71,0.008317841422217032,0.18277891140466976,True
72,72,0.010415711486460803,0.17507436729830197,True
73,73,0.009727916162519668,0.17099573827616588,True
74,74,0.008466188948814945,0.17384116499074917,True
75,75,0.006539592871441546,0.18496293695699806,True
76,76,0.005637790600175901,0.18279370371034562,True
77,77,0.004563744371856385,0.165258976680549,True
78,78,0.003932556359902024,0.19238346337126566,True
79,79,0.005085073607752328,0.1805831714519625,True
80,80,0.003855116218213369,0.18473072589549247,True
81,81,0.0066592059687902985,0.17911209701161915,True
82,82,0.011673283683370783,0.17188310719268698,True
83,83,0.015068056534611317,0.1790882790735843,True
84,84,0.011323001061413448,0.1772757973187656,True
85,85,0.008362770912320603,0.1861350744757762,True
86,86,0.004340916786707252,0.18831776486820792,True
87,87,0.008859650322376903,0.18107618991649513,True
88,88,0.013600117460485374,0.1727969244029477,True
89,89,0.014331054729704223,0.18873698700589325,True
90,90,0.013735487650944995,0.19428528871631534,True
91,91,0.005986037218548438,0.18386647429175978,True
92,92,0.003412080934836395,0.19233330735135906,True
93,93,0.0025171290100970832,0.21001497784062118,True
94,94,0.0021592352896924166,0.2087017329746234,True
95,95,0.0035280032698820703,0.20561602136836016,True
96,96,0.0035892071128336245,0.21199449821363173,True
97,97,0.0029113289489746995,0.19936723057881942,True
98,98,0.0035458144953034155,0.1986534016033978,True
99,99,0.005030417759272276,0.18140587076143022,True
100,100,0.006988437371507535,0.19771724214213005,True
101,101,0.00982037935361299,0.18260142829917028,True
102,102,0.010812031979405733,0.17271933599301104,True
103,103,0.008997858220808803,0.1773044275259479,True
104,104,0.010623634753355196,0.1859446529732682,True
105,105,0.011456168244407821,0.1978756030516174,True
106,106,0.014149264512711384,0.18933476288232357,True
107,107,0.014302895604292199,0.1718835194662494,True
108,108,0.01590339250939093,0.17503915584166785,True
