,alpha_s1,alpha_s2,alpha_s3,alpha_s4,time,date,MM,hh,new_index_arr,good_wind_dir,datetime
0,,,,,0,,,,,True,2022-04-15 00:00:00
1,,,,,1,,,,,False,2022-04-15 00:20:00
2,,,,,2,,,,,False,2022-04-15 00:40:00
3,,,,,3,,,,,False,2022-04-15 01:00:00
4,,,,,4,,,,,False,2022-04-15 01:20:00
5,,,,,5,,,,,False,2022-04-15 01:40:00
6,,,,,6,,,,,False,2022-04-15 02:00:00
7,,,,,7,,,,,False,2022-04-15 02:20:00
8,,,,,8,,,,,False,2022-04-15 02:40:00
9,,,,,9,,,,,False,2022-04-15 03:00:00
10,,,,,10,,,,,False,2022-04-15 03:20:00
11,,,,,11,,,,,False,2022-04-15 03:40:00
12,,,,,12,,,,,False,2022-04-15 04:00:00
13,,,,,13,,,,,False,2022-04-15 04:20:00
14,,,,,14,,,,,False,2022-04-15 04:40:00
15,,,,,15,,,,,False,2022-04-15 05:00:00
16,,,,,16,,,,,False,2022-04-15 05:20:00
17,,,,,17,,,,,False,2022-04-15 05:40:00
18,,,,,18,,,,,False,2022-04-15 06:00:00
19,,,,,19,,,,,False,2022-04-15 06:20:00
20,,,,,20,,,,,False,2022-04-15 06:40:00
21,165.009657925487,163.24658222855595,164.51361727361956,157.16690046657004,21,2022-04-15 07:00:00,4.0,7.0,,False,2022-04-15 07:00:00
22,169.45773313517867,167.14655159322893,168.1816454595524,159.9356875853989,22,2022-04-15 07:20:00,4.0,7.0,,False,2022-04-15 07:20:00
23,165.45460423505182,163.42552222665626,164.2719193934354,156.35614758446184,23,2022-04-15 07:40:00,4.0,7.0,,False,2022-04-15 07:40:00
24,170.0153745942098,167.92672720418705,168.82273649194002,160.4892939665671,24,2022-04-15 08:00:00,4.0,8.0,,False,2022-04-15 08:00:00
25,166.50024734592438,164.4362368893376,165.0360047995721,156.66827007945494,25,2022-04-15 08:20:00,4.0,8.0,,False,2022-04-15 08:20:00
26,154.3467999044021,152.63720381910213,153.29885345762415,146.60212906184734,26,2022-04-15 08:40:00,4.0,8.0,,False,2022-04-15 08:40:00
27,143.21278463933766,141.26439945586637,141.57612523590592,135.78642903113905,27,2022-04-15 09:00:00,4.0,9.0,,False,2022-04-15 09:00:00
28,132.59725657531823,131.50320231868753,132.26025655837347,126.97824288755282,28,2022-04-15 09:20:00,4.0,9.0,,False,2022-04-15 09:20:00
29,131.9636201068691,130.74511057089578,131.33293277678945,125.8005539878872,29,2022-04-15 09:40:00,4.0,9.0,,False,2022-04-15 09:40:00
30,134.07268411619287,132.61947858722354,132.91033050411636,127.24257853317778,30,2022-04-15 10:00:00,4.0,10.0,,False,2022-04-15 10:00:00
31,131.6287576179562,130.49474765746078,131.1499589868187,125.46842336625821,31,2022-04-15 10:20:00,4.0,10.0,,False,2022-04-15 10:20:00
32,133.87096438869517,132.81821413291263,133.51399698343675,127.92139898736043,32,2022-04-15 10:40:00,4.0,10.0,,False,2022-04-15 10:40:00
33,143.48465411120566,142.649811519801,143.90213024414618,138.4560635620686,33,2022-04-15 11:00:00,4.0,11.0,,False,2022-04-15 11:00:00
34,166.14425029283566,165.04709554519806,166.55465012076894,158.6149624690138,34,2022-04-15 11:20:00,4.0,11.0,,False,2022-04-15 11:20:00
35,174.0702472427089,172.4835029560017,173.9001070500292,165.14401601775114,35,2022-04-15 11:40:00,4.0,11.0,,False,2022-04-15 11:40:00
36,185.7660646733612,184.43947142817467,185.58160024447776,175.92450399880926,36,2022-04-15 12:00:00,4.0,12.0,,False,2022-04-15 12:00:00
37,198.99809386413477,197.6517736955911,198.89898993606636,188.1254614543144,37,2022-04-15 12:20:00,4.0,12.0,,False,2022-04-15 12:20:00
38,238.4108949966402,239.06686626597988,240.62377800339794,228.8568770803337,38,2022-04-15 12:40:00,4.0,12.0,,False,2022-04-15 12:40:00
39,241.1382176476414,241.52444397076712,242.84296516570492,230.8917301583144,39,2022-04-15 13:00:00,4.0,13.0,,False,2022-04-15 13:00:00
40,239.04784221191434,239.36686040046965,240.5691909721324,228.54012216437474,40,2022-04-15 13:20:00,4.0,13.0,,False,2022-04-15 13:20:00
41,236.07265760951776,236.14075183307034,237.2077616289287,224.81897841092072,41,2022-04-15 13:40:00,4.0,13.0,,False,2022-04-15 13:40:00
42,235.31046317285785,235.63583071155685,236.7536069599081,224.35516082414787,42,2022-04-15 14:00:00,4.0,14.0,,False,2022-04-15 14:00:00
43,235.9952500198262,236.20808771435298,237.34944174169783,224.98678531210362,43,2022-04-15 14:20:00,4.0,14.0,,False,2022-04-15 14:20:00
44,234.99292042501023,235.15677599370187,236.38002634526552,224.09867628563606,44,2022-04-15 14:40:00,4.0,14.0,,False,2022-04-15 14:40:00
45,239.78144942267227,240.05620807966037,241.19858746262292,229.2850599923076,45,2022-04-15 15:00:00,4.0,15.0,,False,2022-04-15 15:00:00
46,237.94163482352357,238.3271520230602,239.5599979690182,227.69292375231032,46,2022-04-15 15:20:00,4.0,15.0,,False,2022-04-15 15:20:00
47,238.23710005931176,238.792983269875,240.0836258629606,228.38880827994618,47,2022-04-15 15:40:00,4.0,15.0,,False,2022-04-15 15:40:00
48,237.87579824817615,237.99176873096263,239.27729112860683,227.3364204975695,48,2022-04-15 16:00:00,4.0,16.0,,False,2022-04-15 16:00:00
49,237.4013243853504,237.73654018643313,238.9482898354493,226.93137897010243,49,2022-04-15 16:20:00,4.0,16.0,,False,2022-04-15 16:20:00
50,237.11762176206503,237.43286130477878,238.79161082215631,226.85839502024743,50,2022-04-15 16:40:00,4.0,16.0,,False,2022-04-15 16:40:00
51,234.8902037493894,235.02713986986012,236.2866382954791,224.2900594914164,51,2022-04-15 17:00:00,4.0,17.0,,False,2022-04-15 17:00:00
52,235.9376130178455,236.4451784164541,237.91039910001723,226.03225854668457,52,2022-04-15 17:20:00,4.0,17.0,,False,2022-04-15 17:20:00
53,232.94363944327063,233.18521379753716,234.6767102378487,222.58169787061576,53,2022-04-15 17:40:00,4.0,17.0,,False,2022-04-15 17:40:00
54,,,,,54,,,,,False,2022-04-15 18:00:00
55,,,,,55,,,,,False,2022-04-15 18:20:00
56,,,,,56,,,,,False,2022-04-15 18:40:00
57,,,,,57,,,,,False,2022-04-15 19:00:00
58,,,,,58,,,,,False,2022-04-15 19:20:00
59,,,,,59,,,,,False,2022-04-15 19:40:00
60,,,,,60,,,,,False,2022-04-15 20:00:00
61,,,,,61,,,,,False,2022-04-15 20:20:00
62,,,,,62,,,,,False,2022-04-15 20:40:00
63,,,,,63,,,,,False,2022-04-15 21:00:00
64,,,,,64,,,,,False,2022-04-15 21:20:00
65,,,,,65,,,,,False,2022-04-15 21:40:00
66,,,,,66,,,,,False,2022-04-15 22:00:00
67,,,,,67,,,,,False,2022-04-15 22:20:00
68,,,,,68,,,,,False,2022-04-15 22:40:00
69,,,,,69,,,,,False,2022-04-15 23:00:00
70,,,,,70,,,,,False,2022-04-15 23:20:00
71,,,,,71,,,,,False,2022-04-15 23:40:00
72,,,,,72,,,,,False,2022-04-16 00:00:00
73,,,,,73,,,,,False,2022-04-16 00:20:00
74,,,,,74,,,,,False,2022-04-16 00:40:00
75,,,,,75,,,,,False,2022-04-16 01:00:00
76,,,,,76,,,,,False,2022-04-16 01:20:00
77,,,,,77,,,,,False,2022-04-16 01:40:00
78,,,,,78,,,,,False,2022-04-16 02:00:00
79,,,,,79,,,,,False,2022-04-16 02:20:00
80,,,,,80,,,,,False,2022-04-16 02:40:00
81,,,,,81,,,,,False,2022-04-16 03:00:00
82,,,,,82,,,,,False,2022-04-16 03:20:00
83,,,,,83,,,,,False,2022-04-16 03:40:00
84,,,,,84,,,,,False,2022-04-16 04:00:00
85,,,,,85,,,,,False,2022-04-16 04:20:00
86,,,,,86,,,,,False,2022-04-16 04:40:00
87,,,,,87,,,,,False,2022-04-16 05:00:00
88,,,,,88,,,,,False,2022-04-16 05:20:00
89,,,,,89,,,,,False,2022-04-16 05:40:00
90,,,,,90,,,,,False,2022-04-16 06:00:00
91,,,,,91,,,,,False,2022-04-16 06:20:00
92,,,,,92,,,,,False,2022-04-16 06:40:00
93,245.35457573450034,245.7086608303504,247.29401714223206,235.9234305125031,93,2022-04-16 07:00:00,4.0,7.0,,False,2022-04-16 07:00:00
94,250.028139371548,250.01276365440114,251.2567906840559,240.06544184929916,94,2022-04-16 07:20:00,4.0,7.0,,False,2022-04-16 07:20:00
95,260.0605142631676,260.10712914921976,261.11664222981057,250.21136430746037,95,2022-04-16 07:40:00,4.0,7.0,,True,2022-04-16 07:40:00
96,250.43996641165865,250.86702940913636,252.57069681605049,241.7021659474354,96,2022-04-16 08:00:00,4.0,8.0,,False,2022-04-16 08:00:00
97,254.9894875987462,254.79008675936788,255.9221525135154,244.6110825624849,97,2022-04-16 08:20:00,4.0,8.0,,False,2022-04-16 08:20:00
98,256.4083826931793,256.28601859549894,257.47187758045953,246.55406029289696,98,2022-04-16 08:40:00,4.0,8.0,,False,2022-04-16 08:40:00
99,256.4680869740288,256.35605529694567,257.6666012704811,246.86869142041573,99,2022-04-16 09:00:00,4.0,9.0,,False,2022-04-16 09:00:00
100,253.5532822669278,253.8012645110538,255.34934801362346,244.48019831734476,100,2022-04-16 09:20:00,4.0,9.0,,False,2022-04-16 09:20:00
101,254.93488626222933,255.06503537025074,256.3778607534029,245.6714458193446,101,2022-04-16 09:40:00,4.0,9.0,,False,2022-04-16 09:40:00
102,258.40362463214535,258.33904936334125,259.68582988801074,249.0262857733234,102,2022-04-16 10:00:00,4.0,10.0,,False,2022-04-16 10:00:00
103,260.09212010381214,260.2168929214332,261.51748747559776,250.82871467964242,103,2022-04-16 10:20:00,4.0,10.0,,True,2022-04-16 10:20:00
104,257.8669115266997,257.87681991057894,259.1014015453512,248.30855802079697,104,2022-04-16 10:40:00,4.0,10.0,,False,2022-04-16 10:40:00
105,261.9420830595673,261.9519344433133,263.2106294143244,252.77327214134166,105,2022-04-16 11:00:00,4.0,11.0,,True,2022-04-16 11:00:00
106,260.3155574115178,260.2129849179786,261.4364453238148,250.90829673281965,106,2022-04-16 11:20:00,4.0,11.0,,True,2022-04-16 11:20:00
107,258.6670135515909,258.9147609345565,260.205290715956,249.6270819220395,107,2022-04-16 11:40:00,4.0,11.0,,False,2022-04-16 11:40:00
108,256.34537359457636,256.49110370538676,257.80218367849994,247.25610872658586,108,2022-04-16 12:00:00,4.0,12.0,,False,2022-04-16 12:00:00
109,255.18159581729344,255.46554157853348,256.9671473369921,246.45072173147426,109,2022-04-16 12:20:00,4.0,12.0,,False,2022-04-16 12:20:00
110,257.97929142791116,258.1157989822626,259.49427064364124,249.07955205139496,110,2022-04-16 12:40:00,4.0,12.0,,False,2022-04-16 12:40:00
111,254.3193034065272,254.5101813173741,255.81833150879064,245.13751622242162,111,2022-04-16 13:00:00,4.0,13.0,,False,2022-04-16 13:00:00
112,258.3843563575251,258.4906044945176,259.7983913644665,249.1592010555217,112,2022-04-16 13:20:00,4.0,13.0,,False,2022-04-16 13:20:00
113,258.944648043313,258.97783030606763,260.05994336806737,249.44313526035813,113,2022-04-16 13:40:00,4.0,13.0,,False,2022-04-16 13:40:00
114,257.1650873845133,257.35117502729463,258.86239988734235,248.46234927773398,114,2022-04-16 14:00:00,4.0,14.0,,False,2022-04-16 14:00:00
115,255.72683180678953,255.9761582736608,257.5278589973731,247.04814914535413,115,2022-04-16 14:20:00,4.0,14.0,,False,2022-04-16 14:20:00
116,259.7219846887808,259.78704393360937,261.02743740036624,250.58846389068094,116,2022-04-16 14:40:00,4.0,14.0,,True,2022-04-16 14:40:00
117,259.537068471211,259.86307656578697,261.37154615674115,250.9084746727087,117,2022-04-16 15:00:00,4.0,15.0,,True,2022-04-16 15:00:00
118,258.96867578222475,259.1819432856879,260.6407479318236,250.18915091370624,118,2022-04-16 15:20:00,4.0,15.0,,True,2022-04-16 15:20:00
119,256.7796437853657,256.95780884973067,258.25768965194754,247.49252977249878,119,2022-04-16 15:40:00,4.0,15.0,,False,2022-04-16 15:40:00
120,253.254999377803,253.2966998423224,254.56153390876133,243.73627289829673,120,2022-04-16 16:00:00,4.0,16.0,,False,2022-04-16 16:00:00
121,250.94795876417905,251.119929516953,252.48017817087137,241.75987386122705,121,2022-04-16 16:20:00,4.0,16.0,,False,2022-04-16 16:20:00
122,252.08339646691294,252.4266665534887,254.01259265821608,243.47002938897137,122,2022-04-16 16:40:00,4.0,16.0,,False,2022-04-16 16:40:00
123,252.4473763851148,252.61406638068365,253.9636396895822,243.32170143856422,123,2022-04-16 17:00:00,4.0,17.0,,False,2022-04-16 17:00:00
124,242.15829495578782,242.46107985390023,244.0790551951714,232.40816590771803,124,2022-04-16 17:20:00,4.0,17.0,,False,2022-04-16 17:20:00
125,271.27227007259756,271.50737163633005,272.76572423888757,262.8935512208873,125,2022-04-16 17:40:00,4.0,17.0,,True,2022-04-16 17:40:00
126,,,,,126,,,,,True,2022-04-16 18:00:00
127,,,,,127,,,,,True,2022-04-16 18:20:00
128,,,,,128,,,,,True,2022-04-16 18:40:00
129,,,,,129,,,,,True,2022-04-16 19:00:00
130,,,,,130,,,,,True,2022-04-16 19:20:00
131,,,,,131,,,,,True,2022-04-16 19:40:00
132,,,,,132,,,,,False,2022-04-16 20:00:00
133,,,,,133,,,,,False,2022-04-16 20:20:00
134,,,,,134,,,,,False,2022-04-16 20:40:00
135,,,,,135,,,,,False,2022-04-16 21:00:00
136,,,,,136,,,,,False,2022-04-16 21:20:00
137,,,,,137,,,,,False,2022-04-16 21:40:00
138,,,,,138,,,,,False,2022-04-16 22:00:00
139,,,,,139,,,,,False,2022-04-16 22:20:00
140,,,,,140,,,,,False,2022-04-16 22:40:00
141,,,,,141,,,,,False,2022-04-16 23:00:00
142,,,,,142,,,,,False,2022-04-16 23:20:00
143,,,,,143,,,,,False,2022-04-16 23:40:00
144,,,,,144,,,,,False,2022-04-17 00:00:00
145,,,,,145,,,,,True,2022-04-17 00:20:00
146,,,,,146,,,,,False,2022-04-17 00:40:00
147,,,,,147,,,,,False,2022-04-17 01:00:00
148,,,,,148,,,,,False,2022-04-17 01:20:00
149,,,,,149,,,,,False,2022-04-17 01:40:00
150,,,,,150,,,,,False,2022-04-17 02:00:00
151,,,,,151,,,,,True,2022-04-17 02:20:00
152,,,,,152,,,,,False,2022-04-17 02:40:00
153,,,,,153,,,,,False,2022-04-17 03:00:00
154,,,,,154,,,,,False,2022-04-17 03:20:00
155,,,,,155,,,,,False,2022-04-17 03:40:00
156,,,,,156,,,,,False,2022-04-17 04:00:00
157,,,,,157,,,,,False,2022-04-17 04:20:00
158,,,,,158,,,,,False,2022-04-17 04:40:00
159,,,,,159,,,,,False,2022-04-17 05:00:00
160,,,,,160,,,,,False,2022-04-17 05:20:00
161,,,,,161,,,,,False,2022-04-17 05:40:00
162,,,,,162,,,,,False,2022-04-17 06:00:00
163,,,,,163,,,,,False,2022-04-17 06:20:00
164,,,,,164,,,,,False,2022-04-17 06:40:00
165,160.16183598502306,158.88778361951256,160.1626361810867,152.6696883427174,165,2022-04-17 07:00:00,4.0,7.0,,False,2022-04-17 07:00:00
166,162.34887252511248,161.0353052740064,162.36710361167846,154.6607719117519,166,2022-04-17 07:20:00,4.0,7.0,,False,2022-04-17 07:20:00
167,157.70035348548677,156.18519991781102,157.42331322353306,150.33452842769884,167,2022-04-17 07:40:00,4.0,7.0,,False,2022-04-17 07:40:00
168,151.41611487114935,150.15141687972925,151.04641051753399,144.3727131150149,168,2022-04-17 08:00:00,4.0,8.0,,False,2022-04-17 08:00:00
169,154.41929070558604,153.10936749930787,154.12065912961597,147.3389292773947,169,2022-04-17 08:20:00,4.0,8.0,,False,2022-04-17 08:20:00
170,151.7993698206399,150.49357175156666,151.6487082408682,145.2322344424905,170,2022-04-17 08:40:00,4.0,8.0,,False,2022-04-17 08:40:00
171,160.64497644816444,159.12646924247625,160.42217326352323,153.11369806117483,171,2022-04-17 09:00:00,4.0,9.0,,False,2022-04-17 09:00:00
172,164.90710151043095,163.4931119687171,164.78857504719934,157.20850117598403,172,2022-04-17 09:20:00,4.0,9.0,,False,2022-04-17 09:20:00
173,170.52141080242095,169.3191962389971,170.9787356822902,163.25961717737866,173,2022-04-17 09:40:00,4.0,9.0,,False,2022-04-17 09:40:00
174,184.42272787337228,183.06330350887578,184.52693668028786,175.5162054342767,174,2022-04-17 10:00:00,4.0,10.0,,False,2022-04-17 10:00:00
175,179.15478822444314,177.70346050830494,179.11357068897712,170.38958714159722,175,2022-04-17 10:20:00,4.0,10.0,,False,2022-04-17 10:20:00
176,194.29339631642438,193.27549965668044,195.05536501395886,184.85408997236829,176,2022-04-17 10:40:00,4.0,10.0,,False,2022-04-17 10:40:00
177,203.4791830779963,202.57712146817613,204.08115845590862,193.0368851796868,177,2022-04-17 11:00:00,4.0,11.0,,False,2022-04-17 11:00:00
178,204.29521459511312,203.4367288808882,204.91833707163363,193.62092322468027,178,2022-04-17 11:20:00,4.0,11.0,,False,2022-04-17 11:20:00
179,209.79067503802509,209.0091902569145,210.3195189838293,198.96779496687196,179,2022-04-17 11:40:00,4.0,11.0,,False,2022-04-17 11:40:00
180,205.08560232304035,204.25171607397954,205.49289320154776,194.48192062095637,180,2022-04-17 12:00:00,4.0,12.0,,False,2022-04-17 12:00:00
181,194.95154389563936,193.88897527715554,195.3258422756772,185.19620030222998,181,2022-04-17 12:20:00,4.0,12.0,,False,2022-04-17 12:20:00
182,179.09816569298664,177.92605414971044,179.33217638916545,170.61582351299342,182,2022-04-17 12:40:00,4.0,12.0,,False,2022-04-17 12:40:00
183,183.6291951069827,182.6450256694079,184.15701482857338,175.00473021515205,183,2022-04-17 13:00:00,4.0,13.0,,False,2022-04-17 13:00:00
184,180.35237517312788,179.17435551355186,180.40958633819125,171.6439195994729,184,2022-04-17 13:20:00,4.0,13.0,,False,2022-04-17 13:20:00
185,177.48089671114462,176.55544431412156,178.0325935106098,169.35755245860148,185,2022-04-17 13:40:00,4.0,13.0,,False,2022-04-17 13:40:00
186,187.17135781356,186.0078730737958,187.40965503800277,177.99559655740995,186,2022-04-17 14:00:00,4.0,14.0,,False,2022-04-17 14:00:00
187,178.05222088274604,176.777872122565,178.1991256472108,169.484582439887,187,2022-04-17 14:20:00,4.0,14.0,,False,2022-04-17 14:20:00
188,157.12104415245778,155.70066315151416,156.96177458125024,149.8407711973587,188,2022-04-17 14:40:00,4.0,14.0,,False,2022-04-17 14:40:00
189,135.51746342132859,134.35671780611256,134.98187514721008,129.0945077355463,189,2022-04-17 15:00:00,4.0,15.0,,False,2022-04-17 15:00:00
190,138.29636135457736,137.45308570619855,138.43277178698906,132.71727241491317,190,2022-04-17 15:20:00,4.0,15.0,,False,2022-04-17 15:20:00
191,144.09862205680665,142.92397743451608,143.8144472764297,137.70916744575942,191,2022-04-17 15:40:00,4.0,15.0,,False,2022-04-17 15:40:00
192,140.86306864138413,139.47337450865507,140.22258468697092,134.34864058541407,192,2022-04-17 16:00:00,4.0,16.0,,False,2022-04-17 16:00:00
193,132.19984358714783,130.9719095473655,131.6986108115379,125.94790545075762,193,2022-04-17 16:20:00,4.0,16.0,,False,2022-04-17 16:20:00
194,150.1987788697578,149.35117571181488,150.5572808260006,143.84104428908134,194,2022-04-17 16:40:00,4.0,16.0,,False,2022-04-17 16:40:00
195,142.8068971481497,141.3625316179936,142.02088186211063,136.02587860853856,195,2022-04-17 17:00:00,4.0,17.0,,False,2022-04-17 17:00:00
196,109.33321679094658,108.68348895440275,109.65625680277337,103.96785278049337,196,2022-04-17 17:20:00,4.0,17.0,,False,2022-04-17 17:20:00
197,115.79211559428883,114.78016508552193,115.17650242205193,109.33272777062423,197,2022-04-17 17:40:00,4.0,17.0,,False,2022-04-17 17:40:00
198,,,,,198,,,,,False,2022-04-17 18:00:00
199,,,,,199,,,,,False,2022-04-17 18:20:00
200,,,,,200,,,,,False,2022-04-17 18:40:00
201,,,,,201,,,,,False,2022-04-17 19:00:00
202,,,,,202,,,,,False,2022-04-17 19:20:00
203,,,,,203,,,,,False,2022-04-17 19:40:00
204,,,,,204,,,,,False,2022-04-17 20:00:00
205,,,,,205,,,,,False,2022-04-17 20:20:00
206,,,,,206,,,,,False,2022-04-17 20:40:00
207,,,,,207,,,,,False,2022-04-17 21:00:00
208,,,,,208,,,,,False,2022-04-17 21:20:00
209,,,,,209,,,,,False,2022-04-17 21:40:00
210,,,,,210,,,,,False,2022-04-17 22:00:00
211,,,,,211,,,,,False,2022-04-17 22:20:00
212,,,,,212,,,,,False,2022-04-17 22:40:00
213,,,,,213,,,,,False,2022-04-17 23:00:00
214,,,,,214,,,,,False,2022-04-17 23:20:00
215,,,,,215,,,,,False,2022-04-17 23:40:00
216,,,,,216,,,,,False,2022-04-18 00:00:00
217,,,,,217,,,,,False,2022-04-18 00:20:00
218,,,,,218,,,,,False,2022-04-18 00:40:00
219,,,,,219,,,,,False,2022-04-18 01:00:00
220,,,,,220,,,,,False,2022-04-18 01:20:00
221,,,,,221,,,,,False,2022-04-18 01:40:00
222,,,,,222,,,,,False,2022-04-18 02:00:00
223,,,,,223,,,,,False,2022-04-18 02:20:00
224,,,,,224,,,,,False,2022-04-18 02:40:00
225,,,,,225,,,,,False,2022-04-18 03:00:00
226,,,,,226,,,,,False,2022-04-18 03:20:00
227,,,,,227,,,,,False,2022-04-18 03:40:00
228,,,,,228,,,,,False,2022-04-18 04:00:00
229,,,,,229,,,,,False,2022-04-18 04:20:00
230,,,,,230,,,,,False,2022-04-18 04:40:00
231,,,,,231,,,,,False,2022-04-18 05:00:00
232,,,,,232,,,,,False,2022-04-18 05:20:00
233,,,,,233,,,,,False,2022-04-18 05:40:00
234,,,,,234,,,,,False,2022-04-18 06:00:00
235,,,,,235,,,,,False,2022-04-18 06:20:00
236,,,,,236,,,,,False,2022-04-18 06:40:00
237,156.69057972697283,155.12484728526516,155.99834837005903,149.19833362252655,237,2022-04-18 07:00:00,4.0,7.0,,False,2022-04-18 07:00:00
238,144.4388515165707,143.10465246436988,143.86403382528675,137.99907655449908,238,2022-04-18 07:20:00,4.0,7.0,,False,2022-04-18 07:20:00
239,132.1666383288815,131.01002682026896,131.3912499106672,125.66993292458147,239,2022-04-18 07:40:00,4.0,7.0,,False,2022-04-18 07:40:00
240,117.75796196779194,116.82373883365764,117.16988514070975,111.1278823286398,240,2022-04-18 08:00:00,4.0,8.0,,False,2022-04-18 08:00:00
241,,,,,241,2022-04-18 08:20:00,4.0,8.0,,True,2022-04-18 08:20:00
242,,,,,242,2022-04-18 08:40:00,4.0,8.0,,True,2022-04-18 08:40:00
243,,,,,243,2022-04-18 09:00:00,4.0,9.0,,True,2022-04-18 09:00:00
244,,,,,244,2022-04-18 09:20:00,4.0,9.0,,True,2022-04-18 09:20:00
245,,,,,245,2022-04-18 09:40:00,4.0,9.0,,True,2022-04-18 09:40:00
246,,,,,246,2022-04-18 10:00:00,4.0,10.0,,True,2022-04-18 10:00:00
247,,,,,247,2022-04-18 10:20:00,4.0,10.0,,True,2022-04-18 10:20:00
248,,,,,248,2022-04-18 10:40:00,4.0,10.0,,True,2022-04-18 10:40:00
249,,,,,249,2022-04-18 11:00:00,4.0,11.0,,True,2022-04-18 11:00:00
250,,,,,250,2022-04-18 11:20:00,4.0,11.0,,True,2022-04-18 11:20:00
251,,,,,251,2022-04-18 11:40:00,4.0,11.0,,True,2022-04-18 11:40:00
252,,,,,252,2022-04-18 12:00:00,4.0,12.0,,True,2022-04-18 12:00:00
253,,,,,253,2022-04-18 12:20:00,4.0,12.0,,True,2022-04-18 12:20:00
254,,,,,254,2022-04-18 12:40:00,4.0,12.0,,True,2022-04-18 12:40:00
255,,,,,255,2022-04-18 13:00:00,4.0,13.0,,True,2022-04-18 13:00:00
256,,,,,256,2022-04-18 13:20:00,4.0,13.0,,True,2022-04-18 13:20:00
257,,,,,257,2022-04-18 13:40:00,4.0,13.0,,True,2022-04-18 13:40:00
258,,,,,258,2022-04-18 14:00:00,4.0,14.0,,True,2022-04-18 14:00:00
259,340.2537130389128,336.7869126320182,340.38821601268387,332.7315572265121,259,2022-04-18 14:20:00,4.0,14.0,,True,2022-04-18 14:20:00
260,342.684033367935,339.1348370925996,341.6281980150944,334.2823178722591,260,2022-04-18 14:40:00,4.0,14.0,,True,2022-04-18 14:40:00
261,336.9328064609956,333.8372015994413,337.5269327990111,329.9487869420046,261,2022-04-18 15:00:00,4.0,15.0,,True,2022-04-18 15:00:00
262,339.2447307324317,335.5972909197552,339.11656657087644,331.31130444961127,262,2022-04-18 15:20:00,4.0,15.0,,True,2022-04-18 15:20:00
263,341.0422097644713,337.11448657078085,340.3701494070135,332.853274345178,263,2022-04-18 15:40:00,4.0,15.0,,True,2022-04-18 15:40:00
264,345.81166169113504,341.2156586775226,343.7220478684243,337.22216622464134,264,2022-04-18 16:00:00,4.0,16.0,,True,2022-04-18 16:00:00
265,,,,,265,2022-04-18 16:20:00,4.0,16.0,,True,2022-04-18 16:20:00
266,336.9600841711915,334.0250285807313,337.10898915704655,329.5300005103678,266,2022-04-18 16:40:00,4.0,16.0,,True,2022-04-18 16:40:00
267,330.07519102656545,328.06401173418766,330.2859972165313,322.19852920189396,267,2022-04-18 17:00:00,4.0,17.0,,True,2022-04-18 17:00:00
268,333.38060771532355,330.9726767615995,333.604083893291,325.7729461356539,268,2022-04-18 17:20:00,4.0,17.0,,True,2022-04-18 17:20:00
269,327.77198973657255,325.96478217681886,328.1651104088247,319.64512656648293,269,2022-04-18 17:40:00,4.0,17.0,,True,2022-04-18 17:40:00
270,,,,,270,,,,,True,2022-04-18 18:00:00
271,,,,,271,,,,,True,2022-04-18 18:20:00
272,,,,,272,,,,,True,2022-04-18 18:40:00
273,,,,,273,,,,,True,2022-04-18 19:00:00
274,,,,,274,,,,,True,2022-04-18 19:20:00
275,,,,,275,,,,,True,2022-04-18 19:40:00
276,,,,,276,,,,,True,2022-04-18 20:00:00
277,,,,,277,,,,,True,2022-04-18 20:20:00
278,,,,,278,,,,,True,2022-04-18 20:40:00
279,,,,,279,,,,,True,2022-04-18 21:00:00
280,,,,,280,,,,,True,2022-04-18 21:20:00
281,,,,,281,,,,,True,2022-04-18 21:40:00
282,,,,,282,,,,,True,2022-04-18 22:00:00
283,,,,,283,,,,,True,2022-04-18 22:20:00
284,,,,,284,,,,,True,2022-04-18 22:40:00
285,,,,,285,,,,,True,2022-04-18 23:00:00
286,,,,,286,,,,,True,2022-04-18 23:20:00
287,,,,,287,,,,,True,2022-04-18 23:40:00
288,,,,,288,,,,,True,2022-04-19 00:00:00
289,,,,,289,,,,,True,2022-04-19 00:20:00
290,,,,,290,,,,,True,2022-04-19 00:40:00
291,,,,,291,,,,,True,2022-04-19 01:00:00
292,,,,,292,,,,,True,2022-04-19 01:20:00
293,,,,,293,,,,,True,2022-04-19 01:40:00
294,,,,,294,,,,,True,2022-04-19 02:00:00
295,,,,,295,,,,,True,2022-04-19 02:20:00
296,,,,,296,,,,,True,2022-04-19 02:40:00
297,,,,,297,,,,,True,2022-04-19 03:00:00
298,,,,,298,,,,,True,2022-04-19 03:20:00
299,,,,,299,,,,,True,2022-04-19 03:40:00
300,,,,,300,,,,,True,2022-04-19 04:00:00
301,,,,,301,,,,,True,2022-04-19 04:20:00
302,,,,,302,,,,,True,2022-04-19 04:40:00
303,,,,,303,,,,,True,2022-04-19 05:00:00
304,,,,,304,,,,,True,2022-04-19 05:20:00
305,,,,,305,,,,,True,2022-04-19 05:40:00
306,,,,,306,,,,,True,2022-04-19 06:00:00
307,,,,,307,,,,,True,2022-04-19 06:20:00
308,,,,,308,,,,,True,2022-04-19 06:40:00
309,306.75365867100703,306.48898516317297,308.37708079054437,298.74647533525444,309,2022-04-19 07:00:00,4.0,7.0,,True,2022-04-19 07:00:00
