new_index,Ubar,U_horiz,U_streamwise,Umedian,Tbar,Tmedian,UpWp_bar,VpWp_bar,WpTp_bar,WpEp_bar,TKE_bar
8035,9.04871214584768,9.138325457242168,9.149284733452577,8.999825694612834,279.1669513020833,279.11,-0.1428211396396649,0.0057271803409813,0.0879922275755808,0.0493818026441224,1.6326138945481703
8036,9.850040184552178,9.948528439941676,9.959896671575171,9.899378905235263,279.2077796874999,279.17,-0.1800215394950129,-0.0002850486837,0.099480322748808,0.0180295510956555,1.867922714974026
8037,10.319748516369344,10.367683218528358,10.380006299048729,10.252013414431138,279.4089700520833,279.37,-0.2006139858182385,-0.0586767835454883,0.1050810420992264,0.0261240210355972,1.434604503179728
8038,9.352368496222883,9.433041460172776,9.442827828433822,9.32111429149132,279.2532177083333,279.21,-0.1498997849538105,-0.001794567160757,0.0860821529716807,0.0093379268975175,1.6975243080842424
8039,8.736782433052186,8.81098814549952,8.82077306009929,8.684632277240926,279.3665203125,279.32,-0.1444226170125202,-0.0154694843843346,0.0878825526792707,0.0266144621614744,1.2676885580348711
8040,8.265904407216768,8.355197889290865,8.364144540412983,8.290571099745106,279.36779661458326,279.32,-0.0978818123984506,0.0262971542320822,0.0728672132192439,-0.0078919884589566,1.38014976027693
8041,7.977172714519154,8.070686530187723,8.078716509372814,7.952087198642285,279.40683281249994,279.36,-0.0890505437289491,-0.0089048752623512,0.0879217226722258,0.0050490558910033,1.2821880995458306
8042,8.080200228719121,8.127705083740626,8.137187061822923,8.052555586265706,279.56982916666664,279.52,-0.118908634018757,-0.0100173611591477,0.0844113707823936,0.03812614578216,0.9756714498467
8043,9.39835798776923,9.45500567151803,9.465432589008538,9.39382519002672,279.66595104166663,279.64,-0.1540982853537486,-0.0291445712533878,0.0803587264663795,0.0258248818328017,1.3558457200554062
8044,9.657542658809314,9.721406796520636,9.732721555061085,9.679514957740423,279.6374627604166,279.61,-0.1643432649220074,-0.0377801391801525,0.0925687574142127,0.0294188580825647,1.325832681789517
8045,9.67926696044537,9.730512772351874,9.74226300684453,9.662672442537565,279.5214296875,279.48999999999995,-0.1831070367099691,-0.0249609910647745,0.0879608926651809,0.0525200127287076,1.2560999434662203
8046,9.779574106933662,9.879318561828155,9.890170975455884,9.790432713257273,279.4565643229166,279.41,-0.139639379551802,-0.0026418480998593,0.087973623834372,0.0156932098794379,1.7019540827115207
8047,9.134125619228572,9.188583031323232,9.198683903726494,9.106449986166778,279.37910546875,279.34,-0.1616862535750136,-0.0007563499954607,0.0938720805011853,0.0289163218435378,1.195830451761305
8048,9.823769598234357,9.9025442883373,9.91298676444214,9.838174277940343,279.2389848958333,279.21,-0.1303455022054515,-0.0045464439525060504,0.0760287679924863,0.024175095975608,1.4325721898005506
8049,10.264848882920704,10.3635001504732,10.375531058163258,10.265365148156617,279.41620286458334,279.38,-0.2063657533245499,-0.0375591335677417,0.0968205684176815,0.0408237284420812,1.8975676667933488
