,z0_s1,z0_s2,z0_s3,z0_s4
316,9.459250878926384e-08,0.0007929099298770174,0.0011013723731562973,0.0017525304192248002
317,,0.0004386376813161893,0.0006019229637566907,0.0008686396830466789
318,,0.0004827026745609821,0.0004865843198338897,0.0005522443952402365
319,,0.0006203568066050571,0.0009174831395140685,0.0008441393795845009
320,,0.00031572295199291576,0.0005196754847328042,0.0013147086991152157
321,,0.0005214403749535237,0.00038335655096014974,0.0006963560382499632
322,,0.00047316596543534175,0.0007195250881830107,0.0008864517160712839
323,,0.00044842786914045367,0.000689558448329062,0.0011192875713177276
324,,0.0007050605655756402,0.0007873231823366307,0.0007586962505424826
325,,0.0008372151099984401,0.0008584497763189647,0.0012252243005010425
326,,0.0004906090962560496,0.0002770172571590311,0.00029684536776923613
327,,0.000377693137655651,0.0007661533267072101,0.0010474467441970402
328,,0.00039635834379196254,0.00025363699898198194,0.0005128720647536002
329,,0.00029640176051151624,0.0002031702934845439,0.000223934048972553
330,,0.0005067502897789198,0.0005622342343060812,0.00043455614666882314
331,,0.0008736517729369813,0.0008253221462869952,0.0007181745184536292
332,,0.0003245486792171521,0.00034470735333521626,0.00043204254936449985
333,,0.00030081136466658247,0.0004342837438938644,0.0011226750998790075
334,,0.0004401570487419956,0.00028033167993256103,0.00047911006973607405
335,,0.0005629405184472452,0.0004814911310020407,0.00044247867417043167
336,,0.00025755124510162944,0.0003224803960653189,0.0004069904346337043
337,,0.0007478187306871396,0.0008432135793580069,0.0012147685614416882
338,,0.0003551953132566019,0.00032276165923300577,0.00043408310102787144
