,p1_avg [Pa],p2_avg [Pa],p3_avg [Pa],p1_avg [mb],p2_avg [mb],p3_avg [mb]
2646,101590.36964156145,101596.47996328646,101598.72962889011,1015.9036964156145,1015.9647996328647,1015.9872962889011
2647,101604.60244209896,101609.48097811094,101611.70988774844,1016.0460244209895,1016.0948097811092,1016.1170988774843
2648,101618.90821050103,101623.48769080886,101625.67009663959,1016.1890821050104,1016.2348769080885,1016.2567009663958
2649,101610.23913047917,101614.85936521096,101617.11028890968,1016.1023913047917,1016.1485936521094,1016.1711028890969
2650,101595.52579793229,101600.05676104895,101602.21737010208,1015.9552579793229,1016.0005676104897,1016.0221737010208
2651,101556.9643397823,101561.54156567344,101563.71488759531,1015.5696433978229,1015.6154156567344,1015.6371488759531
2652,101544.04391524063,101548.43203359895,101550.65147513646,1015.4404391524062,1015.4843203359897,1015.5065147513646
2653,101581.00707696249,101585.13591712917,101587.36449442968,1015.810070769625,1015.8513591712915,1015.8736449442969
2654,101579.1519324198,101583.29795513488,101585.5002284276,1015.7915193241978,1015.832979551349,1015.855002284276
2655,101590.07986700261,101594.1925843625,101596.39437185782,1015.9007986700259,1015.941925843625,1015.9639437185781
2656,101603.97859053282,101608.18257639532,101610.35704331043,1016.0397859053281,1016.0818257639531,1016.1035704331042
2657,101633.31963494842,101637.45636921875,101639.65350961198,1016.3331963494843,1016.3745636921875,1016.3965350961198
2658,101612.64357364063,101616.73354559582,101618.87609641562,1016.1264357364062,1016.1673354559582,1016.1887609641562
2659,101587.83925066613,101592.18874770105,101594.29750938437,1015.8783925066615,1015.9218874770104,1015.9429750938438
2660,101643.97355500105,101647.94050980468,101650.28399314218,1016.4397355500104,1016.4794050980468,1016.5028399314219
2661,101684.30892237082,101688.23529650937,101690.70638324427,1016.8430892237084,1016.8823529650938,1016.9070638324428
2662,101705.1787136781,101709.119252,101711.61095565782,1017.0517871367813,1017.09119252,1017.1161095565783
2663,101712.77170561928,101716.69442194584,101719.18404434115,1017.1277170561928,1017.1669442194584,1017.1918404434115
2664,101723.26382489635,101727.16118509012,101729.65396839946,1017.2326382489634,1017.271611850901,1017.2965396839946
2665,101707.15895974479,101710.9067634849,101713.50316495729,1017.0715895974479,1017.109067634849,1017.1350316495727
2666,101674.50760017033,101678.32585599375,101680.8815000198,1016.7450760017031,1016.7832585599374,1016.8088150001979
2667,101685.26789544323,101689.11484168802,101691.67890861197,1016.8526789544325,1016.8911484168801,1016.9167890861198
2668,101666.9797797698,101670.84898764947,101673.29682149219,1016.6697977976978,1016.7084898764948,1016.7329682149218
2669,101637.91188265989,101641.92313719894,101644.26946004531,1016.3791188265991,1016.4192313719896,1016.442694600453
2670,101618.16171695625,101622.4033602047,101624.62754030521,1016.1816171695626,1016.2240336020467,1016.246275403052
2671,101589.44824424479,101593.61602880833,101595.88962138542,1015.894482442448,1015.9361602880833,1015.9588962138541
2672,101579.37716726823,101583.66985474636,101585.8348633229,1015.7937716726823,1015.8366985474636,1015.8583486332292
2673,101590.2718465776,101594.33418437293,101596.63751257604,1015.902718465776,1015.9433418437292,1015.9663751257605
2674,101598.46797129688,101602.49423569688,101604.8294028526,1015.9846797129688,1016.0249423569687,1016.0482940285261
2675,101588.33387499792,101592.31279615521,101594.71974397759,1015.8833387499792,1015.9231279615523,1015.9471974397761
2676,101585.0303962125,101588.96304588333,101591.45217641405,1015.8503039621249,1015.8896304588334,1015.9145217641408
2677,101583.01490642552,101586.98858476666,101589.45044969844,1015.8301490642554,1015.8698858476666,1015.8945044969845
2678,101570.94135624844,101575.09130996978,101577.47216941824,1015.7094135624843,1015.750913099698,1015.7747216941824
2679,101570.83522780052,101575.13917352188,101577.40489438489,1015.7083522780051,1015.7513917352187,1015.774048943849
2680,101578.70445401352,101583.26126419897,101585.3298180724,1015.7870445401353,1015.8326126419895,1015.853298180724
2681,101599.40332483385,101603.94588007552,101606.19804211355,1015.9940332483386,1016.0394588007551,1016.0619804211354
2682,101599.5635261271,101604.50752269739,101606.6174556599,1015.995635261271,1016.0450752269738,1016.066174556599
2683,101594.53666947134,101599.42710826667,101601.72348463073,1015.9453666947134,1015.9942710826666,1016.0172348463074
2684,101598.77985840417,101603.58992852448,101606.11678233021,1015.9877985840417,1016.0358992852449,1016.0611678233021
2685,101634.60289948751,101639.01425640001,101641.86714096458,1016.346028994875,1016.390142564,1016.4186714096459
2686,101628.27964366875,101632.82300900572,101635.58067358281,1016.2827964366876,1016.3282300900573,1016.3558067358281
2687,101631.64801595833,101636.26347206459,101638.9826069276,1016.3164801595833,1016.3626347206459,1016.3898260692761
2688,101632.19573537864,101636.92979649636,101639.59338766146,1016.3219573537864,1016.3692979649635,1016.3959338766147
2689,101632.60474695677,101637.13389657238,101639.9085787526,1016.3260474695677,1016.371338965724,1016.399085787526
2690,101634.54353364062,101638.76947770365,101641.81695157032,1016.3454353364062,1016.3876947770365,1016.4181695157032
2691,101643.18060931981,101647.21149931719,101650.42667368802,1016.4318060931979,1016.4721149931718,1016.5042667368804
2692,101627.2390306651,101631.62473486614,101634.54417246667,1016.272390306651,1016.3162473486614,1016.3454417246668
2693,101628.16937235938,101632.40314145315,101635.34169826822,1016.2816937235937,1016.3240314145313,1016.3534169826823
2694,101651.2419851125,101655.39227142812,101658.39094326459,1016.5124198511251,1016.5539227142812,1016.5839094326459
2695,101658.73925735104,101662.98989801249,101665.85065683542,1016.5873925735103,1016.6298989801251,1016.658506568354
2696,101647.29923831354,101651.14839250885,101654.4479007948,1016.4729923831353,1016.5114839250886,1016.544479007948
2697,101627.0732502099,101630.51817558646,101634.19633571406,1016.2707325020989,1016.3051817558645,1016.3419633571406
2698,101621.53232859637,101624.9910876521,101628.65796621719,1016.2153232859633,1016.2499108765209,1016.2865796621718
2699,101614.9609724125,101618.73067920677,101622.35358450469,1016.1496097241248,1016.1873067920678,1016.2235358450469
2700,101603.01930455156,101606.97758758959,101610.3987279526,1016.0301930455157,1016.0697758758959,1016.103987279526
2701,101578.77304757082,101583.27754655885,101586.49231331094,1015.7877304757084,1015.8327754655886,1015.8649231331093
2702,101582.2875806104,101585.94724708385,101589.6429912224,1015.8228758061041,1015.8594724708385,1015.896429912224
2703,101580.74612822603,101585.13262658125,101588.12129883384,1015.8074612822605,1015.8513262658125,1015.8812129883385
2704,101558.37884602709,101562.79287329948,101565.79126031614,1015.5837884602707,1015.6279287329949,1015.6579126031613
2705,101510.82292906198,101515.07381051824,101518.45262177082,1015.1082292906199,1015.1507381051823,1015.1845262177083
2706,101483.2014441927,101487.28234228177,101490.71824172864,1014.8320144419271,1014.8728234228178,1014.9071824172864
2707,101477.27175617864,101480.43615866614,101484.37638612709,1014.7727175617866,1014.8043615866613,1014.8437638612709
2708,101439.81190868178,101441.87324120833,101446.20129026666,1014.3981190868176,1014.4187324120834,1014.4620129026666
2709,101398.85614658541,101400.0573045479,101404.5692627573,1013.9885614658541,1014.0005730454791,1014.045692627573
2710,101382.50325455521,101382.94258018593,101387.54188861458,1013.8250325455521,1013.8294258018593,1013.8754188861459
2711,101375.07721148698,101375.47139804531,101380.29771032187,1013.7507721148697,1013.7547139804531,1013.8029771032188
2712,101404.49674461303,101406.08222750573,101410.42447595832,1014.0449674461303,1014.0608222750573,1014.1042447595834
2713,101405.59250463854,101407.50856104113,101411.74994777344,1014.0559250463854,1014.0750856104115,1014.1174994777343
2714,101365.23313538595,101368.07834432709,101371.84122821041,1013.6523313538593,1013.6807834432707,1013.718412282104
2715,101347.01651060677,101349.57310511198,101353.4169495375,1013.4701651060678,1013.4957310511197,1013.5341694953751
2716,101366.74793563281,101369.23505224322,101372.77595712918,1013.667479356328,1013.6923505224322,1013.7277595712916
2717,101361.54074177604,101363.9535650052,101367.4904493427,1013.6154074177606,1013.6395356500522,1013.674904493427
2718,101354.98924552396,101357.54179517082,101361.12334277814,1013.5498924552395,1013.5754179517082,1013.6112334277813
2719,101364.31721358802,101366.84364904583,101370.37236786146,1013.6431721358803,1013.6684364904584,1013.7037236786144
2720,101365.51430431876,101367.88325241198,101371.4679547974,1013.6551430431875,1013.6788325241198,1013.714679547974
2721,101354.59233061093,101356.31792034373,101360.17796573177,1013.5459233061094,1013.5631792034376,1013.6017796573177
2722,101376.38807195521,101377.76369181302,101381.71126318282,1013.7638807195522,1013.7776369181303,1013.8171126318281
2723,101403.64623912395,101404.93452051823,101408.72795566564,1014.0364623912396,1014.0493452051824,1014.0872795566563
2724,101413.74639227345,101415.56380689843,101418.99728404218,1014.1374639227344,1014.1556380689844,1014.1899728404219
2725,101418.8058990026,101420.68097632655,101424.04391437604,1014.1880589900261,1014.2068097632656,1014.2404391437605
2726,101434.18255243282,101435.48087664167,101439.11702997344,1014.341825524328,1014.3548087664166,1014.3911702997344
2727,101472.65119354999,101474.12829121511,101477.86834399219,1014.7265119355001,1014.7412829121511,1014.7786834399218
2728,101478.94629171719,101480.25519926146,101484.00672267293,1014.7894629171719,1014.8025519926148,1014.8400672267292
2729,101509.37474529688,101510.56463878386,101514.28597420834,1015.0937474529687,1015.1056463878384,1015.1428597420833
2730,101516.58682493176,101518.18629446198,101521.90414465104,1015.1658682493177,1015.1818629446199,1015.2190414465105
2731,101479.80001374999,101481.08945464686,101484.49717660887,1014.7980001374999,1014.8108945464688,1014.8449717660885
2732,101476.33441223542,101477.91809851458,101480.90633523178,1014.7633441223542,1014.7791809851459,1014.8090633523177
2733,101443.68691193541,101446.73281426614,101448.92878829947,1014.4368691193541,1014.4673281426615,1014.4892878829947
2734,101454.1274147401,101457.15500560729,101459.60131996093,1014.5412741474009,1014.5715500560729,1014.5960131996094
2735,101429.47116567813,101432.6528448474,101434.84174784037,1014.2947116567811,1014.3265284484739,1014.3484174784036
2736,101425.71224345989,101428.39500900416,101430.7050042974,1014.2571224345991,1014.2839500900416,1014.3070500429739
2737,101426.6888720948,101429.94079180261,101432.14293051978,1014.2668887209479,1014.299407918026,1014.3214293051981
2738,101404.2545468224,101407.84942029166,101409.9191048849,1014.042545468224,1014.0784942029168,1014.099191048849
2739,101400.79723414114,101404.21200054062,101406.39595812657,1014.0079723414115,1014.0421200054063,1014.0639595812656
2740,101418.37795662395,101421.67041003333,101423.84604185,1014.1837795662397,1014.2167041003333,1014.2384604185
2741,101448.57505041406,101451.78813023282,101454.07759156563,1014.4857505041407,1014.5178813023281,1014.5407759156564
2742,101469.93546037916,101473.29342689428,101475.79060712918,1014.6993546037917,1014.7329342689427,1014.7579060712917
2743,101483.51641448073,101486.93966689846,101489.51601346719,1014.8351641448073,1014.8693966689843,1014.8951601346718
2744,101497.15147538594,101500.5903597599,101503.11995083594,1014.9715147538594,1015.0059035975988,1015.0311995083595
2745,101493.71904622865,101497.46067797345,101499.90306017187,1014.9371904622865,1014.9746067797344,1014.9990306017187
2746,101492.77523173958,101496.70234709061,101499.04884832082,1014.9277523173959,1014.9670234709063,1014.9904884832084
2747,101516.36421262499,101520.29445152919,101522.66511520208,1015.16364212625,1015.2029445152916,1015.2266511520207
2748,101556.66843618333,101560.53860940521,101562.95926909687,1015.5666843618334,1015.605386094052,1015.6295926909688
2749,101564.776280075,101568.63610411617,101571.11483305885,1015.64776280075,1015.6863610411614,1015.7111483305887
2750,101579.17110826302,101583.07380400886,101585.61224127968,1015.7917110826302,1015.8307380400885,1015.8561224127968
2751,101641.63451173437,101645.19599310833,101647.9976587724,1016.4163451173438,1016.4519599310833,1016.479976587724
2752,101684.80777285625,101688.35551923385,101691.26156099375,1016.8480777285624,1016.8835551923386,1016.9126156099376
2753,101694.27163529635,101697.10781695106,101700.95668299687,1016.9427163529637,1016.9710781695104,1017.0095668299688
2754,101727.6648707599,101730.2930423672,101734.44420441614,1017.276648707599,1017.3029304236719,1017.3444420441616
2755,101774.3840195573,101776.2645011625,101780.78955508125,1017.7438401955731,1017.762645011625,1017.8078955508124
2756,101783.53132666042,101784.0488305703,101789.67061143334,1017.8353132666042,1017.840488305703,1017.8967061143334
2757,101826.30701732603,101826.68796452241,101832.70404529323,1018.2630701732604,1018.266879645224,1018.3270404529324
2758,101866.09587076146,101868.70737048124,101872.72576986408,1018.6609587076146,1018.6870737048124,1018.7272576986406
2759,101898.34197736667,101902.59171577448,101904.44671836354,1018.9834197736667,1019.0259171577447,1019.0444671836353
2760,101908.50368152917,101913.52710019583,101913.8937360099,1019.0850368152918,1019.1352710019584,1019.1389373600989
2761,101925.1565203474,101930.67144236458,101931.27561802031,1019.2515652034738,1019.3067144236458,1019.3127561802031
2762,101950.45508899113,101956.10517897137,101957.03260130782,1019.5045508899115,1019.5610517897135,1019.5703260130781
2763,101974.61359409531,101980.5482619776,101981.19473941509,1019.7461359409532,1019.805482619776,1019.8119473941512
2764,101984.2090692125,101990.13804656979,101990.9592433021,1019.8420906921249,1019.9013804656979,1019.9095924330207
2765,102008.67929934479,102014.85109428126,102015.30005455884,1020.086792993448,1020.1485109428127,1020.1530005455886
2766,102034.21395270938,102040.10059756927,102040.89129706458,1020.3421395270938,1020.4010059756928,1020.4089129706458
2767,102052.45656276823,102058.71090532657,102059.0370990297,1020.5245656276824,1020.5871090532656,1020.590370990297
2768,102063.36517951146,102070.12316471613,102069.31889653803,1020.6336517951145,1020.7012316471615,1020.6931889653802
2769,102078.76664273595,102085.42379650417,102084.2091952302,1020.7876664273595,1020.8542379650418,1020.8420919523021
2770,102077.6069532198,102083.78822746093,102083.44137770156,1020.7760695321978,1020.8378822746093,1020.8344137770157
2771,102069.90987815626,102075.62392302812,102075.9250300771,1020.6990987815625,1020.7562392302814,1020.7592503007708
2772,102077.07167963749,102083.16302090208,102083.18572592449,1020.7707167963749,1020.8316302090208,1020.8318572592448
2773,102082.67988532761,102088.89733371821,102088.39175838126,1020.8267988532763,1020.8889733371822,1020.8839175838125
2774,102065.71507997134,102071.71791502916,102071.63726568074,1020.6571507997136,1020.7171791502917,1020.7163726568073
2775,102067.58905223073,102073.4978699703,102073.46865709375,1020.6758905223074,1020.7349786997031,1020.7346865709375
2776,102054.1070293172,102060.12412102865,102059.20211937449,1020.5410702931717,1020.6012412102864,1020.5920211937449
2777,102053.62805120155,102059.83625054634,102058.78857519635,1020.5362805120157,1020.5983625054635,1020.5878857519637
2778,102069.00194809375,102075.25717279219,102073.36476437708,1020.6900194809374,1020.7525717279218,1020.7336476437708
2779,102071.37421899271,102077.48636199688,102076.19566219584,1020.713742189927,1020.7748636199688,1020.7619566219583
2780,102066.75317102291,102072.92417477135,102071.77121042812,1020.6675317102292,1020.7292417477136,1020.7177121042812
2781,102047.38395469949,102053.30397857969,102052.77133207083,1020.4738395469948,1020.5330397857969,1020.5277133207081
2782,102036.07932917084,102041.91105557293,102041.49575904741,1020.3607932917083,1020.4191105557292,1020.4149575904739
2783,102028.0584900349,102033.82415427812,102033.53833998177,1020.2805849003491,1020.3382415427812,1020.3353833998177
2784,102030.12677532292,102036.0022222375,102035.73051781875,1020.3012677532291,1020.3600222223748,1020.3573051781875
2785,102036.87820426926,102042.63399952083,102042.56919198697,1020.3687820426926,1020.4263399952083,1020.4256919198699
2786,102038.03235832968,102043.68113346666,102043.77442352136,1020.3803235832969,1020.4368113346668,1020.4377442352136
2787,102052.4164210203,102057.91524407137,102058.00969558542,1020.524164210203,1020.5791524407135,1020.5800969558543
2788,102055.33331233282,102060.81756480782,102060.67302750208,1020.5533331233282,1020.6081756480781,1020.6067302750208
2789,102060.40115615728,102065.80322284375,102065.54821866873,1020.6040115615727,1020.6580322284376,1020.6554821866874
2790,102087.98814129531,102093.38824803072,102093.07249888334,1020.8798814129531,1020.9338824803074,1020.9307249888334
2791,102115.2006115,102120.33559152343,102120.30268425104,1021.152006115,1021.2033559152344,1021.2030268425104
2792,102127.43818846613,102132.40191171458,102132.50562204477,1021.2743818846615,1021.3240191171458,1021.3250562204479
2793,102161.82267525104,102166.56944785937,102166.91806039168,1021.6182267525103,1021.6656944785937,1021.6691806039167
2794,102187.7203173625,102192.29270795782,102192.83787697605,1021.8772031736249,1021.9229270795781,1021.9283787697605
2795,102211.20440127865,102215.67890939896,102216.28577385467,1022.1120440127866,1022.1567890939897,1022.1628577385468
2796,102239.54258342291,102244.03926597188,102244.58271093699,1022.3954258342291,1022.4403926597188,1022.4458271093698
2797,102258.97459970105,102263.47264434531,102263.82515642136,1022.5897459970104,1022.6347264434531,1022.6382515642134
2798,102286.740105575,102291.11904471146,102291.39448385105,1022.8674010557501,1022.9111904471147,1022.9139448385104
2799,102315.62992999637,102319.9727053401,102320.26057171823,1023.1562992999635,1023.1997270534009,1023.2026057171823
2800,102340.23780824272,102344.61716417134,102344.94815019635,1023.4023780824272,1023.4461716417136,1023.4494815019634
2801,102342.94317780157,102347.33071179011,102347.70364508647,1023.4294317780156,1023.4733071179011,1023.4770364508646
2802,102340.39065921458,102344.7851505625,102345.16480438021,1023.4039065921457,1023.4478515056251,1023.4516480438022
2803,102337.11381654427,102341.448181775,102341.9358769922,1023.3711381654426,1023.4144818177501,1023.4193587699218
2804,102336.33721179895,102340.63445215834,102341.18785406768,1023.3633721179896,1023.4063445215834,1023.4118785406771
2805,102339.7061610302,102343.97237485729,102344.5474441573,1023.397061610302,1023.4397237485729,1023.445474441573
2806,102358.42870162395,102362.63618911926,102363.30539353177,1023.5842870162396,1023.6263618911927,1023.6330539353177
2807,102365.88085196562,102370.09124037396,102370.78672171874,1023.6588085196563,1023.7009124037395,1023.7078672171875
2808,102364.64558152447,102368.80633445624,102369.6069010073,1023.6464558152447,1023.6880633445626,1023.696069010073
2809,102376.88360695886,102381.02381381353,102381.8742027724,1023.7688360695886,1023.8102381381353,1023.8187420277239
2810,102399.4358162552,102403.58081612865,102404.4518731047,1023.9943581625521,1024.0358081612865,1024.044518731047
2811,102406.17568523697,102410.31637385,102411.23068146824,1024.0617568523696,1024.1031637385001,1024.1123068146824
2812,102392.39577203906,102396.51480905105,102397.45907212552,1023.9239577203907,1023.9651480905104,1023.9745907212554
2813,102377.99906467657,102382.17229165,102383.02557431717,1023.7799906467656,1023.8217229165001,1023.8302557431721
2814,102360.79470512707,102365.0888298448,102365.80982135677,1023.6079470512708,1023.650888298448,1023.6580982135677
2815,102362.75792580053,102367.13617574947,102367.78640160365,1023.6275792580051,1023.6713617574948,1023.6778640160364
2816,102356.04991577502,102360.59258813126,102361.18378374635,1023.56049915775,1023.6059258813124,1023.6118378374637
2817,102373.02180919377,102377.67299849582,102378.2079637823,1023.7302180919376,1023.7767299849585,1023.7820796378229
2818,102404.15077361355,102409.63478498072,102408.91556117084,1024.0415077361354,1024.0963478498074,1024.0891556117083
2819,102419.89269625781,102426.33503548437,102422.87961378542,1024.198926962578,1024.2633503548439,1024.2287961378543
2820,102448.63446886926,102455.08817627605,102451.72112950572,1024.4863446886927,1024.5508817627604,1024.5172112950575
2821,102471.74227769948,102478.1272040953,102474.62749814114,1024.7174227769947,1024.7812720409531,1024.7462749814115
2822,102478.62402012083,102484.79894257762,102480.52881196458,1024.7862402012083,1024.8479894257762,1024.8052881196459
2823,102496.51912104167,102502.56134347136,102497.91794950521,1024.9651912104166,1025.0256134347135,1024.979179495052
2824,102512.83635095626,102518.41556579428,102513.26404020625,1025.1283635095626,1025.1841556579427,1025.1326404020626
2825,102526.46525346198,102532.17805241822,102527.83051522657,1025.2646525346197,1025.3217805241825,1025.2783051522654
2826,102530.26306888022,102535.96661969896,102532.80998483127,1025.3026306888019,1025.3596661969896,1025.3280998483126
2827,102535.68789920105,102540.82178248905,102538.75454459741,1025.3568789920105,1025.4082178248907,1025.387545445974
2828,102542.38354329583,102547.22828260156,102545.52560348854,1025.4238354329582,1025.4722828260155,1025.4552560348855
2829,102552.84813567762,102557.7213462849,102556.54358168281,1025.528481356776,1025.577213462849,1025.565435816828
2830,102571.42586568021,102576.36911522812,102574.856110725,1025.714258656802,1025.7636911522814,1025.74856110725
2831,102588.53399611563,102593.69125938282,102591.75813795312,1025.8853399611564,1025.936912593828,1025.9175813795312
2832,102603.19849213958,102608.32944701042,102606.96510631095,1026.0319849213959,1026.083294470104,1026.0696510631094
2833,102619.87625972864,102625.1467444625,102624.56354334689,1026.1987625972865,1026.251467444625,1026.2456354334686
2834,102615.32724735886,102621.03350615954,102620.2012342547,1026.1532724735887,1026.210335061595,1026.202012342547
2835,102619.5492936323,102625.37204723958,102624.84546520156,1026.195492936323,1026.2537204723956,1026.2484546520157
2836,102660.14685077396,102665.97302612291,102665.60543415677,1026.6014685077396,1026.659730261229,1026.6560543415676
2837,102673.31279825103,102679.22513661615,102678.76784187915,1026.7331279825105,1026.7922513661615,1026.7876784187915
2838,102665.61543941095,102671.50556683283,102670.87956642915,1026.6561543941095,1026.7150556683282,1026.7087956642915
2839,102680.52819315677,102686.09029803907,102685.8826624375,1026.8052819315678,1026.8609029803906,1026.8588266243748
2840,102702.1752725276,102707.69959267866,102707.7386075802,1027.021752725276,1027.0769959267866,1027.077386075802
2841,102723.5848407151,102729.22601830572,102729.18476529894,1027.2358484071513,1027.2922601830574,1027.2918476529896
2842,102727.67399704791,102733.18904056144,102733.14328588905,1027.2767399704792,1027.3318904056146,1027.3314328588906
2843,102715.33795667031,102720.77072747498,102720.7718702974,1027.153379566703,1027.20770727475,1027.2077187029738
2844,102700.79826330209,102706.34297201042,102706.28379865573,1027.0079826330207,1027.063429720104,1027.0628379865575
2845,102695.56604487552,102701.20252343331,102701.10393073541,1026.9556604487552,1027.0120252343334,1027.0110393073542
2846,102680.91307160105,102686.44308854011,102686.38885638543,1026.8091307160105,1026.8644308854011,1026.863888563854
2847,102663.30024140417,102668.7658952875,102669.01171942135,1026.6330024140418,1026.6876589528752,1026.6901171942134
2848,102644.04349528333,102649.49380603021,102649.99428554167,1026.4404349528334,1026.494938060302,1026.4999428554167
2849,102629.58458733124,102635.11394501041,102635.63511265678,1026.2958458733126,1026.351139450104,1026.3563511265677
2850,102628.91544523179,102634.49863171563,102635.08878487657,1026.2891544523177,1026.3449863171563,1026.3508878487655
2851,102625.4043600724,102631.07746559843,102631.61070446875,1026.2540436007241,1026.3107746559845,1026.3161070446877
2852,102613.18108014166,102618.81394276093,102619.48257974582,1026.1318108014166,1026.1881394276095,1026.1948257974586
2853,102622.48858066928,102627.8690680224,102628.92545840988,1026.2248858066926,1026.278690680224,1026.289254584099
2854,102613.76859699063,102619.01458305103,102620.36167491406,1026.1376859699064,1026.1901458305106,1026.2036167491408
2855,102629.23485589688,102634.2399987276,102635.81030118385,1026.2923485589688,1026.3423999872762,1026.3581030118387
2856,102636.07183878073,102640.83577798541,102642.32435096145,1026.360718387807,1026.4083577798542,1026.4232435096146
2857,102655.07211805104,102660.0303055547,102661.49738839948,1026.5507211805107,1026.6003030555466,1026.6149738839947
2858,102652.55778451092,102657.4321037448,102658.75044464583,1026.5255778451094,1026.5743210374476,1026.5875044464583
2859,102643.19668289897,102648.15971129478,102649.36763114427,1026.4319668289897,1026.4815971129478,1026.4936763114429
2860,102657.17288848542,102662.1640172823,102663.18838880208,1026.571728884854,1026.6216401728227,1026.6318838880209
2861,102660.8401338052,102666.22802334634,102666.75541598177,1026.608401338052,1026.6622802334637,1026.6675541598177
2862,102657.8796010922,102663.13694676876,102663.56080095052,1026.5787960109221,1026.6313694676876,1026.6356080095052
2863,102661.5422102474,102666.94458526406,102666.98184014375,1026.6154221024738,1026.6694458526406,1026.6698184014374
2864,102661.2155406302,102666.4940136,102666.60142046146,1026.612155406302,1026.664940136,1026.6660142046146
2865,102637.0705707875,102642.58902123803,102642.09194013645,1026.370705707875,1026.4258902123802,1026.4209194013645
2866,102631.5762730021,102636.69108449688,102636.65182150886,1026.3157627300209,1026.3669108449687,1026.3665182150885
2867,102657.98391538751,102663.19817933385,102663.03696320156,1026.579839153875,1026.6319817933386,1026.6303696320156
2868,102676.03008972603,102680.97854289896,102680.95253092395,1026.7603008972605,1026.8097854289895,1026.8095253092397
2869,102699.77021599219,102704.57690012552,102704.92161544324,1026.9977021599218,1027.0457690012554,1027.049216154432
2870,102712.48772512916,102717.17864710053,102717.72176850573,1027.1248772512918,1027.1717864710054,1027.1772176850573
2871,102731.76365389324,102736.4477068,102736.90086550885,1027.3176365389322,1027.364477068,1027.3690086550887
2872,102738.8094239802,102743.34892034114,102744.01275680728,1027.3880942398018,1027.4334892034115,1027.4401275680727
2873,102745.27549392135,102749.80927075,102750.60935826926,1027.4527549392137,1027.4980927074998,1027.5060935826928
2874,102747.53045778802,102752.13527216042,102752.85124667083,1027.47530457788,1027.521352721604,1027.5285124667084
2875,102740.2454041177,102744.68578225886,102745.68408748698,1027.402454041177,1027.4468578225888,1027.4568408748698
2876,102734.85824872657,102739.15837581665,102740.28246890729,1027.3485824872657,1027.3915837581667,1027.402824689073
2877,102734.25386707032,102738.64680224322,102739.62694013647,1027.3425386707033,1027.3864680224324,1027.3962694013646
2878,102744.65245619949,102748.90793811875,102750.15454010887,1027.4465245619947,1027.4890793811876,1027.5015454010886
2879,102737.95727282396,102742.20511076249,102743.51105264896,1027.3795727282395,1027.422051107625,1027.4351105264896
2880,102742.35126557814,102746.5131268776,102747.90589011772,1027.4235126557815,1027.465131268776,1027.479058901177
2881,102741.02632233022,102745.1927075203,102746.55638046302,1027.410263223302,1027.4519270752032,1027.4655638046302
2882,102733.82667575883,102737.98375338176,102739.35795618648,1027.3382667575886,1027.3798375338174,1027.3935795618645
2883,102726.03111151615,102730.19437949116,102731.57699344895,1027.2603111151616,1027.3019437949115,1027.3157699344895
2884,102723.86790737812,102728.01012861458,102729.4292901625,1027.2386790737812,1027.2801012861457,1027.294292901625
2885,102711.63451964375,102715.74307869218,102717.2054544651,1027.1163451964376,1027.1574307869219,1027.1720545446512
2886,102712.12087899375,102716.24813508282,102717.67983772239,1027.1212087899376,1027.162481350828,1027.176798377224
2887,102731.04903327239,102735.20127757864,102736.60696553021,1027.3104903327242,1027.3520127757863,1027.3660696553022
2888,102707.5461928453,102711.70068830937,102713.12206520938,1027.0754619284533,1027.1170068830936,1027.131220652094
2889,102716.398401475,102720.58359980572,102721.99021022602,1027.16398401475,1027.2058359980574,1027.2199021022604
2890,102740.70697037553,102744.90367181096,102746.30002368438,1027.407069703755,1027.4490367181095,1027.4630002368438
2891,102759.27830175834,102763.43734933698,102764.9251823974,1027.5927830175833,1027.6343734933698,1027.649251823974
2892,102761.29284513542,102765.4621773125,102766.92256361355,1027.6129284513543,1027.654621773125,1027.6692256361355
2893,102761.87025899219,102766.07228255834,102767.48104281667,1027.618702589922,1027.6607228255834,1027.6748104281667
2894,102780.33594062031,102784.64531289584,102785.89705060938,1027.8033594062033,1027.8464531289585,1027.8589705060938
2895,102816.66896769531,102820.96856807239,102822.21914314167,1028.1666896769532,1028.2096856807239,1028.2221914314168
2896,102833.33611349168,102837.73566392814,102838.94036428281,1028.3333611349167,1028.3773566392813,1028.3894036428283
2897,102856.1830388526,102860.79277724115,102862.0591305224,1028.561830388526,1028.6079277724116,1028.6205913052238
2898,102873.93842635157,102878.70033779062,102880.02157565833,1028.7393842635156,1028.787003377906,1028.8002157565834
2899,102853.77612299843,102858.6515443427,102860.00534952656,1028.5377612299844,1028.586515443427,1028.6000534952657
2900,102851.78739557604,102856.66822819169,102858.10652912759,1028.5178739557605,1028.5666822819167,1028.5810652912762
2901,102871.8463533026,102876.83448543177,102878.31848106407,1028.718463533026,1028.7683448543175,1028.7831848106405
2902,102879.61239409949,102884.62389517706,102886.17905684582,1028.7961239409947,1028.846238951771,1028.8617905684584
2903,102920.71804543438,102925.7216650328,102927.38018184064,1029.2071804543436,1029.257216650328,1029.2738018184061
2904,102946.95237931666,102951.96208204114,102953.72896857552,1029.4695237931667,1029.5196208204113,1029.5372896857552
2905,102968.2749473948,102973.2499629948,102975.10754618488,1029.682749473948,1029.7324996299478,1029.7510754618488
