,z/L,phi_m
0,-0.03702387369790065,0.9937273079994441
1,-0.0507869943150378,1.3457476915219355
2,-0.051479869598641245,1.2352471544815262
3,-0.06842170360145736,1.1112469120242372
4,-0.0526842445960219,1.1438285270023252
5,-0.1042398823234784,1.3492511736072332
6,-0.047205465948108094,1.175419098470692
7,-0.0288099214862682,1.1065987975377372
8,-0.0652099658587845,1.226659362074286
9,-0.039404028575341504,1.4647892816884704
10,-0.03299211548873785,0.9837661258284016
11,-0.03882261099000035,1.4454637568381876
12,-0.052260713324522354,1.2248969235465228
13,-0.02832421508423465,1.8621689915422563
14,-0.02770984987432125,1.396376880536567
15,-0.03052462973701665,1.504662277668855
16,-0.04181162275444285,
17,-0.03760079711644425,
18,-0.1114824886294125,
19,-0.0367157061774634,1.5119161540327504
20,0.01613573015970325,1.830684318053808
21,0.026509481408957397,2.594796553023504
22,-0.00039048005934430065,2.3457520275567623
23,0.023771447475325003,2.5558871956818066
24,0.02345440448172335,1.7260157041430477
25,0.0455757046308579,2.5710877157394827
26,0.0261477665608181,2.0994018098145792
27,0.04833068685807325,3.347442583110098
28,0.04903336851927395,2.7264695447813025
29,0.058445344218445244,2.974278536259822
30,0.0676596275616688,3.2744699191170183
31,0.08751902823243675,2.7948067269032135
32,0.0729833764205998,2.9270009388800178
33,0.16329622845522657,3.167915674716383
34,0.43667846899745655,4.064495559767394
35,0.21822840199601146,3.4711686253308103
36,0.06674787502382815,2.7260137775266857
37,0.024250559567627998,2.1997622191356836
38,0.06250897335970775,2.4951494512501124
39,0.02446578744216365,1.8943360596898797
40,0.030997042373179,2.026711732094051
41,0.04250358944872855,2.4277824055975423
42,0.025941644153157452,1.9804629488509076
43,0.018574982798493,1.8399021445094086
44,0.020767094459007852,1.875558226972221
45,0.01512635687041805,1.664199420535498
46,0.01243907862375225,1.6526260400671502
47,0.013606999250675201,1.7647592654336635
48,0.01249725105840325,1.695126605581343
49,0.0084066483421835,1.5532559006958986
50,0.0071263093982625,1.671896765491036
51,0.00683591437439395,1.541417520087131
52,0.006583803572353801,1.5543369883309865
53,0.00803435185760305,1.6131168523151125
54,0.006878033382109,1.6064513494045642
55,0.0066829662333739,1.5884255408819217
56,0.0056107580945627,1.596807169948873
57,0.0037702148528871,1.4649166792529444
58,0.004393373508866099,1.6009556213650877
59,0.005425372701529501,1.7376588705378022
60,0.004809756262673,1.828844865138729
61,0.00489249035804245,1.59516618547643
62,0.0053358581744446,1.6041152771008704
63,0.0045996574333806006,1.6766266375215992
64,0.0048152981400976,1.5263413613402717
65,0.0053713346463771,1.5984091804327378
66,0.0066666058755166496,1.6043296658715236
67,0.0059289688786243,1.5152281785917878
68,0.0072090257553481,1.410766519191603
69,0.0107007445746741,1.3223400821579865
70,0.01362790639747655,1.550790990826542
71,0.013106431558898998,1.51407016558734
72,0.01240518564768035,1.646742182816327
73,0.0113860737649408,1.6186330928423742
74,0.00694535302069795,1.4341327260148702
75,0.00932371220611705,1.5577295302034868
76,0.00869612014178085,1.3740422054943877
77,0.01402568784668905,1.6091751220497708
78,0.012087105690092251,1.5045834640628006
79,0.0098206278393281,1.4164084847464669
80,0.0101925070935676,1.54980930379356
81,0.00979305688431935,1.3586110625033576
82,0.0070305190550254,1.2690047296018372
83,0.00857183889645165,1.515809874252879
84,0.0064498746331331,1.3479175092225544
85,0.00708285891483295,1.41157526143478
86,0.0100947726341224,1.5189979774129285
87,0.00882850191998125,1.4232205683155368
88,0.00578019964265295,1.3867423588455374
89,0.0047473800839314,1.4516324842786053
90,0.0049795166931143504,1.5701526595561632
91,0.00490131045798735,1.529254410785238
92,0.006565476215422699,1.4759236605261146
93,0.0117824141256524,1.7755221482541528
94,0.0098129189356726,1.7772075583717264
95,0.00457843310548235,1.6913026187264284
96,0.0054458246114112,1.5422298751805874
97,0.00598369583630585,1.3817332493278554
98,0.00568644168159795,1.472302552180778
99,0.00628482243465345,1.340051585357376
100,0.0062346226868898,1.5487457464890155
101,0.00694570941254175,1.4727977529867238
102,0.0069633518636155,1.3224744913910547
103,0.0088085983241801,1.4186067920996521
104,0.0084308264951304,1.4270466744472101
105,0.0090910383809296,1.2386774963845832
106,0.0107672527799539,1.3170777238060032
107,0.011621567650758051,1.369188972344544
108,0.01157663189274155,1.2793934297337795
109,0.013019020007197249,1.3933423922118353
110,0.01320717318280595,1.2852072318869894
111,0.01367402458480135,1.5945029543979572
112,0.01829207593584295,1.4364828537574768
113,0.016723417445928347,1.530824373319863
114,0.015830035479409102,1.5083074660249145
115,0.01757484962147195,1.515028349881337
116,0.01914187933454565,1.5010756840621484
117,0.0177164623267714,1.5115713353233844
118,0.0188731910896038,1.5689873038120443
119,0.0325315238712122,2.029799296770602
120,0.019021469133194052,1.6096265304268795
121,0.02223577835977565,1.794458287751654
122,0.020187293675382648,1.479246179224391
123,0.01777510157171515,1.6628856500578437
124,0.10665574447495879,2.274486375719353
125,0.01828021874573995,1.4953507482576014
126,0.0206940026323455,1.3678979557812005
127,0.02495431907476235,1.573215268230858
128,0.01546867942082395,1.5179476803826684
129,0.0165294595324831,1.5924235248084984
130,0.01661259247448885,1.7072240617373122
131,0.02142418525454705,1.8706302495515645
132,0.01804428118925155,1.689251238904723
133,0.01132668923357625,1.5427607069206617
134,-0.28888941919983807,4.149252417030756
135,0.02992250959187015,2.7135382430114756
136,0.042036404192789104,3.044088144875744
137,0.11152135803827684,4.8812878381443525
138,0.041350710951351705,2.788830058181621
139,0.0394735402507599,1.2142818966670827
140,0.12933303782135944,2.1933179080093708
141,2.0616870650837624,1.3704464566192769
142,-0.15759284362814935,1.591003892927763
143,-0.1876189075038145,1.3211089621323586
144,-0.057490505944368,0.9327719348386194
145,-0.11347812736551036,1.0173368737119073
146,-0.052441688903955605,0.4966416427425411
147,-0.0936039449740371,0.7351132693650173
148,-0.0533877649865928,0.784619060215074
149,-0.0504479442963246,1.3442049221130314
150,-0.21677865852404204,0.7344342055457925
151,-0.2647774553173751,
152,-0.14828900462450234,
153,-0.11032778761168618,0.7686101131422851
154,-0.09924200112903014,1.2870525206247558
155,-0.0985102935464981,1.1473915923245916
156,-0.2554999887915734,2.2933361782050103
157,-0.045996632619249245,1.43430605608098
158,-0.0418727046887653,1.3728875277533434
159,-0.02833128762288565,1.2136807315108888
160,-0.035209142718929345,1.4719838749454925
161,-0.04024653077690745,1.3599695537468084
162,-0.035135784877310644,1.2320503839734884
163,-0.0313628795498238,1.3528876739904376
164,-0.028173643369644848,1.2915506907904628
165,-0.018732812332300598,1.2083039173946064
166,-0.03131446005246115,1.520767323531447
167,-0.01780091368322995,1.20030665807847
168,-0.0177234075307428,1.4266660420062456
169,-0.0212152765370011,1.248436840595141
170,-0.017039127941001347,1.1645418353316366
171,-0.032428475398030454,1.3262772672598324
172,-0.04416120896880395,1.4000516135806655
173,-0.021965104633113103,1.0786682575559299
174,-0.035406664016184,1.3568049395340998
175,-0.031902905653272695,1.4420924653792162
176,-0.0233263507196724,1.2204565650941788
177,-0.05961625463343195,1.6076480245106728
178,-0.04335280612596075,1.4530453400837209
179,-0.0438469946789857,1.5576644575611402
180,-0.03203386140422365,1.6093663616595897
181,-0.04255699217365695,1.8946124722257287
182,-0.025071147898641,1.4611969949292716
183,-0.0363295726138083,1.9722003351869406
184,-0.030882000465474402,1.8615346136719895
185,-0.025958133316322848,1.5403832206127273
186,-0.0392720515903225,2.0583812190966833
187,-0.0226626887658287,1.4905723166088385
188,-0.02495873383379895,1.3308983940776646
189,-0.025614174593805848,1.4850736599838243
190,-0.0180618123302817,1.253412083456656
191,-0.0495353306232742,4.585066348359959
192,-0.016918845398424802,1.399043844183128
193,-0.0236131667255211,1.1278333322379273
194,-0.017530505447073248,1.1981283743698574
195,-0.3635913732719223,3.635348014151933
196,-0.14717140991469568,1.202736419170038
197,-0.0947834078939315,0.9622579438816949
198,-0.0687311842020646,1.4250137122559194
199,-0.02486846862474805,1.3278943172663722
200,-0.032898217249229096,1.303576667074719
201,-0.0330876402012874,1.38766948616452
202,-0.021013923780214848,1.0620884152506018
203,-0.0267129924381964,1.3288293518002812
204,-0.0307105250577993,1.3464874996132932
205,-0.02219275965985465,1.3983111827310042
206,-0.021967652968182698,1.372534007637972
207,-0.0192916153520093,1.2800740665045005
208,-0.0212059006539971,1.477040607626127
209,-0.023912782606732852,1.4324620181539651
210,-0.015879982208811448,1.2123156878921628
211,-0.033751163027849654,1.7235797251973948
212,-0.02145272152708935,1.3468947184168867
213,-0.026710157072011298,1.0840982180549708
214,-0.031343982451730146,1.0581330491332432
215,-0.0318028818253849,1.3095457787849574
216,-0.0395990946589377,1.2487422808820965
217,-0.05253371491567165,1.0972307037103397
218,-0.043152925798363,0.9508288557476943
219,-0.062244217789144005,1.104898992306478
220,-0.062451905304212754,1.124408370783905
221,-0.0536209487618712,1.2255669031610157
222,-0.04760041215893125,1.3048655770558795
223,-0.053489387695196296,1.2031460409404704
224,-0.06723080699728945,1.2009180979166063
225,-0.0885883446210853,1.348455235580394
226,-0.0666058613666105,1.0192527691436983
227,-0.079329855369172,1.0959622190761593
228,-0.09540060591227115,1.1221856145930653
229,-0.15037041258544975,1.398242632495198
230,-0.08200244038888094,1.037822595675059
231,-0.23863047192681097,1.0565356618094823
232,-0.16024446885069984,0.8497739630267034
233,-0.1968727558382868,0.9440509311865979
234,-0.2349030102949176,1.0661200701580447
235,-0.15864994032301,0.996745508177714
236,-0.12456802480989515,1.064662251976185
237,-0.06155353099671565,0.8481778668099033
238,-0.06281999687981615,1.042548997476625
239,-0.0678223496393945,0.957847746835513
240,-0.0704464333989468,0.6935616835162359
241,,
242,,
243,,
244,,
245,,
246,,
247,,
248,,
249,,
250,,
251,,
252,,
253,,
254,,
255,,
256,,
257,,
258,,
259,-0.029271010459060748,3.5069488406793328
260,-0.02783775581391575,4.029263040138256
261,-0.0268918977825288,2.2472893337121382
262,-0.0269461355261789,2.9062851944215247
263,-0.021271596204392902,3.2558611426988215
264,-0.020784113057558652,5.001018274487368
265,,
266,-0.02124331125995145,2.465302065680404
267,-0.0412152655553798,1.3168786847376521
268,-0.02370394035559505,1.6107766281352922
269,-0.0336917634986262,1.0055135388268708
270,-0.037741385369515004,0.7140984194926964
271,-0.028503367026156953,1.364712759491112
272,-0.0340222566870419,0.8664140228855477
273,-0.019425454122899248,1.7541122142993888
274,-0.00881606812346265,2.1403726253652597
275,-0.0105836612126644,2.0666726235987976
276,-0.0101180383950312,2.745250208436275
277,-0.00702938148341735,4.768857650685305
278,-0.0108511199433257,5.7923949973334645
279,-0.0054668436272008,4.480802289468828
280,-0.00331800506737625,3.127819896602245
281,-0.002773914857889,4.030757434036881
282,-0.0042818786963264,5.713295643916077
283,-0.0039335725112452,5.154369221912952
284,-0.005721619935478451,5.776665867119616
285,-0.0045312981246244,4.7825606578531765
286,-0.005300139814666,2.8346066038123494
287,-0.00588071464962315,2.706845517666935
288,-0.0059253074615330005,2.1968098633082405
289,-0.0046254369807528,1.7213133397755747
290,-0.00886653486780605,3.4298098709696045
291,-0.0047163637654168995,1.580613561252152
292,-0.00423764129250855,1.9714139980182044
293,-0.00622716575300175,2.5642144356081142
294,-0.01024469314084085,2.8508015782945866
295,-0.01095616654681985,3.923479424870425
296,-0.012564942657833401,4.068792480797614
297,-0.0152664131615209,5.556465216179852
298,0.00088675384127975,6.33224022206342
299,0.00545367724928705,7.814842883889881
300,0.0041373206842117,7.531093635578366
301,0.0030416891798617004,7.905458047062213
302,0.0021138227085519,6.946573261338039
303,0.0055942351604325,4.9789861990215645
304,0.0042235640094779505,2.249260607415698
305,0.0042703730217128495,1.3535845016598682
306,0.00600311800882605,1.294844466343328
307,0.0078004461600066,1.1226743245010422
308,0.008972574897751,1.220125747861697
309,0.011917162415563148,1.129774644560482
310,0.00861594407344615,0.9730989708626435
311,0.00369312235552215,1.0091943742301268
312,0.0021985952952653497,0.997216308603191
313,0.00161473179972475,1.0360131922308775
314,0.00552460873487725,1.179054993325275
315,-0.0009367271978603,1.1126511888776003
316,-0.00116911115293805,0.9700756129563242
317,-0.0013504911600465,1.0478912550609216
318,-0.0014573969636476002,1.05769084946117
319,-0.0013707935555243,1.1099734374403505
320,-0.0015029778355566499,1.0415602448689496
321,-0.0017244804515524,1.128872746302325
322,-0.00204465542231045,1.1918849551419675
323,-0.0022130968439077,1.095714599354512
324,-0.00215512063552005,1.233577811589595
325,-0.0018347861794476002,1.2358005430804162
326,-0.00213209909770265,1.4715676296721596
327,-0.00238254287882475,1.2714038730604857
328,-0.0029163200875121,1.416242101040822
329,-0.0030293972557859,1.514443111459642
330,-0.0029120433145214497,1.5509991709846176
331,-0.00227308652859055,1.5500619485169458
332,-0.00316820659368775,1.625861266381824
333,-0.00379977214741725,1.5597430219107198
334,-0.0040291679761294,1.5287576642477685
335,-0.0045416803812077,1.4927878208077523
336,-0.004021532900451,1.5230345826086389
337,-0.0033822989835569,1.490428105625591
338,-0.0033103108371344,1.516385591813327
339,-0.00368698869415465,1.5553649569449297
340,-0.00346112933755265,1.4136888775793086
341,-0.00215308646642465,1.429651536225851
342,-0.0022831413423297,1.6126213807914958
343,-0.00247296150497495,1.5553917506243093
344,-0.00244876975634795,1.4900452733786256
345,-0.0029627641423990003,1.6522071872358115
346,-0.0043269649894033,1.923823678913787
347,-0.0034230025334665002,1.5566041027106947
348,-0.0048272075211823005,1.771812804941223
349,-0.00348904202240965,1.5335901070078963
350,-0.0031561147983477002,1.6080071303107315
351,-0.0035715805624145502,1.6559142294179876
352,-0.0037194274688228,1.7924680300480758
353,-0.00319198607820615,1.5369324778002835
354,-0.00296483309278135,1.5592471978234541
355,-0.0029007467497668502,1.4661451545901711
356,-0.002355844660457,1.28445455562296
357,-0.00218060610407325,1.4530089461544256
358,-0.0025525410214696,1.6066538151200924
359,-0.00143455015880905,1.6198576460810294
360,-0.0016007573571296,1.554205851442296
361,-0.0032478878937690497,1.728625586913694
362,-0.0023059588072921,1.5848036324563874
363,-0.00262423568127905,1.7044040005973977
364,-0.00267751988951255,1.6142588769265367
365,-0.00454182396028935,1.6458798368391014
366,-0.0058430795330250505,1.6356686887089864
367,-0.00691182690548565,1.7550882656144366
368,-0.00921307096301875,1.9226758525757064
369,-0.01246432728942395,1.9225895262974786
370,-0.01501504087123905,2.031908750600175
371,-0.0111803457512299,1.8498170217354148
372,-0.01029229309285735,1.8395682169302465
373,-0.0134386333016611,1.751521419144431
374,-0.0143639645011161,1.5847724423599685
375,-0.0177555469379416,1.8657685333174188
376,-0.019519255220689702,1.9305203169431024
377,-0.0161120687067596,1.8377938395286675
378,-0.0189430279509316,1.752283141389234
379,-0.0140535225580322,1.6454434517181653
380,-0.019497235436237402,1.7061414813420965
381,-0.019848094800597897,1.5577431442755019
382,-0.01530329769239475,1.4618267252211594
383,-0.0174951840926395,1.6846027942912938
384,-0.0083398526413551,1.4651841799518215
385,-0.010699613960903201,1.935182432447125
386,-0.0074354058969434,1.7226874121099167
387,-0.0063320878359112,1.5357698032067875
388,-0.00879217679146745,1.5310026297128556
389,-0.008218857008298,1.6253713057038397
390,-0.0068564897417761495,1.619714734147259
391,-0.00963284729384605,1.9059305172672192
392,-0.00421715671754465,1.6013531169134376
393,-0.0037921844439682,1.7128621496410108
394,-0.00472527165462435,1.846297270872191
395,-0.013310478112935299,1.6454730337664643
396,0.00994668071443805,1.4570679404668168
397,-0.00022791218461160002,1.6447681200322246
398,-0.0181978922352247,1.908150924343138
399,0.00428750840401585,1.415989966517733
400,0.0061354868111418,1.6915571749993328
401,0.005692839130175251,1.2513227821922466
