,lat,lon
0,41.5777,-70.74611
1,41.5777,-70.74611
2,41.5777,-70.74611
3,41.5777,-70.74611
4,41.5777,-70.74611
5,41.5777,-70.74611
6,41.5777,-70.74611
7,41.5777,-70.74611
8,41.5777,-70.74611
9,41.5777,-70.74611
10,41.5777,-70.74611
11,41.5777,-70.74611
12,41.5777,-70.74611
13,41.5777,-70.74611
14,41.5777,-70.74611
15,41.5777,-70.74611
16,41.5777,-70.74611
17,41.5777,-70.74611
18,41.5777,-70.74611
19,41.5777,-70.74611
20,41.5777,-70.74611
21,41.5777,-70.74611
22,41.5777,-70.74611
23,41.5777,-70.74611
24,41.5777,-70.74611
25,41.5777,-70.74611
26,41.5777,-70.74611
27,41.5777,-70.74611
28,41.5777,-70.74611
29,41.5777,-70.74611
30,41.5777,-70.74611
31,41.5777,-70.74611
32,41.5777,-70.74611
33,41.5777,-70.74611
34,41.5777,-70.74611
35,41.5777,-70.74611
36,41.5777,-70.74611
37,41.5777,-70.74611
38,41.5777,-70.74611
39,41.5777,-70.74611
40,41.5777,-70.74611
41,41.5777,-70.74611
42,41.5777,-70.74611
43,41.5777,-70.74611
44,41.5777,-70.74611
45,41.5777,-70.74611
46,41.5777,-70.74611
47,41.5777,-70.74611
48,41.5777,-70.74611
49,41.5777,-70.74611
50,41.5777,-70.74611
51,41.5777,-70.74611
52,41.5777,-70.74611
53,41.5777,-70.74611
54,41.5777,-70.74611
55,41.5777,-70.74611
56,41.5777,-70.74611
57,41.5777,-70.74611
58,41.5777,-70.74611
59,41.5777,-70.74611
60,41.5777,-70.74611
61,41.5777,-70.74611
62,41.5777,-70.74611
63,41.5777,-70.74611
64,41.5777,-70.74611
65,41.5777,-70.74611
66,41.5777,-70.74611
67,41.5777,-70.74611
68,41.5777,-70.74611
69,41.5777,-70.74611
70,41.5777,-70.74611
71,41.5777,-70.74611
72,41.5777,-70.74611
73,41.5777,-70.74611
74,41.5777,-70.74611
75,41.5777,-70.74611
76,41.5777,-70.74611
77,41.5777,-70.74611
78,41.5777,-70.74611
79,41.5777,-70.74611
80,41.5777,-70.74611
81,41.5777,-70.74611
82,41.5777,-70.74611
83,41.5777,-70.74611
84,41.5777,-70.74611
85,41.5777,-70.74611
86,41.5777,-70.74611
87,41.5777,-70.74611
88,41.5777,-70.74611
89,41.5777,-70.74611
90,41.5777,-70.74611
91,41.5777,-70.74611
92,41.5777,-70.74611
93,41.5777,-70.74611
94,41.5777,-70.74611
95,41.5777,-70.74611
96,41.5777,-70.74611
97,41.5777,-70.74611
98,41.5777,-70.74611
99,41.5777,-70.74611
100,41.5777,-70.74611
101,41.5777,-70.74611
102,41.5777,-70.74611
103,41.5777,-70.74611
104,41.5777,-70.74611
105,41.5777,-70.74611
106,41.5777,-70.74611
107,41.5777,-70.74611
108,41.5777,-70.74611
109,41.5777,-70.74611
110,41.5777,-70.74611
111,41.5777,-70.74611
112,41.5777,-70.74611
113,41.5777,-70.74611
114,41.5777,-70.74611
115,41.5777,-70.74611
116,41.5777,-70.74611
117,41.5777,-70.74611
118,41.5777,-70.74611
119,41.5777,-70.74611
120,41.5777,-70.74611
121,41.5777,-70.74611
122,41.5777,-70.74611
123,41.5777,-70.74611
124,41.5777,-70.74611
125,41.5777,-70.74611
126,41.5777,-70.74611
127,41.5777,-70.74611
128,41.5777,-70.74611
129,41.5777,-70.74611
130,41.5777,-70.74611
131,41.5777,-70.74611
132,41.5777,-70.74611
133,41.5777,-70.74611
134,41.5777,-70.74611
135,41.5777,-70.74611
136,41.5777,-70.74611
137,41.5777,-70.74611
138,41.5777,-70.74611
139,41.5777,-70.74611
140,41.5777,-70.74611
141,41.5777,-70.74611
142,41.5777,-70.74611
143,41.5777,-70.74611
144,41.5777,-70.74611
145,41.5777,-70.74611
146,41.5777,-70.74611
147,41.5777,-70.74611
148,41.5777,-70.74611
149,41.5777,-70.74611
150,41.5777,-70.74611
151,41.5777,-70.74611
152,41.5777,-70.74611
153,41.5777,-70.74611
154,41.5777,-70.74611
155,41.5777,-70.74611
156,41.5777,-70.74611
157,41.5777,-70.74611
158,41.5777,-70.74611
159,41.5777,-70.74611
160,41.5777,-70.74611
161,41.5777,-70.74611
162,41.5777,-70.74611
163,41.5777,-70.74611
164,41.5777,-70.74611
165,41.5777,-70.74611
166,41.5777,-70.74611
167,41.5777,-70.74611
168,41.5777,-70.74611
169,41.5777,-70.74611
170,41.5777,-70.74611
171,41.5777,-70.74611
172,41.5777,-70.74611
173,41.5777,-70.74611
174,41.5777,-70.74611
175,41.5777,-70.74611
176,41.5777,-70.74611
177,41.5777,-70.74611
178,41.5777,-70.74611
179,41.5777,-70.74611
180,41.5777,-70.74611
181,41.5777,-70.74611
182,41.5777,-70.74611
183,41.5777,-70.74611
184,41.5777,-70.74611
185,41.5777,-70.74611
186,41.5777,-70.74611
187,41.5777,-70.74611
188,41.5777,-70.74611
189,41.5777,-70.74611
190,41.5777,-70.74611
191,41.5777,-70.74611
192,41.5777,-70.74611
193,41.5777,-70.74611
194,41.5777,-70.74611
195,41.5777,-70.74611
196,41.5777,-70.74611
197,41.5777,-70.74611
198,41.5777,-70.74611
199,41.5777,-70.74611
200,41.5777,-70.74611
201,41.5777,-70.74611
202,41.5777,-70.74611
203,41.5777,-70.74611
204,41.5777,-70.74611
205,41.5777,-70.74611
206,41.5777,-70.74611
207,41.5777,-70.74611
208,41.5777,-70.74611
209,41.5777,-70.74611
210,41.5777,-70.74611
211,41.5777,-70.74611
212,41.5777,-70.74611
213,41.5777,-70.74611
214,41.5777,-70.74611
215,41.5777,-70.74611
216,41.5777,-70.74611
217,41.5777,-70.74611
218,41.5777,-70.74611
219,41.5777,-70.74611
220,41.5777,-70.74611
221,41.5777,-70.74611
222,41.5777,-70.74611
223,41.5777,-70.74611
224,41.5777,-70.74611
225,41.5777,-70.74611
226,41.5777,-70.74611
227,41.5777,-70.74611
228,41.5777,-70.74611
229,41.5777,-70.74611
230,41.5777,-70.74611
231,41.5777,-70.74611
232,41.5777,-70.74611
233,41.5777,-70.74611
234,41.5777,-70.74611
235,41.5777,-70.74611
236,41.5777,-70.74611
237,41.5777,-70.74611
238,41.5777,-70.74611
239,41.5777,-70.74611
240,41.5777,-70.74611
241,41.5777,-70.74611
242,41.5777,-70.74611
243,41.5777,-70.74611
244,41.5777,-70.74611
245,41.5777,-70.74611
246,41.5777,-70.74611
247,41.5777,-70.74611
248,41.5777,-70.74611
249,41.5777,-70.74611
250,41.5777,-70.74611
251,41.5777,-70.74611
252,41.5777,-70.74611
253,41.5777,-70.74611
254,41.5777,-70.74611
255,41.5777,-70.74611
256,41.5777,-70.74611
257,41.5777,-70.74611
258,41.5777,-70.74611
259,41.5777,-70.74611
260,41.5777,-70.74611
261,41.5777,-70.74611
262,41.5777,-70.74611
263,41.5777,-70.74611
264,41.5777,-70.74611
265,41.5777,-70.74611
266,41.5777,-70.74611
267,41.5777,-70.74611
268,41.5777,-70.74611
269,41.5777,-70.74611
270,41.5777,-70.74611
271,41.5777,-70.74611
272,41.5777,-70.74611
273,41.5777,-70.74611
274,41.5777,-70.74611
275,41.5777,-70.74611
276,41.5777,-70.74611
277,41.5777,-70.74611
278,41.5777,-70.74611
279,41.5777,-70.74611
280,41.5777,-70.74611
281,41.5777,-70.74611
282,41.5777,-70.74611
283,41.5777,-70.74611
284,41.5777,-70.74611
285,41.5777,-70.74611
286,41.5777,-70.74611
287,41.5777,-70.74611
288,41.5777,-70.74611
289,41.5777,-70.74611
290,41.5777,-70.74611
291,41.5777,-70.74611
292,41.5777,-70.74611
293,41.5777,-70.74611
294,41.5777,-70.74611
295,41.5777,-70.74611
296,41.5777,-70.74611
297,41.5777,-70.74611
298,41.5777,-70.74611
299,41.5777,-70.74611
300,41.5777,-70.74611
301,41.5777,-70.74611
