,zL_I_dc,zL_II_dc,zL_III_dc,zL_1_dc,zL_2_dc,zL_3_dc,zL_4_dc
2486,-0.051848443253377965,-0.08635271905946731,-0.19553880253419229,-0.018828526544531033,-0.02413728977181255,-0.022427330133076632,-0.07040827264655714
2487,-0.04906478022710155,-0.06417732344144912,-0.15916855865596127,-0.023475619557053812,-0.01866445102907884,-0.017817182663597293,-0.08623006440471016
2488,-0.06964037104576111,-0.092962341097309,-0.19305805040562699,-0.029768117794522594,-0.031056898751146315,-0.024662814884267154,-0.07890278849316974
2489,-0.05400721125188902,-0.033326532642550005,-0.06649875952569767,-0.03923937048097317,-0.01829059370058611,-0.007373671328300179,-0.11780172039343431
2490,-0.036131997060933986,-0.06812448757582508,-0.25508308230834564,-0.01904724567604047,-0.01611603992737149,-0.03811477028175168,-0.10890145068847515
2491,-0.029391535388464424,-0.04686605635053016,-0.2784578231676224,-0.02859524755641017,-0.009828445083612209,-0.045023160387925,-0.11098878089748333
2492,-0.04757064398049237,-0.06130134874391583,-0.15937360371237722,-0.029498852795642995,-0.021314706881496094,-0.022920685102584288,-0.11851936148777903
2493,-0.032879318232178094,-0.0650490317413774,-0.13180167499925613,-0.011999300589455891,-0.03355145735286324,-0.019016140993309182,-0.123335471750279
2494,-0.027496802952573784,-0.041576805749263666,-0.09651258453297619,-0.01362875090841975,-0.01691765217264246,-0.014916312503382266,-0.07124702274188215
2495,-0.0769114755423635,-0.10030756547751851,-0.3233344080002582,-0.07193522410309348,-0.03080076265261589,-0.05325746219819825,-0.20164097809755777
2496,-0.0333956791696472,-0.052434843739969386,-0.8337289780677815,-0.0967370410197501,-0.010602162405235642,-0.5315439104141457,-0.13963730418844114
2497,-0.33629447883584745,-0.4285968630532563,-0.6090429955226421,-0.2791305330764786,-0.146896169610045,-0.20014271189868768,-0.13425645559736887
2498,-1.1677869327638684,-0.31663462744730675,-0.45125034931049923,-1.086159496705117,-0.48230639466496433,-0.07180742006883173,-0.3445948536832076
2499,-0.503154565657257,-0.5718740865807412,-0.9735656521764973,-0.24576499639973629,-0.3504458452363282,-0.16723966681249466,-0.5545703073273865
2500,-0.2679245888414955,-0.29745968397257816,-0.48005433166522304,-0.26206417226458206,-0.10864347201718255,-0.1272827886058403,-0.12442170832844072
2501,-4.208224419262417,-2.7421539771928947,-1.826720957688323,-1.2882338519598435,-14.138007380639236,-0.5482536250243528,-0.4067809021086251
2502,-0.5654993217915765,-0.5782325837091785,-0.28623293317189635,-6.588699581029177,-0.16383062517403466,-0.35020365328412206,-0.040836749189645284
2503,-0.38027382689233097,-0.3287798250563012,-0.4437424644101607,-0.25136001068922975,-0.18879745342871312,-0.0951629239979211,-0.13773790336897798
2504,-0.22431714320437268,-0.30520988551024125,-0.4862868323584728,-0.12235949790106582,-0.13075274970409426,-0.10468042744618072,-0.14542851769302415
2505,-0.26500670568615814,-0.12894827076711574,-0.1582182430013972,-0.18423739550296733,-0.1274303765376614,-0.030365480447140786,-0.055499494929559676
2506,-0.5323428889355454,-0.8611274054828781,-1.681675936803472,-0.2627305072564635,-0.3631691661790693,-0.2968932823228195,-0.679950765984174
2507,-0.1432153818042096,-0.1728971997481903,-0.37610540539430126,-0.12893158229568602,-0.06037322901175736,-0.07074033020862808,-0.12835689187667837
2508,-0.15592086875262218,-0.2830755586795215,-0.6119715224460356,-0.0730600165374271,-0.11889795248827487,-0.09626161633999152,-0.3082595390124694
2509,-0.09241956703959249,-0.10093504265899411,-0.22647807969896655,-0.05856890621471437,-0.04894174142431946,-0.030148832203458303,-0.22014803732897892
2510,-0.10752309514107107,-0.14760839274371507,-0.19591541977096055,-0.0609750170927619,-0.0590580271766313,-0.04701399217336075,-0.04097535559991015
2511,-0.2044539518215355,-0.28114097996655774,-0.2215109543685005,-0.09770441528800561,-0.12567534143125425,-0.0766672561854153,-0.03390644337665487
2512,-0.1927242874178763,-0.24892738180847884,-0.3974607516164505,-0.09143348979784692,-0.10038816805776514,-0.06321930737237275,-0.09990603904906668
2513,-0.12092978052994167,-0.13910321415928173,-0.24334549956996415,-0.09986374110921649,-0.038351217206982584,-0.04156648014687142,-0.045728568169261526
2514,-0.029657734029847338,-0.02656055041045284,-0.06106194627594546,-0.02846162411998396,-0.008094304495322821,-0.006251211914658506,-0.02642963292202128
2515,-0.03392828555679505,-0.05536926537609893,-0.09518859377401151,-0.017225964431363733,-0.010563881618599594,-0.018349814112585423,-0.011858011405048257
2516,-0.021306915337845768,-0.04670962262401176,-0.09548741092635749,-0.0054510261949881214,-0.012033710487684802,-0.009056944260387572,-0.024445963378953738
2517,-0.03693850982033665,-0.04577462641345183,-0.09497056590978563,-0.013748939982426989,-0.01030924534860093,-0.00838890858628657,-0.021502344568723058
2518,-0.0370467691962307,-0.05391321670398035,-0.11751859928859792,-0.012761416296143238,-0.009801743888389879,-0.010788918036653043,-0.020443831467367
2519,-0.017735887629767452,-0.020988433364081252,-0.06389340820856569,-0.010792642792357966,-0.0032913073236444605,-0.00461181587222835,-0.01908596292726156
2520,-0.017270928343276443,-0.026584829528276056,-0.06023366526152342,-0.004734411154570618,-0.005065911777559437,-0.0047300882847754544,-0.014102273261518217
2521,-0.0178931353382569,-0.0302496829423985,-0.07941570489612512,-0.0049900874878336405,-0.005366379643069463,-0.0061474213310814055,-0.022709492297806524
2522,-0.0238940371388824,-0.0419942004422055,-0.09680954973509616,-0.006361452123820624,-0.00830651365983331,-0.008431457743578263,-0.023989380259533608
2523,-0.028755041373880443,-0.0433022160969837,-0.09018853392478586,-0.009060313897547974,-0.009447848538231314,-0.009101834742475506,-0.0202119350191873
2524,-0.041973887872610416,-0.05709715101758805,-0.09531976885642174,-0.013309849310262172,-0.015519073675882442,-0.011343799918854052,-0.01942851712212091
2525,-0.04747756992563083,-0.08883738472438714,-0.15628282584450798,-0.018284626501392738,-0.01708973790705865,-0.032292650393913075,-0.0215388687730615
2526,-0.1698277942364431,-0.2846954744522221,-0.21823169346859397,-0.05724327825667856,-0.08446594055442233,-0.07245603234444906,-0.027184464556147175
2527,-0.05833661010792958,-0.110607600454524,-0.13190264359181117,-0.02338014821679204,-0.02604939520776657,-0.04182794337290731,-0.018297644509544655
2528,-0.042830964025794345,-0.05398746779552552,-0.1070817001345528,-0.024892561920045356,-0.01539263961179521,-0.01781604370097879,-0.028153499865922287
2529,-0.06967103664911296,-0.08394545944973657,-0.10633817069096217,-0.03610668697382717,-0.02981288930530517,-0.02503316287068769,-0.02133093912425735
2530,-0.07646832082562893,-0.15013096983044075,-0.1949801641199585,-0.029430425776597723,-0.049721614560354684,-0.05080352528705717,-0.0382528366647906
2531,-0.08986065128797568,-0.1435669607090214,-0.23396566822873033,-0.043634357023054564,-0.04697795109787847,-0.05382773069456182,-0.055753407835784606
2532,-0.09366748905052506,-0.29913874286826664,-0.25504398745794676,-0.029764114457659245,-0.13471188053579428,-0.08979684110415316,-0.04667103682078584
2533,-0.07549677689529917,-0.12445036693718699,-0.19943857006317392,-0.036192460276839616,-0.04566620056614148,-0.04630910087915271,-0.052473222472729404
2534,-0.11391266578146668,-0.22177180811783792,-0.28621859961085405,-0.040581356078164925,-0.12732463405558256,-0.061194837799629156,-0.0849673751947694
2535,-0.22328939825204222,-0.5823882488500373,-1.2261305715297233,-0.09224671121812295,-0.19026936607832287,-0.2665906485839589,-0.3709411328104401
2536,-0.16063821073676068,-0.40765011640000304,-0.3725960165542891,-0.060210048576082295,-0.1908957922489182,-0.13516473139044263,-0.07394223509015285
2537,-0.344116526144531,-0.568656075007633,-0.8186660783659985,-0.21369207826739645,-0.1915405079938202,-0.2772436382103299,-0.1755001982060309
2538,-0.21288530277604958,-0.5053944362143988,-1.1738379186819192,-0.09898931246834375,-0.19181195169987836,-0.22940066323890324,-0.5190771093398798
2539,-0.4138243136526244,-1.0791437227319163,-0.8790781331534411,-0.15715480434593074,-0.6903619109070891,-0.331535500114229,-0.18624967992682728
2540,-0.5183009594829854,-0.6928265943346927,-1.1757490910553083,-0.23873144195787227,-0.5669144644137576,-0.20257376251766152,-0.8738835220088936
2541,-0.13693620315554358,-0.23270867486170385,-0.3888142211299707,-0.06707341072238567,-0.14675286050745429,-0.07901176965337978,-0.18373071873734906
2542,-0.18935531343251286,-0.7073210287234132,-1.213821198100313,-0.08934031893089885,-0.22741880600374767,-0.5033293157527543,-0.262640407826072
2543,-0.1656741579417558,-0.3098366108532801,-0.5202705191609132,-0.10790155215823147,-0.1263989026695681,-0.15832459199973198,-0.14302055863019966
2544,-0.4518244703556056,-0.8562986389323419,-1.5255421909639513,-0.3104599792654448,-0.32968568761260675,-0.46280326546519884,-0.40541221702293617
2545,-0.10179172410783748,-0.31353409563385903,-0.525084001109224,-0.04724150478808942,-0.15615873586944043,-0.1272650237238128,-0.17348806095151806
2546,-0.15657375675080656,-1.321847475047408,-1.5708873310232516,-0.06592557290938648,-0.37521652119040116,-1.3047933571167636,-0.2558429372139751
2547,-0.15669109560185676,-0.29284577903402775,-0.5881569341193159,-0.09368911810557438,-0.1448450391831877,-0.11604771910418082,-0.24907586184451044
2548,-0.5432487220970103,-1.3842269725803213,-1.3824932678192114,-0.2381258780837148,-1.0126699893882085,-0.40901260038062426,-0.3082656650934776
2549,-0.20604577612465616,-0.22972166753768744,-0.4452059691668864,-0.19172966053231105,-0.10954639973635837,-0.07840367536536748,-0.16584271263539616
2550,-1.2631682018718524,-0.38302562938969015,-0.27726696730530886,-0.5001226449828735,-1.9359873917877448,-0.07267814809536172,-0.05191715034280047
2551,-0.8454414603366944,-15.075583675001754,-11.753923620488395,-0.25743528636286245,-7.344036710433672,-3.9547036118064183,-1.7125641625272596
2552,-0.3231448871918965,-0.5176615256288469,-1.1448233092629325,-0.34321103172305195,-0.1186084645765987,-0.26147090704364956,-0.18232671735296901
2553,-0.45762162037242987,-1.3158402464868715,-9.181181122384023,-0.2700203629771783,-0.19684203223292418,-5.672250321427054,-0.9214616432646331
2554,-1.0153703685364286,-0.6825162916430411,-0.433324495502523,-0.7062923417450213,-0.3577493882586741,-0.12671643395154522,-0.04960896326569211
2555,-0.7719429398027899,-0.7608248783599534,-1.6896400971562457,-4.949384149301397,-0.1696183930486358,-0.22240918907034835,-0.30936880040490033
2556,-0.23608875511805683,-0.40620472230947396,-0.36695588681095603,-0.1415641361169264,-0.07420572782353761,-0.1589476092999163,-0.03384372437436552
2557,-0.05846349065134559,-0.11858913085949006,-0.28766227506303416,-0.030306312163910516,-0.01837706737635277,-0.06448492102350546,-0.032122863276575896
2558,-0.12168680042659978,-0.27281584352475463,-0.2567745158284873,-0.03486341896555174,-0.07598254373557767,-0.060006394980361824,-0.029306718326326267
2559,-0.09832395965106056,-0.14154767945411575,-0.250631895293982,-0.10543250317451401,-0.023963957432660256,-0.0715326064605899,-0.027937229355515788
2560,-0.07376293754709898,-0.10512275759279903,-0.08144668309117625,-0.0936299364741519,-0.018228767369015533,-0.060679356488042624,-0.007794886987602004
2561,-0.14804607552925536,-0.25359134802930483,-0.17592127921893339,-0.12354295620385645,-0.0415267161651634,-0.21593849686697986,-0.01672120615414526
2562,-0.44730490389140565,-0.42773565806786346,-0.3372229865432425,-0.6059199176630564,-0.11848344137008655,-0.13301238674874633,-0.042076946986441655
2563,-0.4778278561786354,-1.5064814501463184,-0.12606167831636814,-0.13271005876778427,-0.6101411614758125,-0.3670445174727515,-0.01292097065330044
2564,-0.08983094395127394,-0.1460306355379433,-0.2642045435245784,-0.07186965749716975,-0.030935933980256555,-0.09975768994182536,-0.038819984668298606
2565,-0.07378627376672403,-0.06782857943210023,-0.08447028004668254,-0.11234498567515849,-0.021496382848414878,-0.02355268256563538,-0.015131183643132018
2566,-0.05006229637957759,-0.06532383113452166,-0.11240069325950083,-0.06075516813215358,-0.016183682747055846,-0.03744757610737854,-0.019446005103849497
2567,-0.0514962473598217,-0.1064009793435438,-0.24686245909810195,-0.030319776193632905,-0.02404265069049529,-0.08690177402948689,-0.04313245301397723
2568,-0.08738331447946494,-0.12113209448049626,-0.1256903387501765,-0.0549082693799584,-0.03999132842935734,-0.04805249081255869,-0.021708836894209636
2569,-0.09525087025308566,-0.10014575590583356,-0.17030906553588007,-0.05206646410909476,-0.05218106106569392,-0.02889358685683116,-0.07477749677914393
2570,-0.0624862955344976,-0.05801500896727972,-0.08972020824272416,-0.04220674034240262,-0.03043504452940928,-0.01760385879436142,-0.032139039402865686
2571,-0.05151074757854086,-0.0747711399604873,-0.10683317304537863,-0.033836578286937216,-0.02598804292155781,-0.032960190480541204,-0.02349301856889878
2572,-0.03819654135378448,-0.03647333955636594,-0.05545733557032979,-0.021260770058121166,-0.022382001858055063,-0.010338829735571068,-0.022567475160353748
2573,-0.0485264460123226,-0.062480863836312996,-0.09348180887163737,-0.044932232217046106,-0.02025250051346599,-0.030767092983885972,-0.01981284035750806
2574,-0.06497416771591212,-0.08587322037274918,-0.10340842932503863,-0.03730427210233488,-0.0364652935164261,-0.030310588003981054,-0.02320168971156523
2575,-0.0327068529995543,-0.05750690731232711,-0.09949158062770312,-0.02506763611745479,-0.014307355467110202,-0.045168007528771134,-0.017064022368083277
2576,-0.03014417662838597,-0.03898630548183233,-0.07354929870059317,-0.05887041824704915,-0.009802154866458999,-0.02939757804417122,-0.01321549499507261
2577,-0.03552229170811368,-0.045927741396542425,-0.1130233662693292,-0.06615978359249364,-0.011621739818761655,-0.03284583877613449,-0.023853846161013176
2578,-0.024562160846878657,-0.04152107304535689,-0.10807283756616748,-0.04285438551752553,-0.007969479128992093,-0.16726015147399673,-0.01400668811288652
2579,-0.026415437580472115,-0.0500850188945626,-0.07634319193625326,-0.01581751031864971,-0.01392673593989066,-0.028040955414479152,-0.013671948427642421
2580,-0.021523812022408776,-0.04863986444593858,-0.05306063770770973,-0.010920853405874826,-0.01364409621557299,-0.02648041111262006,-0.00831338044574189
2581,-0.02149190042703179,-0.0320175228533628,-0.05919693607657764,-0.01696034009527837,-0.009892709934803517,-0.01557566990084755,-0.013229503048109914
2582,-0.008930163302590336,-0.02277176015252749,0.852543297560477,-0.04434770613943264,-0.0027799248537248695,0.007889900051553638,-0.008550785543172226
2583,-0.019690509070360476,-0.031434373677457966,-0.04849003071307169,-0.013363622149326378,-0.010469622088138883,-0.013824729880634311,-0.009969139083469988
2584,-0.019636387725942832,-0.33287186949569975,0.09247878217368245,-0.013617566461433429,-0.010159599576060968,0.012151056194464167,0.09516097098144612
2585,0.028750121349920513,0.021786771893250238,0.050472255865593466,-0.05041520758958346,0.006998060937226204,0.008480940302947134,0.015852572127919587
2586,0.02676955115594846,0.04929827738632785,0.10551177632444089,0.014469163536493064,0.015193269709151356,0.0189029402951744,0.027198356550714935
2587,0.022854617918593726,0.030606920587002928,0.0812992685938552,0.01532467836975123,0.010073023204031212,0.009849282900637338,0.04689132707887512
2588,0.029422272751432398,0.05242277714983684,0.1533540771364811,0.017877885792091704,0.013088576293952029,0.021917368520928224,0.04468817901294703
2589,0.10486581325794558,0.03261894330243412,0.051551230169788645,0.040412892395522156,0.06503505828745125,0.005076330321154906,0.04473917520441492
2590,0.030500622995349287,0.16813868753255976,0.25499440511956906,0.007768726831069447,0.038663289453569595,0.04939686512683569,0.03407936582028979
2591,0.08273481792984917,0.13772694970907187,0.24456329942100455,0.02667517256386072,0.03781471213325191,0.02745835595939819,0.04724923472274324
2592,0.05695365930247806,0.061243567863352714,0.10117267981884517,0.02028684101115427,0.01967894799373017,0.009970121857783986,0.02094885054063678
2593,0.05641883085763144,0.10864310431450515,0.20818177618852537,0.017370070635261865,0.018669385709344347,0.02550458026046552,0.025859058292334255
2594,0.18583319865488723,0.14718855283271995,0.13834091793206538,0.03508294879830645,0.11773547344801272,0.015238293782035459,0.01661342377105176
2595,0.05268229657187518,0.14711515799940159,0.12998937377315736,0.01002810488570953,0.026587997274122217,0.025367024200240097,0.010149664298853948
2596,0.2348993748993976,0.44409693437545533,0.2049462191363524,0.05913567246379878,0.07462067560144163,0.08800022017464709,0.013741979904154352
2597,0.06792330533251621,0.12572127436178507,0.3141391967486138,0.015995393418545317,0.02453310005773014,0.022582400624892404,0.11626168033527041
2598,0.19988196519089735,0.30192023104629734,0.2444579581112663,0.04468767550522066,0.10150304409905776,0.04482807039920479,0.02568290590529687
2599,0.10390422876925376,0.17202282625093102,0.2688539576134728,0.033788614483934915,0.03547268808107058,0.041771146943323734,0.03681109127761675
2600,0.09765715692221782,0.15547107505781663,0.20576851772868807,0.03217129170883678,0.03736505993273417,0.036987913182928905,0.02868515408393801
2601,0.07417834518049475,0.1250842404772384,0.1663427587047049,0.026908777017905013,0.02962325402075385,0.03560850177665063,0.023598502906408
2602,0.08244780749607292,0.1437304647642531,0.23690844059806535,0.029755470374326694,0.03806942826901555,0.041784548841851156,0.04542664687379856
2603,0.08724789625217125,0.25461775441109646,0.2721198475174871,0.023450254949828723,0.09915707913685448,0.06155324104539878,0.04797890366923089
2604,0.10285118824467032,0.21287165401723052,0.17398177754126337,0.037383103933170986,0.06368759149943629,0.07062699995763747,0.02451068988032301
2605,0.10689307635424741,0.25243342975309263,0.20233144830012115,0.035433954800887575,0.09020525369092611,0.07603637863100998,0.030918830860539412
2606,0.17157323192239826,0.1930184287853966,0.2778926338824374,0.06489181621369552,0.11891693211947404,0.044540291870636246,0.1018327336094312
2607,0.30895212553133755,0.18059280680947673,0.20461897405622662,0.29885752233538326,0.10612302609674738,0.04446772538422244,0.05004142883633303
2608,0.20112026862183066,0.26325466518322016,0.3734720436902212,0.09750510814206417,0.113645845833295,0.0797189917173909,0.09800765947362408
2609,0.30607783375377373,0.39327335572139893,0.4579359259181602,0.15588579927431206,0.1722515223342509,0.12216009131524998,0.09973658657415488
2610,0.187441528352677,0.25852091154780416,0.3739734405700034,0.11577892262527367,0.09244863591425674,0.09982513521168815,0.08420275847831835
2611,0.22117360629015895,0.4213967745165524,0.46940550888399263,0.08220180916088528,0.25434148451288885,0.11634556406107499,0.11700794702831305
2612,0.18535265584858132,0.26508260914267456,0.3776684839522872,0.09965570113142873,0.11088071225227908,0.09239872178901186,0.09548996158089688
2613,0.16809464272226002,0.24299591695634704,0.4070691863738172,0.1082137961536307,0.09157481228336847,0.10059619864768637,0.10918632173795584
2614,0.14008854530251705,0.26739268913084885,0.598220036114617,0.07806377714702235,0.08857549167002599,0.13017401824566133,0.18636375492682736
2615,0.14054243651528253,0.24847015951642576,0.6570503229538371,0.10823521879549895,0.07054741533694796,0.1711503360881742,0.17087050598724968
2616,0.14479943198179157,0.45272978457694785,0.6854295775243912,0.0729002980136663,0.12172103429302344,0.4052069501291299,0.11777687639790396
2617,0.21774064971834334,0.6547696127446151,-3.0536750385552542,0.1051356953421105,0.2006489530197358,0.41305225725049777,-0.20403269725987871
2618,0.19519401125708308,0.22605349083145582,0.3571736394435182,-1.6531384049222595,0.0610521637756201,0.20919425334261843,0.06136807196195609
2619,0.20735278855499853,0.17722333446363223,0.5675927050290828,-0.2127993612425545,0.0519681836303561,0.13291169095746774,0.17432171714335132
2620,-0.1800734824266202,0.7655889476666575,0.43817624629349716,-0.06341330427779343,-1.5057486381399041,0.14652885435572793,0.09618199707850533
2621,0.06816196873134964,0.18428234384456746,0.5008956352383095,0.03536445121415299,0.06725209729487976,0.09164669462826781,0.22764555052426683
2622,0.29602798348826115,-8.665467439016737,0.5885919384537882,0.04871441768500928,-0.09392778206879306,0.09907472232160383,0.3165410724384679
2623,-0.43460377225990887,0.39430652315317927,2.702934026404847,-0.3260802105784135,-0.2578966295367737,0.06027363668709373,-0.07381316455996158
2624,-0.5855087764453185,0.6794079467672846,0.6677440138421796,-0.16814887271165305,1.4935736492588807,0.1435756812132467,0.1706494746753892
2625,-0.21908207161269685,54.38883472367956,4.16752377391044,-0.13267206970753195,-0.14052107389268423,0.13857862015335948,-0.19768962527819967
2626,-0.1545412644375207,-38.429709117778366,0.29028948133270893,-0.06656629194396498,-0.1338743633727301,0.13667174904826157,0.03811748237030288
2627,-0.08534455552479313,-1.1943912035287771,2.0569938222581774,-0.03251322311738642,-0.07795569984441092,0.1319916435966643,-0.3955049457272645
2628,-0.17403323333003248,1.2353155461488001,1.0431849867060075,-0.06903416399098383,-0.1172463791987746,0.07166278170172731,-0.29699011391533836
2629,-0.11594145604769392,-0.8300272025913797,1.5512169300811731,-0.0470385448949687,-0.0628140120431049,0.1368227272775324,4.093901579350903
2630,-0.22020594729575563,41.88268441641783,0.2690518123819491,-0.04029334446904453,0.2338565521527445,-0.2439318557865484,0.020493825993308616
2631,-0.8513396062845375,1.3944441793065214,1.5342806704167142,-0.1147270624954288,0.33326024077419747,0.38377402434309504,0.1789574867644892
2632,1.460760084386843,0.33195307331750407,0.6225346992568458,-0.0887526836017248,0.06810893024647814,0.10923155571592259,0.08992543833987517
2633,-0.09080185629949263,-0.3411586706164702,0.17379314296008655,-0.043757114890974586,-0.030599799105359933,0.10424285297817869,0.016132760822697215
2634,-0.07172595382968895,-0.21826324761511925,0.6660123928164918,-0.03700996513817587,-0.02309454380802309,0.13138043260737728,0.09325237220536801
2635,-0.09344625420809732,-0.22553154809124373,1.5217104068205414,-0.07505960946626411,-0.02507461742845146,0.16082216131489427,0.6475799884252548
2636,-0.17273006536900076,-0.25498673769464236,0.6607673285114621,-0.06893471062917839,-0.06905366275965784,-0.0657577021529462,0.0303849626708522
2637,-0.7771786135303784,0.6075735044288054,4.5186830000246925,-0.0771339744054265,0.1487763989697496,0.19097372960988723,-0.36121932701738907
2638,0.06393020090466954,0.2116726896736573,-0.7727160878794874,0.019418681164814957,0.04682013276852561,0.08793604690423858,-0.03988889427532799
2639,-0.15450754194972552,-0.2108987298797145,0.22748751847942839,-0.06988471066526172,-0.06630764142970134,-0.05963925310153753,0.01620839252820688
2640,-0.04720868998921385,-0.04009357903856464,-0.09652939135867036,-0.022957079839448096,-0.02057046845113171,-0.00900749823878039,0.09493046866192609
2641,0.022271357760434946,0.025319011269361483,0.12648304970212204,-0.11589110272886838,0.005157460678420128,0.02205798033934088,0.03684843279832224
2642,0.016355597205683754,0.054443281479382176,0.08982499007127964,0.005215642966386793,0.01957946470438674,0.017931589926058724,0.02376559095909972
2643,0.016482598307282808,0.04083166038853892,0.11162271033875226,0.006938206344277737,0.011163539267974667,0.02058215869158264,0.03601063310515234
2644,0.01598093782951288,0.040305409151845446,0.10815908231636699,0.006479041294137844,0.012763731170879354,0.017582014735382123,0.05182142376043762
2645,0.00840204425549997,0.05776050448109515,0.13828324003934125,0.002700364706528267,0.016734389556022636,0.0312990778037769,0.038518312002635
2646,0.018624304341643496,0.027589935123732867,0.10614969866490294,0.020320723802648717,0.007313108856087244,0.021063320738268106,0.04004558378230938
2647,0.020234633369367306,0.0398830841615867,0.13119216257920796,0.013539684719258751,0.010417556602191515,0.032708377678006106,0.0361294474821793
2648,0.015801015025588953,0.03286456914886661,0.14643405934307985,0.01056978793239187,0.008119149997242522,0.03268033190936473,0.0462056642997422
2649,0.02669244477412971,0.07063632841619417,0.11224323652368247,0.01070584315339095,0.026598583051458118,0.028446893435138995,0.0292510492315719
2650,0.011392166527275656,0.04583630815412325,0.0745563316150937,0.004002586600417039,0.01791892303051156,0.0178834074113661,0.020758396475662116
2651,0.026366907652600774,0.08841079494557215,0.1526802474520437,0.009992866976693573,0.030850521659899346,0.03873545429145725,0.03943427219932912
2652,0.03676431430630333,0.08002995482361756,0.15011405036916559,0.017116405544213478,0.026979698294545877,0.03600271949069938,0.04032132975840635
2653,0.018451776126398263,0.07738210703538186,0.142728797265403,0.007061190156510225,0.01940137712785194,0.05926422608269811,0.025164226824703307
2654,0.05010125715357231,0.12757105176113692,0.1318196997734745,0.021745462178480182,0.039309621026922426,0.06064436681731146,0.021874267671778427
2655,0.07554562352784992,0.18332385393663045,0.3757764354214919,0.030859708598173448,0.06849944105284751,0.06849667022234425,0.13574679447297186
2656,0.020587763018907877,0.2552083120940046,0.17831391048686904,0.006247808433827125,0.11230490065457734,0.08433403740124593,0.029158392502088515
2657,0.05319005525157598,0.33284545943890614,0.10849993191423553,0.017433483554360557,0.13963788070944613,0.11463765557922882,0.014805852631404926
2658,0.057428624514221836,0.1339871319115645,0.24124573098762989,0.025351922239315507,0.052274342340896486,0.05020569549835577,0.07022936736934186
2659,0.026936363439727322,0.0553889862151347,0.15893018284515784,0.017883154780818946,0.014183301368954297,0.038142025274466904,0.036669497763411024
2660,0.03361943684618722,0.08377629218585757,0.12390319749092542,0.015479102503354467,0.02714366524705379,0.035851848528398164,0.023789387350722994
2661,0.03603165127350303,0.08693513611283189,0.2068208865931644,0.01581588870064927,0.028860350064665096,0.032925638724147,0.07400202012803192
2662,0.082693822883205,0.159691580255288,0.233878963180961,0.03516091308361434,0.06064320890525801,0.04754385964553841,0.04934957440178302
2663,0.057957832367668535,0.08570797012646134,0.1753618758535417,0.031110749050586584,0.02655538276755396,0.025843948141336132,0.046368394084523507
2664,0.03625282339463357,0.07543016010996732,0.12863834567438376,0.013287517471457035,0.021931464841228744,0.02073109483402344,0.02466569159352095
2665,0.023172505213375442,0.07848629417189902,0.19122605922195587,0.007034428032984244,0.015188870902590332,0.030165278201156602,0.030943824975123005
2666,0.0411276753558156,0.07837714168848586,0.16753986127253556,0.013509768642548907,0.018896653525142807,0.018589559766988752,0.03796506266574387
2667,0.05540576685215161,0.12387431308450292,0.19973637530790417,0.016356825453777563,0.024867798422014614,0.031402902687344136,0.025292458638106932
2668,0.04122156850208602,0.09119343635499401,0.15072944168610827,0.010808180641342615,0.019303344164362152,0.019629136244444696,0.020935043438928755
2669,0.03973309568159878,0.10278420421524155,0.16826054504890925,0.009737856315222657,0.018872606623923836,0.024559261648975938,0.02020117858860193
2670,0.06282784567485465,0.12276840143499532,0.1900988759855793,0.018172853018496887,0.024022742053817606,0.02900680869756849,0.023597547971428434
2671,0.031149936752145037,0.17021571502465033,0.1978722270798839,0.006184053596172952,0.03225671057317776,0.04420335394204771,0.02043397294330129
2672,0.03774138989846729,0.20494442505620322,0.2109200122341803,0.007384945853648908,0.05460832381433594,0.041193166917484515,0.02534864427622595
2673,0.05010364920181261,0.10477870331221396,0.12611849176333653,0.014139584980527252,0.025694390795543445,0.02552236910344959,0.016652853403721465
2674,0.05676966882686059,0.1495364574679207,0.2510626850541378,0.015276832372997838,0.03683210699722013,0.0403060174976165,0.044933811472551544
2675,0.05035916237194839,0.08999821926353128,0.21170719290918832,0.020894886757568093,0.01925424541425851,0.03328857924032177,0.044050675811122306
2676,0.05990394722957345,0.11840545669882131,0.16498867695633146,0.018817117857274017,0.03606464955481509,0.0312356047873875,0.03065568265646651
2677,0.050068052279742044,0.08120375326417408,0.22524490100597144,0.025152099655834315,0.018441983563910556,0.033192582585137735,0.06405219195273092
2678,0.04213058722359542,0.08170224004176638,0.1806666036140336,0.018253310049937778,0.018730899638373925,0.03615012492659337,0.036504340857785596
2679,0.06740576245149293,0.11335098504458485,0.1737139839775687,0.03420685668099737,0.027633765974765877,0.04914182523652017,0.028513578976028124
2680,0.0477232791311022,0.1394888477281939,0.13396930790823683,0.014047138222174866,0.05274186245556133,0.038596371648234463,0.02255891738377919
2681,0.04002502034662599,0.27679568718475567,0.33496942594415585,0.011051681648985252,0.08390062597026342,0.103362345014446,0.05814270711995543
2682,0.09982658301264967,0.16626129976783166,0.28506141793263173,0.04209497439758089,0.06015575520236307,0.053125660966633584,0.08082188506213527
2683,0.1490020450011888,0.33509075977652836,0.4649681623351189,0.0613012422122669,0.10552765202490194,0.13583707266638043,0.0908605942497831
2684,0.11437856484387382,0.16374815093826156,0.2144139048635607,0.061738206890840676,0.061106191377464834,0.058400487175650724,0.04615846102008921
2685,0.03393690767861352,0.2326645968082243,0.28601989167822445,0.010755587493274566,0.07430030482029293,0.1054368950787572,0.052917550843151286
