,zL_I_dc,zL_II_dc,zL_III_dc,zL_1_dc,zL_2_dc,zL_3_dc,zL_4_dc
46,0.016573941536176806,0.030386418651607273,0.0489884345918401,0.007930418247904929,0.011761898358655995,0.01155115628081423,0.013116258888848665
47,0.0210862976165701,0.0381373534637322,0.05901011902172241,0.010039631562469281,0.013557689812804427,0.014150928862287696,0.013656308688546089
48,0.018466803914770645,0.031968966322252004,0.05166236099131066,0.00872485237806516,0.011915673943950425,0.011150898957692787,0.013078828172856145
49,0.014363286468248667,0.02358825265042824,0.03791586687460215,0.006792958709553998,0.008084846064868397,0.007902311837136074,0.008728450619498725
50,0.012164375316964194,0.022204531229642836,0.03301546309895686,0.005361517895371136,0.007452300361453254,0.007425847364325859,0.006800318435071853
51,0.01097770294938066,0.01940710916932147,0.0342612923457262,0.004911500654930484,0.005992789465398171,0.00641222452857718,0.007679039283389835
52,0.011859026120003294,0.020950072669656254,0.03333091858080922,0.005046426346041617,0.0065119142647527845,0.006419612628988082,0.006655692879954987
53,0.014326305504131946,0.02444478869511085,0.0412354800831671,0.005831826286660597,0.007476662088584208,0.006827725113511509,0.008592041626621907
54,0.01326316875515783,0.022218069842936086,0.039507189224173025,0.005166997716201622,0.006068352338551488,0.0057159042857692155,0.007687714425666643
55,0.01112028346182875,0.01888269676890405,0.0387997619058637,0.004438158677802054,0.0048214516946324375,0.005076219478516964,0.008544480772115401
56,0.010096861583591953,0.01799262435810448,0.0351596250060812,0.003580474034426184,0.004382272260703093,0.004414638603958119,0.006839243928422489
57,0.007242932663193499,0.016014562962535037,0.0276451868866421,0.0022150078611844473,0.0035014390379669055,0.0040426701641332104,0.004038990667807302
58,0.008043868937279442,0.016373339056001853,0.03503015411001382,0.0026537666881468604,0.003176970551667328,0.004406674484920417,0.005609776466064947
59,0.014070513015814304,0.02776094194875124,0.04228833128502523,0.004015338078072489,0.0057119905630341385,0.0058571221702895405,0.005138754840024963
60,0.01557949905628802,0.025127584774374705,0.036381687968037806,0.005092698669930204,0.00525659066733194,0.005253874516113793,0.004362921858014104
61,0.011729621893953985,0.020927333463329555,0.03365358051970493,0.0037682374973823235,0.0048339691745698556,0.004749052440811078,0.0049510115415151825
62,0.007264497526061055,0.02018462861890708,0.03982964108148555,0.0015807342354970414,0.00400304161072938,0.004104236640816771,0.006668674738159903
63,0.009700366867897811,0.014251493685429021,0.030264140487096487,0.0038197395275894534,0.0030804920656222513,0.003417495855060738,0.006118822801139026
64,0.011883178609032551,0.020483974375925244,0.032421221503163504,0.0039788249856042845,0.004724490116017835,0.0050716500011226615,0.004906106164177477
65,0.0076430144664984155,0.01679729029031427,0.02747278007228476,0.0020295108468880952,0.005004496686140705,0.0035987435005060417,0.005738172606613586
66,0.010585075445065813,0.021141436580231873,0.037081934533873324,0.003580248416496533,0.005741898191220797,0.0060286086902594255,0.007591313559812699
67,0.01128704799589477,0.021780098458904336,0.03147183785446951,0.004138834957553158,0.006215880308932968,0.006773618919922391,0.005642057448315775
68,0.01391245683919013,0.024895757495114926,0.03780897357517366,0.005682421531415818,0.007191916926335655,0.008352367646549933,0.007226134584360677
69,0.023725129097075703,0.03610579586743066,0.05043474967996268,0.01133030951590761,0.011470047766426414,0.012293012384691375,0.009931441382921822
70,0.017463633156337387,0.03124012227414365,0.07506644210451986,0.009760562166484651,0.008291645300162664,0.016357513426922054,0.01896416749479058
71,0.016786865524062933,0.024001418917891048,0.048286473551810746,0.009036912721665886,0.008664296064723366,0.008803535540519427,0.01754856705307477
72,0.015812172566801664,0.023712067187238575,0.04552373718127503,0.008618683911052126,0.008982707746486908,0.009226607216991709,0.015827663548873883
73,0.014384514013320429,0.02445049843212377,0.04105190594973793,0.00727550781334502,0.010003404612529063,0.00975623873009794,0.012768742917352699
74,0.01291981589909921,0.024051404170700542,0.02812517909524585,0.006379186321262084,0.008350082742072457,0.010469319017747333,0.0055406232993235405
75,0.014655060748338188,0.024285342839737455,0.03389638995737837,0.007736366216334478,0.009975007374185905,0.009932878118259231,0.008672417038048236
76,0.014206360983149669,0.023839954552245402,0.030040504472023083,0.007422141569577303,0.010132514194832448,0.00964846858200117,0.0072597260887293045
77,0.018096065291950875,0.030352148810078947,0.053255182581337324,0.010134140937490602,0.011869153635780267,0.013345419593516187,0.01618222205759794
78,0.014726040669284214,0.026358926057788962,0.04714604521548204,0.00796559614846241,0.010036734798682284,0.01190692935653496,0.014137476581502337
79,0.013735843347682134,0.024074452475207706,0.036224516863071696,0.007402101659784654,0.009831877606538326,0.010483453443769624,0.009809378072117935
80,0.0167131861456675,0.029765183540480515,0.03562918799303125,0.008821216886918599,0.012264737247129353,0.012755548301941968,0.008120276940005994
81,0.011883774482813518,0.025401020597551147,0.038644306224677995,0.005751304191969348,0.009665998413467805,0.011805678365156719,0.009920115355170926
82,0.007812310047228099,0.02330944281100527,0.024391603399014496,0.0032104900936301326,0.009148214128649775,0.01010526647408382,0.0049128239814011316
83,0.008437350730330051,0.023564735962855472,0.03412867837484812,0.0034517569300094755,0.008941611282317158,0.010003541121101876,0.008202066510586232
84,0.008674896674225312,0.017137753090726123,0.028173987430817782,0.004164133717497635,0.005989052031931762,0.007217980318649543,0.006910697234334571
85,0.011607374626520013,0.021358574875734625,0.028070054734831852,0.005590727472973496,0.008058481104242936,0.008287383046388007,0.006107236725423095
86,0.01680661192379744,0.028279373012099526,0.03880969896700481,0.008127824744512353,0.01116606582883542,0.010166722637580155,0.00902347943940947
87,0.009414309125135568,0.01803762589006946,0.03631667629655816,0.004062372077321751,0.0061616661638678695,0.006297241125500472,0.01149533767609476
88,0.00843696971851506,0.022530929497643997,0.04502596451389184,0.0037636914213033,0.0048037823757708775,0.016053959989422807,0.006756616909535195
89,0.006425631961529675,0.018770197244707378,0.038354310127818876,0.002747433637434018,0.003916668109873995,0.013748117858898495,0.005578092057988961
90,0.005859787677104758,0.015021453354950937,0.03580242113595718,0.002535796750756651,0.0034051269548017733,0.007752459595196378,0.006553906431427099
91,0.009557532931042629,0.0205487499936233,0.025897401751267757,0.0038647406534586056,0.005888533306260372,0.006760896835399166,0.003914087609714443
92,0.011155001795060416,0.023777336145657392,0.0370331291478818,0.004484835365869592,0.0067348166615292596,0.007711001860082443,0.006396135769316288
93,0.015874318950777556,0.04752414018228838,0.08627069917322551,0.005239024605327354,0.010599784821877463,0.01685668019431438,0.012965043429427489
94,0.015497623040562309,0.030874487778871546,0.062221180701738585,0.0057700961611948575,0.007537185851278802,0.008788586379270304,0.012088652020066424
95,0.011098708069641096,0.022753178862038786,0.02733592082146856,0.0040254275577358495,0.0056931457117199305,0.006362294814685624,0.0034637204992448694
96,0.010354784864622966,0.019014687376607005,0.0355195486093927,0.004032297280538828,0.004622835134273499,0.005284004292697294,0.006268814088549023
97,0.013515494769579433,0.028691270785760108,0.04266243461506927,0.004349154828082346,0.00637352316038335,0.007504819020496846,0.0055938685122284455
98,0.013938245562151043,0.029478016595897757,0.037941763244139955,0.004648665504917735,0.006698953101488133,0.00810946517998393,0.00467393026170789
99,0.016708833307973497,0.032736333777635705,0.03704378848047584,0.0055781432018392665,0.008033984335120585,0.008487835801271748,0.0045356605341864255
100,0.017024660237197772,0.02864720205141196,0.03468761677347728,0.006246429835527785,0.007694092506044727,0.007293092279919381,0.004775152867734974
101,0.01845954035416489,0.030718701812418054,0.040409814580198315,0.007205654109123333,0.007982720011053736,0.008566826011479897,0.005908698814029865
102,0.016099192242770097,0.028862658440209736,0.04176768135150188,0.0057460108758518695,0.007394966239480629,0.007948610290113612,0.006531737487750419
103,0.016953717699164955,0.031901168161737534,0.04657688930374759,0.006349788997930616,0.009236506659570817,0.009663943821878731,0.008380689988789493
104,0.017887913544327946,0.030975315145334876,0.041987661644141944,0.006654633876224199,0.009382333674310074,0.008844546058463102,0.0074793193159508106
105,0.016090397807503383,0.028178303953640658,0.04334276911924048,0.00665668556042941,0.008964520910203206,0.00921155663769434,0.009217555851656067
106,0.016974058806107067,0.027330924255235242,0.03868432999965312,0.007438564057567649,0.011559540652437597,0.008719455821316812,0.009974964907470334
107,0.01742858201782571,0.03176492023649096,0.0492461885312981,0.0077859530056137854,0.011273889431382146,0.011799412081125225,0.011969245870134046
108,0.017794528420567432,0.032438795100369,0.04751669640411658,0.008752614340818764,0.011825458867845364,0.013605766957933193,0.011327804917637883
109,0.019073905353522963,0.03322084751371562,0.0482871933196564,0.00996186070427551,0.013414690605292129,0.014057883016429396,0.012623349409102456
110,0.017592537877833665,0.03200622111851909,0.049254546356778985,0.008348346479788188,0.012855025000960519,0.012558990902755382,0.013559321364651461
111,0.019015556772756702,0.03212256551912336,0.04344388122709904,0.010367489926550271,0.015057484016813507,0.013682554120801937,0.012290565152789243
112,0.026472855153673355,0.04392349673997158,0.06683429245975908,0.014175835360675937,0.01795171869750186,0.01852101098858833,0.01863243317418413
113,0.022447589416083817,0.03808196062832411,0.05827651215307657,0.01219898660644171,0.01629081350548395,0.016605663458780957,0.01715602138637288
114,0.01846574425137238,0.03647447296395649,0.061000571044768304,0.009536871250230576,0.014133095775363291,0.01740464212048974,0.01752697518345502
115,0.025221825673426988,0.046588038584986294,0.05824760947757527,0.012175293553550147,0.020600154795507006,0.018595468023857597,0.014549544447436913
116,0.026644859926001293,0.045367802571111504,0.07071030825151046,0.013876524534085204,0.018331464968127275,0.018962014704605002,0.01995229370096411
117,0.026127936311564424,0.04323490455749459,0.06531094662438676,0.013940598669797764,0.017555863795638074,0.018013474857833486,0.017877060857904886
118,0.01908216937465147,0.03527172412201622,0.05789168379880123,0.008885602919943628,0.016891990395150144,0.013132300379729265,0.020854391784057544
119,0.038601534112983935,0.07774321509327953,0.12304068469948386,0.01899102530564397,0.031065303406727588,0.03384524220004216,0.03399774433569694
120,0.03597370697162173,0.062029929210792936,0.07249840381685091,0.019098202101200973,0.02325853822852367,0.025800604373516688,0.014784400037864532
121,0.03127235402435934,0.056314388273737845,0.09215287519933694,0.01615606133077918,0.020762137479161343,0.023348707584053906,0.023709419240390033
122,0.035198893779110625,0.05149947039785575,0.06766496603739922,0.01778702943179383,0.02354846789018304,0.017091653855742968,0.01682611946058232
123,0.016415289206743493,0.040363497393267285,0.08064012615090718,0.006957264904001553,0.013252004207594488,0.016934575519361023,0.022298198935835917
124,0.04735454061359429,0.11034349068546517,0.28109439511820755,0.019771432158050835,0.039889947573634815,0.04115286464352111,0.17342154137628282
125,0.02391975200298616,0.04411081093919572,0.08760822994712807,0.010434590307539163,0.01356246042509135,0.01487712395193922,0.022997977066388613
126,0.033474841382342635,0.0552096353131998,0.08329154134638507,0.013414857082683654,0.0215858069455315,0.01503597744396108,0.0198021983191595
127,0.039536460623303564,0.08262383791254188,0.15299331316843423,0.016401280377489034,0.021244850225600898,0.030368496450352958,0.028663787923923975
128,0.03672704864661273,0.06484222675535647,0.10057125291889596,0.014730483473493351,0.015668355665115014,0.01922205493391057,0.01526900317653293
129,0.03844985321005314,0.06518214583856465,0.10149926119910284,0.014234625053315087,0.016728924810837327,0.01676214403141869,0.01632999425412898
130,0.052007621433003116,0.08054113755985183,0.10873883742365818,0.01903711509231293,0.019028211245949427,0.01875863318517046,0.014196973703028373
131,0.06390669153548446,0.09799134638445595,0.1509168204922559,0.02130335595542372,0.022008952354623062,0.020458447667912088,0.02083941815447112
132,0.05877704590802142,0.09476771806785746,0.11384676129990269,0.016828036058352588,0.02274082134229025,0.017952875337821445,0.013347741036212925
133,0.0378846284404257,0.062370282905575745,0.08224097030990482,0.010609848345369013,0.013276610700631526,0.011756663246037838,0.009376767766521032
134,0.07144366098231787,0.20970182287876551,0.6655837667685617,0.01462537206776854,0.044114142238205395,0.039334948727615844,-0.6218929806378815
135,0.09639695179839303,0.156242802212134,0.2118927105231254,0.02489327952584284,0.03429455318977693,0.027357546158657226,0.025550465993963423
136,0.1051860154696579,0.1963477088733444,0.289472766475828,0.026869535395568366,0.04435428703851428,0.03809557207800106,0.03971852134706403
137,0.39524779819194883,0.8735185511989867,0.897801424600403,0.11090975652002914,0.14312817979826178,0.2518477125643903,0.07991453627829206
138,0.18209040637312537,0.32389154282261073,0.322239714212576,0.08015613280543182,0.052740661422486436,0.13271318387166325,0.02996076048021704
139,0.019917984289493373,0.06227963788928844,0.268979435267237,0.005954188092825654,0.010472935394170395,0.03382975573860333,0.06847414510734952
140,0.0706721874164219,0.0924068663099687,1.307286590823575,-0.2357789300052063,0.013054613440525446,0.21668961696907563,0.2456114622021935
141,-0.08055949465560923,-1.8415880074675266,-1.2007649396539277,-0.01700493269134436,4.337311144338627,-0.2518470677799681,-0.2139370141711021
142,-0.04417442497798691,-0.40567348910716944,-0.11069353341570463,-0.010280791809931862,-0.30174421736580787,-0.07981440863516436,-0.013441469890490918
143,-0.052838641819117856,-0.4593609352423011,-0.1108081622310611,-0.013330544717451773,-0.3608483835825408,-0.09896771290929676,-0.014389431425088299
144,-0.22039925436268404,-0.1686074117948708,-0.13082721287869542,-0.14143950547388623,-0.09101812258251468,-0.0439799386508131,-0.023962889306221476
145,-0.10255102665030787,-0.2232147838236733,-0.5673005013866598,-0.049575025471808386,-0.06264180276699187,-0.12988724597117,-0.1643144519640289
146,-0.11889617990433107,-0.15938421555627316,-0.23318696874895908,-0.08533904784793214,-0.05288140488312365,-0.07371265679860084,-0.05200197292478769
147,-0.15929476630655687,-0.12370968350917134,-0.2009126952099993,-0.10664082048201534,-0.0777531804279974,-0.036024972461626815,-0.10945470952007681
148,-0.12691269560362053,-0.07311942794922437,-0.06045812567518502,-0.06294338709306196,-0.09090153735787831,-0.018102146916151134,-0.015873992615307392
149,-0.12587040078424835,-0.09810533559576957,-0.08865380281342307,-0.07532645702828539,-0.07775521115442895,-0.0286940555648617,-0.023140677438220302
150,-0.36116603671292463,-0.3474748982260639,-0.24512348495278796,-0.15800704015840575,-0.375534701644414,-0.09403649443055753,-0.05802261540367014
151,-0.5901637327280449,-0.11120157125598581,-0.05484686887445925,-0.27950244567380655,-0.5178139858127871,-0.025189350633798097,-0.011740924821963199
152,-0.4172721610393452,-0.06522838381355457,-0.09733757910191293,-1.6195118564299915,-0.14195202145673444,-0.015929013663006347,-0.1546259877922703
153,-0.1829926088637195,-0.19601637704981742,-0.3840203691599868,-0.1936304805658246,-0.07780592423265054,-0.08981757262946102,-0.14284965099072194
154,-0.142241221692428,-0.19031507941243866,-0.31154097289195937,-0.07908596983675802,-0.08733603682568665,-0.07033905296157328,-0.11114796543237372
155,-0.15591699612735785,-0.18281575549058476,-0.3024926317443483,-0.099355961728524,-0.08543645244810416,-0.06743098054372358,-0.11158413464489211
156,-0.21511404023543762,-0.4342502100080663,-0.7875286461878991,-0.09401834209645442,-0.19377153714220918,-0.16439914022812105,-0.3172284404409376
157,-0.11602195846814226,-0.11867552888819446,-0.15883015662850153,-0.09760707243205936,-0.05112240924701653,-0.04446074338717284,-0.040870855991482054
158,-0.08991634969177333,-0.11871390485454204,-0.16598531554711923,-0.05962907811736911,-0.04467824319445874,-0.04825818784906149,-0.03906716618307199
159,-0.07035796738364758,-0.07626238094034113,-0.09285913247083585,-0.043326230971170145,-0.03475425078206464,-0.024218551000360963,-0.021908324463706743
160,-0.05192718918255055,-0.09575265445158727,-0.14356341977369405,-0.02385382694434609,-0.035813556496710496,-0.03534524413530144,-0.034604728941148334
161,-0.05225653571279823,-0.09653418860362438,-0.1802903143196497,-0.0248889910684656,-0.03230086869420795,-0.03722665049258871,-0.048192192859607005
162,-0.0583745845641751,-0.09311532922817398,-0.1428166577545275,-0.028542013431180725,-0.0356404886750678,-0.030988082465850518,-0.03463108107955354
163,-0.050785933001139295,-0.08701709355881758,-0.14288489555410866,-0.023971443077318005,-0.029850200039839823,-0.029175114793147997,-0.03287555905980789
164,-0.04660501581681362,-0.0840526898867591,-0.12974769277251424,-0.020612953052033055,-0.028847214135800013,-0.026726382828717643,-0.027500072603489745
165,-0.03735292793648344,-0.06188322938999948,-0.09358666076723338,-0.017375424751226606,-0.019703809377513537,-0.018952903334065675,-0.017761815287087736
166,-0.04867908289846613,-0.09619677547362272,-0.17126860342010605,-0.019689150741195725,-0.02791820333310553,-0.029256896916669595,-0.03471071677181684
167,-0.04660582706305093,-0.07397544308240578,-0.08728674324197765,-0.02067251857001551,-0.022756931047541642,-0.020200061607452784,-0.012844896318918322
168,-0.044240153808191136,-0.07013900601320101,-0.09069657966555582,-0.0178299476337761,-0.021536816357190423,-0.01735849957319258,-0.013909998704295207
169,-0.052805707636319914,-0.09087993721576092,-0.12145433855888657,-0.020860139418012458,-0.024900154505849884,-0.02366414068151124,-0.017530398568152406
170,-0.05580082941090163,-0.07916465383289933,-0.09530308655554441,-0.024825648301180135,-0.021503230957879354,-0.019307266196283958,-0.01257502492412345
171,-0.061405876484203606,-0.11265214206191015,-0.1982717912810082,-0.021882985833222544,-0.029147026362302857,-0.02838518179491777,-0.03570992443375818
172,-0.07315757305643479,-0.14816589557738552,-0.28074021840638314,-0.02444819589608365,-0.03613185761553036,-0.03849886230249635,-0.05219056032207762
173,-0.055948323868048336,-0.07871744571641812,-0.12700424971971824,-0.02417768004738671,-0.0215482160073026,-0.019396020299365716,-0.022381993258923677
174,-0.09775170435351627,-0.12845516226840809,-0.19452288638284618,-0.041979609599378215,-0.03681830491951272,-0.030343195113547987,-0.03399502311285536
175,-0.10448618541685513,-0.1535238238203692,-0.16665320147453785,-0.04479227064584665,-0.04159551027345061,-0.04128447848464474,-0.022210301033094883
176,-0.07675371299773974,-0.08615776461521646,-0.12203656669836858,-0.04897956590434953,-0.025317141882011087,-0.024249670012123373,-0.02133555955733382
177,-0.09681238675391253,-0.14254022168615055,-0.3259855983221108,-0.055782335525112754,-0.03679227015114504,-0.05278429308748625,-0.08244023911571897
178,-0.053435773241572275,-0.08311471701083017,-0.22122399114011768,-0.03279291966610016,-0.021368808157046105,-0.036674827259951664,-0.06533680409487545
179,-0.07733368827355096,-0.12678231171453927,-0.19196033288636566,-0.035608371388579266,-0.044025212870899146,-0.04337140579724886,-0.043668776487072354
180,-0.061786281731620284,-0.0956507780819618,-0.12927402763862442,-0.030767180864523628,-0.03557763608614529,-0.03391802362404231,-0.028490086722302105
181,-0.05956060976686393,-0.08605736906217053,-0.1690770357929089,-0.034241702859036396,-0.030365808547704834,-0.03367349766895847,-0.05474817579960912
182,-0.05888091013794766,-0.073846022667132,-0.08952089592692043,-0.03867692688292775,-0.030063242947013083,-0.028270908712504313,-0.020079052850269022
183,-0.04427694887508147,-0.06944500524774756,-0.13952147403701948,-0.025903247920708777,-0.025368474592531054,-0.03052829572934496,-0.047290670635085644
184,-0.05693644191145237,-0.07668557683190874,-0.10371332879920683,-0.03377637141715503,-0.0341265357447919,-0.029337121738356488,-0.027637465186156986
185,-0.0569877010926622,-0.0796482736752931,-0.08512161130398915,-0.03689791854969681,-0.033342929763888966,-0.03423281409056686,-0.01857333686875687
186,-0.06158435915099735,-0.10047500510556723,-0.1408447808052399,-0.03627809317242371,-0.04178672879059113,-0.04561422408421321,-0.03675737439005398
187,-0.04997141430636993,-0.06977615668913405,-0.07255207469696358,-0.035693287159223236,-0.029470258461925962,-0.03241768140447427,-0.015855119069731503
188,-0.03842699792299148,-0.04490525279076711,-0.06882464821454452,-0.025943576241348472,-0.024546214579048993,-0.017019653950176922,-0.02537125308854902
189,-0.03518174990674091,-0.04170229184019599,-0.0675052255045792,-0.02360268464201771,-0.02339564206826184,-0.015939276391178904,-0.027832707119349917
190,-0.02862191167151368,-0.054257541926856785,-0.07641216197575731,-0.017627218176914632,-0.01914302261448833,-0.030708477764958192,-0.016980602046075103
191,-0.050737796967330044,-0.05939446383324977,-0.09581490968542085,-0.027740353332521412,-0.04430680637130961,-0.019483791000744356,-0.054763854875238806
192,-0.030894155758104717,-0.03914736566931474,-0.04685351978995292,-0.020027803545045436,-0.021111335962313987,-0.015029620559808898,-0.012726354834535714
193,-0.046630792473931516,-0.0598451465608136,-0.05790654567005359,-0.028156505186373713,-0.033644311380282926,-0.02175450285889429,-0.01358202207075936
194,-0.04078715417706629,-0.05845843026313622,-0.06500359806556207,-0.03589523369923601,-0.021800907432276438,-0.031908543412235875,-0.013260103461870105
195,-0.4516414308279324,-0.1812293102722772,-0.29805832640808194,-0.34672600158092326,-0.2722533451696054,-0.04747417315283554,-0.4549294013742392
196,-0.04877217254953771,-0.08454992730421457,-0.19451782754650274,-0.025227201404384184,-0.04663393185980101,-0.030809591488993822,-0.2477088879695904
197,-0.16160772835138612,-0.14880402681575647,-0.22743247391158056,-0.10931872024468421,-0.0985947043770182,-0.04496649284919337,-0.09097211141084484
198,-0.08236216885141875,-0.0649981042231627,-0.10258048104941458,-0.04182262138488396,-0.06916580516335721,-0.01621364293551766,-0.06829656324077202
199,-0.04188066238206685,-0.0649604475804749,-0.11452641555148928,-0.0299962480846467,-0.022536213176361425,-0.02856437012385449,-0.02720072407313475
200,-0.05112552274556295,-0.08929539748622892,-0.13159460767522968,-0.02491726242364486,-0.03589527363481211,-0.02895849410299838,-0.02990116086364611
201,-0.04752252676543828,-0.08535762197550809,-0.15205452095990868,-0.021304095602414093,-0.029429268913393668,-0.025644045096269465,-0.03674601148918123
202,-0.04147421676302944,-0.06802050821767916,-0.10523839502904726,-0.018920666049719394,-0.022125488074707607,-0.018976064384534613,-0.0199023594857221
