,beta_s1,beta_s2,beta_s3,beta_s4
130,-1.9204210968962367,-0.539725658392931,-0.7870866457063198,2.4404585027021843
131,-1.830514552328913,-0.5480541787320194,-0.8344591220777872,2.68300246323232
132,-1.764903355280711,-0.5955859844365846,-1.0223111957655004,2.3121350141115777
133,-1.603276200248011,-0.4264518856423599,-0.8080380858108956,2.044590905374371
134,-0.8773118620420359,-0.1612578968702882,-0.5930095120145464,0.7508284283787106
135,-0.6537744554937183,0.0910769456028468,-0.3008881033198822,0.4263154968504604
136,-0.5997322846075219,0.1667441808533454,-0.15182118287493,0.5341033450029518
137,-0.943031094532707,-0.1193132315699384,-0.6093456014561641,0.5238549744710708
138,-2.069424773533529,-1.1094162413684152,-1.117887246050157,1.9361200039904527
139,-1.1224215160791355,-0.021007571621607,1.571199539037767,0.3247201589646712
140,-0.8043316961774213,0.310457185766171,3.5304350789535333,-0.3645827912158234
141,-0.7911952078332505,0.1502574548076397,3.883386269148625,-0.3951832960612739
142,-0.6469685792924369,0.3793164902470077,4.312387955142869,-0.3092487704456997
143,-0.7674808978689985,0.2416968340061391,4.239353827147427,-0.6940764828202909
144,-0.4326356513422346,0.5669367504392469,4.688597313749355,0.2120203524275105
145,-0.5348716307711204,0.5297098790086981,5.735165212205902,0.0937224839059384
146,-0.6507805975538244,0.1292899649020242,3.503587520871,0.0409025639625444
147,-0.5510622956590282,0.1634176707946435,3.218741749474623,-0.6387559792923904
148,-0.5919933256907228,0.1788589113580608,3.0792990944619247,-0.0821025652689369
149,-0.6115655114384939,0.223745734101931,6.808086862479873,-0.4600007484644789
150,-0.4515126539075836,0.310298654425485,2.71422991892924,0.4282952481734904
151,-0.8430100512917207,0.654447070957731,5.940787532905072,1.3572075565854251
152,-0.2350559668228715,-0.0252555375880473,4.124615480181859,0.0176910050733489
153,-0.0293104066017114,-0.1176597108696115,-0.0379742856129838,0.2896540724414403
154,-0.1579156509661527,-0.1944686600119769,0.3442389978434342,-0.4609651775350101
155,0.0670611196809566,-0.3065293173554149,0.2054262037880453,0.1292408068836043
156,-0.1871406504937351,-0.7534967554682378,-0.8514035472939101,0.1559830333648265
157,0.0666821123217089,-0.3879040305926701,-0.0328757139798847,0.3692689733548132
158,-0.0746731326952877,-0.6170343763616637,-0.2817583951374005,-0.286349458038868
159,-0.2089817061956737,-0.2645380434802841,0.2325624492224869,-0.2744830216677832
160,-0.2162050094770091,-0.0568521949271532,0.6952270371002071,0.0860917229087675
161,-0.2665195924673392,-0.1643627499336019,0.3979949924322539,-0.1964636948198593
162,-0.5410413483514654,-0.2232560638665569,0.5746871380925883,0.0499434981424795
163,-0.3947981105941953,-0.2133067046363146,0.488399388830128,-0.0838115515409039
164,-0.6025958013097523,-0.29618229787134,0.4518133288318943,-0.1077069926099302
165,-0.6175202408473552,-0.3023941503556571,0.6132830599023615,0.1280345913501832
166,-0.5159963629396319,-0.4093372606139636,0.2586210269215883,-0.1657413671204762
167,-0.77998571343027,-0.4422656815237979,0.5663121688092984,-0.0579417053855066
168,-1.0599535010469674,-0.3556197991995133,0.8756388616929586,-0.403357865018673
169,-1.001959297633771,-0.3788064040033655,0.8214636190892618,-0.345574843674609
170,-1.1058105206962028,-0.4067247462943212,0.8159214398206408,-0.6197864931904824
171,-0.6730809954207302,-0.349938395418705,0.3785144902102584,-0.1424146767871498
172,-0.3845978880843846,-0.3629918477199804,0.251096059425105,-0.4514884910084875
173,-0.3076956641016993,-0.5072379823685067,-0.1446693554516994,-0.3532679151628682
174,-0.1223943122416334,-0.4286704197864299,-0.2923363336608959,0.4398241478899451
175,-0.036966077166261,-0.6618271166782381,-0.4671275936273079,-0.3020122057351668
176,-0.2152175868615713,-0.270707468685471,-0.3032935364541411,0.4768790440963236
177,-0.1878925361227704,-0.0915433375947077,-0.40327075644842,0.2869777402739571
178,-0.1073604602368512,0.3352995015976079,0.1127565552229382,0.9548189676811818
179,-0.2078758284339479,0.2464752384721964,-0.2423096143174055,0.4966111670130215
180,-0.2010125481321269,0.2836115995506775,-0.0942344772310646,0.6822884504862232
181,-0.3934543184208945,-0.3134532142583838,-0.5010020146275036,0.4340080401634655
182,-0.0145881665596726,-0.3811532024785625,-0.2021931402378295,0.1163838556933349
183,-0.1657503212376858,-0.497006752427198,-0.5303256133032243,-0.190908579439832
184,0.0185772304445034,-0.4194752201980953,-0.3799748750367663,-0.1289870081252903
185,-0.046218124622689,-0.3080920911953884,-0.1689013010861239,-0.0581848971609465
186,-0.1109990063852553,-0.4751639135117528,-0.6309575639845466,0.1887147530280722
187,-0.3671671301036543,-0.3227768004987803,-0.0941177115796123,0.2290302681074196
188,-0.7774755987525879,-0.092941351323555,0.9187692137334016,0.080604776798265
189,-0.8429477019540723,0.0871486734298599,2.243293308990019,-0.1464554915968214
190,-0.999072669105804,0.0911996075591262,2.0472531563982246,-0.0813067114900114
191,-1.031926953649407,-0.1573126910078962,1.4919282441963455,-0.2035671261224406
192,-1.0812840896829443,-0.1925868657924048,1.613270270403773,-0.2173996381272661
193,-0.9764893159638592,0.2626895463833934,2.5989094764688176,-0.3310693896402913
194,-0.7295395002262696,-0.0767973613194633,1.4027398618708642,-0.2295701999693281
195,-1.047784732394081,-0.2871421926689134,1.5347510476445527,-0.4959395336262883
196,-0.5744539783411974,0.458650998591933,4.331641138716599,-0.2960848675315931
197,-0.6095518147342472,0.1228978787673436,3.7008225239733217,-0.4748600086467378
198,-0.905814665247291,-0.097570633783155,1.8897112931549327,-0.5126335239147106
199,-0.8633563071001596,0.0772116179315153,1.416129105349783,0.1068484752234869
200,-0.6441918233451982,-0.2453555529271557,0.52940667321206,-0.054756408883202
201,-0.7117997970142477,-0.2754674699947941,0.4108528182876508,-0.2893078890027715
202,-0.5388723980654593,-0.2826412990454173,0.2881034580645067,-0.2463309856445922
203,-0.3301996060350645,-0.1706575592148636,0.2926265599051392,-0.218045220302033
204,-0.3677853865939451,-0.3140605062976649,0.1659180229266988,-0.2401796388720496
205,-0.2428078445028548,-0.3591031977578091,-0.1573099731737835,0.0653260373350148
206,-0.2434589456793203,-0.530575568678842,-0.3246980394159527,0.3556479255871342
207,-0.344228844753696,-0.7276649446711441,-0.4123162393879293,-0.498266731240436
208,-0.180768022750279,-0.6141498471390304,-0.4065359812766209,-0.4119605730164416
209,-0.1345941884102909,-0.5585590021580619,-0.3051421867351517,-0.0159283959495894
210,-0.3773950778608115,-0.5606990139952049,-0.3760435401538338,-0.4301008628014732
211,-0.3173999793597353,-0.5940305336802656,-0.559320316150667,0.1500917040952692
212,-0.1288152842953115,-0.5111629596630033,-0.2854234715311672,0.2098771883542289
213,-0.5315804608604278,-0.3333073455581652,0.1980842813084088,-0.2125076162910099
214,-1.1308495297795766,-0.1190696365834029,1.3228559513679927,-0.3691137070571811
215,-1.224455453104295,-0.3796812869396076,0.9980294070066632,-0.795969108211501
216,-1.0185918037157455,-0.2461861429308883,0.9449764834852076,-0.6729663898115029
217,-0.7889473229532576,-0.2849007215677087,0.5831050059167889,-0.1786078815547366
218,-0.7420255854325638,-0.1186131611686813,0.8273290447900536,0.1315120337288939
219,-0.6932884173198897,-0.327082486388224,0.4864913985726114,-0.3752395905520252
220,-0.946806218090441,-0.1761853489642175,0.9568990106042502,-0.2312084652339337
221,-0.8237650668447811,-0.0545015433754002,1.0839758806737156,0.2053482005764633
222,-1.092237228173205,-0.1180078683382135,1.4285114111629331,-0.3141902947958743
223,-1.0391628077968882,-0.3281038980293561,0.899658680052503,-0.5140432805295957
224,-0.8409830313677187,-0.0219228023137043,1.3953338832739446,-0.1399835645994165
225,-1.0168538174278592,-0.229869833084381,1.3123454277577062,-0.4310373193917587
226,-1.15276990050496,-0.4855882943449941,0.822253074495556,-0.889066360744291
227,-0.9148650860885604,-0.3834378689693502,0.6462589297128162,-0.452608118321943
228,-1.0647529195163772,-0.3521229750790547,1.089310210214595,-0.6031671773431213
229,-1.093196024401704,-0.405665866935442,1.02226531468688,-0.90141512137635
230,-0.8792061566833973,0.0425838942767063,1.9365536494217188,0.0727055589140034
231,-1.0340501587758628,-0.1340830771702257,1.785815436868902,-0.1371258667043962
232,-1.0673918114477852,-0.2657598990465359,1.619268093263354,-0.4538598472005454
233,-0.9933223766903012,-0.1880120229573068,1.6653044472095444,-0.4780637386360907
234,-0.9480776690484464,-0.1148296718391416,1.5579228876028353,-0.2648927224332663
235,-0.7210914484968121,-0.4925137038843812,0.558709766444283,-0.5189076368794028
236,-0.7746286204746777,-0.576766500520836,0.334882038419069,-0.4788965899619152
237,-0.7195752825338116,-0.6150455567422212,0.4884807377252981,-0.5105546176205238
238,-0.7834458643977498,-0.2608404105815158,1.485997746280642,-0.3174673759937876
239,-0.5923449659779138,-0.1102279877073655,2.250248879583161,-0.5203223727092878
240,-0.5559025296637619,0.1191086664052556,3.521645719321329,-0.5008639182380435
241,,,,
242,,,,
243,,,,
244,,,,
245,,,,
246,,,,
247,,,,
248,,,,
249,,,,
250,,,,
251,,,,
252,,,,
253,,,,
254,,,,
255,,,,
256,,,,
257,,,,
258,,,,
259,0.1808810277427424,0.4920992347962817,3.1411627414723657,1.944362650596112
260,0.3653584996812997,1.704019948557211,3.6317889504906327,2.19754482737502
261,0.5646899481202831,0.2358263657291134,2.8426408177778737,2.2782528343455537
262,0.3745258324659429,0.4131799819770101,2.929551467945707,1.9900689731672
263,0.2841983627050195,1.0715183012043483,3.213855552486602,2.107849697867456
264,0.3513573000226357,3.1524959073784213,3.01764570028025,2.355366055010303
265,,,,
266,0.615530153536473,0.3945313512788571,3.3774721508867707,2.656919811374599
267,0.272155997409381,-0.4245624444209172,1.3391157138059406,2.360731164652546
268,0.6911465137225269,-0.0706927488987437,2.291521860479664,2.5178360912662368
269,0.2612303881702212,-0.0537963881002093,1.5319421485509352,2.6720501499572884
270,-0.0969792671114943,-0.4210382654345913,0.7609902841153448,2.235603752648957
271,0.3840722775764816,-0.3522174006825431,1.5834177109828684,2.3014326316993245
272,-0.0378832549166049,-0.3368809972748104,0.922623021306742,2.513342499470807
273,0.5744994110573836,-0.0978073796921082,2.4063192889175924,2.452781407411559
274,0.447304605770035,0.3887153769230693,2.8741081901460985,2.5581764502751727
275,0.5600733332014123,0.3508252403369952,2.8360607956977404,2.354230873403208
276,0.1416531690558689,0.3007874943709901,2.8443782403325626,1.9743739722752949
277,-0.0851588673223436,2.754269133004034,1.460068359857629,2.27175013133986
278,-0.1765662127392997,3.36008443779128,0.7668277004085654,2.5215591308147998
279,-0.1939616791684855,2.4568300026217456,1.548139762809724,2.378324232699617
280,0.0713028320738908,1.420266664208913,3.244017534099701,2.205112278975858
281,-0.0801815108300224,2.777500215075292,2.162563763834295,2.318955313418562
282,-0.192311172335629,3.115668124443661,0.2267329123992892,2.143614163311278
283,-0.4335488996717065,1.8169278334385943,-0.5398909213042816,2.191026791221769
284,-0.5313826850224976,1.616695944643237,-0.7828170624621689,1.9917223413314915
285,-0.5711986068186339,1.144702296042264,1.2943453874106483,2.043946303799163
286,-0.5159106176581361,0.2293124236759556,3.0756053722041163,1.956629720519058
287,-0.6594632635174527,-0.0988317745348867,3.2796464686308804,1.6776653304425817
288,-0.5758530446907351,-0.2038025695420056,3.356886989282815,1.5623068910390174
289,-0.355092714271486,-0.2293750343663914,3.62126717354426,1.819677701220928
290,-0.589294057556448,0.1316233443570629,3.079322457872588,1.996680768730882
291,-0.3632590381040902,-0.3173735150088232,3.62081308418212,1.7635965520431294
292,-0.3397463259775555,-0.1255499150020918,3.806820178815831,2.1448342738244044
293,-0.3042901755764434,0.1188499729010608,3.725390913357229,2.151564995759693
294,-0.4357809630926945,0.3242128951313419,4.0607543963557085,2.3421383338128448
295,-0.4870439133732568,0.3964107661959742,3.3947940085765,2.2575141825519243
296,-0.5271296281343044,0.4722256538671129,3.089113962400912,2.273682904268848
297,-0.629307036918328,0.5573144785695566,2.3027786322289496,2.2815137324468733
298,-0.4894898523882819,0.9286402548082088,-0.8969379017743551,2.140471712407947
299,-0.3896880387830521,1.585619542828952,-2.0280317028272448,2.273037816819082
300,-0.5612691271346195,1.7203180394692628,-2.452913672091748,2.28114946774415
301,-0.3016214636698847,2.898167828906368,-0.5990787229477809,2.515017151864407
302,-0.2462035859712168,3.1718161949293804,2.3531322590961774,2.541907899503243
303,-0.1219901662851584,2.327731417062389,3.5946555386511347,2.771278336589809
304,-0.0784852338250166,0.235332119361091,2.686303327861361,3.2046983172723027
305,-0.2694633538658106,-0.0628828326351042,2.0284281546993648,3.2935764483673253
306,-0.5958058991947736,0.0146441792768344,1.7511366332382807,3.2707733290210057
307,-0.794958978735755,0.1398982370843836,1.227201953979697,3.0272615174681103
308,-1.0911620239746105,0.2122331034818605,1.0163114793815244,2.832259377408412
309,-1.6636332902293791,0.171727542887978,0.9373095684638264,2.997921768335399
310,-1.645596012471798,0.2705815917828997,0.8827296515458756,2.5384408382964465
311,-1.9312150778558377,0.0995778497524747,0.1589759162089182,2.8354033016040767
312,-2.066581531560267,-0.1651262206159114,-0.4374084919671842,2.652641492197285
313,-2.081270532938768,-0.258999261094975,-0.7753038846777156,2.745310702035124
314,-2.0577294281850302,-0.3928276409214005,-0.9644966700169444,2.6317533911591293
315,-2.6425398523549712,-0.3074573824504459,-0.8324629755236609,2.669331494959784
316,-3.939020140070276,-0.2450052321880425,-0.8097476330557927,2.757278820816896
317,,-0.1870583476051534,-0.6907057174120416,2.8830884632170157
318,,-0.2980115128810239,-0.8854235513351122,2.7207959917786333
319,,-0.3434111272949712,-0.8517711511850256,2.684522286366528
320,,-0.4047268594363932,-0.9254892031335686,2.512098382356164
321,,-0.2041708541478475,-0.7571991632930118,2.0649164405724747
322,,-0.0078829742666256,-0.5405876807281152,1.954616184429583
323,,-0.1470526651966237,-0.6485052174089021,1.9018795524842649
324,,-0.1136507014909699,-0.810826654507522,1.4987570103549044
325,,0.0012387632032833,-0.636757578996036,1.7071810920249335
326,,-0.0111019520918302,-0.6494116644730344,1.545625422971798
327,,-0.0365640895616567,-0.6429704530325748,1.6237547845931617
328,,0.0015920186756789,-0.7184175589933949,1.406865295022173
329,,0.0398979168550395,-0.7218731525998008,1.13252772603793
330,,0.3564014118157861,-0.5052410132651433,0.9311073568034032
331,,0.3757764663210934,-0.4455724971176916,1.1364400243062551
332,,0.2045747581320803,-0.6408683513659235,1.0768108684847997
333,,0.3779500481433106,-0.3911847254612073,1.2288370657272143
334,,0.2627860271535569,-0.5042071007922574,1.3939505711963425
335,,0.3696719447620168,-0.3722511617871405,1.460853592676545
336,,0.4216625665721357,-0.2887290381938398,1.3077631107165542
337,,0.5851884997112904,-0.1934863184126156,1.3122030614267564
338,,0.3664362968177136,-0.4088683353187245,1.0549310472625446
339,,0.4355258493968528,-0.3211174476535889,0.970903008248534
340,,0.517154534190998,-0.2285093666332603,1.16367577451064
341,,0.7654393393046596,0.0719599429235664,1.012763303846001
342,,0.4527785140498017,-0.2832199583789632,0.7776251543102612
343,,0.5276030530061103,-0.1456206832724947,0.907169219437429
344,,0.4664419055580887,-0.2415111377493478,0.9170902795958366
345,,0.2824132500659574,-0.4558243336146828,0.7284114131484684
346,,0.1100254255161936,-0.7054293761380764,0.4765966384432095
347,,0.22756728072962,-0.5557002521109042,0.7015066743705881
348,,0.3454061673030161,-0.3874707222609441,0.8034710593698624
349,,0.4165100586278273,-0.1798951554482386,0.6607969371760546
350,,0.3309406799668349,-0.3407230008737669,0.6306004065974616
351,,0.29897634527967,-0.3082798345371937,0.5322472178469762
352,,0.34606840958155,-0.171314937053897,0.6369935535497137
353,,0.1714594975480485,-0.4950490550653726,0.7850058318137401
354,,0.1295250024269411,-0.5953779448777664,1.0562649742766
355,,0.0283784006466403,-0.6504425660025013,1.1091232368912411
356,,-0.361522232647715,-0.9942472907486658,1.3098751648037417
357,,0.0992860952961291,-0.5418252150828489,1.1490534450602914
358,,0.2854547581701218,-0.3936281523999065,0.6713543818994896
359,,0.2327375868180452,-0.2872985396473617,0.6115822563898761
360,,0.2919983164863636,-0.0516979661905074,0.2867516870391096
361,,0.3341349966218067,-0.1256449136660797,0.3549043795595312
362,,0.253927754307776,-0.2424997522000003,0.4802100800368197
363,,0.2693391519531484,-0.2131398735194168,0.2762661843964714
364,,0.3855164917683463,-0.1201031702645007,0.4329291951762453
365,,0.3818066072305279,-0.0757513719923281,0.4123642241734603
366,,0.5651241687221199,0.0959596238858963,0.5894177148293671
367,,0.3681121468332564,-0.1447232606296566,0.311196926477177
368,,0.2997256587490631,-0.1974079220790788,0.3350816542943144
369,,0.4907682781388222,-0.0200243981398808,0.4226606524441402
370,,0.2941987719800737,-0.2869286980033744,0.1783210117288777
371,,0.3206158692090742,-0.2621885088951011,0.2308201457343986
372,,0.4042607010968406,-0.1160186821364042,0.4655499959546739
373,,0.3781444537691286,-0.0914318464710801,0.3999615599850633
374,,0.3095665381556863,0.0643256996498487,0.5076611110228765
375,,0.4060264153414598,-0.1360918497006187,0.3294961134716093
376,,0.3976771260385486,-0.1182060838434892,0.4208052610743729
377,,0.316843094740346,-0.1337104957335261,0.33389101035907
378,,0.3276409879414363,-0.1216903888469664,0.2267118798134708
379,,0.256544638391371,-0.0910612596635115,0.374495643004766
380,,0.2124375236533061,-0.0940512963639098,0.3791879418671627
381,,-0.1007417256663014,-0.3314067724224669,0.2314927541341951
382,,-0.357779000314276,-0.2682406112141949,0.5130657017582541
383,,-0.6140036679414199,-0.4861894279211571,0.3290357576358636
