,beta_s1,beta_s2,beta_s3,beta_s4
0,-0.3473781037651396,0.5874808117987058,5.326688925008358,-0.3884935595068728
1,-0.5033292498104116,0.2314028270189573,4.096855285247443,-0.7056931179556696
2,-0.4956869130842568,0.2463124763432609,3.993614291311963,-0.4977098923625209
3,-0.5626756982361839,-0.170667526081046,3.410538315496209,-0.6440138906112209
4,-0.3826047840101555,0.4972671195023894,4.527000953033484,-0.260097661005827
5,-0.576912435838954,0.2764500218204894,4.192786968337189,-0.7620371427612104
6,-0.6202695385836309,0.263764517139455,4.193973258366202,-0.2652110101731814
7,-0.5655929162336555,0.0579649371637712,3.607740044551626,-0.83068552245802
8,-0.4908645938197687,0.320992997173755,4.476180574277135,-0.5022701385029311
9,-0.4884388362608543,0.4329515330410465,4.49040054064436,-0.2408858225862649
10,-0.5281055096521007,0.0742280969194512,3.625299905855801,-0.5061029414968831
11,-0.6042293283896338,-0.0227353684932516,3.1987554334292856,-0.4063940535975519
12,-0.537444500298263,0.4283551677039812,4.6035625781237925,-0.5317321265135645
13,-0.2506341282356206,-0.4655157823891194,-0.0278393039421827,-0.0052309775356988
14,-0.6596451380886741,-0.126399197375476,1.338608510053456,-0.0907994893910347
15,-0.6840860055086172,0.1213850412052281,2.8496619317801786,-0.02389716855943
16,-1.6057687758999724,-0.6141554993459383,2.654623549493431,-0.4711597447282262
17,-0.393866871294821,0.0875312460211006,1.3953346948339682,2.128363978839089
18,-0.6647720297011739,-0.9697835127183824,-0.4748931480557733,0.0283739124169205
19,-0.9437471028146692,-0.5922131858677009,0.3486040533440243,-0.3929001414470554
20,-0.9338527365926832,-0.4360614022174641,0.4879445239406729,0.2482973977779321
21,-0.6946528307668265,-0.401761631531284,0.2795182202123872,0.0233003062333237
22,-0.5349441606764896,-0.3693158922035736,0.2140560239749341,-0.1686805991013785
23,-0.7074062127319932,-0.4032544955355725,0.4896752719359237,0.25398530234581
24,-0.317012250713754,-0.478951250549648,0.1000878149020213,-0.0841950265541781
25,-0.4602037478811142,-0.5058287826578005,0.2542040805941062,0.0066180924916006
26,-0.9747681038878494,-0.3988558170664504,0.748821802840024,-0.2891955094043933
27,-0.8929283998127812,-0.3166367898960326,1.4252075826651436,-0.1010853883146639
28,-0.6028612870179262,-0.3504703392135691,1.9179961383395443,-0.3118185415621397
29,-0.704186365482913,-0.3222578092640818,1.9821068686103636,-0.330620745732802
30,-0.503412089995845,-0.1865109633953711,2.1733080883830938,-0.0132530026445327
31,-0.545256558956547,-0.0971300994328337,2.2873121797479623,-0.2861765052755172
32,-0.5384273322851455,-0.3370555258369009,2.003139411095898,-0.1236745345701592
33,-0.9220803837767942,-0.632890670548856,1.1650937849427807,-0.4470406253241449
34,-0.3377784795999173,-0.4925410803068925,0.2804563175389045,0.0408029165458573
35,-0.0670078209893433,-0.6375427740638963,-0.3064104276294749,-0.367051676146825
36,0.1497008413277508,-0.2926914287946907,-0.1883234337405041,0.4609028662884873
37,-0.1420937837514599,-0.1721091546186241,-0.2150389060835629,0.9811033663241202
38,-1.0062544914613192,-0.417533798341284,-0.9772628732494316,1.4139308992802344
39,-1.0783773950165996,-0.4116850577905253,-0.931566400239468,1.5586784923470525
40,-1.0220102888936415,-0.3354547866801973,-1.0057937550339144,1.510115977255987
41,-0.9452460074102704,-0.3172729852228818,-1.0863032675890565,1.2007350219910802
42,-0.946035381033186,-0.200342923223456,-0.8928802584431229,1.3737910276105003
43,-1.0357242793254555,-0.2154542967239461,-0.8791112046455283,1.4023254971649486
44,-0.9938957758257948,-0.1902008517169936,-0.9419172312408745,1.3305735165127808
45,-1.0226564851250906,-0.2629085186076868,-0.8980939977574652,1.5674305595538005
46,-1.015805599616182,-0.2643312716544815,-0.9197510100422308,1.4885420341980502
47,-1.0392177787599657,-0.3118751152994403,-1.0100289452092612,1.3763685820744376
48,-0.9590214879985066,-0.2085937056446049,-0.8867724275216685,1.4878222399800138
49,-0.9160147548451052,-0.0701065879727856,-0.8384462821560378,1.4538182833817406
50,-1.0046568042224049,-0.1204706541348547,-0.8207049342030772,1.4516161170655604
51,-0.9359330902698773,-0.0538991924884165,-0.8345594773959777,1.4774371337846135
52,-1.0583888772238068,-0.2461809632632068,-1.009998363515909,1.3212895195663916
53,-0.926384091778447,-0.0901467555705476,-0.8467134619788774,1.3092415623186886
54,-0.9631371378444769,0.0803690643545328,-0.65006684227763,1.3970381627880593
55,-1.0809030629220984,-0.1382903426116425,-0.8047316165190597,1.4581416871886297
56,-1.023678762895356,-0.2406497763261873,-0.9475535141028496,1.3607232103478564
57,-1.0570974773373618,-0.4302903927820766,-1.0322147499608714,1.45201806867924
58,-0.8910887967332876,0.1108430816435534,-0.6109913183295164,1.099892596392667
59,-1.0721009229460714,-0.2229277450500589,-0.9245665299905372,1.242700585575151
60,-0.8170411427341933,0.2019422266373573,-0.5635918948335824,0.7558673989005803
61,-1.0005324697925218,-0.154280153370016,-0.8713658983973043,1.3894753443991592
62,-1.1098888415311865,0.0132877475310577,-0.6871724229814982,0.9833270351732326
63,-1.1633347774781255,-0.2220636566603497,-0.9831661398938736,1.182575556035392
64,-1.0063178402034711,-0.1946200300408548,-0.862070549169004,1.3627713658258749
65,-0.9432830206961166,-0.1463394706118037,-0.9174605457506172,1.201799187058159
66,-0.8453038860383955,-0.1597373435475791,-0.935576412541801,1.233786945987424
67,-0.8834488430053614,-0.3900119731716581,-1.0410951197007574,1.1406788229680669
68,-1.0174706006883243,-0.599185506774487,-1.1213140506862882,1.5681739100260974
69,-1.262027683361289,-0.5400976997914548,-1.0627302594561518,1.8132678630267
70,-1.3736644233079802,-0.5370193384547666,-1.011624379140023,1.929912140122633
71,-1.2903896112353077,-0.3970776223109704,-0.9771357523221668,1.8910580742430203
72,-1.3985907467990075,-0.330208515329382,-0.8943424605641883,1.913847461091498
73,-1.3119718315080775,-0.3699353543199547,-0.8599466514571639,1.8085959111655916
74,-1.2903891912031018,-0.4856215156932387,-1.049630148525642,1.653688746264364
75,-1.122860020238472,-0.4029568322718309,-1.0725950132758322,1.4694688952797514
76,-1.2273620919602248,-0.5362382377736913,-1.0180829644534757,1.601378256130011
77,-0.8119088361469475,-0.0573510951606864,-0.7610829522673905,1.4695407623509686
78,-1.0052379838534524,-0.3884001504744515,-0.955977203457042,1.4615484319209453
79,-1.2892924023033967,-0.4736796957213206,-1.0263272247812547,1.6756183481772904
80,-1.4661376904505268,-0.5679753354414372,-1.057615098251122,1.660997600234469
81,-1.1381311615484029,-0.3217319884871806,-0.8512025920488503,1.819191383789441
82,-1.6249271615476268,-0.3636899190545914,-0.90669719194645,2.221874269175478
83,-1.5846208280467913,-0.2825633824241423,-0.7860212376025427,2.4217884535975367
84,-1.6814913427849665,-0.4397852846489064,-0.9479179018186322,2.181939403190576
85,-1.231420866148844,-0.3103514908664355,-0.8703219179373853,1.8492510937940645
86,-1.160099317941768,-0.4703725145874272,-1.0001450708631536,1.5410676283539462
87,-1.519668543089858,-0.3785185378588827,-0.8992724016811255,2.2596500530161574
88,-1.569081945877572,-0.4162748111798445,-0.9369596309254232,2.4526347811860867
89,-1.604700586109891,-0.4183805625080833,-0.9392065124866102,2.376021403563009
90,-1.6477765631395458,-0.4279829102249598,-0.909938874598536,2.4839594485308667
91,-1.2719019436833598,-0.531863557916433,-1.1310232891512149,1.636913056569464
92,-1.437771384380023,-0.4756176342800834,-0.9811047662047664,1.9839982570872443
93,-1.162678135996248,-0.552794273738975,-1.071210652863735,1.6901225049351678
94,-1.4413675027772257,-0.6064621162824236,-1.1165503419687377,1.583834796052223
95,-1.6362063374218665,-0.6466015916164184,-1.1073584730461763,2.4251185600215663
96,-1.3439022225679162,-0.6464895321439587,-1.0981504145346277,1.8434215915766052
97,-1.5770763736429054,-0.7375524524128109,-1.0815001998500302,1.9452722976060808
98,-1.6615650448536414,-0.6636304321435772,-1.1577128984241083,2.0786531633693883
99,-1.6646601203811504,-0.5993071259746044,-0.9742600960238244,2.2199873683539355
100,-1.5407102339728225,-0.5198296905250138,-0.9571142788413528,2.011316689711816
101,-1.510505527211952,-0.3872131918375585,-0.8851626425021885,2.2441077423658617
102,-1.7239200848770138,-0.5883875926554749,-1.020503429771692,2.4238350045054387
103,-1.6351462963560486,-0.561976008568754,-0.9520369313203,2.5125006565264427
104,-1.610483083113892,-0.4424056736786587,-0.941436251043158,2.3821849870379914
105,-1.7478160528509417,-0.5824997261762672,-0.989816141501662,2.595157962586857
106,-1.7860599220615738,-0.3450708053462397,-0.7842919366051456,2.611217474521692
107,-1.7518629789448277,-0.4318686911333749,-0.9276712228770362,2.4318491585540065
108,-1.6922564820830794,-0.3270808685161857,-0.9126131746350252,2.3392726873288976
109,-1.5818183823711678,-0.2172008867448364,-0.7399532621633264,2.394698142065869
110,-1.8242716044205096,-0.356929757510268,-0.8296178476609785,2.5923916483401968
111,-1.6297902468458565,-0.3547502986041418,-0.8814189089972181,2.1161348523862347
112,-1.7112454499446574,-0.426745534993307,-0.9034282471113896,2.45125309337292
113,-1.7050627912016303,-0.3502150614427619,-0.8981223505714737,2.519709063998413
114,-1.7366974322511926,-0.4580212054105075,-0.9749722641561674,2.38034916757614
115,-1.7577677526838311,-0.4092034005153184,-0.9551728814490996,2.289400931942822
116,-1.8175518529006407,-0.4147529225834922,-0.9139225481401768,2.642189228770305
117,-1.7557013582746952,-0.3900928094468258,-0.86989278363525,2.5234644332552616
118,-1.6680898869546237,-0.2923801534152142,-0.748365121117093,2.7382175842478267
119,-1.6650579374431302,-0.5666683456361756,-1.0115894285315363,2.206783129287922
120,-1.4371679751720454,-0.3669553214295663,-0.900838036567929,1.9715615439146943
121,-1.481140206361336,-0.5118215287660386,-1.002321778394585,1.84000181392416
122,-1.466018908010316,-0.5213078540954187,-1.0061186708975256,1.940419620331629
123,-1.5246172257894413,-0.4040566175530226,-0.9711965410743796,2.027236329649948
124,-0.9302693812002476,-0.2549084127181303,-0.8259851068347612,1.9572845656237012
125,-1.708405063876136,-0.5692378419248746,-0.6995081856354518,2.383084340135691
126,-1.7163303879074676,-0.6248189014245253,-0.5269203807500201,2.446546600611218
127,-1.7772203422862465,-0.579905822723632,-0.2687752590145039,2.692524673417991
128,-1.6340005297008011,-0.6161354294213689,-0.4083678995311838,2.5090752885399
129,-1.9969469417511567,-0.7083714614134632,-0.8483016690632353,2.0352993210128894
