,date,rain_rate
0,2022-09-23 00:00:38.966405,0.0
1,2022-09-23 00:20:38.976000,0.0
2,2022-09-23 00:40:38.985604,0.0
3,2022-09-23 01:00:38.995199,0.0
4,2022-09-23 01:20:39.004803,0.0
5,2022-09-23 01:40:39.014398,0.0
6,2022-09-23 02:00:39.024002,0.0
7,2022-09-23 02:20:39.033597,0.0
8,2022-09-23 02:40:38.956800,0.0
9,2022-09-23 03:00:38.966405,0.0
10,2022-09-23 03:20:38.976000,0.0
11,2022-09-23 03:40:38.985604,0.0
12,2022-09-23 04:00:38.995199,0.0
13,2022-09-23 04:20:39.004803,0.0
14,2022-09-23 04:40:39.014398,0.0
15,2022-09-23 05:00:39.024002,0.0
16,2022-09-23 05:20:39.033597,0.0
17,2022-09-23 05:40:38.956800,0.0
18,2022-09-23 06:00:38.966405,0.0
19,2022-09-23 06:20:38.976000,0.0
20,2022-09-23 06:40:38.985604,0.0
21,2022-09-23 07:00:38.995199,0.0
22,2022-09-23 07:20:39.004803,0.0
23,2022-09-23 07:40:39.014398,0.0
24,2022-09-23 08:00:39.024002,0.0
25,2022-09-23 08:20:39.033597,0.0
26,2022-09-23 08:40:38.956800,0.0
27,2022-09-23 09:00:38.966405,0.0
28,2022-09-23 09:20:38.976000,0.0
29,2022-09-23 09:40:38.985604,0.0
30,2022-09-23 10:00:38.995199,0.0
31,2022-09-23 10:20:39.004803,0.0
32,2022-09-23 10:40:39.014398,0.0
33,2022-09-23 11:00:39.024002,0.0
34,2022-09-23 11:20:39.033597,0.0
35,2022-09-23 11:40:38.956800,0.0
36,2022-09-23 12:00:38.966405,0.0
37,2022-09-23 12:20:38.976000,0.0
38,2022-09-23 12:40:38.985604,0.0
39,2022-09-23 13:00:38.995199,0.0
40,2022-09-23 13:20:39.004803,0.0
41,2022-09-23 13:40:39.014398,0.0
42,2022-09-23 14:00:39.024002,0.0
43,2022-09-23 14:20:39.033597,0.0
44,2022-09-23 14:40:38.956800,0.0
45,2022-09-23 15:00:38.966405,0.0
46,2022-09-23 15:20:38.976000,0.0
47,2022-09-23 15:40:38.985604,0.0
48,2022-09-23 16:00:38.995199,0.0
49,2022-09-23 16:20:39.004803,0.0
50,2022-09-23 16:40:39.014398,0.0
51,2022-09-23 17:00:39.024002,0.0
52,2022-09-23 17:20:39.033597,0.0
53,2022-09-23 17:40:38.956800,0.0
54,2022-09-23 18:00:38.966405,0.0
55,2022-09-23 18:20:38.976000,0.0
56,2022-09-23 18:40:38.985604,0.0
57,2022-09-23 19:00:38.995199,0.0
58,2022-09-23 19:20:39.004803,0.0
59,2022-09-23 19:40:39.014398,0.0
60,2022-09-23 20:00:39.024002,0.0
61,2022-09-23 20:20:39.033597,0.0
62,2022-09-23 20:40:38.956800,0.0
63,2022-09-23 21:00:38.966405,0.0
64,2022-09-23 21:20:38.976000,0.0
65,2022-09-23 21:40:38.985604,0.0
66,2022-09-23 22:00:38.995199,0.0
67,2022-09-23 22:20:39.004803,0.0
68,2022-09-23 22:40:39.014398,0.0
69,2022-09-23 23:00:39.024002,0.0
70,2022-09-23 23:20:39.033597,0.0
71,2022-09-23 23:40:38.956800,0.0
72,2022-09-24 00:00:38.966405,0.0
73,2022-09-24 00:20:38.976000,0.0
74,2022-09-24 00:40:38.985604,0.0
75,2022-09-24 01:00:38.995199,0.0
76,2022-09-24 01:20:39.004803,0.0
77,2022-09-24 01:40:39.014398,0.0
78,2022-09-24 02:00:39.024002,0.0
79,2022-09-24 02:20:39.033597,0.0
80,2022-09-24 02:40:38.956800,0.0
81,2022-09-24 03:00:38.966405,0.0
82,2022-09-24 03:20:38.976000,0.0
83,2022-09-24 03:40:38.985604,0.0
84,2022-09-24 04:00:38.995199,0.0
85,2022-09-24 04:20:39.004803,0.0
86,2022-09-24 04:40:39.014398,0.0
87,2022-09-24 05:00:39.024002,0.0
88,2022-09-24 05:20:39.033597,0.0
89,2022-09-24 05:40:38.956800,0.0
90,2022-09-24 06:00:38.966405,0.0
91,2022-09-24 06:20:38.976000,0.0
92,2022-09-24 06:40:38.985604,0.0
93,2022-09-24 07:00:38.995199,0.0
94,2022-09-24 07:20:39.004803,0.0
95,2022-09-24 07:40:39.014398,0.0
96,2022-09-24 08:00:39.024002,0.0
97,2022-09-24 08:20:39.033597,0.0
98,2022-09-24 08:40:38.956800,0.0
99,2022-09-24 09:00:38.966405,0.0
100,2022-09-24 09:20:38.976000,0.0
101,2022-09-24 09:40:38.985604,0.0
102,2022-09-24 10:00:38.995199,0.0
103,2022-09-24 10:20:39.004803,0.0
104,2022-09-24 10:40:39.014398,0.0
105,2022-09-24 11:00:39.024002,0.0
106,2022-09-24 11:20:39.033597,0.0
107,2022-09-24 11:40:38.956800,0.0
108,2022-09-24 12:00:38.966405,0.0
109,2022-09-24 12:20:38.976000,0.0
110,2022-09-24 12:40:38.985604,0.0
111,2022-09-24 13:00:38.995199,0.0
112,2022-09-24 13:20:39.004803,0.0
113,2022-09-24 13:40:39.014398,0.0
114,2022-09-24 14:00:39.024002,0.0
115,2022-09-24 14:20:39.033597,0.0
116,2022-09-24 14:40:38.956800,0.0
117,2022-09-24 15:00:38.966405,0.0
118,2022-09-24 15:20:38.976000,0.0
119,2022-09-24 15:40:38.985604,0.0
120,2022-09-24 16:00:38.995199,0.0
121,2022-09-24 16:20:39.004803,0.0
122,2022-09-24 16:40:39.014398,0.0
123,2022-09-24 17:00:39.024002,0.0
124,2022-09-24 17:20:39.033597,0.0
125,2022-09-24 17:40:38.956800,0.0
126,2022-09-24 18:00:38.966405,0.0
127,2022-09-24 18:20:38.976000,0.0
128,2022-09-24 18:40:38.985604,0.0
129,2022-09-24 19:00:38.995199,0.0
130,2022-09-24 19:20:39.004803,0.0
131,2022-09-24 19:40:39.014398,0.0
132,2022-09-24 20:00:39.024002,0.0
133,2022-09-24 20:20:39.033597,0.0
134,2022-09-24 20:40:38.956800,0.0
135,2022-09-24 21:00:38.966405,0.0
136,2022-09-24 21:20:38.976000,0.0
137,2022-09-24 21:40:38.985604,0.0
138,2022-09-24 22:00:38.995199,0.0
139,2022-09-24 22:20:39.004803,0.0
140,2022-09-24 22:40:39.014398,0.0
141,2022-09-24 23:00:39.024002,0.0
142,2022-09-24 23:20:39.033597,0.0
143,2022-09-24 23:40:38.956800,0.0
144,2022-09-25 00:00:38.966405,0.0
145,2022-09-25 00:20:38.976000,0.0
146,2022-09-25 00:40:38.985604,0.0
147,2022-09-25 01:00:38.995199,0.0
148,2022-09-25 01:20:39.004803,0.0
149,2022-09-25 01:40:39.014398,0.0
150,2022-09-25 02:00:39.024002,0.0
151,2022-09-25 02:20:39.033597,0.0
152,2022-09-25 02:40:38.956800,0.0
153,2022-09-25 03:00:38.966405,0.0
154,2022-09-25 03:20:38.976000,0.0
155,2022-09-25 03:40:38.985604,0.0
156,2022-09-25 04:00:38.995199,0.0
157,2022-09-25 04:20:39.004803,0.0
158,2022-09-25 04:40:39.014398,0.0
159,2022-09-25 05:00:39.024002,0.0
160,2022-09-25 05:20:39.033597,0.0
161,2022-09-25 05:40:38.956800,0.0
162,2022-09-25 06:00:38.966405,0.0
163,2022-09-25 06:20:38.976000,0.0
164,2022-09-25 06:40:38.985604,0.0
165,2022-09-25 07:00:38.995199,0.0
166,2022-09-25 07:20:39.004803,0.0
167,2022-09-25 07:40:39.014398,0.0
168,2022-09-25 08:00:39.024002,0.0
169,2022-09-25 08:20:39.033597,0.0
170,2022-09-25 08:40:38.956800,0.0
171,2022-09-25 09:00:38.966405,0.0
172,2022-09-25 09:20:38.976000,0.0
173,2022-09-25 09:40:38.985604,0.0
174,2022-09-25 10:00:38.995199,0.0
175,2022-09-25 10:20:39.004803,0.0
176,2022-09-25 10:40:39.014398,0.0
177,2022-09-25 11:00:39.024002,0.0
178,2022-09-25 11:20:39.033597,0.0
179,2022-09-25 11:40:38.956800,0.0
180,2022-09-25 12:00:38.966405,0.0
181,2022-09-25 12:20:38.976000,0.0
182,2022-09-25 12:40:38.985604,0.0
183,2022-09-25 13:00:38.995199,0.0
184,2022-09-25 13:20:39.004803,0.0
185,2022-09-25 13:40:39.014398,0.0
186,2022-09-25 14:00:39.024002,0.0
187,2022-09-25 14:20:39.033597,0.0
188,2022-09-25 14:40:38.956800,0.0
189,2022-09-25 15:00:38.966405,0.0
190,2022-09-25 15:20:38.976000,0.0
191,2022-09-25 15:40:38.985604,0.0
192,2022-09-25 16:00:38.995199,0.0
193,2022-09-25 16:20:39.004803,0.0
194,2022-09-25 16:40:39.014398,0.0
195,2022-09-25 17:00:39.024002,0.0
196,2022-09-25 17:20:39.033597,0.0
197,2022-09-25 17:40:38.956800,0.0
198,2022-09-25 18:00:38.966405,0.0
199,2022-09-25 18:20:38.976000,0.0
200,2022-09-25 18:40:38.985604,0.0
201,2022-09-25 19:00:38.995199,0.0
202,2022-09-25 19:20:39.004803,0.0
203,2022-09-25 19:40:39.014398,0.0
204,2022-09-25 20:00:39.024002,0.0
205,2022-09-25 20:20:39.033597,0.0
206,2022-09-25 20:40:38.956800,0.0
207,2022-09-25 21:00:38.966405,0.0
208,2022-09-25 21:20:38.976000,0.0
209,2022-09-25 21:40:38.985604,0.0
210,2022-09-25 22:00:38.995199,0.0
211,2022-09-25 22:20:39.004803,0.0
212,2022-09-25 22:40:39.014398,0.0
213,2022-09-25 23:00:39.024002,0.0
214,2022-09-25 23:20:39.033597,0.0
215,2022-09-25 23:40:38.956800,0.0
216,2022-09-26 00:00:38.966405,0.0
217,2022-09-26 00:20:38.976000,0.0
218,2022-09-26 00:40:38.985604,0.0
219,2022-09-26 01:00:38.995199,0.0
220,2022-09-26 01:20:39.004803,0.0
221,2022-09-26 01:40:39.014398,0.0
222,2022-09-26 02:00:39.024002,0.0
223,2022-09-26 02:20:39.033597,0.0
224,2022-09-26 02:40:38.956800,0.0
225,2022-09-26 03:00:38.966405,0.0
226,2022-09-26 03:20:38.976000,0.0
227,2022-09-26 03:40:38.985604,0.0
228,2022-09-26 04:00:38.995199,0.0
229,2022-09-26 04:20:39.004803,0.0
230,2022-09-26 04:40:39.014398,0.0
231,2022-09-26 05:00:39.024002,0.0
232,2022-09-26 05:20:39.033597,0.0
233,2022-09-26 05:40:38.956800,0.0
234,2022-09-26 06:00:38.966405,0.0
235,2022-09-26 06:20:38.976000,0.0
236,2022-09-26 06:40:38.985604,0.0
237,2022-09-26 07:00:38.995199,0.0
238,2022-09-26 07:20:39.004803,0.0
239,2022-09-26 07:40:39.014398,0.0
240,2022-09-26 08:00:39.024002,0.0
241,2022-09-26 08:20:39.033597,0.0
242,2022-09-26 08:40:38.956800,0.0
243,2022-09-26 09:00:38.966405,0.0
244,2022-09-26 09:20:38.976000,0.0
245,2022-09-26 09:40:38.985604,0.0
246,2022-09-26 10:00:38.995199,0.0
247,2022-09-26 10:20:39.004803,0.0
248,2022-09-26 10:40:39.014398,0.0
249,2022-09-26 11:00:39.024002,0.0
250,2022-09-26 11:20:39.033597,0.0
251,2022-09-26 11:40:38.956800,0.0
252,2022-09-26 12:00:38.966405,0.0
253,2022-09-26 12:20:38.976000,0.0
254,2022-09-26 12:40:38.985604,0.0
255,2022-09-26 13:00:38.995199,0.0
256,2022-09-26 13:20:39.004803,0.0
257,2022-09-26 13:40:39.014398,0.0
258,2022-09-26 14:00:39.024002,0.0
259,2022-09-26 14:20:39.033597,0.0
260,2022-09-26 14:40:38.956800,0.0
261,2022-09-26 15:00:38.966405,0.0
262,2022-09-26 15:20:38.976000,0.0
263,2022-09-26 15:40:38.985604,0.0
264,2022-09-26 16:00:38.995199,0.0
265,2022-09-26 16:20:39.004803,0.0
266,2022-09-26 16:40:39.014398,0.0
267,2022-09-26 17:00:39.024002,0.0
268,2022-09-26 17:20:39.033597,0.0
269,2022-09-26 17:40:38.956800,0.0
270,2022-09-26 18:00:38.966405,0.0
271,2022-09-26 18:20:38.976000,0.0
272,2022-09-26 18:40:38.985604,0.0
273,2022-09-26 19:00:38.995199,0.0
274,2022-09-26 19:20:39.004803,0.0
275,2022-09-26 19:40:39.014398,0.0
276,2022-09-26 20:00:39.024002,0.0
277,2022-09-26 20:20:39.033597,0.0
278,2022-09-26 20:40:38.956800,0.0
279,2022-09-26 21:00:38.966405,0.0
280,2022-09-26 21:20:38.976000,0.0
281,2022-09-26 21:40:38.985604,0.0
282,2022-09-26 22:00:38.995199,0.0
283,2022-09-26 22:20:39.004803,0.0
284,2022-09-26 22:40:39.014398,0.0
285,2022-09-26 23:00:39.024002,0.0
286,2022-09-26 23:20:39.033597,0.0
287,2022-09-26 23:40:38.956800,0.0
288,2022-09-27 00:00:38.966405,0.0
289,2022-09-27 00:20:38.976000,0.0
290,2022-09-27 00:40:38.985604,0.0
291,2022-09-27 01:00:38.995199,0.0
292,2022-09-27 01:20:39.004803,0.0
293,2022-09-27 01:40:39.014398,0.0
294,2022-09-27 02:00:39.024002,0.0
295,2022-09-27 02:20:39.033597,0.0
296,2022-09-27 02:40:38.956800,0.0
297,2022-09-27 03:00:38.966405,0.0
298,2022-09-27 03:20:38.976000,0.0
299,2022-09-27 03:40:38.985604,0.0
300,2022-09-27 04:00:38.995199,0.0
301,2022-09-27 04:20:39.004803,0.0
302,2022-09-27 04:40:39.014398,0.0
303,2022-09-27 05:00:39.024002,0.0
304,2022-09-27 05:20:39.033597,0.0
305,2022-09-27 05:40:38.956800,0.0
306,2022-09-27 06:00:38.966405,0.0
307,2022-09-27 06:20:38.976000,0.0
308,2022-09-27 06:40:38.985604,0.0
309,2022-09-27 07:00:38.995199,0.0
310,2022-09-27 07:20:39.004803,0.0
311,2022-09-27 07:40:39.014398,0.0
312,2022-09-27 08:00:39.024002,0.0
313,2022-09-27 08:20:39.033597,0.0
314,2022-09-27 08:40:38.956800,0.0
315,2022-09-27 09:00:38.966405,0.0
316,2022-09-27 09:20:38.976000,0.0
317,2022-09-27 09:40:38.985604,0.0
318,2022-09-27 10:00:38.995199,0.0
319,2022-09-27 10:20:39.004803,0.0
320,2022-09-27 10:40:39.014398,0.0
321,2022-09-27 11:00:39.024002,0.0
322,2022-09-27 11:20:39.033597,0.0
323,2022-09-27 11:40:38.956800,0.0
324,2022-09-27 12:00:38.966405,0.0
325,2022-09-27 12:20:38.976000,0.0
326,2022-09-27 12:40:38.985604,0.0
327,2022-09-27 13:00:38.995199,0.0
328,2022-09-27 13:20:39.004803,0.0
329,2022-09-27 13:40:39.014398,0.0
330,2022-09-27 14:00:39.024002,0.0
331,2022-09-27 14:20:39.033597,0.0
332,2022-09-27 14:40:38.956800,0.0
333,2022-09-27 15:00:38.966405,0.0
334,2022-09-27 15:20:38.976000,0.0
335,2022-09-27 15:40:38.985604,0.0
336,2022-09-27 16:00:38.995199,0.0
337,2022-09-27 16:20:39.004803,0.0
338,2022-09-27 16:40:39.014398,0.0
339,2022-09-27 17:00:39.024002,0.0
340,2022-09-27 17:20:39.033597,0.0
341,2022-09-27 17:40:38.956800,0.0
342,2022-09-27 18:00:38.966405,0.0
343,2022-09-27 18:20:38.976000,0.0
344,2022-09-27 18:40:38.985604,0.0
345,2022-09-27 19:00:38.995199,0.0
346,2022-09-27 19:20:39.004803,0.0
347,2022-09-27 19:40:39.014398,0.0
348,2022-09-27 20:00:39.024002,0.0
349,2022-09-27 20:20:39.033597,0.0
350,2022-09-27 20:40:38.956800,0.0
351,2022-09-27 21:00:38.966405,0.0
352,2022-09-27 21:20:38.976000,0.0
353,2022-09-27 21:40:38.985604,0.0
354,2022-09-27 22:00:38.995199,0.0
355,2022-09-27 22:20:39.004803,0.0
356,2022-09-27 22:40:39.014398,0.0
357,2022-09-27 23:00:39.024002,0.0
358,2022-09-27 23:20:39.033597,0.0
359,2022-09-27 23:40:38.956800,0.0
360,2022-09-28 00:00:38.966405,0.0
361,2022-09-28 00:20:38.976000,0.0
362,2022-09-28 00:40:38.985604,0.0
363,2022-09-28 01:00:38.995199,0.0
364,2022-09-28 01:20:39.004803,0.0
365,2022-09-28 01:40:39.014398,0.0
366,2022-09-28 02:00:39.024002,0.0
367,2022-09-28 02:20:39.033597,0.0
368,2022-09-28 02:40:38.956800,0.0
369,2022-09-28 03:00:38.966405,0.0
370,2022-09-28 03:20:38.976000,0.0
371,2022-09-28 03:40:38.985604,0.0
372,2022-09-28 04:00:38.995199,0.0
373,2022-09-28 04:20:39.004803,0.0
374,2022-09-28 04:40:39.014398,0.0
375,2022-09-28 05:00:39.024002,0.0
376,2022-09-28 05:20:39.033597,0.0
377,2022-09-28 05:40:38.956800,0.0
378,2022-09-28 06:00:38.966405,0.0
379,2022-09-28 06:20:38.976000,0.0
