,date,z_s1_avg,z_s2_avg,z_s3_avg,z_s4_avg,z_met1_avg,z_met2_avg,z_paros1_avg,z_paros2_avg,z_paros3_avg
0,2022-09-23 00:00:38.966405,2.2871695601851854,4.115969560185187,7.331609560185184,9.799529560185187,3.201569560185186,5.655209560185186,2.500529560185185,4.314089560185186,7.133489560185184
1,2022-09-23 00:20:38.976000,2.2871695601851854,4.115969560185187,7.331609560185184,9.799529560185187,3.201569560185186,5.655209560185186,2.500529560185185,4.314089560185186,7.133489560185184
2,2022-09-23 00:40:38.985604,2.2871695601851854,4.115969560185187,7.331609560185184,9.799529560185187,3.201569560185186,5.655209560185186,2.500529560185185,4.314089560185186,7.133489560185184
3,2022-09-23 01:00:38.995199,2.2871695601851854,4.115969560185187,7.331609560185184,9.799529560185187,3.201569560185186,5.655209560185186,2.500529560185185,4.314089560185186,7.133489560185184
4,2022-09-23 01:20:39.004803,2.2871695601851854,4.115969560185187,7.331609560185184,9.799529560185187,3.201569560185186,5.655209560185186,2.500529560185185,4.314089560185186,7.133489560185184
5,2022-09-23 01:40:39.014398,2.2871695601851854,4.115969560185187,7.331609560185184,9.799529560185187,3.201569560185186,5.655209560185186,2.500529560185185,4.314089560185186,7.133489560185184
6,2022-09-23 02:00:39.024002,2.2871695601851854,4.115969560185187,7.331609560185184,9.799529560185187,3.201569560185186,5.655209560185186,2.500529560185185,4.314089560185186,7.133489560185184
7,2022-09-23 02:20:39.033597,2.2871695601851854,4.115969560185187,7.331609560185184,9.799529560185187,3.201569560185186,5.655209560185186,2.500529560185185,4.314089560185186,7.133489560185184
8,2022-09-23 02:40:38.956800,2.2871695601851854,4.115969560185187,7.331609560185184,9.799529560185187,3.201569560185186,5.655209560185186,2.500529560185185,4.314089560185186,7.133489560185184
9,2022-09-23 03:00:38.966405,2.2871695601851854,4.115969560185187,7.331609560185184,9.799529560185187,3.201569560185186,5.655209560185186,2.500529560185185,4.314089560185186,7.133489560185184
10,2022-09-23 03:20:38.976000,2.2871695601851854,4.115969560185187,7.331609560185184,9.799529560185187,3.201569560185186,5.655209560185186,2.500529560185185,4.314089560185186,7.133489560185184
11,2022-09-23 03:40:38.985604,2.2871695601851854,4.115969560185187,7.331609560185184,9.799529560185187,3.201569560185186,5.655209560185186,2.500529560185185,4.314089560185186,7.133489560185184
12,2022-09-23 04:00:38.995199,2.2871695601851854,4.115969560185187,7.331609560185184,9.799529560185187,3.201569560185186,5.655209560185186,2.500529560185185,4.314089560185186,7.133489560185184
13,2022-09-23 04:20:39.004803,2.2871695601851854,4.115969560185187,7.331609560185184,9.799529560185187,3.201569560185186,5.655209560185186,2.500529560185185,4.314089560185186,7.133489560185184
14,2022-09-23 04:40:39.014398,2.2871695601851854,4.115969560185187,7.331609560185184,9.799529560185187,3.201569560185186,5.655209560185186,2.500529560185185,4.314089560185186,7.133489560185184
15,2022-09-23 05:00:39.024002,2.2871695601851854,4.115969560185187,7.331609560185184,9.799529560185187,3.201569560185186,5.655209560185186,2.500529560185185,4.314089560185186,7.133489560185184
16,2022-09-23 05:20:39.033597,2.2871695601851854,4.115969560185187,7.331609560185184,9.799529560185187,3.201569560185186,5.655209560185186,2.500529560185185,4.314089560185186,7.133489560185184
17,2022-09-23 05:40:38.956800,2.2871695601851854,4.115969560185187,7.331609560185184,9.799529560185187,3.201569560185186,5.655209560185186,2.500529560185185,4.314089560185186,7.133489560185184
18,2022-09-23 06:00:38.966405,2.2871695601851854,4.115969560185187,7.331609560185184,9.799529560185187,3.201569560185186,5.655209560185186,2.500529560185185,4.314089560185186,7.133489560185184
19,2022-09-23 06:20:38.976000,2.2871695601851854,4.115969560185187,7.331609560185184,9.799529560185187,3.201569560185186,5.655209560185186,2.500529560185185,4.314089560185186,7.133489560185184
20,2022-09-23 06:40:38.985604,2.2871695601851854,4.115969560185187,7.331609560185184,9.799529560185187,3.201569560185186,5.655209560185186,2.500529560185185,4.314089560185186,7.133489560185184
21,2022-09-23 07:00:38.995199,2.2871695601851854,4.115969560185187,7.331609560185184,9.799529560185187,3.201569560185186,5.655209560185186,2.500529560185185,4.314089560185186,7.133489560185184
22,2022-09-23 07:20:39.004803,2.2871695601851854,4.115969560185187,7.331609560185184,9.799529560185187,3.201569560185186,5.655209560185186,2.500529560185185,4.314089560185186,7.133489560185184
23,2022-09-23 07:40:39.014398,2.2871695601851854,4.115969560185187,7.331609560185184,9.799529560185187,3.201569560185186,5.655209560185186,2.500529560185185,4.314089560185186,7.133489560185184
