,Unnamed: 0,eps_sonic1,MAD_value_1,MAD_criteria_met_1,eps_sonic2,MAD_value_2,MAD_criteria_met_2,eps_sonic3,MAD_value_3,MAD_criteria_met_3,eps_sonic4,MAD_value_4,MAD_criteria_met_4,epsU_sonic1_MAD,epsU_sonic2_MAD,epsU_sonic3_MAD,epsU_sonic4_MAD
62,62,0.0512745605263289,0.1472942532722977,True,0.0199076839930001,0.1406582872709094,True,0.0128948328885006,0.1448213287506014,True,0.0117524675388398,0.1935284464752059,True,0.0512745605263289,0.0199076839930001,0.0128948328885006,0.0117524675388398
63,63,0.0470299866560984,0.1576908434301787,True,0.0184665192233721,0.14490792327202,True,0.0136129299584386,0.125883569907733,True,0.0103396219748169,0.180207836332112,True,0.0470299866560984,0.0184665192233721,0.0136129299584386,0.0103396219748169
64,64,0.0257717539576371,0.1346094145455394,True,0.0110396872928634,0.1349021597454563,True,0.0072531209180658,0.1472486480883346,True,0.0061540879611007,0.1928018402516084,True,0.0257717539576371,0.0110396872928634,0.0072531209180658,0.0061540879611007
65,65,0.0259000877462767,0.1286526790396185,True,0.0125263738100966,0.1302649711062972,True,0.0091865129064184,0.1345011317608416,True,0.0077436958167248,0.1853568861800341,True,0.0259000877462767,0.0125263738100966,0.0091865129064184,0.0077436958167248
66,66,0.0218085712552295,0.1366639166804707,True,0.0103871241634368,0.1290080072794766,True,0.0065675575803143,0.1446541009008278,True,0.0053513620369783,0.187887287049499,True,0.0218085712552295,0.0103871241634368,0.0065675575803143,0.0053513620369783
67,67,0.0149298332479468,0.1289132494336934,True,0.008977576706858,0.1341229293987562,True,0.0057899695783153,0.1296807517959504,True,0.0046718529974564,0.1962665207867352,True,0.0149298332479468,0.008977576706858,0.0057899695783153,0.0046718529974564
68,68,0.0094203779201659,0.1370738399237425,True,0.0050440806414242,0.1253236801852839,True,0.0042151365797693,0.1348523573810198,True,0.0035104459946058,0.1990586786899252,True,0.0094203779201659,0.0050440806414242,0.0042151365797693,0.0035104459946058
69,69,0.0123847983846268,0.1299476719199019,True,0.0069829153809124,0.1428547880533938,True,0.0046335158343282,0.1460711033065952,True,0.0047149988544598,0.1956462833577017,True,0.0123847983846268,0.0069829153809124,0.0046335158343282,0.0047149988544598
70,70,0.0185851684381567,0.1224604641567195,True,0.0097554803187761,0.1249181401295413,True,0.0064183129013454,0.1419689765690004,True,0.0062034175757745,0.1835283300319588,True,0.0185851684381567,0.0097554803187761,0.0064183129013454,0.0062034175757745
71,71,0.0353298440652953,0.1477163577262017,True,0.0228927150754867,0.1283130922890657,True,0.0146692808584373,0.1443449865084349,True,0.013979236462651,0.1763200247426159,True,0.0353298440652953,0.0228927150754867,0.0146692808584373,0.013979236462651
72,72,0.0473849964882034,0.1394913720868153,True,0.0265790569702549,0.1363770130793527,True,0.0196426439314217,0.1513794702134167,True,0.0158289581623999,0.176637931002408,True,0.0473849964882034,0.0265790569702549,0.0196426439314217,0.0158289581623999
73,73,0.0414942159465829,0.1464131410734744,True,0.0254659076963069,0.1407056219521403,True,0.018145724103866,0.1363688845606921,True,0.015280072556331,0.1747681877017075,True,0.0414942159465829,0.0254659076963069,0.018145724103866,0.015280072556331
74,74,0.0341288761374468,0.1407540386917868,True,0.0213861315795592,0.1423730411299942,True,0.014800631382148,0.1475901289271909,True,0.0121342727967633,0.1878762995989768,True,0.0341288761374468,0.0213861315795592,0.014800631382148,0.0121342727967633
75,75,0.031479515911822,0.1332809145337196,True,0.0177835745108074,0.1260468759466865,True,0.0123109437609145,0.1440563974094173,True,0.0106104748008443,0.1760225346683623,True,0.031479515911822,0.0177835745108074,0.0123109437609145,0.0106104748008443
76,76,0.0246675554796091,0.1275696566474581,True,0.0136738470863371,0.1397954380867973,True,0.0105513893794883,0.1428546031421709,True,0.0092233212503938,0.1845594077171087,True,0.0246675554796091,0.0136738470863371,0.0105513893794883,0.0092233212503938
77,77,0.0168226589400797,0.1203620846841851,True,0.0090941676139548,0.1407244569888745,True,0.0071874612385385,0.1313085679960675,True,0.0063356282855939,0.1862654443056012,True,0.0168226589400797,0.0090941676139548,0.0071874612385385,0.0063356282855939
78,78,0.0170761188765885,0.1330216504387611,True,0.0098167741934162,0.1338882822251645,True,0.0070123808614791,0.1297482759733097,True,0.0062120644876467,0.187678849620348,True,0.0170761188765885,0.0098167741934162,0.0070123808614791,0.0062120644876467
79,79,0.0200537531527912,0.1189941498243296,True,0.0109696355046452,0.1299212262921308,True,0.0081250925213167,0.1281911797921837,True,0.0072222120429149,0.1876651106971354,True,0.0200537531527912,0.0109696355046452,0.0081250925213167,0.0072222120429149
80,80,0.0194015854956889,0.1329253315125114,True,0.011222139562913,0.1410085760132636,True,0.0075034691657518,0.1422581464556214,True,0.0061147818525013,0.1827326848219354,True,0.0194015854956889,0.011222139562913,0.0075034691657518,0.0061147818525013
81,81,0.0223838888861823,0.1394944821983844,True,0.015669982868997,0.1384852059219637,True,0.0108352065621086,0.1410969413864305,True,0.010310855280773,0.1928348391816212,True,0.0223838888861823,0.015669982868997,0.0108352065621086,0.010310855280773
82,82,0.052644314885189,0.1409833881275684,True,0.0294287705032622,0.1343273809299394,True,0.0209659384124994,0.155990195649879,True,0.0173079549660992,0.1735316298893056,True,0.052644314885189,0.0294287705032622,0.0209659384124994,0.0173079549660992
83,83,0.0604655474630904,0.1453898203052409,True,0.0339559319248826,0.1492151088469828,True,0.0266446944838356,0.1402500736361237,True,0.02042351929714,0.1610657469506435,True,0.0604655474630904,0.0339559319248826,0.0266446944838356,0.02042351929714
84,84,0.0492758475587203,0.1493983713907373,True,0.0287944354061153,0.1604513821237391,True,0.0188504881928286,0.14924314742017,True,0.01858319564479,0.1739577978249504,True,0.0492758475587203,0.0287944354061153,0.0188504881928286,0.01858319564479
85,85,0.0379519431860719,0.1488897818551595,True,0.023443069811555,0.1361391167042579,True,0.0147224950408017,0.1436030540570776,True,0.0131666765349097,0.1814456816688761,True,0.0379519431860719,0.023443069811555,0.0147224950408017,0.0131666765349097
86,86,0.0240137953970157,0.1341137722634441,True,0.0120562296085055,0.1304744322692683,True,0.0080579686351072,0.1448114991955002,True,0.0074026071814443,0.1796040703865268,True,0.0240137953970157,0.0120562296085055,0.0080579686351072,0.0074026071814443
87,87,0.0454323132703977,0.1574742398932695,True,0.0234768110259547,0.1383240510062065,True,0.0163743370516245,0.1460060216089996,True,0.0158687200413078,0.180273826608832,True,0.0454323132703977,0.0234768110259547,0.0163743370516245,0.0158687200413078
88,88,0.0723188062273455,0.1454595477729721,True,0.0318829777291784,0.1395986311537955,True,0.0288365977326706,0.125939713366791,True,0.0224490917552125,0.1690656894445947,True,0.0723188062273455,0.0318829777291784,0.0288365977326706,0.0224490917552125
89,89,0.0780119739710711,0.1442778677931347,True,0.0378243734779031,0.1382382799346504,True,0.0281829381057091,0.1477577673622891,True,0.0242843734261095,0.1594067238306846,True,0.0780119739710711,0.0378243734779031,0.0281829381057091,0.0242843734261095
90,90,0.089951953223883,0.1390566820932983,True,0.0468204495842981,0.149627262230987,True,0.029944600510917,0.1562008520888999,True,0.0248192312017658,0.1696157066960788,True,0.089951953223883,0.0468204495842981,0.029944600510917,0.0248192312017658
91,91,0.0425175894177827,0.1535040564728554,True,0.0184871202764147,0.136800537617988,True,0.0117047453572287,0.1340942951484694,True,0.0093239049786204,0.1842657118394298,True,0.0425175894177827,0.0184871202764147,0.0117047453572287,0.0093239049786204
92,92,0.0306931430737962,0.1366490107417049,True,0.0136095470405412,0.138317025860287,True,0.0070601588581189,0.1417970142967713,True,0.0063384714343246,0.1767237681231522,True,0.0306931430737962,0.0136095470405412,0.0070601588581189,0.0063384714343246
93,93,0.0212642630738672,0.1300368443440729,True,0.0093541357727014,0.1312533191715025,True,0.0054768029001995,0.1312134434728369,True,0.0051723815528206,0.1945716103525513,True,0.0212642630738672,0.0093541357727014,0.0054768029001995,0.0051723815528206
94,94,0.0180513580355703,0.1225677787004625,True,0.0074590554157423,0.130388100894722,True,0.0041505586277697,0.1427909885458266,True,0.0040100584401628,0.1900257196257993,True,0.0180513580355703,0.0074590554157423,0.0041505586277697,0.0040100584401628
95,95,0.0328471456512744,0.1375752130895008,True,0.0137470674827816,0.1315540026393202,True,0.0089048118293162,0.1391367630785685,True,0.0062547609646436,0.1734837296657831,True,0.0328471456512744,0.0137470674827816,0.0089048118293162,0.0062547609646436
96,96,0.0195565014392624,0.121279810331907,True,0.009165110332433,0.1287035770765602,True,0.0063768756193454,0.1363904194470034,True,0.006535089804537,0.1947523673094113,True,0.0195565014392624,0.009165110332433,0.0063768756193454,0.006535089804537
97,97,0.0236697620817127,0.1378264936067377,True,0.0095052102749796,0.1358701857987967,True,0.0061662569149527,0.1292635289182709,True,0.0050648925390461,0.1844674831097357,True,0.0236697620817127,0.0095052102749796,0.0061662569149527,0.0050648925390461
98,98,0.0287563697871533,0.1397578287592685,True,0.0123700602433391,0.1314326814792614,True,0.0079362227361834,0.1355492987301591,True,0.0062804892661345,0.1735589190794397,True,0.0287563697871533,0.0123700602433391,0.0079362227361834,0.0062804892661345
99,99,0.0331727923418814,0.149773271158793,True,0.014890249392839,0.1403296478556806,True,0.009508854034326,0.1351079916590611,True,0.0086673127847195,0.1845546717600535,True,0.0331727923418814,0.014890249392839,0.009508854034326,0.0086673127847195
100,100,0.0486364771168271,0.1344914485512602,True,0.0221365448337314,0.1399418182309497,True,0.0141218039528093,0.1456590274228314,True,0.0127769778183478,0.1698636925577677,True,0.0486364771168271,0.0221365448337314,0.0141218039528093,0.0127769778183478
101,101,0.0548682438636912,0.1416297928867436,True,0.0262440353759194,0.1371805778611667,True,0.0201846521916015,0.1297623012849927,True,0.0166756465266678,0.1736098183906892,True,0.0548682438636912,0.0262440353759194,0.0201846521916015,0.0166756465266678
102,102,0.0517038523141419,0.1459996036934012,True,0.0277061270256286,0.13461408679144,True,0.0190912280287965,0.133808502252463,True,0.0163526805445015,0.1650251409840437,True,0.0517038523141419,0.0277061270256286,0.0190912280287965,0.0163526805445015
103,103,0.0502296227748222,0.1439353419039978,True,0.0259194746356272,0.1260952091664339,True,0.0171594265667642,0.144056732550777,True,0.01446917864883,0.1648769694876244,True,0.0502296227748222,0.0259194746356272,0.0171594265667642,0.01446917864883
104,104,0.0593197549603648,0.1462544106098902,True,0.0300827621709527,0.1342849064930368,True,0.0185413683072355,0.137700302874716,True,0.019294573199586,0.1688996824821854,True,0.0593197549603648,0.0300827621709527,0.0185413683072355,0.019294573199586
105,105,0.0612896672193097,0.1499038501027066,True,0.0316555034111437,0.1463894076738562,True,0.0218734740269008,0.142627779948944,True,0.0196960043178931,0.1634431053121467,True,0.0612896672193097,0.0316555034111437,0.0218734740269008,0.0196960043178931
106,106,0.0763514363914826,0.1430438583666164,True,0.0401748644012216,0.1449131593960551,True,0.0283156473962965,0.147251879247757,True,0.0253000541255314,0.1629673355015761,True,0.0763514363914826,0.0401748644012216,0.0283156473962965,0.0253000541255314
107,107,0.0540495350978044,0.1489154590245308,True,0.0338245355723603,0.1598235505448105,True,0.0258207311572425,0.1445099543264836,True,0.0221294390809516,0.1701405281686551,True,0.0540495350978044,0.0338245355723603,0.0258207311572425,0.0221294390809516
108,108,0.0630725456913451,0.1538777617719388,True,0.0391516500132643,0.1509543816057604,True,0.0276911297452596,0.1519604767960331,True,0.0246589223724183,0.1672849895423007,True,0.0630725456913451,0.0391516500132643,0.0276911297452596,0.0246589223724183
109,109,0.0592422451132248,0.1537976872979834,True,0.0461020761163116,0.1274638274204901,True,0.0338564579058461,0.155305684059493,True,0.0316787932954295,0.1718489549728859,True,0.0592422451132248,0.0461020761163116,0.0338564579058461,0.0316787932954295
110,110,0.0791732799388775,0.1442973239293156,True,0.0478545351081869,0.1501749451202471,True,0.0335211442576772,0.1528812972909045,True,0.0270550590228237,0.1797312404139971,True,0.0791732799388775,0.0478545351081869,0.0335211442576772,0.0270550590228237
