,buoy_1,buoy_2,buoy_3,buoy_4,buoy_I,buoy_II,buoy_III,buoyFlux_1,buoyFlux_2,buoyFlux_3,buoyFlux_4,buoyFlux_I,buoyFlux_II,buoyFlux_III
0,0.0003117775484732241,0.00029340457745899456,0.0003138041713726976,0.00033071677695557686,0.0003025910629661093,0.00030360437441584605,0.0003222604741641372,11.282658817409185,10.608724902130982,11.349509040026897,11.998497796782832,10.945691859770083,10.97911697107894,11.674003418404865
1,0.0002690409834375673,0.00024950586938628336,0.00022641403920726456,0.00023751247719509588,0.0002592734264119253,0.00023795995429677397,0.00023196325820118023,9.74192853194752,9.026973521403145,8.193647649686165,8.62244043273484,9.384451026675332,8.610310585544655,8.408044041210502
2,0.00026330111469765547,0.0002593960207106562,0.0002537747598985554,0.00024154256224341025,0.0002613485677041558,0.0002565853903046058,0.00024765866107098283,9.536561786205658,9.387190373553654,9.1856499713332,8.771251295606989,9.461876079879655,9.286420172443428,8.978450633470095
3,0.0002284198105303993,0.00021655389905563376,0.00021904784540435415,0.0002496440081912705,0.00022248685479301652,0.00021780087222999394,0.00023434592679781233,8.276117292890882,7.839867084063444,7.931802774110972,9.06977951067298,8.057992188477163,7.885834929087208,8.500791142391975
4,0.00023569418159263454,0.00023642290082218228,0.00023813092567982123,0.00027127965508123375,0.0002360585412074084,0.00023727691325100175,0.0002547052903805275,8.538891972977664,8.558085421315244,8.621838345869007,9.854694314821979,8.548488697146453,8.589961883592125,9.238266330345493
5,0.0001983317706043491,0.00016602215584231872,0.00015434314141128569,0.00017986745031254792,0.00018217696322333392,0.0001601826486268022,0.0001671052958619168,7.184957733761016,6.0096044627831855,5.5885846467679094,6.534712226433485,6.5972810982721,5.7990945547755475,6.061648436600697
6,0.00016999382034331447,0.00020288337138608424,0.00023240160716678213,0.00019746015586739676,0.00018643859586469936,0.00021764248927643319,0.00021493088151708944,6.15957047334791,7.345252039689485,8.4156871078698,7.174338214981421,6.752411256518697,7.880469573779642,7.795012661425611
7,0.00015912138000610744,0.00013009533893052096,0.00010181144698151505,0.00013258727011309187,0.0001446083594683142,0.000115953392956018,0.00011719935854730346,5.767064141603174,4.711145924252151,3.687603978718851,4.818372245442375,5.239105032927663,4.199374951485501,4.2529881120806134
8,0.00017508054017144982,0.00015376601140122423,0.00018095833149995414,0.00015928386158001214,0.00016442327578633704,0.0001673621714505892,0.00017012109653998314,6.344338221660401,5.5674571594893765,6.553667077123388,5.788112717271744,5.955897690574888,6.0605621183063825,6.170889897197566
9,0.00017399362999247477,0.00016096856153025995,0.0001604421799661504,0.0001779907954024228,0.00016748109576136735,0.00016070537074820517,0.0001692164876842866,6.305030605916571,5.828284299490657,5.810881266095783,6.470279829648933,6.066657452703614,5.81958278279322,6.140580547872358
10,0.00020225401529799005,0.0002079122431222673,0.00021595954864926184,0.00021449543938785318,0.00020508312921012868,0.00021193589588576456,0.00021522749401855753,7.332013847969673,7.531017719626175,7.824498271522696,7.799967439125658,7.4315157837979235,7.677757995574435,7.8122328553241775
11,0.0001743206175126469,0.00013614301907759787,0.0001365232134168877,0.00016030757937621513,0.0001552318182951224,0.00013633311624724277,0.00014841539639655143,6.3230025764956155,4.9342178167647734,4.949411601371798,5.833044384417683,5.628610196630195,4.941814709068286,5.39122799289474
12,0.00014752834382229332,0.00014876693540155953,0.0001268713144605936,0.00020676809371182966,0.00014814763961192641,0.00013781912493107657,0.00016681970408621163,5.350897755566389,5.391471373239015,4.5993570158668176,7.524497965601141,5.371184564402702,4.995414194552916,6.061927490733979
13,0.00011355430646396604,9.87056156332074e-05,4.418311572974335e-05,0.00016114217591766802,0.00010612996104858671,7.144436568147538e-05,0.00010266264582370569,4.125481300745244,3.5830439651099755,1.6045476022939107,5.87719740212338,3.85426263292761,2.593795783701943,3.7408725022086453
14,6.904318101003695e-05,7.522731379841281e-05,0.00012810204115756184,1.7535110404520135e-05,7.213524740422487e-05,0.00010166467747798732,7.281857578104099e-05,2.507512140354061,2.729696205178371,4.649902138240944,0.6385707509358215,2.618604172766216,3.6897991717096574,2.644236444588383
15,6.19252012692834e-05,6.021307586886466e-05,5.850656203122866e-05,2.6944169810642854e-05,6.106913856907403e-05,5.935981895004666e-05,4.272536592093576e-05,2.2475537082502894,2.183373247501104,2.1225090638228545,0.9796322203335754,2.215463477875697,2.1529411556619795,1.551070642078215
16,4.4226691034432374e-05,3.8362749143537273e-05,3.892315870595045e-05,-4.5093038057483614e-05,4.129472008898482e-05,3.864295392474386e-05,-3.0849396757665834e-06,1.6050026218597049,1.391075064250342,1.4117597878641888,-1.6369047290150467,1.4980388430550233,1.4014174260572654,-0.11257247057542896
17,1.141812372356216e-06,3.3154139293428955e-07,9.054405685121703e-06,3.031038946114567e-05,7.366768826452527e-07,4.692973539027997e-06,1.9682397573133685e-05,0.04147311850550193,0.012032600061732813,0.3286951357972172,1.101217110784,0.02675285928361737,0.170363867929475,0.7149561232906086
18,6.923061557627029e-06,7.468681003793751e-06,5.676169130381362e-06,3.866489715151788e-06,7.1958712807103904e-06,6.5724250670875565e-06,4.771329422766575e-06,0.25153174578804355,0.27113360735056685,0.20612176912467525,0.1405567642269299,0.2613326765693052,0.23862768823762104,0.17333926667580257
19,2.0906525427405523e-05,2.511555783382362e-05,2.4001560057571943e-05,3.242027130098116e-07,2.301104163061457e-05,2.4558558945697782e-05,1.2162881385290878e-05,0.7598698190292194,0.912075848499566,0.8719774980469646,0.011795740330202933,0.8359728337643927,0.8920266732732653,0.44188661918858374
20,1.5790375645278385e-05,2.1663037922824568e-05,2.302712573590505e-05,-7.056803840631549e-05,1.8726706784051475e-05,2.2345081829364808e-05,-2.3770456335205217e-05,0.5740002851375742,0.7868263363899785,0.8366183561872632,-2.5697310780884837,0.6804133107637763,0.8117223462886208,-0.8665563609506102
21,1.9327091777456125e-05,-1.1572279321475235e-05,-3.320676368086947e-05,-4.4829588186434536e-05,3.877406227990445e-06,-2.2389521501172353e-05,-3.9018175933652004e-05,0.7025362850280119,-0.42033176625252655,-1.2065621403545912,-1.6324977483136083,0.14110225938774268,-0.8134469533035589,-1.4195299443340996
22,-2.7372350689288713e-05,-1.5987122501535664e-05,1.691761615047196e-05,1.8121464526296973e-05,-2.1679736595412188e-05,4.6524682446814816e-07,1.751954033838447e-05,-0.994924489079527,-0.5806910823504342,0.6146632831122851,0.6603780432786234,-0.7878077857149806,0.016986100380925462,0.6375206631954542
23,-2.4339526337099188e-05,-2.5369865782453146e-05,-3.0116852320551797e-05,-2.793477447303327e-05,-2.4854696059776166e-05,-2.7743359051502473e-05,-2.9025813396792535e-05,-0.8844631608252036,-0.9212783035088592,-1.094001914165875,-1.0173821077260072,-0.9028707321670314,-1.007640108837367,-1.0556920109459411
24,-5.731438871455736e-05,-0.00011769021372340054,-0.00014102773440469304,-0.00020982897505605536,-8.750230121897895e-05,-0.0001293589740640468,-0.00017542835473037419,-2.082775645654506,-4.27399109137266,-5.12293762534223,-7.6257659239384115,-3.1783833685135834,-4.698464358357445,-6.374351774640321
25,-0.00010842158674279355,-8.879512508057054e-05,-3.715197758935167e-05,1.2522681777588805e-05,-9.860835591168205e-05,-6.29735513349611e-05,-1.2314647905881433e-05,-3.9400817526415066,-3.2253439375846504,-1.3499219255123671,0.4556775627103057,-3.5827128451130785,-2.287632931548509,-0.4471221814010307
26,-0.00012069181785825391,-0.00011891259925338663,-0.0001355416380815666,-0.0001310015056544733,-0.00011980220855582028,-0.0001272271186674766,-0.00013327157186801994,-4.385201275631251,-4.319095298303269,-4.925769471972828,-4.763578903654844,-4.35214828696726,-4.622432385138048,-4.844674187813836
27,-0.000165309656581737,-0.0001816333080817543,-0.0001744759137643561,-0.00012457681154631772,-0.00017347148233174564,-0.0001780546109230552,-0.0001495263626553369,-6.005810749889047,-6.598769777404143,-6.340888356487714,-4.529594312721597,-6.302290263646595,-6.469829066945929,-5.4352413346046555
28,-0.00026091828998723064,-0.0002646700722016588,-0.00026282151881743714,-0.0002945871547687937,-0.00026279418109444473,-0.000263745795509548,-0.00027870433679311543,-9.477930727996947,-9.615761772222802,-9.54898340542705,-10.700896378512855,-9.546846250109875,-9.582372588824926,-10.124939891969952
29,-0.0003558344378001166,-0.00033512969665333694,-0.00032225477354842443,-0.00027856306611600293,-0.00034548206722672677,-0.0003286922351008807,-0.0003004089198322137,-12.920800379028647,-12.174897764191146,-11.701692166617562,-10.107691564933486,-12.547849071609896,-11.938294965404353,-10.904691865775524
30,-0.0006170924768777556,-0.00028718683515822506,-7.279642112137017e-05,-0.0003030291928269051,-0.0004521396560179903,-0.00017999162813979761,-0.00018791280697413764,-22.412827475608722,-10.435554377442662,-2.6446151925806993,-11.0120397215764,-16.424190926525693,-6.540084785011681,-6.82832745707855
31,-0.0006490433846956542,-0.0008051335208824162,-0.0009722061260907429,-0.0007622034955571828,-0.0007270884527890352,-0.0008886698234865795,-0.0008672048108239628,-23.550834872075963,-29.229358228499585,-35.283305684487935,-27.698938179921672,-26.390096550287772,-32.25633195649376,-31.491121932204805
32,-0.0005817740883935371,-0.000564238695189127,-0.0004857772741253436,-0.0005748285409838053,-0.000573006391791332,-0.0005250079846572353,-0.0005303029075545744,-21.112863410110865,-20.488058016965397,-17.629388270598945,-20.89955103372065,-20.80046071353813,-19.05872314378217,-19.264469652159796
33,-0.0005178455694071198,-0.0005905346493873868,-0.0005192428206564043,-0.0006147493078001057,-0.0005541901093972534,-0.0005548887350218956,-0.000566996064228255,-18.793908945407196,-21.443520312676643,-18.85220620548753,-22.353496421793537,-20.118714629041918,-20.147863259082087,-20.602851313640535
34,-0.0005256531332120128,-0.000760190431230684,-0.0003688390302343551,-0.0008579055393617868,-0.0006429217822213483,-0.0005645147307325195,-0.000613372284798071,-19.075737356923614,-27.38520626687391,-13.390217977836588,-30.918630612981442,-23.230471811898763,-20.38771212235525,-22.154424295409015
35,-0.0007441323376575922,-0.0007908862206497057,-0.0008289463143676807,-0.0007102527924837408,-0.000767509279153649,-0.0008099162675086932,-0.0007695995534257108,-26.78951191775654,-28.464783883735308,-29.81494339956502,-25.56946821702753,-27.627147900745925,-29.139863641650166,-27.692205808296276
36,-0.0009468746400887868,-0.000916929761811187,-0.00091398179715025,-0.0009473312326773554,-0.0009319022009499869,-0.0009154557794807185,-0.0009306565149138028,-34.06060968479092,-32.97356637102358,-32.85292565439351,-34.08177558902431,-33.51708802790725,-32.91324601270854,-33.46735062170891
37,-0.000426679028333828,-0.0004016682226266055,-0.0005203296714092552,-0.0005915635793089401,-0.00041417362548021677,-0.00046099894701793034,-0.0005559466253590977,-15.374514738837659,-14.469033757180377,-18.73820474499747,-21.323266718193825,-14.921774248009019,-16.603619251088922,-20.030735731595648
38,-0.00015733747669871592,-0.0001746916240821434,-0.0002120424740336544,-0.0003089794930064661,-0.00016601455039042966,-0.00019336704905789892,-0.00026051098352006025,-5.713862722576061,-6.341767112569321,-7.699241817494202,-11.241458534360637,-6.027814917572691,-7.020504465031761,-9.47035017592742
39,-0.0002617712906361452,-0.0003007045666323104,-0.00039213973157811716,-0.0003753184507609674,-0.00028123792863422783,-0.0003464221491052138,-0.00038372909116954226,-9.508237519028183,-10.918007593355187,-14.240497163164246,-13.644345445934277,-10.213122556191685,-12.579252378259717,-13.942421304549262
