,rho_bar_1,rho_bar_2,rho_bar_3
217,1.277470364116239,1.277522106103721,1.2776592589884765
218,1.277315152548249,1.2773671288582542,1.2773728654644825
219,1.277068713869884,1.2771206084342568,1.2772052392913344
220,1.2774758866425326,1.2775280362491714,1.2775220266835505
221,1.2767747767662816,1.276825574393105,1.2769652645702463
222,1.2771852718994756,1.2772387153724616,1.2772968238859872
223,1.2785792029718517,1.2786325832944192,1.2786667080229688
224,1.279655551630095,1.279709838547357,1.2797162809568923
225,1.2802697087873445,1.2803246967132327,1.2803641239323804
226,1.2815620524705853,1.2816168658154075,1.2816341357564884
227,1.2828223771646878,1.282875876578402,1.2828485352363845
228,1.2830574534701016,1.2831120431271608,1.2831300412314852
229,1.2842530695007106,1.284307639161303,1.284316136363602
230,1.2847755416656348,1.2848310448782185,1.2849374921676453
231,1.285785953561939,1.2858416552659264,1.285874920928075
232,1.286606758855731,1.2866624942187164,1.2866126369121893
233,1.2868711043125456,1.286926699743867,1.2868798222958329
234,1.2862933958925578,1.286350320994667,1.2863207194959076
235,1.287010164063846,1.2870680950856697,1.2870013040583528
236,1.287601527043232,1.2876594247511046,1.287613678758377
237,1.2873321859655922,1.2873916390735511,1.2873326860431502
238,1.2866948508616016,1.2867564504777596,1.286812438756104
239,1.2860483436037182,1.2861104759868474,1.285376781093589
240,1.2852217190373818,1.2852841194197746,1.2821514710292987
241,,,
242,,,
243,,,
244,,,
245,,,
246,,,
247,,,
248,,,
249,,,
250,,,
251,,,
252,,,
253,,,
254,,,
255,,,
256,,,
257,,,
258,,,
259,1.272974834105036,1.2730427468433825,1.2728880945523477
260,1.2728963587224238,1.2729669870376559,1.2728074231626716
261,1.2730288541744343,1.2730898047337176,1.2729096921157992
262,1.2740909541363097,1.274156247920479,1.2740458200238536
263,1.2739390047124484,1.274005989742359,1.273992229612095
264,1.2734977999244665,1.2735688972945982,1.2735933559491142
265,,,
266,1.272828311515586,1.2728882860768544,1.272956882620976
267,1.2732404114990383,1.273292917731674,1.273362430043311
268,1.272659915860824,1.2727142637837194,1.272747677288792
269,1.2723984961544357,1.2724536141063278,1.2724998313618565
270,1.2726835877785814,1.2727370999826655,1.2729146403057148
271,1.272539876026312,1.272593832101859,1.2726904113496516
272,1.272881969850584,1.2729328828752187,1.273044532988776
273,1.2725446248126042,1.2725989470638241,1.2726604343098957
274,1.2720365964732923,1.2720956437693294,1.272155861034098
275,1.2717358354615906,1.271793656382222,1.2719031561034684
276,1.2717022933811923,1.2717668116069778,1.271805519237965
277,1.2711120440849615,1.271182059322844,1.2712645635809323
278,1.2702674646035337,1.2703356473298792,1.2705092439528471
279,1.2696457024776686,1.2697172937880912,1.2698638187555014
280,1.2695837496833509,1.2696588748553133,1.269824215255357
281,1.2690216017979123,1.269101034441871,1.269247472602097
282,1.2685218114590715,1.2685971063202626,1.268708029199405
283,1.2676666414970663,1.2677314987744877,1.2679058102496004
284,1.2668022220586306,1.2668666851215726,1.2670261826925198
285,1.265805188849903,1.2658725302171243,1.2660376979569035
286,1.2651592698053482,1.2652302925784604,1.2653780814150357
287,1.2645872378763263,1.2646560090487307,1.2647663673520106
288,1.2630704036973663,1.263138409331147,1.263248313848453
289,1.2614129651180306,1.2614803271939667,1.2614733424244515
290,1.2607447751415606,1.2608037503129104,1.2607775755834567
291,1.258743937505801,1.2588072058926065,1.2586375263563678
292,1.2583154410382036,1.258359065408212,1.2578837661837377
293,1.2572428636216393,1.2572717856632116,1.257111586990767
294,1.255863120044927,1.255935218354805,1.2558083759656549
295,1.2541680232427113,1.2542064248873057,1.2538966573954904
296,1.2523694750011292,1.252376287763142,1.2522091336823196
297,1.249989175914345,1.250000878642471,1.2497845563607337
298,1.247693406111796,1.2477666667520595,1.2475607965931785
299,1.2443190153420935,1.2444055711317836,1.2440949178599399
300,1.2418922073073628,1.2419652714381375,1.241672793635963
301,1.2391641979176964,1.2393265678741665,1.2389312732226765
302,1.2360451729302453,1.2362108328445702,1.2356756308041774
303,1.2341202680992673,1.2343077091227337,1.2336338143391983
304,1.2315479075711437,1.2317131794432346,1.2310298217894173
305,1.2285945088827743,1.2286594131901718,1.2278951599579282
306,1.2267291960471012,1.2267894292320678,1.2260357376997013
307,1.225368618417489,1.2253937335280862,1.2243891604010144
308,1.2224001575987276,1.222549964497794,1.2212990082907675
309,1.2211269400640097,1.221219747147852,1.220062051127232
310,1.2197304194139595,1.2199253351640482,1.218705414482365
311,1.22505125258678,1.225255873347211,1.224194198299325
312,1.2297565146165927,1.229918925581843,1.2291137874022848
313,1.2323483753310427,1.2325046479808932,1.2319053340711879
314,1.2356898670703422,1.2358109721457584,1.2354471320148452
315,1.2391473712987633,1.2393095752895853,1.2390128935887685
316,1.240517179322725,1.2408605631333298,1.2405213398466282
317,1.241141734860257,1.242671266429669,1.2412561293432487
318,1.2417319015957202,1.2425120201251438,1.2417765504645444
319,1.2425757925998877,1.2424334010938407,1.2427224355640851
320,1.2428978697407334,1.2432666981832086,1.242987107646253
321,1.243001287512746,1.2431871763889255,1.2431005991641308
322,1.2447015332848352,1.2448671899939088,1.2448788751375912
323,1.2456328604253648,1.2459464718365625,1.2457744640521882
324,1.2458361385861119,1.2449615323515424,1.2459220543053415
325,1.2453788619349393,1.2445823717833433,1.2453845748306462
326,1.2454345561776332,1.2450197907286678,1.2453950479522884
327,1.2456378713732468,1.2468470139752328,1.2456104277718114
328,1.245384532705058,1.2480524177836947,1.245284362707718
329,1.2452514057806494,1.247457881453985,1.2451941273596008
330,1.246063936666895,1.2477562420049328,1.246056132133556
331,1.2457184241848214,1.247376676522818,1.2456312701808747
332,1.2464537358757148,1.2467338509371122,1.2463288807597739
333,1.2471069767639016,1.247382133673513,1.246995990537521
334,1.247059095082442,1.247398488459369,1.2468809967757575
335,1.2460278410395091,1.2464166749459058,1.2458728891363609
336,1.246044168679681,1.2464679554847593,1.2458280399722041
337,1.2459134301029846,1.2463118588895663,1.245688950677044
338,1.246651237418758,1.2470842906137563,1.246508552366474
339,1.2470117750846017,1.247418033741771,1.2468374396235562
340,1.247985428093971,1.2483592765375102,1.2478086190641469
341,1.247826971443782,1.2481847747250157,1.2477120829409352
342,1.2480763761363172,1.248450889365317,1.247897362507495
343,1.2486772979135894,1.2490471833741446,1.2484942731589037
344,1.2484802231992755,1.2487839079885061,1.2483915591918004
345,1.2487597190578654,1.2490544203573377,1.2486967946501617
346,1.2495369475607643,1.2498140974147969,1.2494524591550527
347,1.2499660776192427,1.2502023057460154,1.2499163302116978
348,1.250508348520625,1.250726659577732,1.250452767402373
349,1.250975712965333,1.251176504285468,1.2509217418290017
350,1.251412942179271,1.251629094806895,1.251322404407199
351,1.2518479472271666,1.2498786674238804,1.2517585309751942
352,1.2519252628896722,1.2501386380135795,1.2517835236794732
353,1.252017971618335,1.2510462869889227,1.251897748614173
354,1.2519890386399952,1.2514433581786133,1.2518302495461597
355,1.2517296906077755,1.2514679751409055,1.2515428769929269
356,1.2522112326851014,1.2516263272585175,1.2521655701219838
357,1.2521856527887105,1.2516302727397182,1.2519860406754353
358,1.2522958072862402,1.251811835713559,1.2521032391009574
359,1.2532665949763038,1.251449927375271,1.2531919642277645
360,1.2542834611500298,1.2531056582686608,1.2541433794790076
361,1.254945025484751,1.2537255174551638,1.2548543087759445
362,1.2554206238312668,1.2540288610538322,1.2554444084468406
363,1.2560069710417772,1.2541565111770925,1.2560107339301336
364,1.256526349123341,1.2543253104059569,1.2564317541797076
365,1.2569976748111642,1.2542670086777803,1.2569959358533964
366,1.2576056939964029,1.2542428064121076,1.2577139923493958
367,1.2583912680609077,1.2560112871896394,1.258408463723612
368,1.259416208716414,1.258560968156203,1.2595042559757867
369,1.2602319226363479,1.2585878800834376,1.260268577077319
370,1.2609392397053303,1.2586559980057876,1.2610241797274868
371,1.2609213384639024,1.2586223441202191,1.2609199800746635
372,1.2615836282586332,1.2586816589877174,1.2616617671977437
373,1.2631063889997458,1.2632196146927952,1.2631593499729525
374,1.2639878460614469,1.264095904813566,1.2641085741859177
375,1.2647075096944658,1.264826303751487,1.2648211060032697
376,1.2651161278690601,1.2652361304325743,1.2652309765067333
377,1.2661089250678907,1.266228522722932,1.266211953738855
378,1.2669245852054962,1.2670319548514215,1.2670569874212239
379,1.267504418311695,1.267608752653533,1.2675935955898836
380,1.2683399881746216,1.2684385494803885,1.268435176352147
381,1.268921827920156,1.2690176300579714,1.268978694245928
382,1.2686910595818197,1.2687717266916583,1.268806319776977
383,1.2683235101561487,1.268397018929945,1.2684145685067627
384,1.2680114128156488,1.2680473096653448,1.2680435627714555
385,1.2676726965234026,1.2677043818962386,1.2677619434693996
386,1.2672132834140364,1.2672377651711466,1.2672741934143243
387,1.2669505454117487,1.2669751406384253,1.2669712974210996
388,1.2667379679848874,1.266761407770326,1.2667623181029173
389,1.2667081247033762,1.2667449515109994,1.2666156383760034
390,1.2661312237537499,1.2661696772744964,1.266050777212116
391,1.2657222267327426,1.2657835799916746,1.2656121327985315
392,1.2649582302772227,1.2650157644216107,1.2647515393062818
393,1.2643223010484261,1.2643762490398143,1.2641103428002196
394,1.2638245024277814,1.2638810858828728,1.2635183829341403
395,1.2629072104272256,1.2629165615358493,1.2624851536295931
396,1.2622867006696676,1.262323129774089,1.2617535849183963
397,1.2611271285027146,1.2611894150493517,1.2607669232463787
398,1.260461698229921,1.2605273080125001,1.2601145147235209
399,1.2600342401165416,1.2601018571536158,1.2596440856822455
400,1.2590445898748845,1.259104061289113,1.2585750133839517
401,1.2580721952583287,1.258122949005773,1.2576168958963763
402,1.2581377291341451,1.2582123328447006,1.2577652009120255
403,1.2569180938471276,1.2569935792219256,1.2564338487252784
404,1.256907340039782,1.2569876648145197,1.256380735348118
405,1.2561678137570351,1.2562358681541759,1.2553499060411961
406,1.2552090824775644,1.255283709909724,1.254454845060786
407,1.2558938946533293,1.255978271667996,1.2552766847713155
408,1.255816409114244,1.255901638726969,1.2549199569305984
409,1.261230218491774,1.2613473114359395,1.2607399453013248
410,1.2640344615488157,1.2641624572765757,1.2635900931340667
411,1.264980036922465,1.265127671131357,1.2645506013020802
412,1.2656239432528882,1.2657747203420031,1.2652830195726246
413,1.2655109826043314,1.265645739223532,1.2651734316725263
414,1.2658725340079435,1.2660092394314286,1.2655741945354075
415,1.265119860824591,1.2652341522071602,1.2647764045114342
416,1.2653405159947468,1.265451186977271,1.265062023231185
417,1.266480123560506,1.2665814250255054,1.2662558597644133
418,1.266849963694983,1.266939037389283,1.2666337643079262
419,1.2668745680608497,1.2669561089343653,1.2665716476179487
420,1.2665789626032127,1.2666515940306036,1.2661935853851147
421,1.266959554759634,1.2670293855483863,1.2666067120932953
422,1.2677211854101256,1.2677895507168202,1.2671861403110956
423,1.2678488333904385,1.2679096049240255,1.2674121420249946
424,1.2694612889371817,1.2695132371277953,1.2692748825137685
425,1.2692486217221444,1.2693010671866913,1.268756722777976
426,1.269791411682404,1.2698434605054778,1.2699315275708363
427,1.2704698889102333,1.2705221243177398,1.2703783934458284
428,1.2708111297725253,1.2708624323656077,1.2703709491159656
429,1.2695702763895318,1.269621043315634,1.269297563451851
430,1.2701878317287323,1.2702370462837607,1.2703981757018514
431,1.2713786241001335,1.271427528591898,1.2717328259406149
432,1.2724668874220313,1.272514800771102,1.2728577526131093
433,1.2731621750776674,1.2732066257391763,1.2736402010516692
434,1.2727821667912191,1.2728222726275757,1.2730573130595357
435,1.274381235536815,1.2744251013359835,1.2745711620825932
436,1.275482053043151,1.2755345776267037,1.275453335445287
437,1.2770843187847138,1.2771405240050873,1.2769633035203187
438,1.2783073628407629,1.2783618343513032,1.2781615023583244
439,1.2784651137388638,1.2785189949462086,1.2783541992475942
440,1.279109791432666,1.279162254252809,1.279120599725594
441,1.2803996001496312,1.2804511650178216,1.280732017718596
442,1.280318613456002,1.2803664533933254,1.2809915835745194
443,1.2793469868501217,1.2793957260740907,1.280013769396803
444,1.280569741686914,1.2806194355332359,1.2811229050058082
445,1.281666294117678,1.2817153263141885,1.2821581176592225
446,1.2816680820733222,1.2817192490774998,1.282143534992937
447,1.2815293612880343,1.2815718401539762,1.28152643311581
448,1.28242081841282,1.2824672296262751,1.2823877517799964
449,1.2829152133000978,1.282953230584498,1.2829354021398458
450,1.282934662643537,1.2829744455630114,1.282930193031111
451,1.2823640438530877,1.2823935876044554,1.2824020623783456
452,1.2831383081050292,1.2831683540405803,1.2831154741937438
453,1.283500213043157,1.2834868031445954,1.283463906565577
454,1.28254378215075,1.2825537946239522,1.2823171046462931
455,1.2797636059158364,1.2796993307920825,1.2793290210388424
456,1.2772705508290496,1.277321111199866,1.2768279593953589
457,1.2769217936681678,1.2769750629278365,1.276566226026474
458,1.2767762621922154,1.276831014811151,1.2764684425443762
459,1.2771276814105477,1.2771836282842988,1.2767512925194875
460,1.277301640878382,1.2773602510716222,1.2768967317972542
461,1.276968507856858,1.2770295488235677,1.2766004283835617
462,1.2762667219543102,1.2763292878298549,1.2758263848096545
463,1.274785559436812,1.274846152147478,1.27422738456668
464,1.2711280099687996,1.2711941524900385,1.270379311594083
465,1.271505735357648,1.2715693864853919,1.2705228090240472
466,1.271608226469217,1.2716691545194916,1.2708805938079186
467,1.2731169629057186,1.2731715768163725,1.2725472810430567
468,1.2755082783339418,1.275546876764334,1.2751603238375464
469,1.2755829719603418,1.2756193197889596,1.2753689053722264
470,1.2751280922692905,1.275163065711789,1.274878508075678
471,1.2752650266616596,1.2753074616167004,1.2749657014870128
472,1.2735156414993087,1.2735576913635744,1.2731629518140122
473,1.2727234911330947,1.2727649780478782,1.2724131045731681
474,1.271217270340679,1.2712706923716928,1.2708409534002367
475,1.2683059131960803,1.268372641717772,1.2676163445098156
476,1.2676964067328576,1.2677626353323714,1.2669113723250947
477,1.2670055115853185,1.2670634416280286,1.2660453060444914
478,1.266431178436531,1.266487525726806,1.265713016450398
479,1.2657784946812667,1.2658444572707885,1.2651128696237455
480,1.2656390365929595,1.2657040191095423,1.2649381177337595
481,1.2656686042867882,1.265738076506998,1.2651148561232939
482,1.2657617533023389,1.2658353984945523,1.26543909385596
483,1.2665801829496954,1.2666543685479543,1.2663626419512968
484,1.2669021900891966,1.2669754213211164,1.2667287745496234
485,1.2673123871925303,1.26738442576236,1.267130899542444
486,1.2673563035107274,1.2674263407808462,1.267248026868628
487,1.266839975556244,1.266911932282433,1.2667557304743937
488,1.2669293569554616,1.2670014516331836,1.2668131112518881
489,1.2668188888723364,1.2668894973704674,1.2667137784446352
490,1.2669159589822552,1.2669863207748948,1.2667550851253477
491,1.266522397327727,1.2665915423033727,1.2663943902234804
492,1.265925458877537,1.2659948170728024,1.2657449016751154
493,1.265377216001497,1.2654468629306606,1.2651420366749477
494,1.2645990612353997,1.2646648868991437,1.26444773302411
495,1.26393275980378,1.2639908961193123,1.2636661114570003
496,1.2634134993277908,1.2634671072400363,1.2632112257300332
497,1.2630347516035432,1.2630821231064666,1.2627840231055214
498,1.261192477692491,1.261225049818334,1.260901779425563
499,1.2627884208612583,1.2628217305743012,1.2625207774518572
500,1.2636788247624544,1.263714270357358,1.2634721625458467
501,1.263789940947971,1.2638318473966303,1.263599182829551
502,1.2634666173064855,1.2635070109881756,1.263148009288564
503,1.2641124580185328,1.2641542201862137,1.2639242014284908
