new_index,z_sonic1,z_sonic2,z_sonic3,z_sonic4,z_met1,z_met2,z_paros1,z_paros2,z_paros3
1300,1.9375000000000004,4.6325,7.427499999999998,9.8425,3.252499999999998,5.807500000000001,2.2575000000000007,4.3125,7.142499999999998
1301,2.0395000000000003,4.734500000000001,7.529499999999999,9.9445,3.354499999999998,5.909500000000001,2.3595000000000006,4.4145,7.244499999999999
1302,2.1225000000000005,4.817500000000001,7.612499999999999,10.027500000000002,3.4374999999999982,5.9925000000000015,2.442500000000001,4.4975000000000005,7.327499999999999
1303,2.1895000000000007,4.884500000000001,7.679499999999999,10.094500000000002,3.5044999999999984,6.059500000000002,2.509500000000001,4.564500000000001,7.394499999999999
1304,2.2395000000000005,4.934500000000001,7.729499999999999,10.1445,3.554499999999998,6.1095000000000015,2.5595000000000008,4.6145000000000005,7.444499999999999
1305,2.2750000000000004,4.970000000000001,7.764999999999999,10.18,3.589999999999998,6.145000000000001,2.5950000000000006,4.65,7.479999999999999
1306,2.3030000000000004,4.998000000000001,7.792999999999999,10.208000000000002,3.617999999999998,6.173000000000002,2.6230000000000007,4.678000000000001,7.507999999999999
1307,2.3225000000000007,5.017500000000001,7.812499999999999,10.227500000000004,3.6374999999999984,6.192500000000002,2.642500000000001,4.697500000000001,7.527499999999999
1308,2.295000000000001,4.990000000000001,7.784999999999999,10.200000000000005,3.609999999999999,6.165000000000002,2.615000000000001,4.670000000000001,7.499999999999999
1309,2.2910000000000004,4.986000000000001,7.780999999999999,10.196000000000002,3.605999999999998,6.161000000000001,2.6110000000000007,4.666,7.495999999999999
1310,2.2725000000000004,4.967500000000001,7.762499999999999,10.177500000000002,3.587499999999998,6.142500000000002,2.5925000000000007,4.647500000000001,7.477499999999999
1311,2.2225,4.9175,7.712499999999999,10.1275,3.537499999999998,6.092500000000001,2.5425000000000004,4.5975,7.427499999999998
1312,2.210500000000001,4.905500000000001,7.700499999999999,10.1155,3.5254999999999983,6.080500000000002,2.530500000000001,4.585500000000001,7.415499999999999
1313,2.1995000000000005,4.894500000000001,7.689499999999999,10.104500000000002,3.514499999999998,6.0695000000000014,2.5195000000000007,4.5745000000000005,7.404499999999999
1314,2.1370000000000005,4.832000000000001,7.626999999999999,10.042000000000002,3.451999999999998,6.0070000000000014,2.4570000000000007,4.5120000000000005,7.341999999999999
1315,2.1005000000000003,4.7955000000000005,7.590499999999999,10.0055,3.415499999999998,5.970500000000001,2.4205000000000005,4.4755,7.3054999999999986
1316,2.0415000000000005,4.736500000000001,7.531499999999999,9.946500000000002,3.3564999999999983,5.911500000000002,2.361500000000001,4.416500000000001,7.246499999999999
1317,1.9905000000000004,4.685500000000001,7.480499999999999,9.895500000000002,3.305499999999998,5.860500000000002,2.3105000000000007,4.365500000000001,7.195499999999999
1318,1.9250000000000007,4.620000000000001,7.414999999999999,9.830000000000002,3.2399999999999984,5.795000000000002,2.245000000000001,4.300000000000001,7.129999999999999
1319,1.8535000000000004,4.548500000000001,7.343499999999999,9.758500000000002,3.168499999999998,5.723500000000001,2.1735000000000007,4.2285,7.058499999999999
1320,1.7645000000000004,4.4595,7.254499999999998,9.6695,3.079499999999998,5.634500000000001,2.0845000000000007,4.1395,6.969499999999998
1321,1.6805000000000003,4.375500000000001,7.170499999999999,9.5855,2.995499999999998,5.550500000000001,2.0005000000000006,4.0555,6.885499999999999
1322,1.6215000000000002,4.3165,7.111499999999999,9.526500000000002,2.936499999999998,5.491500000000001,1.9415000000000004,3.9965,6.826499999999999
1323,1.5090000000000003,4.204000000000001,6.998999999999999,9.414,2.823999999999998,5.379000000000001,1.8290000000000008,3.884,6.713999999999999
1324,1.4575000000000005,4.152500000000001,6.947499999999999,9.3625,2.772499999999998,5.3275000000000015,1.7775000000000007,3.832500000000001,6.662499999999999
1325,1.394,4.089,6.883999999999999,9.299,2.708999999999998,5.264000000000001,1.7140000000000004,3.769,6.598999999999998
1326,1.3730000000000002,4.0680000000000005,6.862999999999999,9.278000000000002,2.687999999999998,5.243000000000001,1.6930000000000005,3.748,6.577999999999999
1327,1.3730000000000002,4.0680000000000005,6.862999999999999,9.278000000000002,2.687999999999998,5.243000000000001,1.6930000000000005,3.748,6.577999999999999
1328,1.3970000000000002,4.0920000000000005,6.886999999999999,9.302,2.711999999999998,5.267000000000001,1.7170000000000003,3.772,6.601999999999999
1329,1.4195000000000002,4.1145000000000005,6.909499999999999,9.3245,2.734499999999998,5.289500000000001,1.7395000000000005,3.7945,6.624499999999999
1330,1.4695000000000005,4.1645,6.959499999999999,9.3745,2.784499999999998,5.339500000000001,1.7895000000000008,3.844500000000001,6.674499999999998
1331,1.5395000000000003,4.234500000000001,7.029499999999999,9.4445,2.854499999999998,5.409500000000001,1.8595000000000008,3.9145,6.744499999999999
1332,1.6615000000000002,4.3565000000000005,7.151499999999999,9.5665,2.976499999999998,5.531500000000001,1.9815000000000005,4.0365,6.866499999999999
1333,1.7705000000000002,4.4655000000000005,7.260499999999999,9.6755,3.085499999999998,5.640500000000001,2.0905000000000005,4.1455,6.975499999999999
1334,1.878,4.573,7.3679999999999986,9.783,3.192999999999998,5.748000000000001,2.1980000000000004,4.253,7.082999999999998
1335,1.9730000000000003,4.668000000000001,7.462999999999999,9.878000000000002,3.287999999999998,5.843000000000002,2.2930000000000006,4.348000000000001,7.177999999999999
1336,2.0650000000000004,4.760000000000001,7.554999999999999,9.970000000000002,3.379999999999998,5.935000000000001,2.3850000000000007,4.44,7.269999999999999
1337,2.1690000000000005,4.864000000000001,7.658999999999999,10.074000000000002,3.483999999999998,6.0390000000000015,2.4890000000000008,4.5440000000000005,7.373999999999999
1338,2.2045000000000003,4.899500000000001,7.694499999999999,10.1095,3.519499999999998,6.074500000000001,2.5245000000000006,4.5795,7.409499999999999
1339,2.2765000000000004,4.971500000000001,7.766499999999999,10.181500000000002,3.591499999999998,6.146500000000001,2.5965000000000007,4.6515,7.481499999999999
1340,2.3160000000000007,5.011000000000001,7.805999999999999,10.221000000000002,3.6309999999999993,6.186000000000002,2.636000000000001,4.691000000000001,7.520999999999999
1341,2.3385000000000007,5.033500000000001,7.828499999999999,10.2435,3.6534999999999984,6.208500000000002,2.658500000000001,4.713500000000001,7.543499999999999
1342,2.3360000000000003,5.031000000000001,7.825999999999999,10.241,3.650999999999998,6.206000000000001,2.6560000000000006,4.711,7.540999999999999
1343,2.2905000000000006,4.985500000000001,7.780499999999999,10.195500000000004,3.6054999999999984,6.160500000000002,2.610500000000001,4.665500000000001,7.495499999999999
1344,2.2670000000000003,4.962000000000001,7.756999999999999,10.172,3.581999999999998,6.137000000000001,2.5870000000000006,4.642,7.471999999999999
1345,2.2285000000000004,4.923500000000001,7.718499999999999,10.133500000000002,3.543499999999998,6.098500000000001,2.5485000000000007,4.6035,7.433499999999999
1346,2.1685000000000003,4.8635,7.658499999999998,10.0735,3.483499999999998,6.038500000000001,2.4885000000000006,4.5435,7.373499999999998
1347,2.104,4.799,7.5939999999999985,10.009,3.418999999999998,5.974000000000001,2.4240000000000004,4.479,7.308999999999998
1348,2.0395000000000003,4.734500000000001,7.529499999999999,9.9445,3.354499999999998,5.909500000000001,2.3595000000000006,4.4145,7.244499999999999
1349,1.9720000000000004,4.667000000000001,7.461999999999999,9.877000000000002,3.286999999999998,5.842000000000001,2.2920000000000007,4.347,7.176999999999999
1350,1.9265000000000003,4.621500000000001,7.416499999999999,9.831500000000002,3.241499999999998,5.796500000000002,2.2465000000000006,4.301500000000001,7.131499999999999
1351,1.8805000000000005,4.575500000000001,7.370499999999999,9.785500000000004,3.1954999999999982,5.7505000000000015,2.200500000000001,4.2555000000000005,7.085499999999999
1352,1.8415000000000004,4.5365,7.331499999999998,9.7465,3.156499999999998,5.711500000000001,2.1615000000000006,4.2165,7.046499999999998
1353,1.7915000000000003,4.486500000000001,7.281499999999999,9.696500000000002,3.1064999999999983,5.661500000000002,2.111500000000001,4.166500000000001,6.996499999999999
1354,1.7435000000000005,4.438500000000001,7.233499999999999,9.648500000000002,3.058499999999998,5.613500000000002,2.063500000000001,4.118500000000001,6.948499999999999
1355,1.6985000000000006,4.393500000000001,7.1885,9.603500000000002,3.0134999999999983,5.568500000000002,2.018500000000001,4.073500000000001,6.903499999999999
1356,1.643000000000001,4.338000000000001,7.132999999999999,9.548000000000002,2.9579999999999984,5.513000000000002,1.963000000000001,4.018000000000001,6.847999999999999
1357,1.5790000000000006,4.274000000000001,7.068999999999999,9.484000000000002,2.8939999999999984,5.449000000000002,1.899000000000001,3.9540000000000006,6.783999999999999
1358,1.5060000000000002,4.2010000000000005,6.995999999999999,9.411,2.820999999999998,5.376000000000001,1.8260000000000003,3.881,6.710999999999999
1359,1.4300000000000006,4.125000000000001,6.919999999999999,9.335,2.7449999999999983,5.300000000000002,1.7500000000000009,3.8050000000000006,6.634999999999999
1360,1.3740000000000006,4.069000000000001,6.863999999999999,9.279000000000002,2.6889999999999983,5.2440000000000015,1.6940000000000008,3.749000000000001,6.578999999999999
1361,1.3125000000000004,4.0075,6.802499999999998,9.2175,2.627499999999998,5.182500000000001,1.6325000000000007,3.6875,6.517499999999998
1362,1.2575000000000005,3.952500000000001,6.747499999999999,9.1625,2.572499999999998,5.127500000000001,1.5775000000000006,3.6325,6.462499999999999
1363,1.2140000000000004,3.9090000000000007,6.703999999999999,9.119000000000002,2.528999999999998,5.084000000000001,1.5340000000000007,3.5890000000000004,6.418999999999999
1364,1.1940000000000008,3.889000000000001,6.683999999999999,9.099000000000002,2.5089999999999986,5.064000000000002,1.5140000000000011,3.569000000000001,6.398999999999999
1365,1.1805000000000003,3.8755000000000006,6.670499999999999,9.0855,2.495499999999998,5.050500000000001,1.5005000000000006,3.5555000000000003,6.385499999999999
1366,1.2035000000000005,3.8985000000000007,6.693499999999999,9.1085,2.518499999999998,5.073500000000001,1.5235000000000007,3.5785000000000005,6.408499999999998
1367,1.2505000000000006,3.945500000000001,6.740499999999999,9.155500000000002,2.5654999999999983,5.120500000000002,1.570500000000001,3.6255000000000006,6.455499999999999
1368,1.322500000000001,4.017500000000001,6.812499999999999,9.227500000000004,2.6374999999999984,5.192500000000002,1.642500000000001,3.6975000000000007,6.527499999999999
1369,1.4010000000000007,4.096000000000001,6.890999999999999,9.306,2.7159999999999984,5.271000000000002,1.721000000000001,3.7760000000000007,6.605999999999999
1370,1.5040000000000004,4.199000000000001,6.993999999999999,9.409000000000002,2.818999999999998,5.374000000000001,1.8240000000000007,3.879,6.708999999999999
1371,1.6180000000000003,4.313000000000001,7.107999999999999,9.523,2.932999999999998,5.488000000000001,1.9380000000000008,3.993,6.822999999999999
1372,1.7470000000000008,4.442000000000001,7.236999999999999,9.652,3.0619999999999985,5.617000000000002,2.067000000000001,4.122000000000001,6.951999999999999
1373,1.8605000000000005,4.5555,7.3504999999999985,9.7655,3.175499999999998,5.730500000000001,2.1805000000000008,4.2355,7.065499999999998
1374,1.9515,4.6465000000000005,7.441499999999999,9.8565,3.266499999999998,5.821500000000001,2.2715000000000005,4.3265,7.156499999999999
1375,2.053000000000001,4.748000000000001,7.542999999999999,9.958000000000002,3.3679999999999986,5.923000000000002,2.373000000000001,4.428000000000001,7.257999999999999
1376,2.1530000000000005,4.848000000000001,7.642999999999999,10.058000000000002,3.467999999999998,6.0230000000000015,2.4730000000000008,4.5280000000000005,7.357999999999999
1377,2.2395000000000005,4.934500000000001,7.729499999999999,10.1445,3.554499999999998,6.1095000000000015,2.5595000000000008,4.6145000000000005,7.444499999999999
1378,2.2795000000000005,4.974500000000001,7.769499999999999,10.184500000000002,3.5944999999999983,6.1495000000000015,2.599500000000001,4.6545000000000005,7.484499999999999
1379,2.3110000000000004,5.006,7.800999999999998,10.216,3.625999999999998,6.181000000000001,2.6310000000000007,4.686,7.515999999999998
1380,2.3190000000000004,5.014000000000001,7.808999999999999,10.224000000000002,3.633999999999998,6.189000000000002,2.6390000000000007,4.694000000000001,7.523999999999999
1381,2.307500000000001,5.002500000000001,7.797499999999999,10.212500000000002,3.6224999999999983,6.177500000000002,2.627500000000001,4.682500000000001,7.512499999999999
1382,2.2855000000000003,4.980500000000001,7.775499999999999,10.190500000000002,3.600499999999998,6.155500000000002,2.6055000000000006,4.660500000000001,7.490499999999999
1383,2.2615000000000003,4.9565,7.751499999999998,10.1665,3.576499999999998,6.131500000000001,2.581500000000001,4.6365,7.466499999999998
1384,2.2250000000000005,4.920000000000001,7.714999999999999,10.130000000000004,3.5399999999999983,6.0950000000000015,2.545000000000001,4.6000000000000005,7.429999999999999
1385,2.2060000000000004,4.901000000000001,7.695999999999999,10.111,3.520999999999998,6.076000000000001,2.5260000000000007,4.581,7.410999999999999
1386,2.192,4.8870000000000005,7.681999999999999,10.097,3.506999999999998,6.062000000000001,2.5120000000000005,4.567,7.3969999999999985
1387,2.131,4.8260000000000005,7.620999999999999,10.036,3.445999999999998,6.001000000000001,2.4510000000000005,4.506,7.3359999999999985
1388,2.0740000000000007,4.769000000000001,7.563999999999999,9.979000000000005,3.3889999999999985,5.944000000000002,2.394000000000001,4.449000000000001,7.278999999999999
1389,2.026,4.721,7.515999999999998,9.931,3.340999999999998,5.896000000000001,2.3460000000000005,4.401,7.230999999999998
1390,1.998,4.6930000000000005,7.487999999999999,9.903000000000002,3.312999999999998,5.868000000000001,2.3180000000000005,4.373,7.202999999999999
1391,1.9510000000000003,4.646000000000001,7.440999999999999,9.856000000000002,3.2659999999999982,5.8210000000000015,2.271000000000001,4.3260000000000005,7.155999999999999
1392,1.8995000000000009,4.594500000000001,7.389499999999999,9.8045,3.2144999999999984,5.769500000000002,2.219500000000001,4.274500000000001,7.104499999999999
1393,1.8630000000000004,4.558000000000001,7.352999999999999,9.768,3.177999999999998,5.733000000000001,2.1830000000000007,4.238,7.067999999999999
1394,1.8340000000000003,4.529000000000001,7.323999999999999,9.739,3.1489999999999982,5.7040000000000015,2.154000000000001,4.2090000000000005,7.038999999999999
1395,1.7455000000000007,4.440500000000001,7.235499999999999,9.6505,3.0604999999999984,5.615500000000002,2.065500000000001,4.120500000000001,6.950499999999999
1396,1.6720000000000006,4.367000000000001,7.161999999999999,9.577000000000002,2.9869999999999983,5.542000000000002,1.9920000000000009,4.047000000000001,6.876999999999999
1397,1.6245000000000005,4.319500000000001,7.114499999999999,9.529500000000002,2.939499999999998,5.494500000000001,1.9445000000000008,3.9995,6.829499999999999
1398,1.5495,4.2445,7.039499999999999,9.4545,2.864499999999998,5.419500000000001,1.8695000000000004,3.9245,6.754499999999998
1399,1.4985000000000008,4.193500000000001,6.988499999999999,9.4035,2.8134999999999986,5.368500000000002,1.818500000000001,3.873500000000001,6.703499999999999
1400,1.447500000000001,4.142500000000001,6.937499999999999,9.352500000000004,2.7624999999999984,5.317500000000002,1.767500000000001,3.8225000000000007,6.652499999999999
1401,1.4205000000000003,4.115500000000001,6.910499999999999,9.325500000000002,2.7354999999999983,5.2905000000000015,1.7405000000000008,3.795500000000001,6.625499999999999
1402,1.4285000000000003,4.123500000000001,6.918499999999999,9.3335,2.7434999999999983,5.2985000000000015,1.7485000000000008,3.803500000000001,6.633499999999999
1403,1.4730000000000008,4.168000000000001,6.962999999999999,9.378000000000002,2.7879999999999985,5.343000000000002,1.793000000000001,3.8480000000000008,6.677999999999999
1404,1.4980000000000002,4.1930000000000005,6.987999999999999,9.403000000000002,2.812999999999998,5.368000000000001,1.8180000000000005,3.873,6.702999999999999
1405,1.5470000000000006,4.242000000000001,7.036999999999999,9.452000000000002,2.8619999999999983,5.417000000000002,1.8670000000000009,3.9220000000000006,6.751999999999999
1406,1.6365000000000007,4.331500000000001,7.126499999999999,9.541500000000005,2.9514999999999985,5.506500000000002,1.956500000000001,4.011500000000001,6.841499999999999
1407,1.7295000000000007,4.424500000000001,7.219499999999999,9.634500000000005,3.0444999999999984,5.599500000000002,2.049500000000001,4.104500000000001,6.934499999999999
1408,1.8470000000000004,4.542000000000001,7.336999999999999,9.752000000000002,3.161999999999998,5.717000000000001,2.1670000000000007,4.222,7.051999999999999
1409,1.9905000000000004,4.685500000000001,7.480499999999999,9.895500000000002,3.305499999999998,5.860500000000002,2.3105000000000007,4.365500000000001,7.195499999999999
1410,2.1125000000000007,4.807500000000001,7.602499999999999,10.017500000000002,3.4274999999999984,5.982500000000002,2.432500000000001,4.487500000000001,7.317499999999999
1411,2.1955000000000005,4.890500000000001,7.685499999999999,10.100500000000002,3.510499999999998,6.065500000000002,2.5155000000000007,4.570500000000001,7.400499999999999
1412,2.2970000000000006,4.992000000000001,7.786999999999999,10.202000000000002,3.6119999999999983,6.167000000000002,2.617000000000001,4.672000000000001,7.501999999999999
1413,2.343000000000001,5.038000000000001,7.832999999999999,10.248,3.657999999999999,6.213000000000002,2.663000000000001,4.718000000000001,7.547999999999999
1414,2.373,5.0680000000000005,7.862999999999999,10.278000000000002,3.687999999999998,6.243000000000001,2.6930000000000005,4.748,7.5779999999999985
1415,2.3660000000000005,5.061000000000001,7.855999999999999,10.271,3.6809999999999983,6.2360000000000015,2.686000000000001,4.7410000000000005,7.570999999999999
1416,2.3290000000000006,5.024000000000001,7.818999999999999,10.234000000000002,3.6439999999999984,6.199000000000002,2.649000000000001,4.704000000000001,7.533999999999999
1417,2.3035000000000005,4.998500000000001,7.793499999999999,10.2085,3.6184999999999983,6.1735000000000015,2.623500000000001,4.6785000000000005,7.508499999999999
1418,2.272,4.9670000000000005,7.761999999999999,10.177,3.586999999999998,6.142000000000001,2.5920000000000005,4.647,7.4769999999999985
1419,2.2180000000000004,4.913,7.707999999999998,10.123,3.532999999999998,6.088000000000001,2.5380000000000007,4.593,7.422999999999998
1420,2.1780000000000004,4.873000000000001,7.667999999999999,10.083000000000002,3.492999999999998,6.048000000000002,2.4980000000000007,4.553000000000001,7.382999999999999
1421,2.1215,4.8165,7.611499999999999,10.026500000000002,3.436499999999998,5.991500000000001,2.4415000000000004,4.4965,7.3264999999999985
1422,2.0885000000000007,4.783500000000001,7.578499999999999,9.9935,3.4034999999999984,5.958500000000002,2.408500000000001,4.463500000000001,7.293499999999999
1423,2.0425000000000004,4.737500000000001,7.532499999999999,9.947500000000002,3.357499999999998,5.912500000000001,2.3625000000000007,4.4175,7.247499999999999
1424,1.9825000000000004,4.6775,7.472499999999998,9.8875,3.297499999999998,5.852500000000001,2.3025000000000007,4.3575,7.187499999999998
1425,1.9465000000000003,4.641500000000001,7.436499999999999,9.8515,3.261499999999998,5.816500000000001,2.2665000000000006,4.3215,7.151499999999999
1426,1.9065000000000003,4.601500000000001,7.396499999999999,9.811500000000002,3.221499999999998,5.776500000000001,2.2265000000000006,4.2815,7.111499999999999
1427,1.8500000000000003,4.545000000000001,7.339999999999999,9.755000000000004,3.1649999999999983,5.7200000000000015,2.170000000000001,4.2250000000000005,7.054999999999999
1428,1.7975000000000003,4.492500000000001,7.287499999999999,9.7025,3.112499999999998,5.667500000000001,2.1175000000000006,4.1725,7.002499999999999
1429,1.7360000000000009,4.431000000000001,7.225999999999999,9.641000000000002,3.0509999999999984,5.606000000000002,2.056000000000001,4.111000000000001,6.940999999999999
1430,1.6785000000000003,4.373500000000001,7.168499999999999,9.5835,2.9934999999999983,5.5485000000000015,1.9985000000000008,4.0535000000000005,6.883499999999999
1431,1.6365000000000007,4.331500000000001,7.126499999999999,9.541500000000005,2.9514999999999985,5.506500000000002,1.956500000000001,4.011500000000001,6.841499999999999
1432,1.5740000000000007,4.269000000000001,7.063999999999999,9.479000000000005,2.8889999999999985,5.444000000000002,1.894000000000001,3.9490000000000007,6.778999999999999
1433,1.5385000000000004,4.233500000000001,7.028499999999999,9.443500000000002,2.853499999999998,5.408500000000002,1.8585000000000007,3.9135,6.743499999999999
1434,1.4765000000000006,4.171500000000001,6.966499999999999,9.381500000000004,2.7914999999999983,5.346500000000002,1.7965000000000009,3.8515000000000006,6.681499999999999
1435,1.4330000000000007,4.128000000000001,6.922999999999999,9.338,2.7479999999999984,5.303000000000002,1.753000000000001,3.8080000000000007,6.637999999999999
1436,1.3930000000000002,4.088000000000001,6.882999999999999,9.298000000000002,2.707999999999998,5.263000000000002,1.7130000000000003,3.768,6.597999999999999
1437,1.3610000000000009,4.056000000000001,6.850999999999999,9.266000000000002,2.6759999999999984,5.231000000000002,1.681000000000001,3.7360000000000007,6.565999999999999
1438,1.3520000000000003,4.047000000000001,6.841999999999999,9.257,2.666999999999998,5.222000000000001,1.6720000000000006,3.727,6.556999999999999
1439,1.3700000000000006,4.065000000000001,6.859999999999999,9.275000000000002,2.6849999999999983,5.240000000000002,1.6900000000000008,3.745000000000001,6.574999999999999
1440,1.4285000000000003,4.123500000000001,6.918499999999999,9.3335,2.7434999999999983,5.2985000000000015,1.7485000000000008,3.803500000000001,6.633499999999999
1441,1.4670000000000003,4.162000000000001,6.956999999999999,9.372000000000002,2.7819999999999983,5.3370000000000015,1.7870000000000008,3.842000000000001,6.671999999999999
1442,1.5295000000000003,4.224500000000001,7.019499999999999,9.434500000000002,2.8444999999999983,5.3995000000000015,1.8495000000000008,3.904500000000001,6.734499999999999
1443,1.6055000000000006,4.300500000000001,7.0955,9.510500000000002,2.9204999999999983,5.475500000000002,1.9255000000000009,3.9805000000000006,6.810499999999999
1444,1.7085000000000008,4.403500000000001,7.198499999999999,9.613500000000002,3.0234999999999985,5.578500000000002,2.028500000000001,4.083500000000001,6.913499999999999
1445,1.7895000000000003,4.484500000000001,7.279499999999999,9.6945,3.104499999999998,5.659500000000001,2.1095000000000006,4.1645,6.994499999999999
1446,1.8895000000000004,4.5845,7.379499999999998,9.7945,3.204499999999998,5.759500000000001,2.2095000000000007,4.2645,7.094499999999998
1447,1.9725000000000008,4.6675,7.462499999999999,9.8775,3.2874999999999983,5.842500000000001,2.292500000000001,4.3475,7.177499999999998
1448,2.0455000000000005,4.740500000000001,7.535499999999999,9.950500000000002,3.3604999999999983,5.9155000000000015,2.365500000000001,4.4205000000000005,7.250499999999999
1449,2.1215,4.8165,7.611499999999999,10.026500000000002,3.436499999999998,5.991500000000001,2.4415000000000004,4.4965,7.3264999999999985
1450,2.1910000000000003,4.886000000000001,7.680999999999999,10.096000000000002,3.505999999999998,6.061000000000002,2.511000000000001,4.566000000000001,7.395999999999999
1451,2.2270000000000003,4.922000000000001,7.716999999999999,10.132,3.541999999999998,6.097000000000001,2.5470000000000006,4.602,7.431999999999999
1452,2.2510000000000003,4.946000000000001,7.740999999999999,10.156000000000002,3.565999999999998,6.121000000000001,2.5710000000000006,4.626,7.455999999999999
1453,2.2575000000000003,4.952500000000001,7.747499999999999,10.1625,3.572499999999998,6.127500000000001,2.577500000000001,4.6325,7.462499999999999
1454,2.2505000000000006,4.945500000000001,7.740499999999999,10.155500000000002,3.5654999999999983,6.120500000000002,2.570500000000001,4.625500000000001,7.455499999999999
1455,2.2520000000000007,4.947000000000001,7.741999999999999,10.157000000000002,3.5669999999999984,6.122000000000002,2.572000000000001,4.627000000000001,7.456999999999999
1456,2.2555000000000005,4.950500000000001,7.745499999999999,10.160500000000004,3.5704999999999982,6.1255000000000015,2.575500000000001,4.6305000000000005,7.460499999999999
1457,2.2515000000000005,4.9465,7.7414999999999985,10.1565,3.5664999999999982,6.121500000000001,2.571500000000001,4.6265,7.456499999999998
1458,2.2295000000000007,4.924500000000001,7.719499999999999,10.134500000000005,3.5444999999999984,6.099500000000002,2.549500000000001,4.604500000000001,7.434499999999999
1459,2.2050000000000005,4.9,7.6949999999999985,10.11,3.5199999999999982,6.075000000000001,2.525000000000001,4.58,7.409999999999998
1460,2.1815000000000007,4.876500000000001,7.671499999999999,10.0865,3.4964999999999984,6.051500000000002,2.501500000000001,4.556500000000001,7.386499999999999
1461,2.1635000000000004,4.858500000000001,7.653499999999999,10.068500000000002,3.478499999999998,6.033500000000002,2.4835000000000007,4.538500000000001,7.368499999999999
1462,2.1510000000000007,4.846000000000001,7.640999999999999,10.056,3.4659999999999984,6.021000000000002,2.471000000000001,4.526000000000001,7.355999999999999
1463,2.1180000000000003,4.813000000000001,7.607999999999999,10.023,3.432999999999998,5.988000000000001,2.4380000000000006,4.493,7.322999999999999
1464,2.0885000000000007,4.783500000000001,7.578499999999999,9.9935,3.4034999999999984,5.958500000000002,2.408500000000001,4.463500000000001,7.293499999999999
1465,2.0275000000000007,4.722500000000001,7.517499999999999,9.9325,3.3424999999999985,5.897500000000002,2.347500000000001,4.402500000000001,7.232499999999999
1466,1.9875000000000007,4.682500000000001,7.477499999999999,9.892500000000002,3.3024999999999984,5.857500000000002,2.307500000000001,4.362500000000001,7.192499999999999
1467,1.8935000000000004,4.588500000000001,7.383499999999999,9.7985,3.208499999999998,5.763500000000001,2.2135000000000007,4.2685,7.098499999999999
1468,1.8060000000000005,4.501000000000001,7.295999999999999,9.711000000000002,3.120999999999998,5.676000000000002,2.126000000000001,4.181000000000001,7.010999999999999
1469,1.7275000000000005,4.422500000000001,7.217499999999999,9.632500000000002,3.042499999999998,5.597500000000002,2.0475000000000008,4.102500000000001,6.932499999999999
1470,1.6480000000000006,4.343000000000001,7.137999999999999,9.553,2.9629999999999983,5.518000000000002,1.9680000000000009,4.023000000000001,6.852999999999999
1471,1.5825000000000005,4.277500000000001,7.072499999999999,9.4875,2.897499999999998,5.4525000000000015,1.9025000000000007,3.957500000000001,6.787499999999999
1472,1.5400000000000005,4.235000000000001,7.029999999999999,9.445000000000002,2.854999999999998,5.410000000000002,1.8600000000000008,3.915000000000001,6.744999999999999
1473,1.5010000000000003,4.196000000000001,6.990999999999999,9.406000000000002,2.815999999999998,5.371000000000001,1.8210000000000008,3.876,6.705999999999999
1474,1.4705000000000004,4.165500000000001,6.960499999999999,9.375500000000002,2.785499999999998,5.340500000000001,1.7905000000000006,3.8455,6.675499999999999
1475,1.4625000000000004,4.157500000000001,6.952499999999999,9.3675,2.777499999999998,5.332500000000001,1.7825000000000006,3.8375,6.667499999999999
1476,1.5035000000000007,4.198500000000001,6.993499999999999,9.408500000000002,2.8184999999999985,5.373500000000002,1.823500000000001,3.8785000000000007,6.708499999999999
1477,1.5395000000000003,4.234500000000001,7.029499999999999,9.4445,2.854499999999998,5.409500000000001,1.8595000000000008,3.9145,6.744499999999999
1478,1.604,4.299,7.093999999999999,9.509,2.918999999999998,5.474000000000001,1.9240000000000004,3.979,6.808999999999998
1479,1.6670000000000007,4.362000000000001,7.156999999999999,9.572000000000005,2.9819999999999984,5.537000000000002,1.987000000000001,4.042000000000001,6.871999999999999
1480,1.7420000000000004,4.437000000000001,7.231999999999999,9.647000000000002,3.056999999999998,5.612000000000002,2.0620000000000007,4.117000000000001,6.946999999999999
1481,1.8310000000000004,4.526000000000001,7.320999999999999,9.736,3.145999999999998,5.701000000000001,2.1510000000000007,4.206,7.035999999999999
1482,1.926,4.621,7.415999999999999,9.831,3.240999999999998,5.796000000000001,2.2460000000000004,4.301,7.130999999999999
1483,1.9650000000000003,4.66,7.454999999999998,9.87,3.279999999999998,5.835000000000001,2.2850000000000006,4.34,7.169999999999998
1484,2.0425000000000004,4.737500000000001,7.532499999999999,9.947500000000002,3.357499999999998,5.912500000000001,2.3625000000000007,4.4175,7.247499999999999
1485,2.1165000000000003,4.8115000000000006,7.606499999999999,10.0215,3.431499999999998,5.986500000000001,2.436500000000001,4.4915,7.321499999999999
1486,2.1605000000000008,4.855500000000001,7.650499999999999,10.065500000000002,3.4754999999999985,6.030500000000002,2.480500000000001,4.535500000000001,7.365499999999999
1487,2.2110000000000003,4.906000000000001,7.700999999999999,10.116,3.525999999999998,6.081000000000001,2.5310000000000006,4.586,7.415999999999999
1488,2.2430000000000003,4.938000000000001,7.732999999999999,10.148,3.557999999999998,6.113000000000001,2.5630000000000006,4.618,7.447999999999999
