,Ubar_s4,U_horiz_s4,U_streamwise_s4,Umedian_s4,Tbar_s4,Tmedian_s4,UpWp_bar_s4,VpWp_bar_s4,WpTp_bar_s4,WpEp_bar_s4,TKE_bar_s4
4304,8.629679581089462,8.657156755216945,8.663755151860363,8.680606131940895,297.04448916666666,297.04999999999995,-0.07970085610503751,-0.0181414080947323,0.012075077919377132,0.021790170772039413,0.561250977267795
4305,8.569451972594077,8.592417626069398,8.600149401705819,8.621684395809442,296.93277874999995,296.91999999999996,-0.10890860035444376,0.006034827770419092,0.017003014017497813,0.04567131286148962,0.5492751212240451
4306,8.23474177743991,8.256593842551595,8.264067968848694,8.281033880457782,296.77267041666664,296.77,-0.09783492262411145,-0.0026381368405081333,0.015828627700010714,0.03428323648032702,0.5690855477634549
4307,8.07877183870077,8.094736007752532,8.101731144368598,8.085452124654394,296.7118108333333,296.7,-0.07171521902328075,-0.0005481051414954725,0.012190429167689658,0.02096259194229961,0.3947071905398437
4308,8.045798301405299,8.062750149353286,8.068788939454501,8.066780867241459,296.7466991666667,296.72999999999996,-0.07491418091043144,-0.00628581649693326,0.013238855265899421,0.023781316029801724,0.40344324480529514
4309,7.973270400968955,7.989288700151808,7.99601434503992,7.9887047773755455,296.8025808333333,296.78999999999996,-0.10137736337661386,-0.014493870905484136,0.012804487032019817,0.023396275139686413,0.45137108210946175
4310,8.106536320705752,8.122158113770958,8.128409945081106,8.149028497252822,297.01213833333327,297.02,-0.0742917597367085,-0.007414785061027921,0.007369089413764033,0.01799619328721158,0.38651746820477423
4311,8.462049078537662,8.478224149750702,8.484612610301232,8.513357902786225,297.2180383333333,297.21999999999997,-0.1161290146118882,0.007921950601065413,0.010262090671854221,0.02988869664692335,0.5888952873180556
4312,9.404748509478965,9.451011071822618,9.460141422963963,9.440537206554733,297.1698725,297.21,-0.12880251016778466,-0.0017815271978437366,0.01883861153823333,0.037606145043862546,0.9274125510862847
4313,8.755750141629491,8.789336714847396,8.796562157228202,8.75713173737785,296.25766666666664,296.22999999999996,-0.07732985612060025,-0.011394744070188666,0.0144440300972693,0.004826969098788848,0.6987104931124132
4314,7.678140450311366,7.6990582077030085,7.705327750076185,7.679925913647686,295.7365404166666,295.71999999999997,-0.05664422587429129,-0.009367100761849751,0.016891165249680925,0.0256409238513122,0.4623332060440104
4315,6.972677096929201,7.001794827457156,7.008436812640836,6.942117437661324,295.5301204166666,295.52,-0.04707802404368511,-0.01628539827188908,0.012553601795220418,0.010514988715279007,0.43337014862664924
4316,7.401744677217934,7.43977680002012,7.446854759074823,7.397190726142581,295.27166,295.25,-0.05426796845544214,-0.011150227400029713,0.022053846523027762,0.02699175131837222,0.5340536101610244
