,thetaV_sonic1,thetaV_sonic2,thetaV_sonic3,thetaV_sonic4
313,283.05472728872815,282.92825269908957,283.0964019765845,283.57163286296753
314,282.3217395814544,282.1437073353418,282.28679418946297,282.23509119077056
315,283.1665798439738,281.3715994325882,281.4973584338172,281.2332304035474
316,283.1504836085483,281.09352800878355,281.2255545540416,280.72502119844415
317,,280.8065597174348,281.0076950675415,280.45816125272086
318,,280.7663681014707,280.9156642726387,280.3957944594336
319,,280.6982331802327,280.7811138870562,280.358931663967
320,,280.6500623556193,280.7678209238274,280.3984121189641
321,,280.62143060835945,280.7232990101683,280.3548879223471
322,,280.29457877046787,280.38666633773255,280.06094342329396
323,,280.08112697101757,280.17897824535555,279.6988790554836
324,,280.1359884776974,280.1580698759684,279.5318245613538
325,,280.2906220340126,280.32566656302987,279.6649940489353
326,,280.2721340464587,280.3368412664261,279.7225259371178
327,,280.1953117159122,280.3639509348965,279.85579912806475
328,,280.12601551397137,280.38937320705145,280.00523251467786
329,,280.22192986334545,280.46092722083085,280.3017760138333
330,,280.1660866195221,280.369880643174,280.2601526967859
331,,280.225802448318,280.42747414213073,280.5650644687528
332,,280.2402947779822,280.3593418769067,280.5738418976436
333,,280.19344150736526,280.29947818259427,280.40404712001845
334,,280.2391727942485,280.34607478056694,280.46314688142775
335,,280.4023935146956,280.5200332021002,280.6522169051434
336,,280.4167795134554,280.53637306793047,280.62307707974537
337,,280.45105641021127,280.56693771982555,280.50441967161146
338,,280.3149355622835,280.43971683672044,280.4931915226315
339,,280.2969005249319,280.42080209659235,280.5550364498646
340,,280.2130643027984,280.3258350177997,280.44773232051057
341,,280.3320370725169,280.4559515975341,280.5850043765211
342,,280.3835702089241,280.5105140718409,280.7903978427248
343,,280.4145949332807,280.54465706618623,280.8983311511066
344,,280.5381873657838,280.65755146992177,280.8534980428082
345,,280.5550160102003,280.6814391722903,280.9959700050881
346,,280.5240584531414,280.6487092695869,281.24015711244624
347,,280.551914872787,280.6734580772231,281.33673325682986
348,,280.5435025989523,280.66416166378997,281.41703160784584
349,,280.5302626586604,280.65130748441555,281.45467396293003
350,,280.4686025937139,280.58889123714505,281.43095710830556
351,,280.57663125504274,280.556241439986,281.4073168836037
352,,280.5736556972476,280.5631800711673,281.4089657920122
353,,280.5405815750647,280.5828075731455,281.43388285307435
354,,280.5756655287215,280.64591336259105,281.493384014093
355,,280.61292502207164,280.70519299351525,281.58878177687694
356,,280.5250970640805,280.5903460807786,281.53494120257216
357,,280.6046814302039,280.6813669278915,281.5760092521396
358,,280.5398914251759,280.6233398711543,281.4814435714704
359,,280.45665809617105,280.45226431856565,281.3519258629407
360,,280.19048915240666,280.22142398472886,281.04563047015654
361,,280.16845942141276,280.1948259758152,280.9364356059193
362,,280.12553475824774,280.14089474834503,280.96060088406404
363,,280.0494742447905,280.0330816905721,280.86981335127166
364,,279.9861391556018,279.9438035709,280.8042980271354
365,,279.9191856656674,279.84332341894276,280.62043751099793
366,,279.838750368402,279.7168802752284,280.4045540064637
367,,279.65062457524823,279.5955461688134,280.2827002324932
368,,279.3471024080674,279.38527780556433,280.12124973911847
369,,279.3100766334965,279.298005309238,280.08676543761055
370,,279.2306619054598,279.1775033837539,280.0080364647566
371,,279.29108848398397,279.2458967615504,280.090623432681
372,,279.2095242303255,279.1145651976805,279.9967228713552
373,,278.77338241840874,278.87234832368324,279.7605511429321
374,,278.64498524513715,278.7405962980704,279.6083530701079
375,,278.54887722315226,278.638041991106,279.52556732428224
376,,278.5322438291031,278.61805312860866,279.49800432360996
377,,278.4143318135803,278.50877788168765,279.4156740097461
378,,278.3167255456483,278.4031023873474,279.2293224561387
379,,278.2361628966223,278.3180734319153,278.9390675438734
380,,278.10179964549855,278.177820436858,278.73754911629715
381,,278.06609136746596,278.15717414826287,278.66505946229364
382,,278.19054285115027,278.2627698994107,278.7428623550955
383,,278.3378410184359,278.4248913706495,278.8228260886184
384,,278.41538699212316,278.51274161761387,278.9141665997332
385,,278.4969289226866,278.5741300081215,278.98595724245814
386,,278.64940300023244,278.7765098053402,279.1750312872238
387,,278.80922456338186,278.88146024844485,279.30383957055426
388,,278.88443431837374,278.9484735412227,279.33723238838724
389,,278.9600683297072,279.04635029171766,279.39245251167335
390,,279.11504384107735,279.1833305094362,279.5824350667601
391,,279.2425617489037,279.3618424393301,279.6760443324321
392,,279.4818822465253,279.58450301487125,279.8200756380611
393,,279.61085640942173,279.7324673021926,280.00286657579716
394,,279.775784467269,279.8745420169634,280.22034586246514
395,,280.0390290847969,280.1569346251447,280.6922751638479
396,,280.1692899506176,280.32635394988307,280.79738515908065
397,,280.48339319078417,280.60999535987946,281.1369369023689
398,,280.63482777823066,280.7703195489603,281.34936966917587
399,,280.75606637877087,280.8900431716098,281.5014287951937
400,,281.0272968080952,281.16833731334316,281.73707496345855
401,,281.23615105791225,281.3797541740659,282.00185602391434
402,,281.28293279478163,281.4355385217806,282.094920287322
403,,281.46851481020366,281.62835392554825,282.1508582321339
404,,281.4899354592312,281.64688421133826,282.16148372316326
405,,281.72012153620136,281.8824209611128,282.37798340708594
406,,281.9176922334046,282.08444473251933,282.6295701108037
407,,281.84356234069935,282.02168353983416,282.6219674527748
408,,282.01325308221783,282.2020513095323,282.83901917911
409,,280.66012251159196,280.78600634616083,281.70605868493107
410,,280.3497972740906,280.4671052581965,281.4101894056437
411,,280.2514955662532,280.3692597280738,281.37383234562645
412,,280.15683960475053,280.27371808064845,281.2974709334338
413,,280.2790664096071,280.3969582795083,281.31680759171667
414,,280.2635612525078,280.38365113730396,281.3495237857852
415,,280.5364433616111,280.6652693711382,281.57949887488235
416,,280.5252906557286,280.65384756274955,281.71255271055617
417,,280.4621690371438,280.6004153442552,281.6166002208827
418,,280.5400357672693,280.6886886364724,281.473215656131
419,,280.6876885408452,280.8495982268706,281.64651097026035
420,,280.8224630821715,281.0157368447149,281.73802112223444
421,,280.73621766550445,280.91132778461616,281.6321492412809
422,,280.7462433265482,280.9757552599364,281.80821733281283
423,,280.6629098969191,280.8683074897365,281.700259774061
424,,280.65581292149864,280.82613862975165,281.6642927560414
425,,280.5242571800999,280.6963656992673,281.61713277175
426,,280.4249904131154,280.6127283842224,281.54956770354556
427,,280.3777200174798,280.5623329943909,281.3827373307343
428,,280.447763148651,280.62263537307103,281.5797343527945
429,,280.522219282792,280.68996023609446,281.7075965401699
430,,280.26642817825535,280.4235266188255,281.3024156994891
431,,280.0679642575532,280.20756062411743,281.03692182085723
432,,279.85784643809507,279.9885325704112,280.7630107448144
433,,279.8672946099739,280.00738341747666,280.8888758227814
434,,279.8937034015246,280.02722547710334,280.9099482113197
435,,279.5660111703739,279.6929093294822,280.6435175743101
436,,279.3337844878091,279.4625562950716,280.395718469643
437,,278.977224102764,279.095397613618,279.9770715415055
438,,278.76419780681687,278.8853734871598,279.7160749900717
439,,278.7724438312789,278.89773011333995,279.72792651910623
440,,278.6032677216736,278.7310623971046,279.6266148594475
441,,278.34165653149097,278.47068860726125,279.36636812304874
442,,278.38635095330244,278.50923994294993,279.3046693263175
443,,278.5845595765483,278.7039314143324,279.50864956852166
444,,278.24493846375424,278.3727848284399,279.21958162596485
445,,278.03664111464474,278.16464149348207,278.8460375595408
446,,278.1576379160046,278.2871890946516,278.89724595671674
447,,278.09278296171186,278.21232377812555,278.7883949041313
448,,277.98079059567374,278.09536884367765,278.702508589946
