,thetaV_sonic1,thetaV_sonic2,thetaV_sonic3,thetaV_sonic4
1885,280.49861739139,279.477697439176,279.54755672428115,280.39122865275914
1886,280.6075054457658,279.6070057398115,279.7079657493125,280.4979472299429
1887,280.7180215211377,279.7376742698676,279.8046144975948,280.854630786404
1888,280.85744531451525,279.8579465089037,279.9432024064299,280.9357734267527
1889,280.9484010209111,279.96666901816735,280.0294562304239,280.9515860089701
1890,280.9098185668191,279.9318857137848,280.0009559789197,281.01977170963806
1891,280.85755548334316,279.91039590688086,279.96738485515436,281.01383707766706
1892,280.8100302170364,279.88488582564366,279.9269070633334,281.25967508101934
1893,280.81550359256636,279.8667724271223,279.9176950628283,281.08850673474143
1894,280.7410512335739,279.77693833292847,279.836831824565,280.68278642708657
1895,280.69148377230795,279.73127446580315,279.8123308937332,280.8129968160919
1896,280.6787951169833,279.75926179379405,279.79871636956864,280.6656068295925
1897,280.6068085032758,279.66538832140003,279.7211019614309,280.5785000067456
1898,280.5672482316913,279.5922048558024,279.63320909455587,280.3624351020317
1899,280.5513666427803,279.562228011686,279.6382206154976,280.4657794717812
1900,280.5530889977553,279.5561890324384,279.64402290857737,280.8268164871149
1901,280.56397270367586,279.5799443575451,279.67191562411034,281.2747498858089
1902,280.573530448206,279.6103203297551,279.7044801571986,281.4897042423441
1903,280.6102937903304,279.65464138184325,279.75021656274464,281.49492122287893
1904,280.5425007641267,279.84024319154514,279.93432262491956,281.58030649601585
1905,280.73897729705163,279.87802554691757,279.97219048453854,281.758203801637
1906,280.879973991329,280.00067702725926,280.09234788177974,281.78197250330817
1907,280.9905111541752,280.141433240725,280.23601415951,281.8912560980391
1908,281.073616696979,280.2525606003069,280.3565707833928,281.78019031191974
1909,281.1235204203571,280.31087588763614,280.4195308576133,281.6406501165549
1910,281.24611955353197,280.4418371631661,280.55748596763385,281.7227291537984
1911,281.50695000537996,280.71539458123766,280.83447213489524,282.0463696998434
1912,281.68669837272665,280.35957895975224,280.4610273843029,282.2778169030436
1913,281.23759889212204,280.38096184598896,280.48132348602763,282.4725461149144
1914,281.2322731789312,280.3703624684857,280.47207722206775,282.64472757806226
1915,281.4574459025546,280.3554146375797,280.4573173355848,282.5682447860322
1916,281.11996231736043,280.26851159594656,280.3746855917346,282.3176543321484
1917,281.2464246154575,280.4079997597514,280.5111140731204,282.5229469522489
1918,281.2453414964209,280.3844419893112,280.48681226518227,282.82251271729746
1919,281.2491942836393,280.38706794665154,280.492002384571,282.9604582161561
1920,281.2480224026802,280.38477930440973,280.48241659344063,282.935752735453
1921,281.20488739456397,280.33733231900055,280.4369870491378,282.9796200017819
1922,281.28818836831323,280.42704817895236,280.52905242864824,283.0695399504744
1923,281.23562577227307,280.35319284913294,280.44440110763856,283.08716029667397
1924,281.2257871966664,280.3334250218109,280.40731394427655,282.56744850443687
1925,281.3557276563393,280.51297961049016,280.54082961303345,281.96293433457123
1926,281.4452947873396,280.62778534391435,280.66499145218216,282.0862316058085
1927,281.4706553406714,280.6456093304606,280.70187828143867,282.57423524118633
1928,281.40281954459124,280.5667578892201,280.6253360251614,282.6320881538196
1929,281.4386645215311,280.6089880179648,280.65074040444284,281.7446857483516
1930,281.4312987222765,280.5416815836972,280.62744383005753,281.2265385876367
1931,281.46448010258086,280.62811412956063,280.65791467078304,281.2549298389745
1932,281.4584942400835,280.6294105154073,280.6407386741101,281.48021311777154
1933,281.43612559590616,280.62231663325787,280.6221784142579,281.9436111466756
1934,281.39806435185994,280.5834427973829,280.59713245295103,282.77936879857776
1935,281.34543195720556,280.52904482963555,280.55627558526834,282.8640608615405
1936,281.42414658482426,280.61334387597844,280.6629551036644,283.1468919509264
1937,281.52569992188097,280.7223597713683,280.63199229162313,283.3040569136268
1938,281.54348446468936,280.727236279096,280.64028002643454,283.3100987330825
1939,281.4191519637401,280.580762674485,280.6558279596022,283.3471381469765
1940,281.43734545839203,280.60329634373204,280.68974338102475,283.4748362220944
1941,281.4658935863061,280.6233825841486,280.71657434754826,283.2876711302978
1942,281.41328564705316,280.56347366652983,280.6554548000179,283.1386389674403
1943,281.39203259607507,280.5328932521208,280.6239324020435,282.96911023435297
1944,281.29640058548415,280.40508041218004,280.44885779451045,282.27973560365655
1945,281.32877329183486,280.4433329056154,280.48282091428496,281.09085754872063
1946,281.42841161497773,280.61231811224343,280.6124060049452,280.56613705927606
1947,281.54946197906816,280.7293614079073,280.7067054980558,280.430417629959
1948,281.594440712246,280.7272049047206,280.76391373552343,279.6826056181438
1949,281.6782708313117,280.83787509371854,280.87740006736084,279.72501795947625
1950,281.69859586176443,280.8395815131631,280.8421304084842,279.7265159504674
1951,281.6946208264219,280.80603023167095,280.8504230140817,277.09587601190515
1952,281.6898619305195,280.7948091384803,280.82769896377346,276.37326425305866
1953,281.75275143584025,280.8328734376949,280.90447904420597,279.70569800209626
1954,281.81562032820455,280.94077539535976,281.0435035344379,280.8069558748576
1955,281.81984436965826,281.0067699431018,281.0748770897725,279.32608489317374
1956,281.84460925256207,280.9953648650598,281.089982746374,280.00220868045085
1957,281.84286685017116,281.12818757102906,281.1300163125369,281.7607065689735
1958,282.02734641174646,281.202124259558,281.33722921200876,282.1117661813071
1959,282.1430551217244,281.34308518508277,281.45496585217927,281.79826155251857
1960,282.2160306748878,281.40231454344,281.5391452785689,280.90940899447213
1961,282.2336415370306,281.41413928334936,281.50617313295,282.2416764410324
1962,282.22995997248756,281.4732666341138,281.4970829504803,282.08951241115057
1963,282.22089942605504,281.4697839231011,281.5079635686255,281.99188744062343
1964,282.11322046389375,281.29975303419525,281.43295313140885,285.25075338663237
1965,282.04519952696035,281.22594646068495,281.35474537621127,285.22365322454596
1966,282.04548455204616,281.23830887630464,281.36748112432014,285.20476359527675
1967,282.0131186628775,281.2067219470856,281.33620848108353,285.18066414283544
1968,282.0141799233531,281.2009093585235,281.32668008034636,285.1720800851678
1969,281.9768493732351,281.1328568746235,281.1974375700407,285.1569931183134
1970,282.00777655218167,281.2115347593982,283.8249908964079,285.12118969398114
1971,281.97762814082097,281.18767070398974,281.23991699548213,283.2381971529375
1972,,,,
1973,282.15303755399856,281.41622270127596,281.4641082442468,284.9610728840329
1974,282.32832101504613,281.571733550848,281.6607053815549,282.61357597943464
1975,282.4942989857433,281.7220242484422,281.85085255669946,282.49886020496945
1976,282.8888749701712,282.13531054667783,282.28122336105304,282.66056364352136
1977,283.12474820567735,282.3797227969644,282.5401145434315,283.23905530293007
1978,283.19306847507323,282.4761710681755,282.6719100545428,283.86465954366884
1979,283.75431107776166,283.12268110983734,283.3516078448621,285.20175671885204
1980,284.22647584229014,283.6370160621113,283.9265216328699,285.7102082579803
1981,284.5608787273525,283.96832053821566,284.25056737982726,285.4449867227024
1982,284.552785018959,283.9956891479362,284.29708528513623,285.3667204079297
1983,284.4119450591046,283.82466248533393,284.0913386152664,285.1621414809869
1984,284.3886789216112,283.7685525233227,283.99649037657167,285.07977763993404
1985,284.1387798286714,283.51817071875354,283.68904383889713,284.94441805412987
1986,284.1972001010863,283.5931186756649,283.66341282974895,284.654031663203
1987,284.1725900662393,283.5412681843942,283.72871572759664,285.1036461674443
1988,284.3952040046413,283.8417235770813,284.3214287070184,286.08148871808646
1989,285.1589111066605,284.7623540421853,285.0728977232425,287.2035641136518
1990,285.25166593816726,284.61658369667964,284.83586994982323,287.77917408318007
1991,285.24118235562895,284.6677950423511,284.91924936818236,288.299305782336
1992,285.02776234549685,284.4529092248422,284.7121988727781,288.2750705446914
1993,284.9612025665001,284.3872023290162,284.65928300372116,288.371908051876
1994,285.01460966126746,284.4498371585748,284.71539755993246,288.4275151841033
1995,284.7989456480862,284.2077165373029,284.4437330264316,288.1591255419609
1996,284.361816866703,283.7368987386972,283.9380904302393,287.6416975426569
1997,284.26400698185745,283.6676413256924,283.86184956380015,287.49718216673
1998,284.724285513041,284.2458822979206,284.62066356449293,288.4633881070086
1999,284.5550542828441,284.0009952614383,284.24000713508786,287.9186776461548
2000,284.2115076566609,283.61847483778644,283.826646229461,287.3819728491431
2001,284.19396854248697,283.55876624186567,283.77995110131485,287.43705392342696
2002,284.07593682890285,283.41690024853347,283.6640483308046,287.5583094521411
2003,284.0228045531354,283.3521890099306,283.5618253024805,287.6577354970591
2004,283.9819892592234,283.42206912035243,283.6611900799294,287.78480198070076
2005,284.2628746264621,283.7063767342525,283.9635467604008,288.046446027953
2006,284.3508903645897,283.71898751780856,283.924125489821,288.04928652713
2007,284.3420747160455,283.67285398060267,283.8646812858654,288.0046715099802
2008,283.9562426664445,283.4104965291182,283.65828297864465,287.6847898810066
2009,284.0964352856471,283.4321364827274,283.62193227651056,287.6550379132004
2010,283.9034124283485,283.16802471282995,283.33361478720616,286.88169037913093
2011,283.636114363723,282.92010281088864,283.1006835251408,285.7847137519536
2012,283.3492418825239,282.5537311942454,282.68957505468734,285.25553770461727
2013,283.4248109162334,282.50170068705864,282.6007959397799,285.139872484036
2014,283.44173709495846,282.67290195672985,282.62882593756484,285.2559346291531
2015,283.6230334585848,282.6533886366726,282.85808077358416,285.4011049959574
2016,284.01028451910037,283.1336800966735,283.2272387289873,285.03027297903776
2017,283.633908227256,282.72715344574857,282.87971113285573,284.28389111098244
2018,283.57814512506195,282.66092903869264,282.81158434547785,283.8504117980196
2019,283.3886915350197,282.5374424916906,282.5509997472737,283.7880846334317
2020,283.29726733123715,282.4218952119622,282.5767786014942,283.50294102294816
2021,283.33311136697586,282.47050542190664,282.56005239469437,283.67272237664594
2022,283.2567210617242,282.4428746408392,282.482053428588,283.3902564674534
2023,283.3484235800295,282.5581094660913,282.62401003122784,283.94709404595875
2024,283.5427098690994,282.6997117335781,282.80634859954677,284.0595467054804
2025,283.73825873104306,282.8111727525961,282.9488299214159,284.3643107061093
2026,283.78918128420975,282.8440130765417,283.0096154148959,284.18847486154704
2027,283.7051333623503,282.75790246216457,282.90976730971903,283.9525837311096
2028,283.65125767584624,282.6715963977372,282.8112422712503,284.2144070383264
2029,283.759608599238,282.86444231543294,282.90766135885315,284.4867059753134
2030,283.82812479673646,283.0105633979995,282.9817389039342,284.5595288991448
2031,283.88448075701456,283.0316934075469,282.9878069670214,284.65153730329644
2032,283.93547509340397,283.0704838041208,283.07621131423775,284.46683342560993
2033,284.13137091688145,283.23813713674554,283.30458765151974,284.8501609347501
2034,285.6809519607917,285.19776267169306,285.52246212546436,290.4174315169797
2035,285.66510604228966,285.18197868127737,285.5066439146986,290.40134212034314
2036,285.63731226544314,285.1541991251577,285.47882058538397,290.37304179056997
2037,285.6197846310357,285.1366673153018,285.4612497974205,290.3551697707222
2038,285.6110375610301,285.127891902421,285.4524663589435,290.3462357498281
2039,285.59510291748114,285.1120307185834,285.43659228685283,290.33008953418545
2040,285.57991545946896,285.0968303821064,285.42147234913864,290.3147103817259
2041,285.60490744323846,285.12155255389047,285.4462463487345,290.3399091043675
2042,285.6074310594675,285.12414344817336,284.09601771462525,290.3424631326171
2043,,,,
2044,,,,
2045,285.56371130330876,285.07590559695007,284.30650043925687,290.298003091644
2046,285.56089004769956,285.0776336231908,284.23231932103215,290.29513335876896
2047,285.06094659618475,284.30446078734724,284.5495177536779,290.29423083892976
2048,285.3702488784584,284.71727916604965,284.954698968683,290.3064703671919
2049,,,,
2050,,,,
2051,,,,
2052,,,,
2053,,,,
2054,,,,
2055,,,,
2056,,,,
2057,,,,
2058,,,,
2059,,,,
2060,,,,
2061,,,,
2062,285.58847327227005,284.99778525388024,285.2635444280474,290.5384470813718
2063,285.9119128183736,285.36505626633976,285.65243708963345,
2064,285.8576045262707,285.28460936585833,285.5223738992107,290.5749785296651
2065,286.0811896272308,285.52095358006386,285.80240596335415,290.58550108312954
2066,285.99659004368505,285.63801617740677,286.07007820164245,
2067,285.98675724374345,285.7806477527046,286.3777694219656,290.20264823342484
2068,286.005537320541,285.37895119146776,286.7808564918315,290.7188341339742
2069,286.4145341904804,285.4058209721862,286.7363944320366,
2070,285.90657247711493,285.4229076829381,285.7480568675965,290.64689383348554
2071,285.9216276040635,285.4379839457909,287.10569488726225,290.66226407069234
2072,285.8029952936031,285.5978079644445,286.2401210645775,
2073,285.650307795008,285.29860635510505,285.7526486970069,290.6726737320742
2074,285.80285380261546,285.35036728003485,285.7449019900949,290.6751622905669
2075,285.9201462431232,285.43448650374086,285.7898766957312,
2076,285.95649467536623,285.4750782078547,285.79718938794423,290.6914691314436
2077,285.8508521575021,285.261784517901,285.54177780650866,290.7043258174731
2078,285.8696459221533,285.27256121761,285.57337678901433,
2079,285.23691784039386,284.53019435824524,284.7819783132276,290.34760760775123
2080,285.3597975513972,284.6051117795162,284.85507417520273,290.69292823096606
2081,285.2316847921107,284.4847091483446,284.719177471691,
2082,285.1830420129837,284.5040667532217,284.6165580994566,290.69992883320185
2083,285.0447356532121,284.44786775189334,284.626092394913,290.70155345439207
2084,285.03698190621225,284.4004685854485,284.6134135599312,
2085,284.88234641319843,284.178993634285,284.4463247527521,290.7144497442969
2086,284.9100336248603,284.18197575114516,284.35000819938523,290.7135528770845
2087,285.0191901128978,284.42491038450754,284.51629059194374,
2088,285.209605588217,284.6070793880388,284.77421479091055,290.7169229078658
2089,285.2456422290443,284.7149894999033,284.9366409770867,290.7197676300042
2090,285.4492154127704,284.8724445650623,284.64960978580706,
2091,285.4493058387785,284.69976105376514,284.62280243887466,290.7641843325621
2092,285.3366099373386,284.56286995965286,284.8683371559306,290.7784244672451
2093,285.2756841285778,284.4897806394947,284.8652218153101,
2094,285.42611966786257,284.49838951337324,284.92924305678235,290.81011609987434
2095,285.4546052318108,284.85663639437024,284.9385035860181,290.8373601071901
2096,285.26534558187444,284.65302926108853,284.6519120957002,
2097,285.2238273761657,284.55261133532923,284.65439805769097,290.84976783464725
2098,285.2466291110835,284.4527657253511,284.6419777770493,290.8526380939474
2099,285.16383518092897,284.44225805781946,284.58817201461915,
2100,284.93577028928524,284.325338207371,284.5282974875017,290.8523462698172
2101,285.0668879809808,284.5526550594172,284.71849080616363,290.86531885984374
2102,284.9940104946054,284.4640334729554,284.7744119759134,
2103,285.15538117286576,284.50062756444936,284.80670472898834,290.8928565978816
2104,285.17236892150174,284.46925439288583,284.5887383420598,290.91078064684893
2105,285.2639832168069,284.45074988901195,284.70525274924546,
2106,285.0929641704147,284.42152468498966,284.6507649395251,290.89446056197914
2107,285.1635912462444,284.4670776544804,284.67172813921707,290.8893164710897
2108,285.08643389230787,284.4229674352861,284.5741886687228,
2109,285.0931631094323,284.4363430085355,284.617175886406,290.89409174494614
2110,285.1615421536368,284.45938281586007,284.7327058715535,290.8984714438786
2111,285.52906117873255,284.48918256654656,284.5922770417199,
2112,285.2096343051138,284.58922159969484,284.71229392544427,290.90563065952057
2113,285.1786316753151,284.52443392149905,284.59220787508957,290.8948899952095
2114,285.2999255244211,284.4256888212488,284.5952798929844,
2115,285.24808113472255,284.42072381725154,284.59904033339217,290.8879970718426
2116,285.26879423094084,284.4684713695048,284.6004488061408,290.88943666846353
2117,285.2576555522564,284.5467779820468,284.5929240367693,
2118,285.29907944734225,284.5141072001242,284.6098746218989,290.9075409570761
2119,285.60488734730757,284.81351244136977,284.6397933064314,290.92965058791987
2120,285.8256885711961,284.98517570948337,284.66936876695326,
2121,285.6669947794227,284.7734175711367,284.6702008511084,290.96073006646134
2122,285.93648121021556,285.13907823966724,285.3412521966546,290.97495439927945
2123,286.23555849393864,285.45573599564557,284.69948988557474,
2124,286.14456870194573,285.3352695945402,285.6649061174405,291.020470808249
2125,286.61427396009555,285.92414975099416,286.2432013152243,291.0361730246162
2126,286.9029436727714,286.0938507781093,286.3479215213745,
2127,287.46060234770675,286.7049948097975,287.07313569302113,291.0741844949524
2128,287.5631485427315,286.8552299245668,287.2288592678831,291.0888304124606
2129,287.71535180631855,287.06462960629915,287.3228065423486,
2130,287.037457113732,286.35138183478693,286.5053461042523,291.075672607523
2131,287.0590717024862,286.3631625933523,286.5519231798273,291.07320640461745
2132,287.50753800622374,286.78915009311766,286.99099273682583,
2133,287.34479528830303,286.61093285843214,286.78861073319257,291.11535571525684
2134,287.2320443333882,286.4287800285465,286.1613236332427,291.1259537197882
2135,287.0927388449795,286.31965083877634,286.1761209092121,
2136,286.87707500689294,286.1201718567897,286.2820110155948,291.1464364810165
2137,286.60364233076393,285.7763351166749,286.09543540740606,291.1612260254676
2138,286.42235932847103,285.6572049670166,285.9298218983328,
2139,286.1816062743,285.43327744779816,285.6939689464719,291.1955340717407
2140,286.1497474362692,285.3620350902572,285.65049174393386,291.2027141279253
2141,286.08710953006323,285.39219136707953,285.5665432143414,
2142,285.99757058618883,285.30050425218536,285.62895835464235,291.2689965555364
2143,285.860353224642,285.540048830716,285.37089815135806,291.2877545182638
2144,286.03609641699205,285.2499829117998,285.67007985427813,
2145,286.2212135011284,285.5802018541264,285.4650509023668,291.31207985528755
2146,286.1708083844272,285.5350724460198,285.46948942420283,291.31660928900794
2147,286.1647498901289,285.76362818785395,285.97921419349956,
2148,286.4472750980968,285.7479273699609,286.0224181426465,291.28985822592125
2149,286.14597006430773,285.49111921829285,285.680750988757,291.2932205382389
2150,286.278684126277,285.6336173214136,285.4471086415761,
2151,286.2080425089808,285.48087612458795,285.33393612722284,291.26697511938977
2152,285.96795157140724,285.22256077779923,285.29902131412416,291.2313343115134
2153,286.0697570581652,285.3538073372164,285.3678454567531,
2154,285.9725064820258,285.2475393644999,285.4356418865727,291.21033164786314
2155,285.75231743555895,285.0059081959844,285.2460005289888,291.2146315394671
2156,286.04246748978096,285.28413020598543,285.54749175719127,
2157,285.8130935646461,285.0685784543021,285.32557905107757,291.24515634294954
2158,285.80223622661714,285.0627634018248,285.30772748210103,291.25350981968603
2159,285.98749470027485,285.20478167270755,285.4374495803788,
2160,286.2160109733774,285.4746340459023,285.648111116643,291.2834943392078
2161,286.4833321465717,285.84406644651324,286.0536137057111,291.29981126632964
2162,286.47609061281224,285.7594307323059,286.0418615577212,
2163,286.92513062552604,286.27789981336196,286.65426678982647,291.33287483087645
2164,286.9171653543458,286.25351343880874,286.7447533413778,291.3564289210562
2165,287.19340895353406,286.52957535815875,286.81279607310773,
2166,286.9508465747966,286.1416222243637,286.27221806237907,291.382023159873
2167,286.4743473032474,285.67472732626436,285.6414775731595,291.3913763018948
2168,286.8321895020128,286.2273725196016,286.3164935037399,
2169,286.8381362642707,286.1998759068937,286.5111079908013,291.4300783364506
2170,286.702492178922,285.95895454396964,286.28697296469284,291.4488684940477
2171,286.5936384320342,285.7845549262888,285.82475476493875,
2172,286.65040478067004,285.91531166070394,285.9775847442597,291.45791495520905
2173,286.8908346749395,286.3487421979146,286.5408603554346,291.4641646320295
2174,287.59145981684645,286.95375427791504,287.05545197026373,
2175,287.601192212812,286.8664344119887,287.05449089490094,291.47340069595987
2176,287.3116732474054,286.58282638562116,286.83083943865614,291.47531097694485
2177,287.3607427329943,286.612597655119,286.8779846875563,
2178,286.9016584321685,286.1990039535349,286.42912756932094,291.46609307997795
2179,286.51183254965224,285.69726834501347,285.9985214245576,291.46584876256486
2180,286.387104284031,285.4026443313843,285.6779861668876,
2181,286.37637232749614,285.3571219543584,285.47707612066034,291.4617894184131
2182,286.21757156899076,285.3738865310843,285.5181109313882,291.4654061549765
2183,286.2228951063072,285.22688119327245,285.37635264813423,
2184,286.1745814491417,285.308490000509,285.42837114523326,291.456513437295
2185,286.17636697351253,285.07885291646846,285.43010278497087,291.4582816486274
2186,286.1955559749161,285.08790166626585,285.44910494923516,
2187,286.19943949235073,285.3068715844561,285.45326981978155,291.4819379626985
2188,286.2517273076856,285.2770789211409,285.4527809706129,291.48761327417037
2189,286.1366687916667,285.2530141401755,285.42938294360283,
2190,286.1410412525613,285.3059123381393,285.46254616932845,291.4852357907444
2191,286.13425528650515,285.34414773632307,285.4881681030082,291.4767184969376
2192,286.16399540124826,285.42827936608114,285.559369159533,
2193,286.019126155906,285.2604157583852,285.33944753421724,291.48591442698057
2194,286.30126318439665,285.5055126683895,285.63336472093937,291.4905235810707
2195,286.42904796817163,285.64654288941085,285.8540571012879,
2196,286.7301861355341,285.956660040075,286.17638713821634,291.5034357515786
2197,286.8497628384064,286.0998337765737,286.3257020907971,291.51052651590084
2198,286.71906698989153,285.97440940826806,286.1486075040924,
2199,286.6057082583737,285.8580565352304,286.03077206068343,291.5461286142872
2200,286.8060505475302,286.07337560640866,286.22862800617486,291.56106278269
2201,286.7183321302299,285.98068812464226,286.11694838013204,
2202,286.65655771270934,285.8964094692348,286.04026844487225,291.6085036356335
2203,286.7999274352382,286.04154327448384,286.1724321204676,291.6232899494945
2204,286.7810300832228,286.03582704151995,286.1624068591786,
2205,286.76222163644036,286.0107625481119,286.13610938339633,291.64106646870664
2206,286.453920337763,285.6782147009539,285.7918633898993,291.6637125722008
2207,286.50045454146704,285.6960823913287,285.81035902260163,
2208,286.51274384549527,285.7169395051699,285.899134389803,291.6869708860932
2209,286.6111177128997,285.8270063194157,286.0193764712598,291.7068435974713
2210,286.65851244635803,285.8814685025039,286.0724541830952,
2211,286.8398649519692,286.1006324683135,286.2787424126904,291.7239173548257
2212,286.77963614971964,286.03240794846323,286.2129296316784,291.74254200745355
2213,286.79239093243837,286.0637928391553,286.25288881999774,
2214,286.74488575823744,286.0211366208616,286.2143063738533,291.757456512267
2215,286.50379996894685,285.74412698800063,285.91916963003257,291.75868751502856
2216,286.2946053533734,285.38371607158905,284.4252167482851,
2217,286.28347010257727,283.3045306186196,285.60497017629564,291.7682416104944
2218,286.1868122213832,282.54828684241784,285.55268710154235,291.7539596236222
2219,286.1775544685802,281.56035270406585,285.3863778310414,
2220,285.9197401317457,285.01036790935404,285.09457054841016,291.7472550012593
2221,285.7857079730044,281.94856278901693,285.1616436622367,291.737354155653
2222,285.65657529061247,281.9935746847244,284.9228701476391,
2223,285.56108117994165,283.27595204364144,284.9600457464214,291.73555908197676
2224,285.61896426926563,281.99613124782456,284.99871464346916,291.727698809721
2225,285.43904983093483,282.0114333083872,284.80254160527505,
2226,285.4300766116587,280.2868053749901,284.4296855468008,291.6967756261872
2227,285.40783984735265,283.60411010230126,284.68519157319224,291.6882530354322
2228,285.27584620392145,282.2422358303432,284.4853887682612,
2229,285.39316433401706,284.40161804196885,284.2152748954844,291.69747760188363
2230,285.3744671104075,284.52106923801495,284.2316321817079,291.714265507226
2231,285.3897098656709,283.0396498064821,284.228428065548,
2232,285.4673298640035,284.60299469068246,282.2125435748003,291.7262336048592
2233,285.39569282781343,284.55390867935165,284.0476435615566,291.74622782487694
2234,285.49338071558014,284.55078976788775,283.1612413193838,
2235,285.633488305442,284.6979856069036,275.7523837386857,291.7870531860061
2236,285.30433473961193,284.67768110855883,277.78975866891153,291.80369185914776
2237,285.64764605093006,284.770255397466,281.74595530708314,
2238,285.421207778356,284.66200809563577,277.99448517626905,291.82183803291804
2239,285.42012313735364,284.53943344942405,284.69305131867065,291.82571104744875
2240,285.3555755535906,284.41033049680107,284.5593635914914,
2241,285.20633622758146,284.51416542201054,284.4280653032951,291.86682250249345
2242,285.270746768437,284.53027035304217,284.2158642408385,291.8833441452202
2243,285.49437295141945,284.5191705340159,284.61734526488567,
2244,285.5696424305391,284.54583762643017,284.3048535515618,291.8885408326063
2245,285.35087529994576,284.6069150909595,283.56182761405245,291.8819770378002
2246,285.53442623942647,284.6764544110164,284.2514781219255,
2247,285.48572777300825,284.30355782537254,284.69495660819274,291.88442100958105
2248,285.4699529097864,284.3933316604476,284.34762985330724,291.87757654129
2249,285.306065718613,284.432492027519,284.420697333221,
2250,285.15558007828514,284.2653624456454,284.44354703354156,291.86867521409664
2251,285.17847137655986,284.32497726017266,284.2734402019865,291.85628954791787
2252,285.0856548954041,284.31229486724175,284.28860914482124,
2253,285.0313803700307,284.1810049953805,284.29037192189696,291.86984263038795
2254,284.9852740741744,283.83695994402245,284.23223004223394,291.86094995722243
2255,284.97114795532633,284.1243171633354,284.22167680108385,
2256,285.06433667698593,284.26668978038214,284.2871252113303,291.86800929899175
2257,285.0944331044742,284.18942416863825,284.30232744947847,291.8882778087906
2258,285.13260767349306,284.235795662832,284.29001651114186,
2259,285.1947503851241,284.3526563639042,284.4074672631934,291.8768199172348
2260,285.273289572299,284.4799704528516,284.607253319844,291.88522543615744
2261,285.3685398417151,284.6070545453089,284.6946291931896,
2262,285.33582255569536,284.5658988497379,284.64484585180793,291.90857864448054
2263,285.30897047661085,284.55588166061074,284.61556164087193,291.9104026104731
2264,285.28319092180374,284.5648751312017,284.6072504969698,
2265,285.4230166364495,284.7205721351653,284.75529448733926,291.931281619833
2266,285.6897544431268,285.00766786961304,285.10976782769774,291.9249695699856
2267,285.78377865719426,285.09510290031346,285.17782144939963,
2268,285.9063389604099,285.18761139640486,285.2920176139954,291.9311497656405
2269,286.0312241969708,285.29188855807297,285.3993142763538,291.9514434642034
2270,286.14970622666897,285.40213675681866,285.5244132431194,
2271,286.56750654507255,285.8403869190008,285.99788399215544,291.9676282853076
2272,287.1147650675405,286.4091492634473,286.57421696465326,291.98045092609505
2273,287.1952251857265,286.48937437043895,286.6561523668245,
2274,287.2083858255366,286.4956108461486,286.65528008908336,292.02619345175907
2275,287.1854968945144,286.47436809915416,286.64017331636404,292.04794265937534
2276,287.41710136808064,286.73484662364353,286.9309978213323,
2277,287.5814715368904,286.9009884611821,287.0846283302722,292.1133077631323
2278,287.7392497433805,287.0753493762447,287.2671272676534,292.14752083005754
2279,288.0608733164197,287.41500129880905,287.61976739043416,
2280,288.0596228743539,287.4565141489501,287.6929327393087,292.2140824395061
2281,287.9395685773258,287.3282799903691,287.5472052068917,292.23097344619623
2282,287.81840468806706,287.219167239697,287.4307570569344,
2283,287.576573503405,286.9599917000852,287.15049326182316,292.26993257489124
2284,287.499192744093,286.86896280121624,287.0506766286244,292.28550893953843
2285,287.5345488598354,286.91784668804956,287.1108864754204,
2286,287.5528626677664,286.90224795271854,287.1081126809683,292.3202635358821
2287,287.79096376548006,287.177374629496,287.40766910638297,292.33776018876665
2288,288.0637384935336,287.4720712864486,287.7082498167324,
2289,288.02161868258383,287.6079996625356,287.9119487239144,292.3766913789585
2290,288.0703317870251,287.5558094461206,287.81518975408767,292.3778262446323
2291,287.9453775132113,287.3887160558821,287.6315368248641,
2292,288.1205449141136,287.6104696958611,287.86554640054425,292.289378429777
2293,287.9757498505405,287.4479097704202,287.69236407053376,292.2673237388127
2294,287.97659747056895,287.46291856345215,287.7138881566249,
2295,287.8662389230423,287.33156534904913,287.5650719678189,292.1662617481973
2296,287.7032262196199,287.12575640286286,287.3340463241853,292.32829445602476
2297,287.46548556082695,286.8227778363573,287.0306658436352,
2298,287.3787693038732,286.71509799155046,286.92087847350876,292.32539602119044
2299,287.6300134908552,286.97621547251185,287.18935335570166,292.3680748736576
2300,287.78789372851594,287.13502606729406,287.3784061227469,
2301,287.65675651248523,286.99004560864887,287.2230305700174,292.373460217972
2302,287.9940946499256,287.34602998384554,287.6252582625783,292.38791714454425
2303,287.9887970397851,287.30655172128434,287.55828084820797,
2304,288.03175379578016,287.33686644534623,287.5704687928284,292.4174052697702
2305,287.61785581806276,286.87350739787865,287.07698947010795,292.4100117925521
2306,287.25820206902756,286.4760430605028,286.6551335214391,
2307,287.0077943034699,286.2094962582093,286.3836183793134,292.4375513057
2308,286.97166221824506,286.1676751344897,286.33865360274126,292.4534824313787
2309,286.99033127667155,286.18573358398703,286.35429111596284,
2310,286.9661639392448,286.1630094533936,286.3314197404153,292.441275035129
2311,286.8504464926512,286.0373282780099,286.19970745090956,292.4403262137419
2312,286.75666501356693,285.93797033601965,286.09615122924896,
2313,286.5274305009062,285.68317653485695,285.8287989404421,292.4237564836364
2314,286.93667778345616,285.62106377737337,285.3897253432699,292.3813928544154
2315,286.9240611638074,285.4838398016829,285.67904138145576,
